"Applications","Capacitance","Comment","ComponentLink1Description","ComponentLink1URL","ComponentLink2Description","ComponentLink2URL","ComponentLink3Description","ComponentLink3URL","ComponentLink4Description","ComponentLink4URL","ComponentLink5Description","ComponentLink5URL","ComponentLink6Description","ComponentLink6URL","Description","Device Package","Dielectric Material","ESR (Equivalent Series Resistance)","Features","Footprint Path","Footprint Path 2","Footprint Path 3","Footprint Ref","Footprint Ref 2","Footprint Ref 3","Height - Seated (Max)","LastUpdated","Lead Spacing","Lifecycle Status","Manufacturer","Part Number","Minimum Order","Mounting Type","Operating Temperature","Package / Case","Packaging","Part Status","Price","Ratings","Series","Size / Dimension","Supplier 1","Supplier Part Number 1","Supplier 2","Supplier Part Number 2","Supplier 3","Supplier Part Number 3","Supplier 4","Supplier Part Number 4","Supplier 5","Supplier Part Number 5","Supplier 6","Supplier Part Number 6","Library Path","Library Ref","Termination","Tolerance","Type","Value","Voltage Rating - AC","Voltage Rating - DC"
General Purpose,"220pF",=Value,Datasheet,//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Capacitors%20PDFs/ECH-U_B.pdf,DigiKey Link,http://digikey.com/product-detail/en/panasonic-electronic-components/ECH-U1H221GB5/PCF1093CT-ND/255978,"","","","","","","","",CAP FILM 220PF 2% 50VDC 0805,"0805 (2012 Metric)","Polyphenylene Sulfide (PPS), Metallized - Stacked","","",footprints/Capacitor - Film/PCB - CAPACITOR - FILM - CAP FILM 0805.PCBLIB,"","",CAP FILM 0805,"","","0.039 (1.00mm)","2020-09-02 01:24:42.520000","",Active,Panasonic Electronic Components,ECH-U1H221GB5,"1",Surface Mount,-55°C ~ 125°C,"0805 (2012 Metric)",TapeAndReel,Active,"0.23","",ECH-U(B),"0.079 L x 0.049 W (2.00mm x 1.25mm)",DigiKey,PCF1093CT-ND,"","","","","","","","","","",,capacitors\capacitor,Solder Pads,±2%,"","220pF","","50V"
General Purpose,"6800pF",=Value,Datasheet,http://industrial.panasonic.com/www-cgi/jvcr13pz.cgi?E+PZ+3+ABD0013+ECHU1C682GX5+7+WW,DigiKey Link,http://digikey.com/product-detail/en/panasonic-electronic-components/ECH-U1C682GX5/PCF1175CT-ND/353722,"","","","","","","","",CAP FILM 6800PF 2% 16VDC 0805,"0805 (2012 Metric)","Polyphenylene Sulfide (PPS), Metallized - Stacked","","",footprints/Capacitor - Film/PCB - CAPACITOR - FILM - CAP FILM 0805.PCBLIB,"","",CAP FILM 0805,"","","0.043 (1.10mm)","2020-09-02 01:24:42.517000","",Active,Panasonic Electronic Components,ECH-U1C682GX5,"1",Surface Mount,-55°C ~ 125°C,"0805 (2012 Metric)",TapeAndReel,Active,"0.11","",ECH-U(X),"0.079 L x 0.049 W (2.00mm x 1.25mm)",DigiKey,PCF1175CT-ND,"","","","","","","","","","",,capacitors\capacitor,Solder Pads,±2%,"","6800pF","","16V"
General Purpose,"3300pF",=Value,Datasheet,http://industrial.panasonic.com/www-cgi/jvcr13pz.cgi?E+PZ+3+ABD0013+ECHU1C332JX5+7+WW,DigiKey Link,http://digikey.com/product-detail/en/panasonic-electronic-components/ECH-U1C332JX5/PCF1190CT-ND/353737,"","","","","","","","",CAP FILM 3300PF 5% 16VDC 0805,"0805 (2012 Metric)","Polyphenylene Sulfide (PPS), Metallized - Stacked","","",footprints/Capacitor - Film/PCB - CAPACITOR - FILM - CAP FILM 0805.PCBLIB,"","",CAP FILM 0805,"","","0.043 (1.10mm)","2020-09-02 01:24:42.513000","",Active,Panasonic Electronic Components,ECH-U1C332JX5,"1",Surface Mount,-55°C ~ 125°C,"0805 (2012 Metric)",TapeAndReel,Active,"0.11","",ECH-U(X),"0.079 L x 0.049 W (2.00mm x 1.25mm)",DigiKey,PCF1190CT-ND,"","","","","","","","","","",,capacitors\capacitor,Solder Pads,±5%,"","3300pF","","16V"
General Purpose,"5600pF",=Value,Datasheet,http://industrial.panasonic.com/www-cgi/jvcr13pz.cgi?E+PZ+3+ABD0013+ECHU1C562JX5+7+WW,DigiKey Link,http://digikey.com/product-detail/en/panasonic-electronic-components/ECH-U1C562JX5/PCF1193CT-ND/353740,"","","","","","","","",CAP FILM 5600PF 5% 16VDC 0805,"0805 (2012 Metric)","Polyphenylene Sulfide (PPS), Metallized - Stacked","","",footprints/Capacitor - Film/PCB - CAPACITOR - FILM - CAP FILM 0805.PCBLIB,"","",CAP FILM 0805,"","","0.043 (1.10mm)","2020-09-02 01:24:42.510000","",Active,Panasonic Electronic Components,ECH-U1C562JX5,"1",Surface Mount,-55°C ~ 125°C,"0805 (2012 Metric)",TapeAndReel,Active,"0.12","",ECH-U(X),"0.079 L x 0.049 W (2.00mm x 1.25mm)",DigiKey,PCF1193CT-ND,"","","","","","","","","","",,capacitors\capacitor,Solder Pads,±5%,"","5600pF","","16V"
General Purpose,"2200pF",=Value,Datasheet,http://industrial.panasonic.com/www-cgi/jvcr13pz.cgi?E+PZ+3+ABD0013+ECHU1H222JX5+7+WW,DigiKey Link,http://digikey.com/product-detail/en/panasonic-electronic-components/ECH-U1H222JX5/PCF1332CT-ND/353804,"","","","","","","","",CAP FILM 2200PF 5% 50VDC 0805,"0805 (2012 Metric)","Polyphenylene Sulfide (PPS), Metallized - Stacked","","",footprints/Capacitor - Film/PCB - CAPACITOR - FILM - CAP FILM 0805.PCBLIB,"","",CAP FILM 0805,"","","0.043 (1.10mm)","2020-09-02 01:24:42.507000","",Active,Panasonic Electronic Components,ECH-U1H222JX5,"1",Surface Mount,-55°C ~ 125°C,"0805 (2012 Metric)",TapeAndReel,Active,"0.12","",ECH-U(X),"0.079 L x 0.049 W (2.00mm x 1.25mm)",DigiKey,PCF1332CT-ND,"","","","","","","","","","",,capacitors\capacitor,Solder Pads,±5%,"","2200pF","","50V"
General Purpose,"4700pF",=Value,Datasheet,http://industrial.panasonic.com/www-cgi/jvcr13pz.cgi?E+PZ+3+ABD0013+ECHU1C472JX5+7+WW,DigiKey Link,http://digikey.com/product-detail/en/panasonic-electronic-components/ECH-U1C472JX5/PCF1192CT-ND/353739,"","","","","","","","",CAP FILM 4700PF 5% 16VDC 0805,"0805 (2012 Metric)","Polyphenylene Sulfide (PPS), Metallized - Stacked","","",footprints/Capacitor - Film/PCB - CAPACITOR - FILM - CAP FILM 0805.PCBLIB,"","",CAP FILM 0805,"","","0.043 (1.10mm)","2020-09-02 01:24:42.503000","",Active,Panasonic Electronic Components,ECH-U1C472JX5,"1",Surface Mount,-55°C ~ 125°C,"0805 (2012 Metric)",TapeAndReel,Active,"0.12","",ECH-U(X),"0.079 L x 0.049 W (2.00mm x 1.25mm)",DigiKey,PCF1192CT-ND,"","","","","","","","","","",,capacitors\capacitor,Solder Pads,±5%,"","4700pF","","16V"
General Purpose,"470pF",=Value,Datasheet,http://industrial.panasonic.com/www-cgi/jvcr13pz.cgi?E+PZ+3+ABD0013+ECHU1H471GX5+7+WW,DigiKey Link,http://digikey.com/product-detail/en/panasonic-electronic-components/ECH-U1H471GX5/PCF1292CT-ND/353764,"","","","","","","","",CAP FILM 470PF 2% 50VDC 0805,"0805 (2012 Metric)","Polyphenylene Sulfide (PPS), Metallized - Stacked","","",footprints/Capacitor - Film/PCB - CAPACITOR - FILM - CAP FILM 0805.PCBLIB,"","",CAP FILM 0805,"","","0.043 (1.10mm)","2020-09-02 01:24:42.500000","",Active,Panasonic Electronic Components,ECH-U1H471GX5,"1",Surface Mount,-55°C ~ 125°C,"0805 (2012 Metric)",TapeAndReel,Active,"0.12","",ECH-U(X),"0.079 L x 0.049 W (2.00mm x 1.25mm)",DigiKey,PCF1292CT-ND,"","","","","","","","","","",,capacitors\capacitor,Solder Pads,±2%,"","470pF","","50V"
General Purpose,"220pF",=Value,Datasheet,http://industrial.panasonic.com/www-cgi/jvcr13pz.cgi?E+PZ+3+ABD0013+ECHU1H221GX5+7+WW,DigiKey Link,http://digikey.com/product-detail/en/panasonic-electronic-components/ECH-U1H221GX5/PCF1288CT-ND/353760,"","","","","","","","",CAP FILM 220PF 2% 50VDC 0805,"0805 (2012 Metric)","Polyphenylene Sulfide (PPS), Metallized - Stacked","","",footprints/Capacitor - Film/PCB - CAPACITOR - FILM - CAP FILM 0805.PCBLIB,"","",CAP FILM 0805,"","","0.043 (1.10mm)","2020-09-02 01:24:42.493000","",Active,Panasonic Electronic Components,ECH-U1H221GX5,"1",Surface Mount,-55°C ~ 125°C,"0805 (2012 Metric)",TapeAndReel,Active,"0.12","",ECH-U(X),"0.079 L x 0.049 W (2.00mm x 1.25mm)",DigiKey,PCF1288CT-ND,"","","","","","","","","","",,capacitors\capacitor,Solder Pads,±2%,"","220pF","","50V"
General Purpose,"470pF",=Value,Datasheet,http://industrial.panasonic.com/www-cgi/jvcr13pz.cgi?E+PZ+3+ABD0013+ECHU1H471JX5+7+WW,DigiKey Link,http://digikey.com/product-detail/en/panasonic-electronic-components/ECH-U1H471JX5/PCF1324CT-ND/353796,"","","","","","","","",CAP FILM 470PF 5% 50VDC 0805,"0805 (2012 Metric)","Polyphenylene Sulfide (PPS), Metallized - Stacked","","",footprints/Capacitor - Film/PCB - CAPACITOR - FILM - CAP FILM 0805.PCBLIB,"","",CAP FILM 0805,"","","0.043 (1.10mm)","2020-09-02 01:24:42.490000","",Active,Panasonic Electronic Components,ECH-U1H471JX5,"1",Surface Mount,-55°C ~ 125°C,"0805 (2012 Metric)",TapeAndReel,Active,"0.12","",ECH-U(X),"0.079 L x 0.049 W (2.00mm x 1.25mm)",DigiKey,PCF1324CT-ND,"","","","","","","","","","",,capacitors\capacitor,Solder Pads,±5%,"","470pF","","50V"
General Purpose,"1500pF",=Value,Datasheet,http://industrial.panasonic.com/www-cgi/jvcr13pz.cgi?E+PZ+3+ABD0013+ECHU1H152JX5+7+WW,DigiKey Link,http://digikey.com/product-detail/en/panasonic-electronic-components/ECH-U1H152JX5/PCF1330CT-ND/353802,"","","","","","","","",CAP FILM 1500PF 5% 50VDC 0805,"0805 (2012 Metric)","Polyphenylene Sulfide (PPS), Metallized - Stacked","","",footprints/Capacitor - Film/PCB - CAPACITOR - FILM - CAP FILM 0805.PCBLIB,"","",CAP FILM 0805,"","","0.043 (1.10mm)","2020-09-02 01:24:42.490000","",Active,Panasonic Electronic Components,ECH-U1H152JX5,"1",Surface Mount,-55°C ~ 125°C,"0805 (2012 Metric)",TapeAndReel,Active,"0.12","",ECH-U(X),"0.079 L x 0.049 W (2.00mm x 1.25mm)",DigiKey,PCF1330CT-ND,"","","","","","","","","","",,capacitors\capacitor,Solder Pads,±5%,"","1500pF","","50V"
General Purpose,"2200pF",=Value,Datasheet,http://industrial.panasonic.com/www-cgi/jvcr13pz.cgi?E+PZ+3+ABD0013+ECHU1H222GX5+7+WW,DigiKey Link,http://digikey.com/product-detail/en/panasonic-electronic-components/ECH-U1H222GX5/PCF1300CT-ND/353772,"","","","","","","","",CAP FILM 2200PF 2% 50VDC 0805,"0805 (2012 Metric)","Polyphenylene Sulfide (PPS), Metallized - Stacked","","",footprints/Capacitor - Film/PCB - CAPACITOR - FILM - CAP FILM 0805.PCBLIB,"","",CAP FILM 0805,"","","0.043 (1.10mm)","2020-09-02 01:24:42.487000","",Active,Panasonic Electronic Components,ECH-U1H222GX5,"1",Surface Mount,-55°C ~ 125°C,"0805 (2012 Metric)",TapeAndReel,Active,"0.12","",ECH-U(X),"0.079 L x 0.049 W (2.00mm x 1.25mm)",DigiKey,PCF1300CT-ND,"","","","","","","","","","",,capacitors\capacitor,Solder Pads,±2%,"","2200pF","","50V"
General Purpose,"100pF",=Value,Datasheet,http://industrial.panasonic.com/www-cgi/jvcr13pz.cgi?E+PZ+3+ABD0013+ECHU1H101GX5+7+WW,DigiKey Link,http://digikey.com/product-detail/en/panasonic-electronic-components/ECH-U1H101GX5/PCF1284CT-ND/353756,"","","","","","","","",CAP FILM 100PF 2% 50VDC 0805,"0805 (2012 Metric)","Polyphenylene Sulfide (PPS), Metallized - Stacked","","",footprints/Capacitor - Film/PCB - CAPACITOR - FILM - CAP FILM 0805.PCBLIB,"","",CAP FILM 0805,"","","0.043 (1.10mm)","2020-09-02 01:24:42.483000","",Active,Panasonic Electronic Components,ECH-U1H101GX5,"1",Surface Mount,-55°C ~ 125°C,"0805 (2012 Metric)",TapeAndReel,Active,"0.12","",ECH-U(X),"0.079 L x 0.049 W (2.00mm x 1.25mm)",DigiKey,PCF1284CT-ND,"","","","","","","","","","",,capacitors\capacitor,Solder Pads,±2%,"","100pF","","50V"
General Purpose,"1500pF",=Value,Datasheet,http://industrial.panasonic.com/www-cgi/jvcr13pz.cgi?E+PZ+3+ABD0013+ECHU1H152GX5+7+WW,DigiKey Link,http://digikey.com/product-detail/en/panasonic-electronic-components/ECH-U1H152GX5/PCF1298CT-ND/353770,"","","","","","","","",CAP FILM 1500PF 2% 50VDC 0805,"0805 (2012 Metric)","Polyphenylene Sulfide (PPS), Metallized - Stacked","","",footprints/Capacitor - Film/PCB - CAPACITOR - FILM - CAP FILM 0805.PCBLIB,"","",CAP FILM 0805,"","","0.043 (1.10mm)","2020-09-02 01:24:42.480000","",Active,Panasonic Electronic Components,ECH-U1H152GX5,"1",Surface Mount,-55°C ~ 125°C,"0805 (2012 Metric)",TapeAndReel,Active,"0.12","",ECH-U(X),"0.079 L x 0.049 W (2.00mm x 1.25mm)",DigiKey,PCF1298CT-ND,"","","","","","","","","","",,capacitors\capacitor,Solder Pads,±2%,"","1500pF","","50V"
General Purpose,"150pF",=Value,Datasheet,http://industrial.panasonic.com/www-cgi/jvcr13pz.cgi?E+PZ+3+ABD0013+ECHU1H151GX5+7+WW,DigiKey Link,http://digikey.com/product-detail/en/panasonic-electronic-components/ECH-U1H151GX5/PCF1286CT-ND/353758,"","","","","","","","",CAP FILM 150PF 2% 50VDC 0805,"0805 (2012 Metric)","Polyphenylene Sulfide (PPS), Metallized - Stacked","","",footprints/Capacitor - Film/PCB - CAPACITOR - FILM - CAP FILM 0805.PCBLIB,"","",CAP FILM 0805,"","","0.043 (1.10mm)","2020-09-02 01:24:42.477000","",Active,Panasonic Electronic Components,ECH-U1H151GX5,"1",Surface Mount,-55°C ~ 125°C,"0805 (2012 Metric)",TapeAndReel,Active,"0.12","",ECH-U(X),"0.079 L x 0.049 W (2.00mm x 1.25mm)",DigiKey,PCF1286CT-ND,"","","","","","","","","","",,capacitors\capacitor,Solder Pads,±2%,"","150pF","","50V"
General Purpose,"180pF",=Value,Datasheet,http://industrial.panasonic.com/www-cgi/jvcr13pz.cgi?E+PZ+3+ABD0013+ECHU1H181GX5+7+WW,DigiKey Link,http://digikey.com/product-detail/en/panasonic-electronic-components/ECH-U1H181GX5/PCF1287CT-ND/353759,"","","","","","","","",CAP FILM 180PF 2% 50VDC 0805,"0805 (2012 Metric)","Polyphenylene Sulfide (PPS), Metallized - Stacked","","",footprints/Capacitor - Film/PCB - CAPACITOR - FILM - CAP FILM 0805.PCBLIB,"","",CAP FILM 0805,"","","0.043 (1.10mm)","2020-09-02 01:24:42.470000","",Active,Panasonic Electronic Components,ECH-U1H181GX5,"1",Surface Mount,-55°C ~ 125°C,"0805 (2012 Metric)",TapeAndReel,Active,"0.12","",ECH-U(X),"0.079 L x 0.049 W (2.00mm x 1.25mm)",DigiKey,PCF1287CT-ND,"","","","","","","","","","",,capacitors\capacitor,Solder Pads,±2%,"","180pF","","50V"
General Purpose,"330pF",=Value,Datasheet,http://industrial.panasonic.com/www-cgi/jvcr13pz.cgi?E+PZ+3+ABD0013+ECHU1H331GX5+7+WW,DigiKey Link,http://digikey.com/product-detail/en/panasonic-electronic-components/ECH-U1H331GX5/PCF1290CT-ND/353762,"","","","","","","","",CAP FILM 330PF 2% 50VDC 0805,"0805 (2012 Metric)","Polyphenylene Sulfide (PPS), Metallized - Stacked","","",footprints/Capacitor - Film/PCB - CAPACITOR - FILM - CAP FILM 0805.PCBLIB,"","",CAP FILM 0805,"","","0.043 (1.10mm)","2020-09-02 01:24:42.467000","",Active,Panasonic Electronic Components,ECH-U1H331GX5,"1",Surface Mount,-55°C ~ 125°C,"0805 (2012 Metric)",TapeAndReel,Active,"0.12","",ECH-U(X),"0.079 L x 0.049 W (2.00mm x 1.25mm)",DigiKey,PCF1290CT-ND,"","","","","","","","","","",,capacitors\capacitor,Solder Pads,±2%,"","330pF","","50V"
General Purpose,"1800pF",=Value,Datasheet,http://industrial.panasonic.com/www-cgi/jvcr13pz.cgi?E+PZ+3+ABD0013+ECHU1H182GX5+7+WW,DigiKey Link,http://digikey.com/product-detail/en/panasonic-electronic-components/ECH-U1H182GX5/PCF1299CT-ND/353771,"","","","","","","","",CAP FILM 1800PF 2% 50VDC 0805,"0805 (2012 Metric)","Polyphenylene Sulfide (PPS), Metallized - Stacked","","",footprints/Capacitor - Film/PCB - CAPACITOR - FILM - CAP FILM 0805.PCBLIB,"","",CAP FILM 0805,"","","0.043 (1.10mm)","2020-09-02 01:24:42.460000","",Active,Panasonic Electronic Components,ECH-U1H182GX5,"1",Surface Mount,-55°C ~ 125°C,"0805 (2012 Metric)",TapeAndReel,Active,"0.13","",ECH-U(X),"0.079 L x 0.049 W (2.00mm x 1.25mm)",DigiKey,PCF1299CT-ND,"","","","","","","","","","",,capacitors\capacitor,Solder Pads,±2%,"","1800pF","","50V"
General Purpose,"560pF",=Value,Datasheet,http://industrial.panasonic.com/www-cgi/jvcr13pz.cgi?E+PZ+3+ABD0013+ECHU1H561GX5+7+WW,DigiKey Link,http://digikey.com/product-detail/en/panasonic-electronic-components/ECH-U1H561GX5/PCF1293CT-ND/353765,"","","","","","","","",CAP FILM 560PF 2% 50VDC 0805,"0805 (2012 Metric)","Polyphenylene Sulfide (PPS), Metallized - Stacked","","",footprints/Capacitor - Film/PCB - CAPACITOR - FILM - CAP FILM 0805.PCBLIB,"","",CAP FILM 0805,"","","0.043 (1.10mm)","2020-09-02 01:24:42.457000","",Active,Panasonic Electronic Components,ECH-U1H561GX5,"1",Surface Mount,-55°C ~ 125°C,"0805 (2012 Metric)",TapeAndReel,Active,"0.13","",ECH-U(X),"0.079 L x 0.049 W (2.00mm x 1.25mm)",DigiKey,PCF1293CT-ND,"","","","","","","","","","",,capacitors\capacitor,Solder Pads,±2%,"","560pF","","50V"
General Purpose,"680pF",=Value,Datasheet,http://industrial.panasonic.com/www-cgi/jvcr13pz.cgi?E+PZ+3+ABD0013+ECHU1H681GX5+7+WW,DigiKey Link,http://digikey.com/product-detail/en/panasonic-electronic-components/ECH-U1H681GX5/PCF1294CT-ND/353766,"","","","","","","","",CAP FILM 680PF 2% 50VDC 0805,"0805 (2012 Metric)","Polyphenylene Sulfide (PPS), Metallized - Stacked","","",footprints/Capacitor - Film/PCB - CAPACITOR - FILM - CAP FILM 0805.PCBLIB,"","",CAP FILM 0805,"","","0.043 (1.10mm)","2020-09-02 01:24:42.453000","",Active,Panasonic Electronic Components,ECH-U1H681GX5,"1",Surface Mount,-55°C ~ 125°C,"0805 (2012 Metric)",TapeAndReel,Active,"0.13","",ECH-U(X),"0.079 L x 0.049 W (2.00mm x 1.25mm)",DigiKey,PCF1294CT-ND,"","","","","","","","","","",,capacitors\capacitor,Solder Pads,±2%,"","680pF","","50V"
General Purpose,"3900pF",=Value,Datasheet,http://industrial.panasonic.com/www-cgi/jvcr13pz.cgi?E+PZ+3+ABD0013+ECHU1C392GX5+7+WW,DigiKey Link,http://digikey.com/product-detail/en/panasonic-electronic-components/ECH-U1C392GX5/PCF1172CT-ND/353719,"","","","","","","","",CAP FILM 3900PF 2% 16VDC 0805,"0805 (2012 Metric)","Polyphenylene Sulfide (PPS), Metallized - Stacked","","",footprints/Capacitor - Film/PCB - CAPACITOR - FILM - CAP FILM 0805.PCBLIB,"","",CAP FILM 0805,"","","0.043 (1.10mm)","2020-09-02 01:24:42.450000","",Active,Panasonic Electronic Components,ECH-U1C392GX5,"1",Surface Mount,-55°C ~ 125°C,"0805 (2012 Metric)",TapeAndReel,Active,"0.13","",ECH-U(X),"0.079 L x 0.049 W (2.00mm x 1.25mm)",DigiKey,PCF1172CT-ND,"","","","","","","","","","",,capacitors\capacitor,Solder Pads,±2%,"","3900pF","","16V"
"High Frequency, Switching","10000pF",=Value,Datasheet,http://www.cde.com/resources/catalogs/FCP.pdf,DigiKey Link,http://digikey.com/product-detail/en/cornell-dubilier-electronics-cde/FCP0805C103J-J2/338-4077-1-ND/5700232,"","","","","","","","",CAP FILM 10000PF 5% 16VDC 0805,"0805 (2012 Metric)",Polyphenylene Sulfide (PPS),"","",footprints/Capacitor - Film/PCB - CAPACITOR - FILM - CAP FILM 0805.PCBLIB,"","",CAP FILM 0805,"","","0.051 (1.30mm)","2020-09-02 01:24:42.427000","",Active,Cornell Dubilier Electronics (CDE),FCP0805C103J-J2,"1",Surface Mount,-55°C ~ 125°C,"0805 (2012 Metric)",TapeAndReel,Active,"0.16","",FCP,"0.079 L x 0.049 W (2.00mm x 1.25mm)",DigiKey,"338-4077-1-ND","","","","","","","","","","",,capacitors\capacitor,Solder Pads,±5%,"","10000pF","","16V"
General Purpose,"2200pF",=Value,Datasheet,//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Capacitors%20PDFs/ECH-U_B.pdf,DigiKey Link,http://digikey.com/product-detail/en/panasonic-electronic-components/ECH-U1H222GB5/PCF1105CT-ND/255990,"","","","","","","","",CAP FILM 2200PF 2% 50VDC 0805,"0805 (2012 Metric)","Polyphenylene Sulfide (PPS), Metallized - Stacked","","",footprints/Capacitor - Film/PCB - CAPACITOR - FILM - CAP FILM 0805.PCBLIB,"","",CAP FILM 0805,"","","0.039 (1.00mm)","2020-09-02 01:24:42.423000","",Active,Panasonic Electronic Components,ECH-U1H222GB5,"1",Surface Mount,-55°C ~ 125°C,"0805 (2012 Metric)",TapeAndReel,Active,"0.16","",ECH-U(B),"0.079 L x 0.049 W (2.00mm x 1.25mm)",DigiKey,PCF1105CT-ND,"","","","","","","","","","",,capacitors\capacitor,Solder Pads,±2%,"","2200pF","","50V"
General Purpose,"1000pF",=Value,Datasheet,//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Capacitors%20PDFs/ECH-U_B.pdf,DigiKey Link,http://digikey.com/product-detail/en/panasonic-electronic-components/ECH-U1H102GB5/PCF1101CT-ND/255986,"","","","","","","","",CAP FILM 1000PF 2% 50VDC 0805,"0805 (2012 Metric)","Polyphenylene Sulfide (PPS), Metallized - Stacked","","",footprints/Capacitor - Film/PCB - CAPACITOR - FILM - CAP FILM 0805.PCBLIB,"","",CAP FILM 0805,"","","0.039 (1.00mm)","2020-09-02 01:24:42.420000","",Active,Panasonic Electronic Components,ECH-U1H102GB5,"1",Surface Mount,-55°C ~ 125°C,"0805 (2012 Metric)",TapeAndReel,Active,"0.23","",ECH-U(B),"0.079 L x 0.049 W (2.00mm x 1.25mm)",DigiKey,PCF1101CT-ND,"","","","","","","","","","",,capacitors\capacitor,Solder Pads,±2%,"","1000pF","","50V"
"DC Link, DC Filtering","0.047uF",=Value,Datasheet,http://www.rubycon.co.jp/en/catalog/e_pdfs/pmlcap/e_MU.pdf,DigiKey Link,http://digikey.com/product-detail/en/rubycon/35MU473MZ22012/1189-2534-1-ND/4969592,"","","","","","","","",CAP FILM 0.047UF 20% 35VDC 0805,"0805 (2012 Metric)","Acrylic, Metallized","","",footprints/Capacitor - Film/PCB - CAPACITOR - FILM - CAP FILM 0805.PCBLIB,"","",CAP FILM 0805,"","","0.047 (1.20mm)","2020-09-02 01:24:42.417000","",Active,Rubycon,"35MU473MZ22012","1",Surface Mount,-55°C ~ 125°C,"0805 (2012 Metric)",TapeAndReel,Active,"0.95","","PMLCAP®, MU","0.079 L x 0.049 W (2.00mm x 1.25mm)",DigiKey,"1189-2534-1-ND","","","","","","","","","","",,capacitors\capacitor,Solder Pads,±20%,"","0.047uF","","35V"
General Purpose,"2700pF",=Value,Datasheet,//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Capacitors%20PDFs/ECH-U_B.pdf,DigiKey Link,http://digikey.com/product-detail/en/panasonic-electronic-components/ECH-U1H272GB5/PCF1106CT-ND/255991,"","","","","","","","",CAP FILM 2700PF 2% 50VDC 0805,"0805 (2012 Metric)","Polyphenylene Sulfide (PPS), Metallized - Stacked","","",footprints/Capacitor - Film/PCB - CAPACITOR - FILM - CAP FILM 0805.PCBLIB,"","",CAP FILM 0805,"","","0.039 (1.00mm)","2020-09-02 01:24:42.413000","",Active,Panasonic Electronic Components,ECH-U1H272GB5,"1",Surface Mount,-55°C ~ 125°C,"0805 (2012 Metric)",TapeAndReel,Active,"0.22","",ECH-U(B),"0.079 L x 0.049 W (2.00mm x 1.25mm)",DigiKey,PCF1106CT-ND,"","","","","","","","","","",,capacitors\capacitor,Solder Pads,±2%,"","2700pF","","50V"
General Purpose,"2700pF",=Value,Datasheet,http://industrial.panasonic.com/www-cgi/jvcr13pz.cgi?E+PZ+3+ABD0013+ECHU1H272GX5+7+WW,DigiKey Link,http://digikey.com/product-detail/en/panasonic-electronic-components/ECH-U1H272GX5/PCF1301CT-ND/353773,"","","","","","","","",CAP FILM 2700PF 2% 50VDC 0805,"0805 (2012 Metric)","Polyphenylene Sulfide (PPS), Metallized - Stacked","","",footprints/Capacitor - Film/PCB - CAPACITOR - FILM - CAP FILM 0805.PCBLIB,"","",CAP FILM 0805,"","","0.043 (1.10mm)","2020-09-02 01:24:42.407000","",Active,Panasonic Electronic Components,ECH-U1H272GX5,"1",Surface Mount,-55°C ~ 125°C,"0805 (2012 Metric)",TapeAndReel,Active,"0.12","",ECH-U(X),"0.079 L x 0.049 W (2.00mm x 1.25mm)",DigiKey,PCF1301CT-ND,"","","","","","","","","","",,capacitors\capacitor,Solder Pads,±2%,"","2700pF","","50V"
General Purpose,"180pF",=Value,Datasheet,http://industrial.panasonic.com/www-cgi/jvcr13pz.cgi?E+PZ+3+ABD0013+ECHU1H181JX5+7+WW,DigiKey Link,http://digikey.com/product-detail/en/panasonic-electronic-components/ECH-U1H181JX5/PCF1319CT-ND/353791,"","","","","","","","",CAP FILM 180PF 5% 50VDC 0805,"0805 (2012 Metric)","Polyphenylene Sulfide (PPS), Metallized - Stacked","","",footprints/Capacitor - Film/PCB - CAPACITOR - FILM - CAP FILM 0805.PCBLIB,"","",CAP FILM 0805,"","","0.043 (1.10mm)","2020-09-02 01:24:42.403000","",Active,Panasonic Electronic Components,ECH-U1H181JX5,"1",Surface Mount,-55°C ~ 125°C,"0805 (2012 Metric)",TapeAndReel,Active,"0.12","",ECH-U(X),"0.079 L x 0.049 W (2.00mm x 1.25mm)",DigiKey,PCF1319CT-ND,"","","","","","","","","","",,capacitors\capacitor,Solder Pads,±5%,"","180pF","","50V"
