"Comment","ComponentLink1Description","ComponentLink1URL","ComponentLink2Description","ComponentLink2URL","ComponentLink3Description","ComponentLink3URL","ComponentLink4Description","ComponentLink4URL","ComponentLink5Description","ComponentLink5URL","ComponentLink6Description","ComponentLink6URL","Description","Device Package","ESR (Equivalent Series Resistance)","Footprint Path","Footprint Path 2","Footprint Path 3","Footprint Ref","Footprint Ref 2","Footprint Ref 3","Frequency","Frequency Stability","Frequency Tolerance","Height - Seated (Max)","LastUpdated","Lifecycle Status","Load Capacitance","Manufacturer","Part Number","Minimum Order","Mounting Type","Operating Mode","Operating Temperature","Package / Case","Packaging","PartId","Part Status","Price","Ratings","Series","Size / Dimension","Supplier 1","Supplier Part Number 1","Supplier 2","Supplier Part Number 2","Supplier 3","Supplier Part Number 3","Supplier 4","Supplier Part Number 4","Supplier 5","Supplier Part Number 5","Supplier 6","Supplier Part Number 6","Library Path","Library Ref","Type","Value"
=Value,Datasheet,https://abracon.com/Resonators/abls.pdf,DigiKey Link,http://digikey.com/product-detail/en/abracon-llc/ABLS-12.288MHZ-D-3-Y-T/535-14876-1-ND/9997953,"","","","","","","","",CRYSTAL 12.2880MHZ 18PF SMD,"","50 Ohms",footprints/Crystals/PCB - CRYSTALS - ABRACON ABLS.PCBLIB,"","",ABRACON ABLS,"","","12.288MHz",±30ppm,±25ppm,"0.165 (4.20mm)","2020-09-02 01:21:45.810000",Active,"18pF",Abracon LLC,ABLS-12.288MHZ-D-3-Y-T,"1",Surface Mount,Fundamental,-40°C ~ 85°C,HC-49/US,TapeAndReel,"31",Active,"0.12","",ABLS,"0.449 L x 0.185 W (11.40mm x 4.70mm)",DigiKey,"535-14876-1-ND","","","","","","","","","","",symbols/Crystals/SCH - CRYSTALS - ABRACON CRYSTAL ABLS.SCHLIB,ABRACON CRYSTAL ABLS,MHz Crystal,"12.288MHz"
=Value,Datasheet,https://abracon.com/Resonators/abls.pdf,DigiKey Link,http://digikey.com/product-detail/en/abracon-llc/ABLS-3.579545MHZ-B-3-H-T/535-14910-1-ND/9997987,"","","","","","","","",CRYSTAL 3.579545MHZ 18PF SMD,"","180 Ohms",footprints/Crystals/PCB - CRYSTALS - ABRACON ABLS.PCBLIB,"","",ABRACON ABLS,"","","3.579545MHz",±35ppm,±25ppm,"0.165 (4.20mm)","2020-09-02 01:21:45.807000",Active,"18pF",Abracon LLC,ABLS-3.579545MHZ-B-3-H-T,"1",Surface Mount,Fundamental,-20°C ~ 70°C,HC-49/US,TapeAndReel,"32",Active,"0.12","",ABLS,"0.449 L x 0.185 W (11.40mm x 4.70mm)",DigiKey,"535-14910-1-ND","","","","","","","","","","",symbols/Crystals/SCH - CRYSTALS - ABRACON CRYSTAL ABLS.SCHLIB,ABRACON CRYSTAL ABLS,MHz Crystal,"3.579545MHz"
=Value,Datasheet,https://abracon.com/Resonators/abls.pdf,DigiKey Link,http://digikey.com/product-detail/en/abracon-llc/ABLS-3.6864MHZ-D-3-Y-T/535-14915-1-ND/9997992,"","","","","","","","",CRYSTAL 3.6864MHZ 18PF SMD,"","180 Ohms",footprints/Crystals/PCB - CRYSTALS - ABRACON ABLS.PCBLIB,"","",ABRACON ABLS,"","","3.6864MHz",±30ppm,±25ppm,"0.165 (4.20mm)","2020-09-02 01:21:45.803000",Active,"18pF",Abracon LLC,ABLS-3.6864MHZ-D-3-Y-T,"1",Surface Mount,Fundamental,-40°C ~ 85°C,HC-49/US,TapeAndReel,"33",Active,"0.12","",ABLS,"0.449 L x 0.185 W (11.40mm x 4.70mm)",DigiKey,"535-14915-1-ND","","","","","","","","","","",symbols/Crystals/SCH - CRYSTALS - ABRACON CRYSTAL ABLS.SCHLIB,ABRACON CRYSTAL ABLS,MHz Crystal,"3.6864MHz"
=Value,Datasheet,https://abracon.com/Resonators/abls.pdf,DigiKey Link,http://digikey.com/product-detail/en/abracon-llc/ABLS-6.000MHZ-20-B-3-H-T/535-14932-1-ND/9998009,"","","","","","","","",CRYSTAL 6.0000MHZ 20PF SMD,"","100 Ohms",footprints/Crystals/PCB - CRYSTALS - ABRACON ABLS.PCBLIB,"","",ABRACON ABLS,"","","6MHz",±35ppm,±25ppm,"0.165 (4.20mm)","2020-09-02 01:21:45.800000",Active,"20pF",Abracon LLC,ABLS-6.000MHZ-20-B-3-H-T,"1",Surface Mount,Fundamental,-20°C ~ 70°C,HC-49/US,TapeAndReel,"34",Active,"0.12","",ABLS,"0.449 L x 0.185 W (11.40mm x 4.70mm)",DigiKey,"535-14932-1-ND","","","","","","","","","","",symbols/Crystals/SCH - CRYSTALS - ABRACON CRYSTAL ABLS.SCHLIB,ABRACON CRYSTAL ABLS,MHz Crystal,"6MHz"
=Value,Datasheet,https://abracon.com/Resonators/abls.pdf,DigiKey Link,http://digikey.com/product-detail/en/abracon-llc/ABLS-20.000MHZ-16-A-4-H-T/535-14888-1-ND/9997965,"","","","","","","","",CRYSTAL 20.0000MHZ 16PF SMD,"","40 Ohms",footprints/Crystals/PCB - CRYSTALS - ABRACON ABLS.PCBLIB,"","",ABRACON ABLS,"","","20MHz",±35ppm,±30ppm,"0.165 (4.20mm)","2020-09-02 01:21:45.797000",Active,"16pF",Abracon LLC,ABLS-20.000MHZ-16-A-4-H-T,"1",Surface Mount,Fundamental,-10°C ~ 60°C,HC-49/US,TapeAndReel,"35",Active,"0.12","",ABLS,"0.449 L x 0.185 W (11.40mm x 4.70mm)",DigiKey,"535-14888-1-ND","","","","","","","","","","",symbols/Crystals/SCH - CRYSTALS - ABRACON CRYSTAL ABLS.SCHLIB,ABRACON CRYSTAL ABLS,MHz Crystal,"20MHz"
=Value,Datasheet,https://abracon.com/Resonators/abls.pdf,DigiKey Link,http://digikey.com/product-detail/en/abracon-llc/ABLS-18.432MHZ-20-B-4-Y-T/535-14886-1-ND/9997963,"","","","","","","","",CRYSTAL 18.4320MHZ 20PF SMD,"","40 Ohms",footprints/Crystals/PCB - CRYSTALS - ABRACON ABLS.PCBLIB,"","",ABRACON ABLS,"","","18.432MHz",±30ppm,±30ppm,"0.165 (4.20mm)","2020-09-02 01:21:45.793000",Active,"20pF",Abracon LLC,ABLS-18.432MHZ-20-B-4-Y-T,"1",Surface Mount,Fundamental,-20°C ~ 70°C,HC-49/US,TapeAndReel,"36",Active,"0.12","",ABLS,"0.449 L x 0.185 W (11.40mm x 4.70mm)",DigiKey,"535-14886-1-ND","","","","","","","","","","",symbols/Crystals/SCH - CRYSTALS - ABRACON CRYSTAL ABLS.SCHLIB,ABRACON CRYSTAL ABLS,MHz Crystal,"18.432MHz"
=Value,Datasheet,https://abracon.com/Resonators/abls.pdf,DigiKey Link,http://digikey.com/product-detail/en/abracon-llc/ABLS-4.9152MHZ-D-3-Y-T/535-14928-1-ND/9998005,"","","","","","","","",CRYSTAL 4.9152MHZ 18PF SMD,"","180 Ohms",footprints/Crystals/PCB - CRYSTALS - ABRACON ABLS.PCBLIB,"","",ABRACON ABLS,"","","4.9152MHz",±30ppm,±25ppm,"0.165 (4.20mm)","2020-09-02 01:21:45.793000",Active,"18pF",Abracon LLC,ABLS-4.9152MHZ-D-3-Y-T,"1",Surface Mount,Fundamental,-40°C ~ 85°C,HC-49/US,TapeAndReel,"37",Active,"0.14","",ABLS,"0.449 L x 0.185 W (11.40mm x 4.70mm)",DigiKey,"535-14928-1-ND","","","","","","","","","","",symbols/Crystals/SCH - CRYSTALS - ABRACON CRYSTAL ABLS.SCHLIB,ABRACON CRYSTAL ABLS,MHz Crystal,"4.9152MHz"
=Value,Datasheet,https://abracon.com/Resonators/abls.pdf,DigiKey Link,http://digikey.com/product-detail/en/abracon-llc/ABLS-18.432MHZ-16-A-2-H-T/535-14884-1-ND/9997961,"","","","","","","","",CRYSTAL 18.4320MHZ 16PF SMD,"","40 Ohms",footprints/Crystals/PCB - CRYSTALS - ABRACON ABLS.PCBLIB,"","",ABRACON ABLS,"","","18.432MHz",±35ppm,±20ppm,"0.165 (4.20mm)","2020-09-02 01:21:45.790000",Active,"16pF",Abracon LLC,ABLS-18.432MHZ-16-A-2-H-T,"1",Surface Mount,Fundamental,-10°C ~ 60°C,HC-49/US,TapeAndReel,"38",Active,"0.14","",ABLS,"0.449 L x 0.185 W (11.40mm x 4.70mm)",DigiKey,"535-14884-1-ND","","","","","","","","","","",symbols/Crystals/SCH - CRYSTALS - ABRACON CRYSTAL ABLS.SCHLIB,ABRACON CRYSTAL ABLS,MHz Crystal,"18.432MHz"
=Value,Datasheet,https://abracon.com/Resonators/abls.pdf,DigiKey Link,http://digikey.com/product-detail/en/abracon-llc/ABLS-4.9152MHZ-20-B-4-Y-T/535-14927-1-ND/9998004,"","","","","","","","",CRYSTAL 4.9152MHZ 20PF SMD,"","180 Ohms",footprints/Crystals/PCB - CRYSTALS - ABRACON ABLS.PCBLIB,"","",ABRACON ABLS,"","","4.9152MHz",±30ppm,±30ppm,"0.165 (4.20mm)","2020-09-02 01:21:45.787000",Active,"20pF",Abracon LLC,ABLS-4.9152MHZ-20-B-4-Y-T,"1",Surface Mount,Fundamental,-20°C ~ 70°C,HC-49/US,TapeAndReel,"39",Active,"0.16","",ABLS,"0.449 L x 0.185 W (11.40mm x 4.70mm)",DigiKey,"535-14927-1-ND","","","","","","","","","","",symbols/Crystals/SCH - CRYSTALS - ABRACON CRYSTAL ABLS.SCHLIB,ABRACON CRYSTAL ABLS,MHz Crystal,"4.9152MHz"
=Value,Datasheet,https://abracon.com/Resonators/abls.pdf,DigiKey Link,http://digikey.com/product-detail/en/abracon-llc/ABLS-24.000MHZ-12-B-4-Y-T/535-14894-1-ND/9997971,"","","","","","","","",CRYSTAL 24.0000MHZ 12PF SMD,"","40 Ohms",footprints/Crystals/PCB - CRYSTALS - ABRACON ABLS.PCBLIB,"","",ABRACON ABLS,"","","24MHz",±30ppm,±30ppm,"0.165 (4.20mm)","2020-09-02 01:21:45.783000",Active,"12pF",Abracon LLC,ABLS-24.000MHZ-12-B-4-Y-T,"1",Surface Mount,Fundamental,-20°C ~ 70°C,HC-49/US,TapeAndReel,"40",Active,"0.16","",ABLS,"0.449 L x 0.185 W (11.40mm x 4.70mm)",DigiKey,"535-14894-1-ND","","","","","","","","","","",symbols/Crystals/SCH - CRYSTALS - ABRACON CRYSTAL ABLS.SCHLIB,ABRACON CRYSTAL ABLS,MHz Crystal,"24MHz"
=Value,Datasheet,https://abracon.com/Resonators/abls.pdf,DigiKey Link,http://digikey.com/product-detail/en/abracon-llc/ABLS-11.0592MHZ-32-B-4-Y-T/535-14866-1-ND/9997943,"","","","","","","","",CRYSTAL 11.0592MHZ 32PF SMD,"","50 Ohms",footprints/Crystals/PCB - CRYSTALS - ABRACON ABLS.PCBLIB,"","",ABRACON ABLS,"","","11.0592MHz",±30ppm,±30ppm,"0.165 (4.20mm)","2020-09-02 01:21:45.780000",Active,"32pF",Abracon LLC,ABLS-11.0592MHZ-32-B-4-Y-T,"1",Surface Mount,Fundamental,-20°C ~ 70°C,HC-49/US,TapeAndReel,"41",Active,"0.17","",ABLS,"0.449 L x 0.185 W (11.40mm x 4.70mm)",DigiKey,"535-14866-1-ND","","","","","","","","","","",symbols/Crystals/SCH - CRYSTALS - ABRACON CRYSTAL ABLS.SCHLIB,ABRACON CRYSTAL ABLS,MHz Crystal,"11.0592MHz"
=Value,Datasheet,https://abracon.com/Resonators/abls.pdf,DigiKey Link,http://digikey.com/product-detail/en/abracon-llc/ABLS-12.000MHZ-B4H-T/535-14856-1-ND/9997933,"","","","","","","","",CRYSTAL 12.0000MHZ 18PF SMD,"","50 Ohms",footprints/Crystals/PCB - CRYSTALS - ABRACON ABLS.PCBLIB,"","",ABRACON ABLS,"","","12MHz",±35ppm,±30ppm,"0.165 (4.20mm)","2020-09-02 01:21:45.777000",Active,"18pF",Abracon LLC,ABLS-12.000MHZ-B4H-T,"",Surface Mount,Fundamental,-20°C ~ 70°C,HC-49/US,TapeAndReel,"42",Active,"0.17","",ABLS,"0.449 L x 0.185 W (11.40mm x 4.70mm)",DigiKey,"535-14856-1-ND","","","","","","","","","","",symbols/Crystals/SCH - CRYSTALS - ABRACON CRYSTAL ABLS.SCHLIB,ABRACON CRYSTAL ABLS,MHz Crystal,"12MHz"
=Value,Datasheet,https://abracon.com/Resonators/abls.pdf,DigiKey Link,http://digikey.com/product-detail/en/abracon-llc/ABLS-3.6864MHZ-20-B-4-Y-T/535-14913-1-ND/9997990,"","","","","","","","",CRYSTAL 3.6864MHZ 20PF SMD,"","180 Ohms",footprints/Crystals/PCB - CRYSTALS - ABRACON ABLS.PCBLIB,"","",ABRACON ABLS,"","","3.6864MHz",±30ppm,±30ppm,"0.165 (4.20mm)","2020-09-02 01:21:45.773000",Active,"20pF",Abracon LLC,ABLS-3.6864MHZ-20-B-4-Y-T,"1",Surface Mount,Fundamental,-20°C ~ 70°C,HC-49/US,TapeAndReel,"43",Active,"0.17","",ABLS,"0.449 L x 0.185 W (11.40mm x 4.70mm)",DigiKey,"535-14913-1-ND","","","","","","","","","","",symbols/Crystals/SCH - CRYSTALS - ABRACON CRYSTAL ABLS.SCHLIB,ABRACON CRYSTAL ABLS,MHz Crystal,"3.6864MHz"
=Value,Datasheet,https://abracon.com/Resonators/abls.pdf,DigiKey Link,http://digikey.com/product-detail/en/abracon-llc/ABLS-16.9344MHZ-B4-T/535-10228-1-ND/2184263,"","","","","","","","",CRYSTAL 16.9344MHZ 18PF SMD,"","40 Ohms",footprints/Crystals/PCB - CRYSTALS - ABRACON ABLS.PCBLIB,"","",ABRACON ABLS,"","","16.9344MHz",±50ppm,±30ppm,"0.165 (4.20mm)","2020-09-02 01:21:45.770000",Active,"18pF",Abracon LLC,ABLS-16.9344MHZ-B4-T,"1",Surface Mount,Fundamental,-20°C ~ 70°C,HC-49/US,TapeAndReel,"44",Active,"0.18","",ABLS,"0.449 L x 0.185 W (11.40mm x 4.70mm)",DigiKey,"535-10228-1-ND","","","","","","","","","","",symbols/Crystals/SCH - CRYSTALS - ABRACON CRYSTAL ABLS.SCHLIB,ABRACON CRYSTAL ABLS,MHz Crystal,"16.9344MHz"
=Value,Datasheet,https://abracon.com/Resonators/abls.pdf,DigiKey Link,http://digikey.com/product-detail/en/abracon-llc/ABLS-6.000MHZ-20-B-4-Y-T/535-14933-1-ND/9998010,"","","","","","","","",CRYSTAL 6.0000MHZ 20PF SMD,"","100 Ohms",footprints/Crystals/PCB - CRYSTALS - ABRACON ABLS.PCBLIB,"","",ABRACON ABLS,"","","6MHz",±30ppm,±30ppm,"0.165 (4.20mm)","2020-09-02 01:21:45.767000",Active,"20pF",Abracon LLC,ABLS-6.000MHZ-20-B-4-Y-T,"1",Surface Mount,Fundamental,-20°C ~ 70°C,HC-49/US,TapeAndReel,"45",Active,"0.18","",ABLS,"0.449 L x 0.185 W (11.40mm x 4.70mm)",DigiKey,"535-14933-1-ND","","","","","","","","","","",symbols/Crystals/SCH - CRYSTALS - ABRACON CRYSTAL ABLS.SCHLIB,ABRACON CRYSTAL ABLS,MHz Crystal,"6MHz"
=Value,Datasheet,https://abracon.com/Resonators/abls.pdf,DigiKey Link,http://digikey.com/product-detail/en/abracon-llc/ABLS-4.096MHZ-20-B-4-Y-T/535-14922-1-ND/9997999,"","","","","","","","",CRYSTAL 4.0960MHZ 20PF SMD,"","180 Ohms",footprints/Crystals/PCB - CRYSTALS - ABRACON ABLS.PCBLIB,"","",ABRACON ABLS,"","","4.096MHz",±30ppm,±30ppm,"0.165 (4.20mm)","2020-09-02 01:21:45.760000",Active,"20pF",Abracon LLC,ABLS-4.096MHZ-20-B-4-Y-T,"1",Surface Mount,Fundamental,-20°C ~ 70°C,HC-49/US,TapeAndReel,"46",Active,"0.18","",ABLS,"0.449 L x 0.185 W (11.40mm x 4.70mm)",DigiKey,"535-14922-1-ND","","","","","","","","","","",symbols/Crystals/SCH - CRYSTALS - ABRACON CRYSTAL ABLS.SCHLIB,ABRACON CRYSTAL ABLS,MHz Crystal,"4.096MHz"
=Value,Datasheet,https://abracon.com/Resonators/abls.pdf,DigiKey Link,http://digikey.com/product-detail/en/abracon-llc/ABLS-4.000MHZ-B4H-T/535-14858-1-ND/9997935,"","","","","","","","",CRYSTAL 4.0000MHZ 18PF SMD,"","180 Ohms",footprints/Crystals/PCB - CRYSTALS - ABRACON ABLS.PCBLIB,"","",ABRACON ABLS,"","","4MHz",±35ppm,±30ppm,"0.165 (4.20mm)","2020-09-02 01:21:45.757000",Active,"18pF",Abracon LLC,ABLS-4.000MHZ-B4H-T,"",Surface Mount,Fundamental,-20°C ~ 70°C,HC-49/US,TapeAndReel,"47",Active,"0.18","",ABLS,"0.449 L x 0.185 W (11.40mm x 4.70mm)",DigiKey,"535-14858-1-ND","","","","","","","","","","",symbols/Crystals/SCH - CRYSTALS - ABRACON CRYSTAL ABLS.SCHLIB,ABRACON CRYSTAL ABLS,MHz Crystal,"4MHz"
=Value,Datasheet,https://abracon.com/Resonators/abls.pdf,DigiKey Link,http://digikey.com/product-detail/en/abracon-llc/ABLS-24.576MHZ-20-B-4-Y-F-T/535-14900-1-ND/9997977,"","","","","","","","",CRYSTAL 24.5760MHZ 20PF SMD,"","40 Ohms",footprints/Crystals/PCB - CRYSTALS - ABRACON ABLS.PCBLIB,"","",ABRACON ABLS,"","","24.576MHz",±30ppm,±30ppm,"0.165 (4.20mm)","2020-09-02 01:21:45.753000",Active,"20pF",Abracon LLC,ABLS-24.576MHZ-20-B-4-Y-F-T,"1",Surface Mount,Fundamental,-20°C ~ 70°C,HC-49/US,TapeAndReel,"48",Active,"0.18","",ABLS,"0.449 L x 0.185 W (11.40mm x 4.70mm)",DigiKey,"535-14900-1-ND","","","","","","","","","","",symbols/Crystals/SCH - CRYSTALS - ABRACON CRYSTAL ABLS.SCHLIB,ABRACON CRYSTAL ABLS,MHz Crystal,"24.576MHz"
=Value,Datasheet,https://abracon.com/Resonators/abls.pdf,DigiKey Link,http://digikey.com/product-detail/en/abracon-llc/ABLS-3.579545MHZ-17-B-4-Y-T/535-14908-1-ND/9997985,"","","","","","","","",CRYSTAL 3.579545MHZ 17PF SMD,"","180 Ohms",footprints/Crystals/PCB - CRYSTALS - ABRACON ABLS.PCBLIB,"","",ABRACON ABLS,"","","3.579545MHz",±30ppm,±30ppm,"0.165 (4.20mm)","2020-09-02 01:21:45.750000",Active,"17pF",Abracon LLC,ABLS-3.579545MHZ-17-B-4-Y-T,"1",Surface Mount,Fundamental,-20°C ~ 70°C,HC-49/US,TapeAndReel,"49",Active,"0.18","",ABLS,"0.449 L x 0.185 W (11.40mm x 4.70mm)",DigiKey,"535-14908-1-ND","","","","","","","","","","",symbols/Crystals/SCH - CRYSTALS - ABRACON CRYSTAL ABLS.SCHLIB,ABRACON CRYSTAL ABLS,MHz Crystal,"3.579545MHz"
=Value,Datasheet,https://abracon.com/Resonators/abls.pdf,DigiKey Link,http://digikey.com/product-detail/en/abracon-llc/ABLS-6.000MHZ-32-B-4-Y-T/535-14934-1-ND/9998011,"","","","","","","","",CRYSTAL 6.0000MHZ 32PF SMD,"","100 Ohms",footprints/Crystals/PCB - CRYSTALS - ABRACON ABLS.PCBLIB,"","",ABRACON ABLS,"","","6MHz",±30ppm,±30ppm,"0.165 (4.20mm)","2020-09-02 01:21:45.747000",Active,"32pF",Abracon LLC,ABLS-6.000MHZ-32-B-4-Y-T,"1",Surface Mount,Fundamental,-20°C ~ 70°C,HC-49/US,TapeAndReel,"50",Active,"0.18","",ABLS,"0.449 L x 0.185 W (11.40mm x 4.70mm)",DigiKey,"535-14934-1-ND","","","","","","","","","","",symbols/Crystals/SCH - CRYSTALS - ABRACON CRYSTAL ABLS.SCHLIB,ABRACON CRYSTAL ABLS,MHz Crystal,"6MHz"
=Value,Datasheet,https://abracon.com/Resonators/abls.pdf,DigiKey Link,http://digikey.com/product-detail/en/abracon-llc/ABLS-20.000MHZ-16-B-4-Y-T/535-14889-1-ND/9997966,"","","","","","","","",CRYSTAL 20.0000MHZ 16PF SMD,"","40 Ohms",footprints/Crystals/PCB - CRYSTALS - ABRACON ABLS.PCBLIB,"","",ABRACON ABLS,"","","20MHz",±30ppm,±30ppm,"0.165 (4.20mm)","2020-09-02 01:21:45.743000",Active,"16pF",Abracon LLC,ABLS-20.000MHZ-16-B-4-Y-T,"1",Surface Mount,Fundamental,-20°C ~ 70°C,HC-49/US,TapeAndReel,"51",Active,"0.19","",ABLS,"0.449 L x 0.185 W (11.40mm x 4.70mm)",DigiKey,"535-14889-1-ND","","","","","","","","","","",symbols/Crystals/SCH - CRYSTALS - ABRACON CRYSTAL ABLS.SCHLIB,ABRACON CRYSTAL ABLS,MHz Crystal,"20MHz"
=Value,Datasheet,https://abracon.com/Resonators/abls.pdf,DigiKey Link,http://digikey.com/product-detail/en/abracon-llc/ABLS-4.9152MHZ-D-4-Y-T/535-14929-1-ND/9998006,"","","","","","","","",CRYSTAL 4.9152MHZ 18PF SMD,"","180 Ohms",footprints/Crystals/PCB - CRYSTALS - ABRACON ABLS.PCBLIB,"","",ABRACON ABLS,"","","4.9152MHz",±30ppm,±30ppm,"0.165 (4.20mm)","2020-09-02 01:21:45.740000",Active,"18pF",Abracon LLC,ABLS-4.9152MHZ-D-4-Y-T,"1",Surface Mount,Fundamental,-40°C ~ 85°C,HC-49/US,TapeAndReel,"52",Active,"0.20","",ABLS,"0.449 L x 0.185 W (11.40mm x 4.70mm)",DigiKey,"535-14929-1-ND","","","","","","","","","","",symbols/Crystals/SCH - CRYSTALS - ABRACON CRYSTAL ABLS.SCHLIB,ABRACON CRYSTAL ABLS,MHz Crystal,"4.9152MHz"
=Value,Datasheet,https://abracon.com/Resonators/abls.pdf,DigiKey Link,http://digikey.com/product-detail/en/abracon-llc/ABLS-24.000MHZ-20-B-4-Y-T/535-14897-1-ND/9997974,"","","","","","","","",CRYSTAL 24.0000MHZ 20PF SMD,"","40 Ohms",footprints/Crystals/PCB - CRYSTALS - ABRACON ABLS.PCBLIB,"","",ABRACON ABLS,"","","24MHz",±30ppm,±30ppm,"0.165 (4.20mm)","2020-09-02 01:21:45.733000",Active,"20pF",Abracon LLC,ABLS-24.000MHZ-20-B-4-Y-T,"1",Surface Mount,Fundamental,-20°C ~ 70°C,HC-49/US,TapeAndReel,"53",Active,"0.20","",ABLS,"0.449 L x 0.185 W (11.40mm x 4.70mm)",DigiKey,"535-14897-1-ND","","","","","","","","","","",symbols/Crystals/SCH - CRYSTALS - ABRACON CRYSTAL ABLS.SCHLIB,ABRACON CRYSTAL ABLS,MHz Crystal,"24MHz"
=Value,Datasheet,https://abracon.com/Resonators/abls.pdf,DigiKey Link,http://digikey.com/product-detail/en/abracon-llc/ABLS-7.3728MHZ-20-B-4-Y-T/535-14937-1-ND/9998014,"","","","","","","","",CRYSTAL 7.3728MHZ 20PF SMD,"","100 Ohms",footprints/Crystals/PCB - CRYSTALS - ABRACON ABLS.PCBLIB,"","",ABRACON ABLS,"","","7.3728MHz",±30ppm,±30ppm,"0.165 (4.20mm)","2020-09-02 01:21:45.730000",Active,"20pF",Abracon LLC,ABLS-7.3728MHZ-20-B-4-Y-T,"1",Surface Mount,Fundamental,-20°C ~ 70°C,HC-49/US,TapeAndReel,"54",Active,"0.21","",ABLS,"0.449 L x 0.185 W (11.40mm x 4.70mm)",DigiKey,"535-14937-1-ND","","","","","","","","","","",symbols/Crystals/SCH - CRYSTALS - ABRACON CRYSTAL ABLS.SCHLIB,ABRACON CRYSTAL ABLS,MHz Crystal,"7.3728MHz"
=Value,Datasheet,https://abracon.com/Resonators/abls.pdf,DigiKey Link,http://digikey.com/product-detail/en/abracon-llc/ABLS-9.216MHZ-20-B-4-Y-T/535-14949-1-ND/9998026,"","","","","","","","",CRYSTAL 9.2160MHZ 20PF SMD,"","60 Ohms",footprints/Crystals/PCB - CRYSTALS - ABRACON ABLS.PCBLIB,"","",ABRACON ABLS,"","","9.216MHz",±30ppm,±30ppm,"0.165 (4.20mm)","2020-09-02 01:21:45.713000",Active,"20pF",Abracon LLC,ABLS-9.216MHZ-20-B-4-Y-T,"1",Surface Mount,Fundamental,-20°C ~ 70°C,HC-49/US,TapeAndReel,"55",Active,"0.21","",ABLS,"0.449 L x 0.185 W (11.40mm x 4.70mm)",DigiKey,"535-14949-1-ND","","","","","","","","","","",symbols/Crystals/SCH - CRYSTALS - ABRACON CRYSTAL ABLS.SCHLIB,ABRACON CRYSTAL ABLS,MHz Crystal,"9.216MHz"
=Value,Datasheet,https://abracon.com/Resonators/abls.pdf,DigiKey Link,http://digikey.com/product-detail/en/abracon-llc/ABLS-24.576MHZ-20-B-3-H-F-T/535-14899-1-ND/9997976,"","","","","","","","",CRYSTAL 24.5760MHZ 20PF SMD,"","40 Ohms",footprints/Crystals/PCB - CRYSTALS - ABRACON ABLS.PCBLIB,"","",ABRACON ABLS,"","","24.576MHz",±35ppm,±25ppm,"0.165 (4.20mm)","2020-09-02 01:21:45.693000",Active,"20pF",Abracon LLC,ABLS-24.576MHZ-20-B-3-H-F-T,"1",Surface Mount,Fundamental,-20°C ~ 70°C,HC-49/US,TapeAndReel,"56",Active,"0.11","",ABLS,"0.449 L x 0.185 W (11.40mm x 4.70mm)",DigiKey,"535-14899-1-ND","","","","","","","","","","",symbols/Crystals/SCH - CRYSTALS - ABRACON CRYSTAL ABLS.SCHLIB,ABRACON CRYSTAL ABLS,MHz Crystal,"24.576MHz"
=Value,Datasheet,https://abracon.com/Resonators/abls.pdf,DigiKey Link,http://digikey.com/product-detail/en/abracon-llc/ABLS-8.000MHZ-20-B-3-H-T/535-14944-1-ND/9998021,"","","","","","","","",CRYSTAL 8.0000MHZ 20PF SMD,"","80 Ohms",footprints/Crystals/PCB - CRYSTALS - ABRACON ABLS.PCBLIB,"","",ABRACON ABLS,"","","8MHz",±35ppm,±25ppm,"0.165 (4.20mm)","2020-09-02 01:21:45.690000",Active,"20pF",Abracon LLC,ABLS-8.000MHZ-20-B-3-H-T,"1",Surface Mount,Fundamental,-20°C ~ 70°C,HC-49/US,TapeAndReel,"57",Active,"0.11","",ABLS,"0.449 L x 0.185 W (11.40mm x 4.70mm)",DigiKey,"535-14944-1-ND","","","","","","","","","","",symbols/Crystals/SCH - CRYSTALS - ABRACON CRYSTAL ABLS.SCHLIB,ABRACON CRYSTAL ABLS,MHz Crystal,"8MHz"
=Value,Datasheet,https://abracon.com/Resonators/abls.pdf,DigiKey Link,http://digikey.com/product-detail/en/abracon-llc/ABLS-8.000MHZ-16-A-4-H-T/535-14942-1-ND/9998019,"","","","","","","","",CRYSTAL 8.0000MHZ 16PF SMD,"","80 Ohms",footprints/Crystals/PCB - CRYSTALS - ABRACON ABLS.PCBLIB,"","",ABRACON ABLS,"","","8MHz",±35ppm,±30ppm,"0.165 (4.20mm)","2020-09-02 01:21:45.687000",Active,"16pF",Abracon LLC,ABLS-8.000MHZ-16-A-4-H-T,"1",Surface Mount,Fundamental,-10°C ~ 60°C,HC-49/US,TapeAndReel,"58",Active,"0.11","",ABLS,"0.449 L x 0.185 W (11.40mm x 4.70mm)",DigiKey,"535-14942-1-ND","","","","","","","","","","",symbols/Crystals/SCH - CRYSTALS - ABRACON CRYSTAL ABLS.SCHLIB,ABRACON CRYSTAL ABLS,MHz Crystal,"8MHz"
