"Applications","Capacitance","Comment","ComponentLink1Description","ComponentLink1URL","ComponentLink2Description","ComponentLink2URL","ComponentLink3Description","ComponentLink3URL","ComponentLink4Description","ComponentLink4URL","ComponentLink5Description","ComponentLink5URL","ComponentLink6Description","ComponentLink6URL","Description","Device Package","Failure Rate","Features","Footprint Path","Footprint Path 2","Footprint Path 3","Footprint Ref","Footprint Ref 2","Footprint Ref 3","Height - Seated (Max)","LastUpdated","Lead Spacing","Lead Style","Lifecycle Status","Manufacturer","Part Number","Minimum Order","Mounting Type","Operating Temperature","Package / Case","Packaging","Part Status","Price","Ratings","Series","Size / Dimension","Supplier 1","Supplier Part Number 1","Supplier 2","Supplier Part Number 2","Supplier 3","Supplier Part Number 3","Supplier 4","Supplier Part Number 4","Supplier 5","Supplier Part Number 5","Supplier 6","Supplier Part Number 6","Library Path","Library Ref","Temperature Coefficient","Thickness (Max)","Tolerance","Type","Value","Voltage - Rated"
High Reliability,"0.1uF",=Value,Datasheet,https://api.kemet.com/component-edge/download/datasheet/CDR04BX104AKSR7189.pdf,DigiKey Link,http://digikey.com/product-detail/en/kemet/CDR04BX104AKSR7189/1001-2334-1-ND/3317675,"","","","","","","","",CAP CER 0.1UF 50V BX 1812,"1812 (4532 Metric)",R (0.01%),"",,,,"C1812N,C1812L,C1812M",,,"","2020-09-02 01:11:07.073000","","",Active,KEMET,CDR04BX104AKSR7189,"1","Surface Mount, MLCC",-55°C ~ 125°C,"1812 (4532 Metric)",TapeAndReel,Active,"0.44","","Military, MIL-PRF-55681, CDR04","0.180 L x 0.125 W (4.57mm x 3.18mm)",DigiKey,"1001-2334-1-ND","","","","","","","","","","",,capacitors\capacitor,BX,"0.080 (2.03mm)",±10%,"","0.1uF","50V"
"SMPS Filtering, Boardflex Sensitive","4700pF",=Value,Datasheet,http://datasheets.avx.com/HV-FlexitermMLCC.pdf,DigiKey Link,http://digikey.com/product-detail/en/avx-corporation/1812GC472KAZ1A/478-4606-1-ND/1645917,"","","","","","","","",CAP CER 4700PF 2KV X7R 1812,"1812 (4532 Metric)","","Soft Termination, High Voltage",,,,"C1812N,C1812L,C1812M",,,"","2020-09-02 01:11:07.070000","","",Active,AVX Corporation,"1812GC472KAZ1A","1","Surface Mount, MLCC",-55°C ~ 125°C,"1812 (4532 Metric)",TapeAndReel,Active,"0.50","",FLEXITERM®,"0.177 L x 0.126 W (4.50mm x 3.20mm)",DigiKey,"478-4606-1-ND","","","","","","","","","","",,capacitors\capacitor,X7R,"0.087 (2.20mm)",±10%,"","4700pF","2000V (2kV)"
General Purpose,"1500pF",=Value,Datasheet,https://katalog.we-online.de/pbs/datasheet/885342011003.pdf,DigiKey Link,http://digikey.com/product-detail/en/w-rth-elektronik/885342011003/732-12149-1-ND/9346169,"","","","","","","","",CAP CER 1500PF 1KV C0G/NP0 1812,"1812 (4532 Metric)","","",,,,"C1812N,C1812L,C1812M",,,"","2020-09-02 01:11:07.057000","","",Active,Würth Elektronik,"885342011003","1","Surface Mount, MLCC",-55°C ~ 125°C,"1812 (4532 Metric)",TapeAndReel,Active,"0.88","",WCAP-CSMH,"0.177 L x 0.126 W (4.50mm x 3.20mm)",DigiKey,"732-12149-1-ND","","","","","","","","","","",,capacitors\capacitor,"C0G, NP0","0.087 (2.20mm)",±5%,"","1500pF","1000V (1kV)"
General Purpose,"8200pF",=Value,Datasheet,https://api.kemet.com/component-edge/download/datasheet/C1812C822KGRAC7800.pdf,DigiKey Link,http://digikey.com/product-detail/en/kemet/C1812C822KGRAC7800/399-15221-1-ND/7382770,"","","","","","","","",CAP CER 8200PF 2KV X7R 1812,"1812 (4532 Metric)","","Low ESL, High Voltage",,,,"C1812N,C1812L,C1812M",,,"","2020-09-02 01:11:07.053000","","",Active,KEMET,C1812C822KGRAC7800,"1","Surface Mount, MLCC",-55°C ~ 125°C,"1812 (4532 Metric)",TapeAndReel,Active,"0.62","",SMD Comm X7R HV,"0.177 L x 0.126 W (4.50mm x 3.20mm)",DigiKey,"399-15221-1-ND","","","","","","","","","","",,capacitors\capacitor,X7R,"0.087 (2.20mm)",±10%,"","8200pF","2000V (2kV)"
General Purpose,"0.1uF",=Value,Datasheet,http://www.vishay.com/docs/45199/vjcommercialseries.pdf,DigiKey Link,http://digikey.com/product-detail/en/vishay-vitramon/VJ1812Y104KXBAT/720-1828-1-ND/8324248,"","","","","","","","",CAP CER 0.1UF 100V X7R 1812,"1812 (4532 Metric)","","",,,,"C1812N,C1812L,C1812M",,,"","2020-09-02 01:11:07.050000","","",Active,Vishay Vitramon,VJ1812Y104KXBAT,"1","Surface Mount, MLCC",-55°C ~ 150°C,"1812 (4532 Metric)",TapeAndReel,Active,"0.28","",VJ,"0.177 L x 0.126 W (4.50mm x 3.20mm)",DigiKey,"720-1828-1-ND","","","","","","","","","","",,capacitors\capacitor,X7R,"0.086 (2.18mm)",±10%,"","0.1uF","100V"
General Purpose,"10000pF",=Value,Datasheet,http://www.vishay.com/docs/45199/vjcommercialseries.pdf,DigiKey Link,http://digikey.com/product-detail/en/vishay-vitramon/VJ1812Y103KXEAT/720-1124-1-ND/1894470,"","","","","","","","",CAP CER 10000PF 500V X7R 1812,"1812 (4532 Metric)","","",,,,"C1812N,C1812L,C1812M",,,"","2020-09-02 01:11:07.043000","","",Active,Vishay Vitramon,VJ1812Y103KXEAT,"1","Surface Mount, MLCC",-55°C ~ 125°C,"1812 (4532 Metric)",TapeAndReel,Active,"0.19","",VJ,"0.177 L x 0.126 W (4.50mm x 3.20mm)",DigiKey,"720-1124-1-ND","","","","","","","","","","",,capacitors\capacitor,X7R,"0.086 (2.18mm)",±10%,"","10000pF","500V"
General Purpose,"10000pF",=Value,Datasheet,https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_highvoltage_en.pdf?ref_disty=digikey,DigiKey Link,http://digikey.com/product-detail/en/tdk-corporation/C4532X7R3A103M200KA/445-13442-1-ND/3955108,"","","","","","","","",CAP CER 10000PF 1KV X7R 1812,"1812 (4532 Metric)","",High Voltage,,,,"C1812N,C1812L,C1812M",,,"","2020-09-02 01:11:07.023000","","",Active,TDK Corporation,C4532X7R3A103M200KA,"1","Surface Mount, MLCC",-55°C ~ 125°C,"1812 (4532 Metric)",TapeAndReel,Active,"0.21","",C,"0.177 L x 0.126 W (4.50mm x 3.20mm)",DigiKey,"445-13442-1-ND","","","","","","","","","","",,capacitors\capacitor,X7R,"0.087 (2.20mm)",±20%,"","10000pF","1000V (1kV)"
General Purpose,"0.1uF",=Value,Datasheet,http://datasheets.avx.com/AVX-HV_MLCC.pdf,DigiKey Link,http://digikey.com/product-detail/en/avx-corporation/1812CC104KAT2A/478-10708-1-ND/7536579,"","","","","","","","",CAP CER 0.1UF 630V X7R 1812,"1812 (4532 Metric)","",High Voltage,,,,"C1812N,C1812L,C1812M",,,"","2020-09-02 01:11:07.010000","","",Active,AVX Corporation,"1812CC104KAT2A","1","Surface Mount, MLCC",-55°C ~ 125°C,"1812 (4532 Metric)",TapeAndReel,Active,"0.26","",-,"0.181 L x 0.126 W (4.60mm x 3.20mm)",DigiKey,"478-10708-1-ND","","","","","","","","","","",,capacitors\capacitor,X7R,"0.087 (2.20mm)",±10%,"","0.1uF","630V"
General Purpose,"0.1uF",=Value,Datasheet,http://datasheets.avx.com/AVX-HV_MLCC.pdf,DigiKey Link,http://digikey.com/product-detail/en/avx-corporation/1812CC104KAT1A/478-4009-1-ND/1144469,"","","","","","","","",CAP CER 0.1UF 630V X7R 1812,"1812 (4532 Metric)","",High Voltage,,,,"C1812N,C1812L,C1812M",,,"","2020-09-02 01:11:06.990000","","",Active,AVX Corporation,"1812CC104KAT1A","1","Surface Mount, MLCC",-55°C ~ 125°C,"1812 (4532 Metric)",TapeAndReel,Active,"0.26","",-,"0.181 L x 0.126 W (4.60mm x 3.20mm)",DigiKey,"478-4009-1-ND","","","","","","","","","","",,capacitors\capacitor,X7R,"0.087 (2.20mm)",±10%,"","0.1uF","630V"
Boardflex Sensitive,"0.22uF",=Value,Datasheet,https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_soft_en.pdf?ref_disty=digikey,DigiKey Link,http://digikey.com/product-detail/en/tdk-corporation/C4532X7T2J224M200KE/445-6837-1-ND/2616468,"","","","","","","","",CAP CER 0.22UF 630V X7T 1812,"1812 (4532 Metric)","",Soft Termination,,,,"C1812N,C1812L,C1812M",,,"","2020-09-02 01:11:06.970000","","",Active,TDK Corporation,C4532X7T2J224M200KE,"1","Surface Mount, MLCC",-55°C ~ 125°C,"1812 (4532 Metric)",TapeAndReel,Active,"0.77","",C,"0.177 L x 0.126 W (4.50mm x 3.20mm)",DigiKey,"445-6837-1-ND","","","","","","","","","","",,capacitors\capacitor,X7T,"0.087 (2.20mm)",±20%,"","0.22uF","630V"
General Purpose,"0.033uF",=Value,Datasheet,https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_hightemp_en.pdf?ref_disty=digikey,DigiKey Link,http://digikey.com/product-detail/en/tdk-corporation/C4532NP02J333J200KA/445-172554-1-ND/4990095,"","","","","","","","",CAP CER 0.033UF 630V NP0 1812,"1812 (4532 Metric)","",High Temperature,,,,"C1812N,C1812L,C1812M",,,"","2020-09-02 01:11:06.950000","","",Active,TDK Corporation,C4532NP02J333J200KA,"1","Surface Mount, MLCC",-55°C ~ 150°C,"1812 (4532 Metric)",TapeAndReel,Active,"0.97","",C,"0.177 L x 0.126 W (4.50mm x 3.20mm)",DigiKey,"445-172554-1-ND","","","","","","","","","","",,capacitors\capacitor,"C0G, NP0","0.087 (2.20mm)",±5%,"","0.033uF","630V"
High Reliability,"0.1uF",=Value,Datasheet,https://api.kemet.com/component-edge/download/datasheet/CDR04BX104AKWR.pdf,DigiKey Link,http://digikey.com/product-detail/en/kemet/CDR04BX104AKWR/1001-2326-ND/2796867,"","","","","","","","",CAP CER 0.1UF 50V 10% BX 1812,"1812 (4532 Metric)",R (0.01%),"",,,,"C1812N,C1812L,C1812M",,,"","2020-09-02 01:11:06.937000","","",Active,KEMET,CDR04BX104AKWR,"1","Surface Mount, MLCC",-55°C ~ 125°C,"1812 (4532 Metric)",Bulk,Active,"1.67","","Military, MIL-PRF-55681, CDR04","0.180 L x 0.125 W (4.57mm x 3.18mm)",DigiKey,"1001-2326-ND","","","","","","","","","","",,capacitors\capacitor,BX,"0.080 (2.03mm)",±10%,"","0.1uF","50V"
"SMPS Filtering, Boardflex Sensitive","0.1uF",=Value,Datasheet,http://datasheets.avx.com/HV-FlexitermMLCC.pdf,DigiKey Link,http://digikey.com/product-detail/en/avx-corporation/1812CC104KAZ1A/478-4663-1-ND/1680763,"","","","","","","","",CAP CER 0.1UF 630V X7R 1812,"1812 (4532 Metric)","","Soft Termination, High Voltage",,,,"C1812N,C1812L,C1812M",,,"","2020-09-02 01:11:06.913000","","",Active,AVX Corporation,"1812CC104KAZ1A","1","Surface Mount, MLCC",-55°C ~ 125°C,"1812 (4532 Metric)",TapeAndReel,Active,"0.34","",FLEXITERM®,"0.177 L x 0.126 W (4.50mm x 3.20mm)",DigiKey,"478-4663-1-ND","","","","","","","","","","",,capacitors\capacitor,X7R,"0.087 (2.20mm)",±10%,"","0.1uF","630V"
"Bypass, Decoupling","3.3uF",=Value,Datasheet,https://api.kemet.com/component-edge/download/datasheet/C1812C335K1RAC7800.pdf,DigiKey Link,http://digikey.com/product-detail/en/kemet/C1812C335K1RAC7800/399-15213-1-ND/7382762,"","","","","","","","",CAP CER 3.3UF 100V X7R 1812,"1812 (4532 Metric)","","",,,,"C1812N,C1812L,C1812M",,,"","2020-09-02 01:11:06.910000","","",Active,KEMET,C1812C335K1RAC7800,"1","Surface Mount, MLCC",-55°C ~ 125°C,"1812 (4532 Metric)",TapeAndReel,Active,"0.45","",SMD Comm X7R,"0.177 L x 0.126 W (4.50mm x 3.20mm)",DigiKey,"399-15213-1-ND","","","","","","","","","","",,capacitors\capacitor,X7R,"0.083 (2.10mm)",±10%,"","3.3uF","100V"
General Purpose,"0.22uF",=Value,Datasheet,https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_midvoltage_en.pdf?ref_disty=digikey,DigiKey Link,http://digikey.com/product-detail/en/tdk-corporation/C4532X7T2J224K200KC/445-7773-1-ND/2733845,"","","","","","","","",CAP CER 0.22UF 630V X7T 1812,"1812 (4532 Metric)","","",,,,"C1812N,C1812L,C1812M",,,"","2020-09-02 01:11:06.907000","","",Active,TDK Corporation,C4532X7T2J224K200KC,"1","Surface Mount, MLCC",-55°C ~ 125°C,"1812 (4532 Metric)",TapeAndReel,Active,"0.43","",C,"0.177 L x 0.126 W (4.50mm x 3.20mm)",DigiKey,"445-7773-1-ND","","","","","","","","","","",,capacitors\capacitor,X7T,"0.087 (2.20mm)",±10%,"","0.22uF","630V"
General Purpose,"0.1uF",=Value,Datasheet,https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf?ref_disty=digikey,DigiKey Link,http://digikey.com/product-detail/en/tdk-corporation/C4532C0G1H104J200KA/445-2707-1-ND/970532,"","","","","","","","",CAP CER 0.1UF 50V C0G 1812,"1812 (4532 Metric)","",Low ESL,,,,"C1812N,C1812L,C1812M",,,"","2020-09-02 01:11:06.887000","","",Active,TDK Corporation,C4532C0G1H104J200KA,"1","Surface Mount, MLCC",-55°C ~ 125°C,"1812 (4532 Metric)",TapeAndReel,Active,"0.45","",C,"0.177 L x 0.126 W (4.50mm x 3.20mm)",DigiKey,"445-2707-1-ND","","","","","","","","","","",,capacitors\capacitor,"C0G, NP0","0.087 (2.20mm)",±5%,"","0.1uF","50V"
General Purpose,"0.47uF",=Value,Datasheet,http://www.vishay.com/docs/45199/vjcommercialseries.pdf,DigiKey Link,http://digikey.com/product-detail/en/vishay-vitramon/VJ1812Y474KXBAT/720-1832-1-ND/8324252,"","","","","","","","",CAP CER 0.47UF 100V X7R 1812,"1812 (4532 Metric)","","",,,,"C1812N,C1812L,C1812M",,,"","2020-09-02 01:11:06.883000","","",Active,Vishay Vitramon,VJ1812Y474KXBAT,"1","Surface Mount, MLCC",-55°C ~ 150°C,"1812 (4532 Metric)",TapeAndReel,Active,"0.45","",VJ,"0.177 L x 0.126 W (4.50mm x 3.20mm)",DigiKey,"720-1832-1-ND","","","","","","","","","","",,capacitors\capacitor,X7R,"0.086 (2.18mm)",±10%,"","0.47uF","100V"
General Purpose,"4700pF",=Value,Datasheet,http://www.vishay.com/docs/45199/vjcommercialseries.pdf,DigiKey Link,http://digikey.com/product-detail/en/vishay-vitramon/VJ1812A472JXEAT/720-1163-1-ND/1894509,"","","","","","","","",CAP CER 4700PF 500V C0G/NP0 1812,"1812 (4532 Metric)","","",,,,"C1812N,C1812L,C1812M",,,"","2020-09-02 01:11:06.877000","","",Active,Vishay Vitramon,VJ1812A472JXEAT,"1","Surface Mount, MLCC",-55°C ~ 125°C,"1812 (4532 Metric)",TapeAndReel,Active,"0.49","",VJ,"0.177 L x 0.126 W (4.50mm x 3.20mm)",DigiKey,"720-1163-1-ND","","","","","","","","","","",,capacitors\capacitor,"C0G, NP0","0.086 (2.18mm)",±5%,"","4700pF","500V"
"SMPS Filtering, Boardflex Sensitive","1000pF",=Value,Datasheet,http://datasheets.avx.com/HV-FlexitermMLCC.pdf,DigiKey Link,http://digikey.com/product-detail/en/avx-corporation/1812HC102KAZ1A/478-4607-1-ND/1645918,"","","","","","","","",CAP CER 1000PF 3KV X7R 1812,"1812 (4532 Metric)","","Soft Termination, High Voltage",,,,"C1812N,C1812L,C1812M",,,"","2020-09-02 01:11:06.873000","","",Active,AVX Corporation,"1812HC102KAZ1A","1","Surface Mount, MLCC",-55°C ~ 125°C,"1812 (4532 Metric)",TapeAndReel,Active,"0.50","",FLEXITERM®,"0.177 L x 0.126 W (4.50mm x 3.20mm)",DigiKey,"478-4607-1-ND","","","","","","","","","","",,capacitors\capacitor,X7R,"0.087 (2.20mm)",±10%,"","1000pF","3000V (3kV)"
General Purpose,"1000pF",=Value,Datasheet,http://datasheets.avx.com/AVX-HV_MLCC.pdf,DigiKey Link,http://digikey.com/product-detail/en/avx-corporation/1812GA102JAT2A/478-9948-1-ND/6149104,"","","","","","","","",CAP CER 1000PF 2KV C0G/NP0 1812,"1812 (4532 Metric)","",High Voltage,,,,"C1812N,C1812L,C1812M",,,"","2020-09-02 01:11:06.870000","","",Active,AVX Corporation,"1812GA102JAT2A","1","Surface Mount, MLCC",-55°C ~ 125°C,"1812 (4532 Metric)",TapeAndReel,Active,"0.65","",-,"0.181 L x 0.126 W (4.60mm x 3.20mm)",DigiKey,"478-9948-1-ND","","","","","","","","","","",,capacitors\capacitor,"C0G, NP0","0.087 (2.20mm)",±5%,"","1000pF","2000V (2kV)"
General Purpose,"0.033uF",=Value,Datasheet,https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_midvoltage_en.pdf?ref_disty=digikey,DigiKey Link,http://digikey.com/product-detail/en/tdk-corporation/C4532C0G2E333J200KA/445-2358-1-ND/789867,"","","","","","","","",CAP CER 0.033UF 250V C0G 1812,"1812 (4532 Metric)","","",,,,"C1812N,C1812L,C1812M",,,"","2020-09-02 01:11:06.867000","","",Active,TDK Corporation,C4532C0G2E333J200KA,"1","Surface Mount, MLCC",-55°C ~ 125°C,"1812 (4532 Metric)",TapeAndReel,Active,"0.67","",C,"0.177 L x 0.126 W (4.50mm x 3.20mm)",DigiKey,"445-2358-1-ND","","","","","","","","","","",,capacitors\capacitor,"C0G, NP0","0.087 (2.20mm)",±5%,"","0.033uF","250V"
General Purpose,"1000pF",=Value,Datasheet,http://datasheets.avx.com/AVX-HV_MLCC.pdf,DigiKey Link,http://digikey.com/product-detail/en/avx-corporation/1812AA102JAT1A/478-5054-1-ND/1888265,"","","","","","","","",CAP CER 1000PF 1KV C0G/NP0 1812,"1812 (4532 Metric)","",High Voltage,,,,"C1812N,C1812L,C1812M",,,"","2020-09-02 01:11:06.850000","","",Active,AVX Corporation,"1812AA102JAT1A","1","Surface Mount, MLCC",-55°C ~ 125°C,"1812 (4532 Metric)",TapeAndReel,Active,"0.72","",-,"0.181 L x 0.126 W (4.60mm x 3.20mm)",DigiKey,"478-5054-1-ND","","","","","","","","","","",,capacitors\capacitor,"C0G, NP0","0.087 (2.20mm)",±5%,"","1000pF","1000V (1kV)"
High Reliability,"0.1uF",=Value,Datasheet,https://api.kemet.com/component-edge/download/datasheet/CDR04BX104AKUR.pdf,DigiKey Link,http://digikey.com/product-detail/en/kemet/CDR04BX104AKUR/1001-2134-1-ND/2657827,"","","","","","","","",CAP CER 0.1UF 50V BX 1812,"1812 (4532 Metric)",R (0.01%),"",,,,"C1812N,C1812L,C1812M",,,"","2020-09-02 01:11:06.833000","","",Active,KEMET,CDR04BX104AKUR,"1","Surface Mount, MLCC",-55°C ~ 125°C,"1812 (4532 Metric)",TapeAndReel,Active,"0.61","","Military, MIL-PRF-55681, CDR04","0.180 L x 0.125 W (4.57mm x 3.18mm)",DigiKey,"1001-2134-1-ND","","","","","","","","","","",,capacitors\capacitor,BX,"0.080 (2.03mm)",±10%,"","0.1uF","50V"
General Purpose,"0.047uF",=Value,Datasheet,https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_midvoltage_en.pdf?ref_disty=digikey,DigiKey Link,http://digikey.com/product-detail/en/tdk-corporation/C4532C0G2A473J200KA/445-2354-1-ND/789863,"","","","","","","","",CAP CER 0.047UF 100V C0G 1812,"1812 (4532 Metric)","","",,,,"C1812N,C1812L,C1812M",,,"","2020-09-02 01:11:06.830000","","",Active,TDK Corporation,C4532C0G2A473J200KA,"1","Surface Mount, MLCC",-55°C ~ 125°C,"1812 (4532 Metric)",TapeAndReel,Active,"0.58","",C,"0.177 L x 0.126 W (4.50mm x 3.20mm)",DigiKey,"445-2354-1-ND","","","","","","","","","","",,capacitors\capacitor,"C0G, NP0","0.087 (2.20mm)",±5%,"","0.047uF","100V"
High Reliability,"0.1uF",=Value,Datasheet,https://api.kemet.com/component-edge/download/datasheet/CDR04BX104AKWS.pdf,DigiKey Link,http://digikey.com/product-detail/en/kemet/CDR04BX104AKWS/1001-2327-1-ND/7915427,"","","","","","","","",CAP CER 0.1UF 50V 10% BX 1812,"1812 (4532 Metric)",S (0.001%),"",,,,"C1812N,C1812L,C1812M",,,"","2020-09-02 01:11:06.820000","","",Active,KEMET,CDR04BX104AKWS,"1","Surface Mount, MLCC",-55°C ~ 125°C,"1812 (4532 Metric)",TapeAndReel,Active,"0.66","","Military, MIL-PRF-55681, CDR04","0.180 L x 0.125 W (4.57mm x 3.18mm)",DigiKey,"1001-2327-1-ND","","","","","","","","","","",,capacitors\capacitor,BX,"0.080 (2.03mm)",±10%,"","0.1uF","50V"
General Purpose,"1000pF",=Value,Datasheet,http://datasheets.avx.com/AVX-HV_MLCC.pdf,DigiKey Link,http://digikey.com/product-detail/en/avx-corporation/1812AA102KAT1A/478-5187-1-ND/1913277,"","","","","","","","",CAP CER 1000PF 1KV C0G/NP0 1812,"1812 (4532 Metric)","",High Voltage,,,,"C1812N,C1812L,C1812M",,,"","2020-09-02 01:11:06.810000","","",Active,AVX Corporation,"1812AA102KAT1A","1","Surface Mount, MLCC",-55°C ~ 125°C,"1812 (4532 Metric)",TapeAndReel,Active,"0.66","",-,"0.181 L x 0.126 W (4.60mm x 3.20mm)",DigiKey,"478-5187-1-ND","","","","","","","","","","",,capacitors\capacitor,"C0G, NP0","0.087 (2.20mm)",±10%,"","1000pF","1000V (1kV)"
Boardflex Sensitive,"0.47uF",=Value,Datasheet,http://www.vishay.com/docs/45198/vjomd.pdf,DigiKey Link,http://digikey.com/product-detail/en/vishay-vitramon/VJ1812Y474KBBAT4X/720-1102-1-ND/1560530,"","","","","","","","",CAP CER 0.47UF 100V X7R 1812,"1812 (4532 Metric)","","Soft Termination, High Voltage",,,,"C1812N,C1812L,C1812M",,,"","2020-09-02 01:11:06.800000","","",Active,Vishay Vitramon,VJ1812Y474KBBAT4X,"1","Surface Mount, MLCC",-55°C ~ 125°C,"1812 (4532 Metric)",TapeAndReel,Active,"0.67","",VJ OMD,"0.183 L x 0.126 W (4.65mm x 3.20mm)",DigiKey,"720-1102-1-ND","","","","","","","","","","",,capacitors\capacitor,X7R,"0.086 (2.18mm)",±10%,"","0.47uF","100V"
General Purpose,"1uF",=Value,Datasheet,http://www.vishay.com/docs/45199/vjcommercialseries.pdf,DigiKey Link,http://digikey.com/product-detail/en/vishay-vitramon/VJ1812Y105KXAAT/720-1830-1-ND/8324250,"","","","","","","","",CAP CER 1UF 50V X7R 1812,"1812 (4532 Metric)","","",,,,"C1812N,C1812L,C1812M",,,"","2020-09-02 01:11:06.790000","","",Active,Vishay Vitramon,VJ1812Y105KXAAT,"1","Surface Mount, MLCC",-55°C ~ 125°C,"1812 (4532 Metric)",TapeAndReel,Active,"0.72","",VJ,"0.177 L x 0.126 W (4.50mm x 3.20mm)",DigiKey,"720-1830-1-ND","","","","","","","","","","",,capacitors\capacitor,X7R,"0.086 (2.18mm)",±10%,"","1uF","50V"
General Purpose,"1uF",=Value,Datasheet,http://www.vishay.com/docs/45199/vjcommercialseries.pdf,DigiKey Link,http://digikey.com/product-detail/en/vishay-vitramon/VJ1812Y105JXAAT/720-1398-1-ND/3986152,"","","","","","","","",CAP CER 1UF 50V X7R 1812,"1812 (4532 Metric)","","",,,,"C1812N,C1812L,C1812M",,,"","2020-09-02 01:11:06.777000","","",Active,Vishay Vitramon,VJ1812Y105JXAAT,"1","Surface Mount, MLCC",-55°C ~ 125°C,"1812 (4532 Metric)",TapeAndReel,Active,"0.81","",VJ,"0.177 L x 0.126 W (4.50mm x 3.20mm)",DigiKey,"720-1398-1-ND","","","","","","","","","","",,capacitors\capacitor,X7R,"0.086 (2.18mm)",±5%,"","1uF","50V"
General Purpose,"0.1uF",=Value,Datasheet,http://www.vishay.com/docs/45197/vjhvarcguard.pdf,DigiKey Link,http://digikey.com/product-detail/en/vishay-vitramon/VJ1812Y104KXEAT5Z/720-1003-1-ND/1560005,"","","","","","","","",CAP CER 0.1UF 500V X7R 1812,"1812 (4532 Metric)","",High Voltage,,,,"C1812N,C1812L,C1812M",,,"","2020-09-02 01:11:06.757000","","",Active,Vishay Vitramon,VJ1812Y104KXEAT5Z,"1","Surface Mount, MLCC",-55°C ~ 125°C,"1812 (4532 Metric)",TapeAndReel,Active,"1.01","",VJ HVArc Guard™,"0.177 L x 0.126 W (4.50mm x 3.20mm)",DigiKey,"720-1003-1-ND","","","","","","","","","","",,capacitors\capacitor,X7R,"0.086 (2.18mm)",±10%,"","0.1uF","500V"
General Purpose,"10000pF",=Value,Datasheet,https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_highvoltage_en.pdf?ref_disty=digikey,DigiKey Link,http://digikey.com/product-detail/en/tdk-corporation/C4532JB3A103M200KA/445-11974-1-ND/3953640,"","","","","","","","",CAP CER 10000PF 1KV JB 1812,"1812 (4532 Metric)","",High Voltage,,,,"C1812N,C1812L,C1812M",,,"","2020-09-02 01:11:06.753000","","",Active,TDK Corporation,C4532JB3A103M200KA,"1","Surface Mount, MLCC",-25°C ~ 85°C,"1812 (4532 Metric)",TapeAndReel,Active,"0.21","",C,"0.177 L x 0.126 W (4.50mm x 3.20mm)",DigiKey,"445-11974-1-ND","","","","","","","","","","",,capacitors\capacitor,JB,"0.087 (2.20mm)",±20%,"","10000pF","1000V (1kV)"
Boardflex Sensitive,"3.3uF",=Value,Datasheet,https://api.kemet.com/component-edge/download/specsheet/C1812R335K3RACTU.pdf,DigiKey Link,http://digikey.com/product-detail/en/kemet/C1812R335K3RAC7800/399-11927-1-ND/5222164,"","","","","","","","",CAP CER 3.3UF 25V X7R 1812,"1812 (4532 Metric)","","Soft Termination, High Temperature",,,,"C1812N,C1812L,C1812M",,,"","2020-09-02 01:11:06.750000","","",Active,KEMET,C1812R335K3RAC7800,"1","Surface Mount, MLCC",-55°C ~ 175°C,"1812 (4532 Metric)",TapeAndReel,Active,"11.58","",SMD Indust X7R HT175C,"0.177 L x 0.126 W (4.50mm x 3.20mm)",DigiKey,"399-11927-1-ND","","","","","","","","","","",,capacitors\capacitor,X7R,"0.083 (2.10mm)",±10%,"","3.3uF","25V"
General Purpose,"10000pF",=Value,Datasheet,http://datasheets.avx.com/AVX-HV_MLCC.pdf,DigiKey Link,http://digikey.com/product-detail/en/avx-corporation/1812AC103KAT1A/478-2990-1-ND/808189,"","","","","","","","",CAP CER 10000PF 1KV X7R 1812,"1812 (4532 Metric)","",High Voltage,,,,"C1812N,C1812L,C1812M",,,"","2020-09-02 01:11:06.727000","","",Active,AVX Corporation,"1812AC103KAT1A","1","Surface Mount, MLCC",-55°C ~ 125°C,"1812 (4532 Metric)",TapeAndReel,Active,"0.30","",-,"0.181 L x 0.126 W (4.60mm x 3.20mm)",DigiKey,"478-2990-1-ND","","","","","","","","","","",,capacitors\capacitor,X7R,"0.087 (2.20mm)",±10%,"","10000pF","1000V (1kV)"
General Purpose,"10000pF",=Value,Datasheet,http://datasheets.avx.com/AVX-HV_MLCC.pdf,DigiKey Link,http://digikey.com/product-detail/en/avx-corporation/1812AC103KAT2A/478-10706-1-ND/7536577,"","","","","","","","",CAP CER 10000PF 1KV X7R 1812,"1812 (4532 Metric)","",High Voltage,,,,"C1812N,C1812L,C1812M",,,"","2020-09-02 01:11:06.723000","","",Active,AVX Corporation,"1812AC103KAT2A","1","Surface Mount, MLCC",-55°C ~ 125°C,"1812 (4532 Metric)",TapeAndReel,Active,"0.20","",-,"0.181 L x 0.126 W (4.60mm x 3.20mm)",DigiKey,"478-10706-1-ND","","","","","","","","","","",,capacitors\capacitor,X7R,"0.087 (2.20mm)",±10%,"","10000pF","1000V (1kV)"
