"Capacitance","Comment","ComponentLink1Description","ComponentLink1URL","ComponentLink2Description","ComponentLink2URL","ComponentLink3Description","ComponentLink3URL","ComponentLink4Description","ComponentLink4URL","ComponentLink5Description","ComponentLink5URL","ComponentLink6Description","ComponentLink6URL","Description","Device Package","ESR (Equivalent Series Resistance)","Failure Rate","Features","Footprint Path","Footprint Path 2","Footprint Path 3","Footprint Ref","Footprint Ref 2","Footprint Ref 3","Height - Seated (Max)","LastUpdated","Lead Spacing","Lifecycle Status","Lifetime @ Temp","Manufacturer","Part Number","Manufacturer Size Code","Minimum Order","Mounting Type","Operating Temperature","Package / Case","Packaging","PartId","Part Status","Price","Ratings","Series","Size / Dimension","Supplier 1","Supplier Part Number 1","Supplier 2","Supplier Part Number 2","Supplier 3","Supplier Part Number 3","Supplier 4","Supplier Part Number 4","Supplier 5","Supplier Part Number 5","Supplier 6","Supplier Part Number 6","Library Path","Library Ref","Tolerance","Type","Value","Voltage - Rated"
"3.3uF",=Value,Datasheet,http://www.vishay.com/docs/40002/293d.pdf,DigiKey Link,http://digikey.com/product-detail/en/vishay-sprague/293D335X9025B2TE3/718-293D335X9025B2TE3CT-ND/10506710,"","","","","","","","",CAP TANT 3.3UF 10% 25V 1411,"1411 (3528 Metric)","3.1Ohm","",General Purpose,footprints/Capacitor - Tantalum/PCB - CAPACITOR - TANTALUM - CAP POL 1411_3528.PCBLIB,"","",CAP POL 1411_3528,"","","0.083 (2.11mm)","2020-09-02 01:15:40.800000","",Active,"",Vishay Sprague,"293D335X9025B2TE3",B,"1",Surface Mount,-55°C ~ 125°C,"1411 (3528 Metric)",TapeAndReel,"1669",Active,"0.14","","TANTAMOUNT®, 293D","0.138 L x 0.110 W (3.50mm x 2.80mm)",DigiKey,"718-293D335X9025B2TE3CT-ND","","","","","","","","","","",,capacitors\Capacitor_p,±10%,Molded,"3.3uF","25V"
"10uF",=Value,Datasheet,https://api.kemet.com/component-edge/download/datasheet/T494X106M050AT.pdf,DigiKey Link,http://digikey.com/product-detail/en/kemet/T494X106M050AT/399-8482-1-ND/3472205,"","","","","","","","",CAP TANT 10UF 20% 50V 2917,"2917 (7343 Metric)","400mOhm","",General Purpose,footprints/Capacitor - Tantalum/PCB - CAPACITOR - TANTALUM - CAP POL 2917_7343.PCBLIB,"","",CAP POL 2917_7343,"","","0.169 (4.30mm)","2020-09-02 01:16:18.180000","",Active,"2000 Hrs @ 125°C",KEMET,T494X106M050AT,X,"1",Surface Mount,-55°C ~ 125°C,"2917 (7343 Metric)",TapeAndReel,"1670",Active,"3.30","",T494,"0.287 L x 0.169 W (7.30mm x 4.30mm)",DigiKey,"399-8482-1-ND","","","","","","","","","","",,capacitors\Capacitor_p,±20%,Molded,"10uF","50V"
"10uF",=Value,Datasheet,https://abracon.com/Magnetics/inductors/ATCC-211.pdf,DigiKey Link,http://digikey.com/product-detail/en/abracon-llc/ATCC-211A-016-106M-T/ATCC-211A-016-106M-TCT-ND/4843470,"","","","","","","","",CAP TANT 10UF 20% 16V 1206,"1206 (3216 Metric)","7Ohm","",General Purpose,footprints/Capacitor - Tantalum/PCB - CAPACITOR - TANTALUM - CAP POL 1206_3216.PCBLIB,"","",CAP POL 1206_3216,"","","0.071 (1.80mm)","2020-09-02 01:15:54.553000","",Active,"",Abracon LLC,ATCC-211A-016-106M-T,A,"1",Surface Mount,-55°C ~ 125°C,"1206 (3216 Metric)",TapeAndReel,"1671",Active,"0.46","",ATCC-211,"0.126 L x 0.063 W (3.20mm x 1.60mm)",DigiKey,ATCC-211A-016-106M-TCT-ND,"","","","","","","","","","",,capacitors\Capacitor_p,±20%,Molded,"10uF","16V"
"33uF",=Value,Datasheet,http://www.vishay.com/docs/40002/293d.pdf,DigiKey Link,http://digikey.com/product-detail/en/vishay-sprague/293D336X96R3B2TE3/718-293D336X96R3B2TE3CT-ND/10507047,"","","","","","","","",CAP TANT 33UF 10% 6.3V 1411,"1411 (3528 Metric)","1.9Ohm","",General Purpose,footprints/Capacitor - Tantalum/PCB - CAPACITOR - TANTALUM - CAP POL 1411_3528.PCBLIB,"","",CAP POL 1411_3528,"","","0.083 (2.11mm)","2020-09-02 01:15:40.783000","",Active,"",Vishay Sprague,"293D336X96R3B2TE3",B,"1",Surface Mount,-55°C ~ 125°C,"1411 (3528 Metric)",TapeAndReel,"1672",Active,"0.14","","TANTAMOUNT®, 293D","0.138 L x 0.110 W (3.50mm x 2.80mm)",DigiKey,"718-293D336X96R3B2TE3CT-ND","","","","","","","","","","",,capacitors\Capacitor_p,±10%,Molded,"33uF","6.3V"
"10uF",=Value,Datasheet,http://datasheets.avx.com/TPS.pdf,DigiKey Link,http://digikey.com/product-detail/en/avx-corporation/TPSE106M050R0250/478-9220-1-ND/4562085,"","","","","","","","",CAP TANT 10UF 20% 50V 2917,"2917 (7343 Metric)","250mOhm","",General Purpose,footprints/Capacitor - Tantalum/PCB - CAPACITOR - TANTALUM - CAP POL 2917_7343.PCBLIB,"","",CAP POL 2917_7343,"","","0.169 (4.30mm)","2020-09-02 01:16:18.177000","",Active,"",AVX Corporation,TPSE106M050R0250,E,"1",Surface Mount,-55°C ~ 125°C,"2917 (7343 Metric)",TapeAndReel,"1673",Active,"3.20","",TPS,"0.287 L x 0.169 W (7.30mm x 4.30mm)",DigiKey,"478-9220-1-ND","","","","","","","","","","",,capacitors\Capacitor_p,±20%,Molded,"10uF","50V"
"4.7uF",=Value,Datasheet,https://abracon.com/Magnetics/inductors/ATCC-211.pdf,DigiKey Link,http://digikey.com/product-detail/en/abracon-llc/ATCC-211A-016-475M-T/ATCC-211A-016-475M-TCT-ND/4843471,"","","","","","","","",CAP TANT 4.7UF 20% 16V 1206,"1206 (3216 Metric)","6Ohm","",General Purpose,footprints/Capacitor - Tantalum/PCB - CAPACITOR - TANTALUM - CAP POL 1206_3216.PCBLIB,"","",CAP POL 1206_3216,"","","0.071 (1.80mm)","2020-09-02 01:15:54.550000","",Active,"",Abracon LLC,ATCC-211A-016-475M-T,A,"1",Surface Mount,-55°C ~ 125°C,"1206 (3216 Metric)",TapeAndReel,"1674",Active,"0.46","",ATCC-211,"0.126 L x 0.063 W (3.20mm x 1.60mm)",DigiKey,ATCC-211A-016-475M-TCT-ND,"","","","","","","","","","",,capacitors\Capacitor_p,±20%,Molded,"4.7uF","16V"
"0.47uF",=Value,Datasheet,http://www.vishay.com/docs/40002/293d.pdf,DigiKey Link,http://digikey.com/product-detail/en/vishay-sprague/293D474X0035B2TE3/718-293D474X0035B2TE3CT-ND/10506794,"","","","","","","","",CAP TANT 0.47UF 20% 35V 1411,"1411 (3528 Metric)","8Ohm","",General Purpose,footprints/Capacitor - Tantalum/PCB - CAPACITOR - TANTALUM - CAP POL 1411_3528.PCBLIB,"","",CAP POL 1411_3528,"","","0.083 (2.11mm)","2020-09-02 01:15:40.777000","",Active,"",Vishay Sprague,"293D474X0035B2TE3",B,"1",Surface Mount,-55°C ~ 125°C,"1411 (3528 Metric)",TapeAndReel,"1675",Active,"0.15","","TANTAMOUNT®, 293D","0.138 L x 0.110 W (3.50mm x 2.80mm)",DigiKey,"718-293D474X0035B2TE3CT-ND","","","","","","","","","","",,capacitors\Capacitor_p,±20%,Molded,"0.47uF","35V"
"47uF",=Value,Datasheet,https://api.kemet.com/component-edge/download/specsheet/CWR11FH476KB.pdf,DigiKey Link,http://digikey.com/product-detail/en/kemet/CWR11FH476KB/1001-2354-1-ND/3318162,"","","","","","","","",CAP TANT 47UF 10% 10V 2917,"2917 (7343 Metric)","900mOhm",B (0.1%),High Reliability,footprints/Capacitor - Tantalum/PCB - CAPACITOR - TANTALUM - CAP POL 2917_7343.PCBLIB,"","",CAP POL 2917_7343,"","","0.122 (3.10mm)","2020-09-02 01:16:18.163000","",Active,"",KEMET,CWR11FH476KB,D,"1",Surface Mount,-55°C ~ 125°C,"2917 (7343 Metric)",TapeAndReel,"1676",Active,"3.00","","Military, MIL-PRF-55365/8, CWR11","0.287 L x 0.169 W (7.30mm x 4.30mm)",DigiKey,"1001-2354-1-ND","","","","","","","","","","",,capacitors\Capacitor_p,±10%,Molded,"47uF","10V"
"0.47uF",=Value,Datasheet,http://www.vishay.com/docs/40002/293d.pdf,DigiKey Link,http://digikey.com/product-detail/en/vishay-sprague/293D474X9035B2TE3/718-293D474X9035B2TE3CT-ND/10506876,"","","","","","","","",CAP TANT 0.47UF 10% 35V 1411,"1411 (3528 Metric)","8Ohm","",General Purpose,footprints/Capacitor - Tantalum/PCB - CAPACITOR - TANTALUM - CAP POL 1411_3528.PCBLIB,"","",CAP POL 1411_3528,"","","0.083 (2.11mm)","2020-09-02 01:15:40.757000","",Active,"",Vishay Sprague,"293D474X9035B2TE3",B,"1",Surface Mount,-55°C ~ 125°C,"1411 (3528 Metric)",TapeAndReel,"1677",Active,"0.15","","TANTAMOUNT®, 293D","0.138 L x 0.110 W (3.50mm x 2.80mm)",DigiKey,"718-293D474X9035B2TE3CT-ND","","","","","","","","","","",,capacitors\Capacitor_p,±10%,Molded,"0.47uF","35V"
"4.7uF",=Value,Datasheet,https://abracon.com/Magnetics/inductors/ATCC-211.pdf,DigiKey Link,http://digikey.com/product-detail/en/abracon-llc/ATCC-211A-025-475M-T/ATCC-211A-025-475M-TCT-ND/4843472,"","","","","","","","",CAP TANT 4.7UF 20% 25V 1206,"1206 (3216 Metric)","6Ohm","",General Purpose,footprints/Capacitor - Tantalum/PCB - CAPACITOR - TANTALUM - CAP POL 1206_3216.PCBLIB,"","",CAP POL 1206_3216,"","","0.071 (1.80mm)","2020-09-02 01:15:54.547000","",Active,"",Abracon LLC,ATCC-211A-025-475M-T,A,"1",Surface Mount,-55°C ~ 125°C,"1206 (3216 Metric)",TapeAndReel,"1678",Active,"0.46","",ATCC-211,"0.126 L x 0.063 W (3.20mm x 1.60mm)",DigiKey,ATCC-211A-025-475M-TCT-ND,"","","","","","","","","","",,capacitors\Capacitor_p,±20%,Molded,"4.7uF","25V"
"1000uF",=Value,Datasheet,http://datasheets.avx.com/TAJ.pdf,DigiKey Link,http://digikey.com/product-detail/en/avx-corporation/TAJE108K004RNJ/478-2348-1-ND/678516,"","","","","","","","",CAP TANT 1000UF 10% 4V 2917,"2917 (7343 Metric)","400mOhm","",General Purpose,footprints/Capacitor - Tantalum/PCB - CAPACITOR - TANTALUM - CAP POL 2917_7343.PCBLIB,"","",CAP POL 2917_7343,"","","0.169 (4.30mm)","2020-09-02 01:16:18.143000","",Active,"",AVX Corporation,TAJE108K004RNJ,E,"1",Surface Mount,-55°C ~ 125°C,"2917 (7343 Metric)",TapeAndReel,"1679",Active,"1.22","",TAJ,"0.287 L x 0.169 W (7.30mm x 4.30mm)",DigiKey,"478-2348-1-ND","","","","","","","","","","",,capacitors\Capacitor_p,±10%,Molded,"1000uF","4V"
"1uF",=Value,Datasheet,https://abracon.com/Magnetics/inductors/ATCC-211.pdf,DigiKey Link,http://digikey.com/product-detail/en/abracon-llc/ATCC-211A-035-105M-T/ATCC-211A-035-105M-TCT-ND/4843474,"","","","","","","","",CAP TANT 1UF 20% 35V 1206,"1206 (3216 Metric)","10Ohm","",General Purpose,footprints/Capacitor - Tantalum/PCB - CAPACITOR - TANTALUM - CAP POL 1206_3216.PCBLIB,"","",CAP POL 1206_3216,"","","0.071 (1.80mm)","2020-09-02 01:15:54.533000","",Active,"",Abracon LLC,ATCC-211A-035-105M-T,A,"1",Surface Mount,-55°C ~ 125°C,"1206 (3216 Metric)",TapeAndReel,"1680",Active,"0.46","",ATCC-211,"0.126 L x 0.063 W (3.20mm x 1.60mm)",DigiKey,ATCC-211A-035-105M-TCT-ND,"","","","","","","","","","",,capacitors\Capacitor_p,±20%,Molded,"1uF","35V"
"470uF",=Value,Datasheet,http://datasheets.avx.com/TPS.pdf,DigiKey Link,http://digikey.com/product-detail/en/avx-corporation/TPSE477M006R0050/478-4147-1-ND/1164483,"","","","","","","","",CAP TANT 470UF 20% 6.3V 2917,"2917 (7343 Metric)","50mOhm","",General Purpose,footprints/Capacitor - Tantalum/PCB - CAPACITOR - TANTALUM - CAP POL 2917_7343.PCBLIB,"","",CAP POL 2917_7343,"","","0.169 (4.30mm)","2020-09-02 01:16:18.140000","",Active,"",AVX Corporation,TPSE477M006R0050,E,"1",Surface Mount,-55°C ~ 125°C,"2917 (7343 Metric)",TapeAndReel,"1681",Active,"1.07","",TPS,"0.287 L x 0.169 W (7.30mm x 4.30mm)",DigiKey,"478-4147-1-ND","","","","","","","","","","",,capacitors\Capacitor_p,±20%,Molded,"470uF","6.3V"
"10uF",=Value,Datasheet,https://api.kemet.com/component-edge/download/datasheet/T491B106K016ATAUTO.pdf,DigiKey Link,http://digikey.com/product-detail/en/kemet/T491B106K016ATAUTO/399-18036-1-ND/9342305,"","","","","","","","",CAP TANT 10UF 10% 16V 1411,"1411 (3528 Metric)","2.5Ohm","",Automotive,footprints/Capacitor - Tantalum/PCB - CAPACITOR - TANTALUM - CAP POL 1411_3528.PCBLIB,"","",CAP POL 1411_3528,"","","0.083 (2.10mm)","2020-09-02 01:15:40.753000","",Active,"2000 Hrs @ 125°C",KEMET,T491B106K016ATAUTO,B,"1",Surface Mount,-55°C ~ 125°C,"1411 (3528 Metric)",TapeAndReel,"1682",Active,"0.15",AEC-Q200,T491,"0.138 L x 0.110 W (3.50mm x 2.80mm)",DigiKey,"399-18036-1-ND","","","","","","","","","","",,capacitors\Capacitor_p,±10%,Molded,"10uF","16V"
"330uF",=Value,Datasheet,http://www.vishay.com/docs/40047/597d.pdf,DigiKey Link,http://digikey.com/product-detail/en/vishay-sprague/597D337X9010E2T/718-1396-1-ND/1788628,"","","","","","","","",CAP TANT 330UF 10V 10% 2917,"2917 (7343 Metric)","35mOhm","",General Purpose,footprints/Capacitor - Tantalum/PCB - CAPACITOR - TANTALUM - CAP POL 2917_7343.PCBLIB,"","",CAP POL 2917_7343,"","","0.173 (4.40mm)","2020-09-02 01:16:18.137000","",Active,"",Vishay Sprague,"597D337X9010E2T",E,"1",Surface Mount,-55°C ~ 125°C,"2917 (7343 Metric)",TapeAndReel,"1683",Active,"3.39","","TANTAMOUNT®, 597D","0.299 L x 0.173 W (7.60mm x 4.40mm)",DigiKey,"718-1396-1-ND","","","","","","","","","","",,capacitors\Capacitor_p,±10%,Conformal Coated,"330uF","10V"
"1uF",=Value,Datasheet,http://datasheets.avx.com/TAJ.pdf,DigiKey Link,http://digikey.com/product-detail/en/avx-corporation/TAJA105K016SNJ/478-7525-1-ND/3660396,"","","","","","","","",CAP TANT 1UF 10% 16V 1206,"1206 (3216 Metric)","11Ohm","",General Purpose,footprints/Capacitor - Tantalum/PCB - CAPACITOR - TANTALUM - CAP POL 1206_3216.PCBLIB,"","",CAP POL 1206_3216,"","","0.071 (1.80mm)","2020-09-02 01:15:54.513000","",Active,"",AVX Corporation,TAJA105K016SNJ,A,"1",Surface Mount,-55°C ~ 125°C,"1206 (3216 Metric)",TapeAndReel,"1684",Active,"0.06","",TAJ,"0.126 L x 0.063 W (3.20mm x 1.60mm)",DigiKey,"478-7525-1-ND","","","","","","","","","","",,capacitors\Capacitor_p,±10%,Molded,"1uF","16V"
"4.7uF",=Value,Datasheet,http://www.vishay.com/docs/40177/tmcs.pdf,DigiKey Link,http://digikey.com/product-detail/en/vishay-sprague/TMCSB1A475MTRF/718-2524-1-ND/10107701,"","","","","","","","",CAP TANT 4.7UF 20% 10V 1411,"1411 (3528 Metric)","2.8Ohm @ 100kHz","",General Purpose,footprints/Capacitor - Tantalum/PCB - CAPACITOR - TANTALUM - CAP POL 1411_3528.PCBLIB,"","",CAP POL 1411_3528,"","","0.083 (2.10mm)","2020-09-02 01:15:40.750000","",Active,"",Vishay Sprague,TMCSB1A475MTRF,B,"1",Surface Mount,-55°C ~ 125°C,"1411 (3528 Metric)",TapeAndReel,"1685",Active,"0.15","",TMCS,"0.138 L x 0.110 W (3.50mm x 2.80mm)",DigiKey,"718-2524-1-ND","","","","","","","","","","",,capacitors\Capacitor_p,±20%,Molded,"4.7uF","10V"
"3.3uF",=Value,Datasheet,http://www.vishay.com/docs/40177/tmcs.pdf,DigiKey Link,http://digikey.com/product-detail/en/vishay-sprague/TMCSB1C335MTRF/718-2525-1-ND/10107702,"","","","","","","","",CAP TANT 3.3UF 20% 16V 1411,"1411 (3528 Metric)","3.9Ohm @ 100kHz","",General Purpose,footprints/Capacitor - Tantalum/PCB - CAPACITOR - TANTALUM - CAP POL 1411_3528.PCBLIB,"","",CAP POL 1411_3528,"","","0.083 (2.10mm)","2020-09-02 01:15:40.747000","",Active,"",Vishay Sprague,TMCSB1C335MTRF,B,"1",Surface Mount,-55°C ~ 125°C,"1411 (3528 Metric)",TapeAndReel,"1686",Active,"0.15","",TMCS,"0.138 L x 0.110 W (3.50mm x 2.80mm)",DigiKey,"718-2525-1-ND","","","","","","","","","","",,capacitors\Capacitor_p,±20%,Molded,"3.3uF","16V"
"22uF",=Value,Datasheet,http://datasheets.avx.com/TPM.pdf,DigiKey Link,http://digikey.com/product-detail/en/avx-corporation/TPME226K035R0060/478-3305-1-ND/930097,"","","","","","","","",CAP TANT 22UF 10% 35V 2917,"2917 (7343 Metric)","60mOhm","",General Purpose,footprints/Capacitor - Tantalum/PCB - CAPACITOR - TANTALUM - CAP POL 2917_7343.PCBLIB,"","",CAP POL 2917_7343,"","","0.169 (4.30mm)","2020-09-02 01:16:18.133000","",Active,"",AVX Corporation,TPME226K035R0060,E,"1",Surface Mount,-55°C ~ 125°C,"2917 (7343 Metric)",TapeAndReel,"1687",Active,"3.69","",TPM,"0.287 L x 0.169 W (7.30mm x 4.30mm)",DigiKey,"478-3305-1-ND","","","","","","","","","","",,capacitors\Capacitor_p,±10%,Molded,"22uF","35V"
"33uF",=Value,Datasheet,http://datasheets.avx.com/F93.pdf,DigiKey Link,http://digikey.com/product-detail/en/avx-corporation/F930J336MAA/478-8173-1-ND/4005905,"","","","","","","","",CAP TANT 33UF 20% 6.3V 1206,"1206 (3216 Metric)","2.5Ohm @ 100kHz","",General Purpose,footprints/Capacitor - Tantalum/PCB - CAPACITOR - TANTALUM - CAP POL 1206_3216.PCBLIB,"","",CAP POL 1206_3216,"","","0.071 (1.80mm)","2020-09-02 01:15:54.510000","",Active,"2000 Hrs @ 125°C",AVX Corporation,F930J336MAA,A,"1",Surface Mount,-55°C ~ 125°C,"1206 (3216 Metric)",TapeAndReel,"1688",Active,"0.12","",F93,"0.126 L x 0.063 W (3.20mm x 1.60mm)",DigiKey,"478-8173-1-ND","","","","","","","","","","",,capacitors\Capacitor_p,±20%,Molded,"33uF","6.3V"
"1.5uF",=Value,Datasheet,http://www.vishay.com/docs/40177/tmcs.pdf,DigiKey Link,http://digikey.com/product-detail/en/vishay-sprague/TMCSB1E155MTRF/718-2527-1-ND/10107704,"","","","","","","","",CAP TANT 1.5UF 20% 25V 1411,"1411 (3528 Metric)","3.9Ohm @ 100kHz","",General Purpose,footprints/Capacitor - Tantalum/PCB - CAPACITOR - TANTALUM - CAP POL 1411_3528.PCBLIB,"","",CAP POL 1411_3528,"","","0.083 (2.10mm)","2020-09-02 01:15:40.743000","",Active,"",Vishay Sprague,TMCSB1E155MTRF,B,"1",Surface Mount,-55°C ~ 125°C,"1411 (3528 Metric)",TapeAndReel,"1689",Active,"0.15","",TMCS,"0.138 L x 0.110 W (3.50mm x 2.80mm)",DigiKey,"718-2527-1-ND","","","","","","","","","","",,capacitors\Capacitor_p,±20%,Molded,"1.5uF","25V"
"2.2uF",=Value,Datasheet,http://www.vishay.com/docs/40178/tmcm.pdf,DigiKey Link,http://digikey.com/product-detail/en/vishay-sprague/TMCMA1E225MTRF/718-2404-1-ND/10107581,"","","","","","","","",CAP TANT 2.2UF 20% 25V 1206,"1206 (3216 Metric)","4.4Ohm @ 100kHz","",General Purpose,footprints/Capacitor - Tantalum/PCB - CAPACITOR - TANTALUM - CAP POL 1206_3216.PCBLIB,"","",CAP POL 1206_3216,"","","0.071 (1.80mm)","2020-09-02 01:15:54.507000","",Active,"",Vishay Sprague,TMCMA1E225MTRF,A,"1",Surface Mount,-55°C ~ 125°C,"1206 (3216 Metric)",TapeAndReel,"1690",Active,"0.12","",TMCM,"0.126 L x 0.063 W (3.20mm x 1.60mm)",DigiKey,"718-2404-1-ND","","","","","","","","","","",,capacitors\Capacitor_p,±20%,Molded,"2.2uF","25V"
"470uF",=Value,Datasheet,http://datasheets.avx.com/TPM.pdf,DigiKey Link,http://digikey.com/product-detail/en/avx-corporation/TPME477K006R0018/478-9024-1-ND/4561890,"","","","","","","","",CAP TANT 470UF 10% 6.3V 2917,"2917 (7343 Metric)","18mOhm","",General Purpose,footprints/Capacitor - Tantalum/PCB - CAPACITOR - TANTALUM - CAP POL 2917_7343.PCBLIB,"","",CAP POL 2917_7343,"","","0.169 (4.30mm)","2020-09-02 01:16:18.130000","",Active,"",AVX Corporation,TPME477K006R0018,E,"1",Surface Mount,-55°C ~ 125°C,"2917 (7343 Metric)",TapeAndReel,"1691",Active,"3.69","",TPM,"0.287 L x 0.169 W (7.30mm x 4.30mm)",DigiKey,"478-9024-1-ND","","","","","","","","","","",,capacitors\Capacitor_p,±10%,Molded,"470uF","6.3V"
"22uF",=Value,Datasheet,http://www.vishay.com/docs/40005/593d.pdf,DigiKey Link,http://digikey.com/product-detail/en/vishay-sprague/593D226X9010B2TE3/718-593D226X9010B2TE3CT-ND/10507208,"","","","","","","","",CAP TANT 22UF 10% 10V 1411,"1411 (3528 Metric)","700mOhm","",General Purpose,footprints/Capacitor - Tantalum/PCB - CAPACITOR - TANTALUM - CAP POL 1411_3528.PCBLIB,"","",CAP POL 1411_3528,"","","0.083 (2.11mm)","2020-09-02 01:15:40.740000","",Active,"",Vishay Sprague,"593D226X9010B2TE3",B,"1",Surface Mount,-55°C ~ 125°C,"1411 (3528 Metric)",TapeAndReel,"1692",Active,"0.15","","TANTAMOUNT®, 593D","0.138 L x 0.110 W (3.50mm x 2.80mm)",DigiKey,"718-593D226X9010B2TE3CT-ND","","","","","","","","","","",,capacitors\Capacitor_p,±10%,Molded,"22uF","10V"
"22uF",=Value,Datasheet,https://api.kemet.com/component-edge/download/datasheet/T495X226K035AHE275.pdf,DigiKey Link,http://digikey.com/product-detail/en/kemet/T495X226K035AHE275/399-18100-1-ND/9342369,"","","","","","","","",CAP TANT 22UF 10% 35V 2917,"2917 (7343 Metric)","275mOhm","",General Purpose,footprints/Capacitor - Tantalum/PCB - CAPACITOR - TANTALUM - CAP POL 2917_7343.PCBLIB,"","",CAP POL 2917_7343,"","","0.169 (4.30mm)","2020-09-02 01:16:18.127000","",Active,"2000 Hrs @ 85°C",KEMET,T495X226K035AHE275,X,"1",Surface Mount,-55°C ~ 125°C,"2917 (7343 Metric)",TapeAndReel,"1693",Active,"3.47","",T495,"0.287 L x 0.169 W (7.30mm x 4.30mm)",DigiKey,"399-18100-1-ND","","","","","","","","","","",,capacitors\Capacitor_p,±10%,Molded,"22uF","35V"
"2.2uF",=Value,Datasheet,http://www.vishay.com/docs/40178/tmcm.pdf,DigiKey Link,http://digikey.com/product-detail/en/vishay-sprague/TMCMA1D225MTRF/718-2399-1-ND/10107576,"","","","","","","","",CAP TANT 2.2UF 20% 20V 1206,"1206 (3216 Metric)","4.4Ohm @ 100kHz","",General Purpose,footprints/Capacitor - Tantalum/PCB - CAPACITOR - TANTALUM - CAP POL 1206_3216.PCBLIB,"","",CAP POL 1206_3216,"","","0.071 (1.80mm)","2020-09-02 01:15:54.503000","",Active,"",Vishay Sprague,TMCMA1D225MTRF,A,"1",Surface Mount,-55°C ~ 125°C,"1206 (3216 Metric)",TapeAndReel,"1694",Active,"0.12","",TMCM,"0.126 L x 0.063 W (3.20mm x 1.60mm)",DigiKey,"718-2399-1-ND","","","","","","","","","","",,capacitors\Capacitor_p,±20%,Molded,"2.2uF","20V"
"2.2uF",=Value,Datasheet,http://www.vishay.com/docs/40002/293d.pdf,DigiKey Link,http://digikey.com/product-detail/en/vishay-sprague/293D225X0035B2TE3/718-293D225X0035B2TE3CT-ND/10506910,"","","","","","","","",CAP TANT 2.2UF 20% 35V 1411,"1411 (3528 Metric)","3.8Ohm","",General Purpose,footprints/Capacitor - Tantalum/PCB - CAPACITOR - TANTALUM - CAP POL 1411_3528.PCBLIB,"","",CAP POL 1411_3528,"","","0.083 (2.11mm)","2020-09-02 01:15:40.737000","",Active,"",Vishay Sprague,"293D225X0035B2TE3",B,"1",Surface Mount,-55°C ~ 125°C,"1411 (3528 Metric)",TapeAndReel,"1695",Active,"0.15","","TANTAMOUNT®, 293D","0.138 L x 0.110 W (3.50mm x 2.80mm)",DigiKey,"718-293D225X0035B2TE3CT-ND","","","","","","","","","","",,capacitors\Capacitor_p,±20%,Molded,"2.2uF","35V"
"330uF",=Value,Datasheet,http://datasheets.avx.com/TPS.pdf,DigiKey Link,http://digikey.com/product-detail/en/avx-corporation/TPSD337M010H0150/478-9194-1-ND/4562059,"","","","","","","","",CAP TANT 330UF 20% 10V 2917,"2917 (7343 Metric)","150mOhm","",General Purpose,footprints/Capacitor - Tantalum/PCB - CAPACITOR - TANTALUM - CAP POL 2917_7343.PCBLIB,"","",CAP POL 2917_7343,"","","0.122 (3.10mm)","2020-09-02 01:16:18.123000","",Active,"",AVX Corporation,TPSD337M010H0150,D,"1",Surface Mount,-55°C ~ 125°C,"2917 (7343 Metric)",TapeAndReel,"1696",Active,"0.81","",TPS,"0.287 L x 0.169 W (7.30mm x 4.30mm)",DigiKey,"478-9194-1-ND","","","","","","","","","","",,capacitors\Capacitor_p,±20%,Molded,"330uF","10V"
"33uF",=Value,Datasheet,http://datasheets.avx.com/F93.pdf,DigiKey Link,http://digikey.com/product-detail/en/avx-corporation/F930G336KAA/478-8141-1-ND/4005833,"","","","","","","","",CAP TANT 33UF 10% 4V 1206,"1206 (3216 Metric)","2.5Ohm @ 100kHz","",General Purpose,footprints/Capacitor - Tantalum/PCB - CAPACITOR - TANTALUM - CAP POL 1206_3216.PCBLIB,"","",CAP POL 1206_3216,"","","0.071 (1.80mm)","2020-09-02 01:15:54.500000","",Active,"2000 Hrs @ 125°C",AVX Corporation,F930G336KAA,A,"1",Surface Mount,-55°C ~ 125°C,"1206 (3216 Metric)",TapeAndReel,"1697",Active,"0.12","",F93,"0.126 L x 0.063 W (3.20mm x 1.60mm)",DigiKey,"478-8141-1-ND","","","","","","","","","","",,capacitors\Capacitor_p,±10%,Molded,"33uF","4V"
"33uF",=Value,Datasheet,http://datasheets.avx.com/TAJ.pdf,DigiKey Link,http://digikey.com/product-detail/en/avx-corporation/TAJA336K006RNJ/478-1666-1-ND/564698,"","","","","","","","",CAP TANT 33UF 10% 6.3V 1206,"1206 (3216 Metric)","2.2Ohm","",General Purpose,footprints/Capacitor - Tantalum/PCB - CAPACITOR - TANTALUM - CAP POL 1206_3216.PCBLIB,"","",CAP POL 1206_3216,"","","0.071 (1.80mm)","2020-09-02 01:15:54.480000","",Active,"",AVX Corporation,TAJA336K006RNJ,A,"1",Surface Mount,-55°C ~ 125°C,"1206 (3216 Metric)",TapeAndReel,"1698",Active,"0.10","",TAJ,"0.126 L x 0.063 W (3.20mm x 1.60mm)",DigiKey,"478-1666-1-ND","","","","","","","","","","",,capacitors\Capacitor_p,±10%,Molded,"33uF","6.3V"
