"Capacitance @ Vr, F","Comment","ComponentLink1Description","ComponentLink1URL","ComponentLink2Description","ComponentLink2URL","ComponentLink3Description","ComponentLink3URL","ComponentLink4Description","ComponentLink4URL","ComponentLink5Description","ComponentLink5URL","ComponentLink6Description","ComponentLink6URL","Current - Average Rectified (Io)","Current - Reverse Leakage @ Vr","Description","Device Package","Diode Type","Footprint Path","Footprint Path 2","Footprint Path 3","Footprint Ref","Footprint Ref 2","Footprint Ref 3","LastUpdated","Lifecycle Status","Manufacturer","Part Number","Minimum Order","Mounting Type","Operating Temperature - Junction","Package / Case","Packaging","PartId","Part Status","Price","Reverse Recovery Time (trr)","Series","Speed","Supplier 1","Supplier Part Number 1","Supplier 2","Supplier Part Number 2","Supplier 3","Supplier Part Number 3","Supplier 4","Supplier Part Number 4","Supplier 5","Supplier Part Number 5","Supplier 6","Supplier Part Number 6","Supplier Device Package","Library Path","Library Ref","Type","Value","Voltage - DC Reverse (Vr) (Max)","Voltage - Forward (Vf) (Max) @ If"
"",=Part Number,Datasheet,https://my.centralsemi.com/get_document.php?cmp=1&mergetype=pd&mergepath=pd&pdf_id=CMOD3003.PDF,DigiKey Link,http://digikey.com/product-detail/en/central-semiconductor-corp/CMOD3003-TR-PBFREE/1514-CMOD3003TRPBFREECT-ND/5324477,"","","","","","","","","200mA","10nA @ 180V",DIODE GEN PURP 180V 200MA SOD523,"",Standard,footprints/Diodes/PCB - DIODES - SOD-523.PCBLIB,"","",SOD-523,"","","2020-09-02 01:23:18.943000",Active,Central Semiconductor Corp,CMOD3003 TR PBFREE,"1",Surface Mount,-65°C ~ 150°C,"SC-79, SOD-523",TapeAndReel,"2815",Active,"0.22","",-,"Small Signal =< 200mA (Io), Any Speed",DigiKey,"1514-CMOD3003TRPBFREECT-ND","","","","","","","","","","",SOD-523,symbols/Diodes/SCH - DIODES - DIODE.SCHLIB,DIODE,"","","180V","1.1V @ 200mA"
"",=Part Number,Datasheet,https://my.centralsemi.com/get_document.php?cmp=1&mergetype=pd&mergepath=pd&pdf_id=CMOD2004.PDF,DigiKey Link,http://digikey.com/product-detail/en/central-semiconductor-corp/CMOD2004-TR13-PBFREE/1514-CMOD2004TR13PBFREECT-ND/5324666,"","","","","","","","","200mA","100nA @ 240V",DIODE GEN PURP 240V 200MA SOD523,"",Standard,footprints/Diodes/PCB - DIODES - SOD-523.PCBLIB,"","",SOD-523,"","","2020-09-02 01:23:18.923000",Active,Central Semiconductor Corp,CMOD2004 TR13 PBFREE,"1",Surface Mount,-65°C ~ 150°C,"SC-79, SOD-523",TapeAndReel,"2816",Active,"0.23","50ns",-,"Small Signal =< 200mA (Io), Any Speed",DigiKey,"1514-CMOD2004TR13PBFREECT-ND","","","","","","","","","","",SOD-523,symbols/Diodes/SCH - DIODES - DIODE.SCHLIB,DIODE,"","","240V","1V @ 100mA"
"2pF @ 1V, 1MHz",=Part Number,Datasheet,https://www.rohm.com/datasheet/RB751SM-40FH/rb751sm-40fht2r-e,DigiKey Link,http://digikey.com/product-detail/en/rohm-semiconductor/RB751SM-40FHT2R/RB751SM-40FHT2RCT-ND/9697544,"","","","","","","","","30mA","500nA @ 30V",DIODE (RECTIFIER FRD) 40V-VRM 30,"",Schottky,footprints/Diodes/PCB - DIODES - SOD-523.PCBLIB,"","",SOD-523,"","","2020-09-02 01:23:18.907000",Active,Rohm Semiconductor,RB751SM-40FHT2R,"1",Surface Mount,"150°C (Max)","SC-79, SOD-523",TapeAndReel,"2817",Active,"0.05","","Automotive, AEC-Q101","Small Signal =< 200mA (Io), Any Speed",DigiKey,RB751SM-40FHT2RCT-ND,"","","","","","","","","","",EMD2,symbols/Diodes/SCH - DIODES - DIODE.SCHLIB,DIODE,"","","30V","370mV @ 1mA"
"",=Part Number,Datasheet,https://www.rohm.com/datasheet/RB520SM-40/rb520sm-40t2r-e,DigiKey Link,http://digikey.com/product-detail/en/rohm-semiconductor/RB520SM-40T2R/RB520SM-40T2RCT-ND/3769388,"","","","","","","","","200mA","10µA @ 40V",DIODE SCHOTTKY 40V 200MA EMD2,"",Schottky,footprints/Diodes/PCB - DIODES - SOD-523.PCBLIB,"","",SOD-523,"","","2020-09-02 01:23:18.893000",Active,Rohm Semiconductor,RB520SM-40T2R,"1",Surface Mount,"150°C (Max)","SC-79, SOD-523",TapeAndReel,"2818",Active,"0.06","",-,"Small Signal =< 200mA (Io), Any Speed",DigiKey,RB520SM-40T2RCT-ND,"","","","","","","","","","",EMD2,symbols/Diodes/SCH - DIODES - DIODE.SCHLIB,DIODE,"","","40V","550mV @ 100mA"
"",=Part Number,Datasheet,https://www.onsemi.com/pub/Collateral/RB521S30T1-D.PDF,DigiKey Link,http://digikey.com/product-detail/en/on-semiconductor/RB521S30T5G/RB521S30T5GOSCT-ND/6167513,"","","","","","","","","200mA (DC)","30µA @ 10V",DIODE SCHOTTKY 30V 200MA SOD523,"",Schottky,footprints/Diodes/PCB - DIODES - SOD-523.PCBLIB,"","",SOD-523,"","","2020-09-02 01:23:18.867000",Active,ON Semiconductor,RB521S30T5G,"1",Surface Mount,-55°C ~ 125°C,"SC-79, SOD-523",TapeAndReel,"2819",Active,"0.02","",-,"Fast Recovery =< 500ns, > 200mA (Io)",DigiKey,RB521S30T5GOSCT-ND,"","","","","","","","","","",SOD-523,symbols/Diodes/SCH - DIODES - DIODE.SCHLIB,DIODE,"","","30V","500mV @ 200mA"
"",=Part Number,Datasheet,https://www.rohm.com/datasheet/RB511SM-30FH/rb511sm-30fht2r-e,DigiKey Link,http://digikey.com/product-detail/en/rohm-semiconductor/RB511SM-30FHT2R/RB511SM-30FHT2RCT-ND/9697531,"","","","","","","","","100mA","7µA @ 10V",RB511SM-30FH IS THE HIGH RELIABI,"",Schottky,footprints/Diodes/PCB - DIODES - SOD-523.PCBLIB,"","",SOD-523,"","","2020-09-02 01:23:18.853000",Active,Rohm Semiconductor,RB511SM-30FHT2R,"1",Surface Mount,"125°C (Max)","SC-79, SOD-523",TapeAndReel,"2820",Active,"0.03","","Automotive, AEC-Q101","Small Signal =< 200mA (Io), Any Speed",DigiKey,RB511SM-30FHT2RCT-ND,"","","","","","","","","","",EMD2,symbols/Diodes/SCH - DIODES - DIODE.SCHLIB,DIODE,"","","30V","370mV @ 10mA"
"",=Part Number,Datasheet,https://toshiba.semicon-storage.com/info/docget.jsp?did=7074&prodName=CES520,DigiKey Link,http://digikey.com/product-detail/en/toshiba-semiconductor-and-storage/CES520L3F/CES520L3FCT-ND/3522415,"","","","","","","","","200mA","5µA @ 30V",DIODE SCHOTTKY 30V 200MA ESC,"",Schottky,footprints/Diodes/PCB - DIODES - SOD-523.PCBLIB,"","",SOD-523,"","","2020-09-02 01:23:18.840000",Active,Toshiba Semiconductor and Storage,"CES520,L3F","1",Surface Mount,"125°C (Max)","SC-79, SOD-523",TapeAndReel,"2821",Active,"0.03","",-,"Small Signal =< 200mA (Io), Any Speed",DigiKey,CES520L3FCT-ND,"","","","","","","","","","",ESC,symbols/Diodes/SCH - DIODES - DIODE.SCHLIB,DIODE,"","","30V","600mV @ 200mA"
"",=Part Number,Datasheet,https://toshiba.semicon-storage.com/info/docget.jsp?did=7054&prodName=CES521,DigiKey Link,http://digikey.com/product-detail/en/toshiba-semiconductor-and-storage/CES521L3F/CES521L3FCT-ND/3522419,"","","","","","","","","200mA","30µA @ 30V",DIODE SCHOTTKY 30V 200MA ESC,"",Schottky,footprints/Diodes/PCB - DIODES - SOD-523.PCBLIB,"","",SOD-523,"","","2020-09-02 01:23:18.823000",Active,Toshiba Semiconductor and Storage,"CES521,L3F","1",Surface Mount,"125°C (Max)","SC-79, SOD-523",TapeAndReel,"2822",Active,"0.03","",-,"Small Signal =< 200mA (Io), Any Speed",DigiKey,CES521L3FCT-ND,"","","","","","","","","","",ESC,symbols/Diodes/SCH - DIODES - DIODE.SCHLIB,DIODE,"","","30V","500mV @ 200mA"
"",=Part Number,Datasheet,https://www.rohm.com/datasheet/RB541SM-40FH/rb541sm-40fht2r-e,DigiKey Link,http://digikey.com/product-detail/en/rohm-semiconductor/RB541SM-40FHT2R/RB541SM-40FHT2RCT-ND/9697543,"","","","","","","","","200mA","100µA @ 40V",RB541SM-40FH IS THE HIGH RELIABI,"",Schottky,footprints/Diodes/PCB - DIODES - SOD-523.PCBLIB,"","",SOD-523,"","","2020-09-02 01:23:18.817000",Active,Rohm Semiconductor,RB541SM-40FHT2R,"1",Surface Mount,"125°C (Max)","SC-79, SOD-523",TapeAndReel,"2823",Active,"0.03","","Automotive, AEC-Q101","Small Signal =< 200mA (Io), Any Speed",DigiKey,RB541SM-40FHT2RCT-ND,"","","","","","","","","","",EMD2,symbols/Diodes/SCH - DIODES - DIODE.SCHLIB,DIODE,"","","40V","610mV @ 100mA"
"",=Part Number,Datasheet,https://www.mccsemi.com/pdf/Products/BAS16X(SOD-523).PDF,DigiKey Link,http://digikey.com/product-detail/en/micro-commercial-co/BAS16X-TP/BAS16X-TPCT-ND/819649,"","","","","","","","","200mA (DC)","1µA @ 75V",DIODE GEN PURP 75V 200MA SOD523,"",Standard,footprints/Diodes/PCB - DIODES - SOD-523.PCBLIB,"","",SOD-523,"","","2020-09-02 01:23:18.803000",Active,Micro Commercial Co,BAS16X-TP,"1",Surface Mount,-55°C ~ 150°C,"SC-79, SOD-523",TapeAndReel,"2824",Active,"0.03","6ns",-,"Small Signal =< 200mA (Io), Any Speed",DigiKey,BAS16X-TPCT-ND,"","","","","","","","","","",SOD-523,symbols/Diodes/SCH - DIODES - DIODE.SCHLIB,DIODE,"","","75V","1.25V @ 150mA"
"",=Part Number,Datasheet,https://toshiba.semicon-storage.com/info/docget.jsp?did=4402&prodName=1SS424,DigiKey Link,http://digikey.com/product-detail/en/toshiba-semiconductor-and-storage/1SS424-TPL3F/1SS424-TPL3F-CT-ND/4304219,"","","","","","","","","200mA","50µA @ 20V",DIODE SCHOTTKY 20V 200MA SSM,"",Schottky,footprints/Diodes/PCB - DIODES - SOD-523.PCBLIB,"","",SOD-523,"","","2020-09-02 01:23:18.793000",Active,Toshiba Semiconductor and Storage,"1SS424(TPL3,F)","1",Surface Mount,"125°C (Max)","SC-79, SOD-523",TapeAndReel,"2825",Active,"0.03","",-,"Small Signal =< 200mA (Io), Any Speed",DigiKey,"1SS424(TPL3F)CT-ND","","","","","","","","","","",ESC,symbols/Diodes/SCH - DIODES - DIODE.SCHLIB,DIODE,"","","20V","500mV @ 200mA"
"",=Part Number,Datasheet,http://www.comchiptech.com/admin/files/product/1SS389-G RevA305239.pdf,DigiKey Link,http://digikey.com/product-detail/en/comchip-technology/1SS389-G/641-1784-1-ND/6138948,"","","","","","","","","100mA (DC)","20µA @ 10V",DIODE SCHOTTKY 10V 100MA SOD523,"",Schottky,footprints/Diodes/PCB - DIODES - SOD-523.PCBLIB,"","",SOD-523,"","","2020-09-02 01:23:18.780000",Active,Comchip Technology,"1SS389-G","1",Surface Mount,-40°C ~ 100°C,"SC-79, SOD-523",TapeAndReel,"2826",Active,"0.04","",-,"Fast Recovery =< 500ns, > 200mA (Io)",DigiKey,"641-1784-1-ND","","","","","","","","","","",SOD-523,symbols/Diodes/SCH - DIODES - DIODE.SCHLIB,DIODE,"","","10V","500mV @ 100mA"
"7pF @ 1V, 1MHz",=Part Number,Datasheet,https://my.centralsemi.com/get_document.php?cmp=1&mergetype=pd&mergepath=pd&pdf_id=CMOSH-3.PDF,DigiKey Link,http://digikey.com/product-detail/en/central-semiconductor-corp/CMOSH-3-TR13-PBFREE/1514-CMOSH-3TR13PBFREECT-ND/5324667,"","","","","","","","","100mA","500nA @ 25V",DIODE SCHOTTKY 30V 100MA SOD523,"",Schottky,footprints/Diodes/PCB - DIODES - SOD-523.PCBLIB,"","",SOD-523,"","","2020-09-02 01:23:18.767000",Active,Central Semiconductor Corp,CMOSH-3 TR13 PBFREE,"1",Surface Mount,-65°C ~ 150°C,"SC-79, SOD-523",TapeAndReel,"2827",Active,"0.27","5ns",-,"Small Signal =< 200mA (Io), Any Speed",DigiKey,"1514-CMOSH-3TR13PBFREECT-ND","","","","","","","","","","",SOD-523,symbols/Diodes/SCH - DIODES - DIODE.SCHLIB,DIODE,"","","30V","1V @ 100mA"
"10pF @ 1V, 1MHz",=Part Number,Datasheet,https://assets.nexperia.com/documents/data-sheet/1PS79SB10.pdf,DigiKey Link,http://digikey.com/product-detail/en/nexperia-usa-inc/1PS79SB10115/1727-4780-1-ND/2531258,"","","","","","","","","200mA (DC)","2µA @ 25V",DIODE SCHOTTKY 30V 200MA SOD523,"",Schottky,footprints/Diodes/PCB - DIODES - SOD-523.PCBLIB,"","",SOD-523,"","","2020-09-02 01:23:18.753000",Active,Nexperia USA Inc.,"1PS79SB10,115","1",Surface Mount,"125°C (Max)","SC-79, SOD-523",TapeAndReel,"2828",Active,"0.07","",-,"Small Signal =< 200mA (Io), Any Speed",DigiKey,"1727-4780-1-ND","","","","","","","","","","",SOD-523,symbols/Diodes/SCH - DIODES - DIODE.SCHLIB,DIODE,"","","30V","800mV @ 100mA"
"25pF @ 1V, 1MHz",=Part Number,Datasheet,https://assets.nexperia.com/documents/data-sheet/1PS79SB31.pdf,DigiKey Link,http://digikey.com/product-detail/en/nexperia-usa-inc/1PS79SB31115/1727-1550-1-ND/4581022,"","","","","","","","","200mA (DC)","30µA @ 10V",DIODE SCHOTTKY 30V 200MA SOD523,"",Schottky,footprints/Diodes/PCB - DIODES - SOD-523.PCBLIB,"","",SOD-523,"","","2020-09-02 01:23:18.737000",Active,Nexperia USA Inc.,"1PS79SB31,115","1",Surface Mount,"125°C (Max)","SC-79, SOD-523",TapeAndReel,"2829",Active,"0.07","",-,"Small Signal =< 200mA (Io), Any Speed",DigiKey,"1727-1550-1-ND","","","","","","","","","","",SOD-523,symbols/Diodes/SCH - DIODES - DIODE.SCHLIB,DIODE,"","","30V","500mV @ 200mA"
"",=Part Number,Datasheet,https://assets.nexperia.com/documents/data-sheet/BAS70_1PS7XSB70_SER.pdf,DigiKey Link,http://digikey.com/product-detail/en/nexperia-usa-inc/1PS79SB70115/1727-4784-1-ND/2531262,"","","","","","","","","70mA (DC)","10µA @ 70V",DIODE SCHOTTKY 70V 70MA SOD523,"",Schottky,footprints/Diodes/PCB - DIODES - SOD-523.PCBLIB,"","",SOD-523,"","","2020-09-02 01:23:18.727000",Active,Nexperia USA Inc.,"1PS79SB70,115","1",Surface Mount,"150°C (Max)","SC-79, SOD-523",TapeAndReel,"2830",Active,"0.07","",-,"Small Signal =< 200mA (Io), Any Speed",DigiKey,"1727-4784-1-ND","","","","","","","","","","",SOD-523,symbols/Diodes/SCH - DIODES - DIODE.SCHLIB,DIODE,"","","70V","1V @ 15mA"
"",=Part Number,Datasheet,https://assets.nexperia.com/documents/data-sheet/BAS40_1PSXXSB4X_SER.pdf,DigiKey Link,http://digikey.com/product-detail/en/nexperia-usa-inc/1PS79SB40115/1727-4783-1-ND/2531261,"","","","","","","","","120mA (DC)","10µA @ 40V",DIODE SCHOTTKY 40V 120MA SOD523,"",Schottky,footprints/Diodes/PCB - DIODES - SOD-523.PCBLIB,"","",SOD-523,"","","2020-09-02 01:23:18.713000",Active,Nexperia USA Inc.,"1PS79SB40,115","1",Surface Mount,"150°C (Max)","SC-79, SOD-523",TapeAndReel,"2831",Active,"0.07","",-,"Small Signal =< 200mA (Io), Any Speed",DigiKey,"1727-4783-1-ND","","","","","","","","","","",SOD-523,symbols/Diodes/SCH - DIODES - DIODE.SCHLIB,DIODE,"","","40V","1V @ 40mA"
"10pF @ 1V, 1MHz",=Part Number,Datasheet,https://www.infineon.com/dgdl/bat54series.pdf?folderId=db3a30431400ef68011425f1ca2505e3&fileId=db3a304314dca3890115190b74210ea6,DigiKey Link,http://digikey.com/product-detail/en/infineon-technologies/BAT5402VH6327XTSA1/BAT5402VH6327XTSA1CT-ND/7667602,"","","","","","","","","200mA (DC)","2µA @ 25V",DIODE SCHOTTKY 30V 200MA SC79-2,"",Schottky,footprints/Diodes/PCB - DIODES - SOD-523.PCBLIB,"","",SOD-523,"","","2020-09-02 01:23:18.703000",Active,Infineon Technologies,BAT5402VH6327XTSA1,"1",Surface Mount,"150°C (Max)","SC-79, SOD-523",TapeAndReel,"2832",Active,"0.07","5ns",-,"Small Signal =< 200mA (Io), Any Speed",DigiKey,BAT5402VH6327XTSA1CT-ND,"","","","","","","","","","",PG-SC79-2,symbols/Diodes/SCH - DIODES - DIODE.SCHLIB,DIODE,"","","30V","800mV @ 100mA"
"10pF @ 1V, 1MHz",=Part Number,Datasheet,http://www.st.com/content/ccc/resource/technical/document/datasheet/07/50/54/f2/0d/ba/4a/79/CD00001322.pdf/files/CD00001322.pdf/jcr:content/translations/en.CD00001322.pdf,DigiKey Link,http://digikey.com/product-detail/en/stmicroelectronics/BAT54KFILM/497-5561-1-ND/1207053,"","","","","","","","","300mA (DC)","1µA @ 30V",DIODE SCHOTTKY 40V 300MA SOD523,"",Schottky,footprints/Diodes/PCB - DIODES - SOD-523.PCBLIB,"","",SOD-523,"","","2020-09-02 01:23:18.690000",Active,STMicroelectronics,BAT54KFILM,"1",Surface Mount,-40°C ~ 150°C,"SC-79, SOD-523",TapeAndReel,"2833",Active,"0.07","5ns",-,"Fast Recovery =< 500ns, > 200mA (Io)",DigiKey,"497-5561-1-ND","","","","","","","","","","",SOD-523,symbols/Diodes/SCH - DIODES - DIODE.SCHLIB,DIODE,"","","40V","900mV @ 100mA"
"",=Part Number,Datasheet,//media.digikey.com/pdf/Data%20Sheets/Infineon%20PDFs/BAT64.pdf,DigiKey Link,http://digikey.com/product-detail/en/infineon-technologies/BAT6402VH6327XTSA1/BAT6402VH6327XTSA1CT-ND/5980348,"","","","","","","","","250mA (DC)","2µA @ 30V",DIODE SCHOTTKY 40V 250MA SC79-2,"",Schottky,footprints/Diodes/PCB - DIODES - SOD-523.PCBLIB,"","",SOD-523,"","","2020-09-02 01:23:18.673000",Active,Infineon Technologies,BAT6402VH6327XTSA1,"1",Surface Mount,"150°C (Max)","SC-79, SOD-523",TapeAndReel,"2834",Active,"0.07","5ns",-,"Fast Recovery =< 500ns, > 200mA (Io)",DigiKey,BAT6402VH6327XTSA1CT-ND,"","","","","","","","","","",PG-SC79-2,symbols/Diodes/SCH - DIODES - DIODE.SCHLIB,DIODE,"","","40V","750mV @ 100mA"
"",=Part Number,Datasheet,https://www.onsemi.com/pub/Collateral/1SS400T1-D.PDF,DigiKey Link,http://digikey.com/product-detail/en/on-semiconductor/NSV1SS400T1G/NSV1SS400T1GOSCT-ND/5213357,"","","","","","","","","200mA (DC)","100nA @ 80V",DIODE GEN PURP 100V 200MA SOD523,"",Standard,footprints/Diodes/PCB - DIODES - SOD-523.PCBLIB,"","",SOD-523,"","","2020-09-02 01:23:18.650000",Active,ON Semiconductor,NSV1SS400T1G,"1",Surface Mount,-55°C ~ 150°C,"SC-79, SOD-523",TapeAndReel,"2835",Active,"0.07","4ns",-,"Small Signal =< 200mA (Io), Any Speed",DigiKey,NSV1SS400T1GOSCT-ND,"","","","","","","","","","",SOD-523,symbols/Diodes/SCH - DIODES - DIODE.SCHLIB,DIODE,"","","100V","1.2V @ 100mA"
"3pF @ 500mV, 1MHz",=Part Number,Datasheet,https://www.rohm.com/datasheet/1SS400SMFH/1ss400smfht2r-e,DigiKey Link,http://digikey.com/product-detail/en/rohm-semiconductor/1SS400SMFHT2R/1SS400SMFHT2RCT-ND/9697545,"","","","","","","","","100mA","100nA @ 80V",SWITCHING DIODES (CORRESPONDS TO,"",Standard,footprints/Diodes/PCB - DIODES - SOD-523.PCBLIB,"","",SOD-523,"","","2020-09-02 01:23:18.637000",Active,Rohm Semiconductor,"1SS400SMFHT2R","1",Surface Mount,"150°C (Max)","SC-79, SOD-523",TapeAndReel,"2836",Active,"0.05","4ns","Automotive, AEC-Q101","Small Signal =< 200mA (Io), Any Speed",DigiKey,"1SS400SMFHT2RCT-ND","","","","","","","","","","",EMD2,symbols/Diodes/SCH - DIODES - DIODE.SCHLIB,DIODE,"","","80V","1.2V @ 100mA"
"",=Part Number,Datasheet,https://www.onsemi.com/pub/Collateral/NSRLL30XV2-D.PDF,DigiKey Link,http://digikey.com/product-detail/en/on-semiconductor/NSRLL30XV2T1G/NSRLL30XV2T1GOSCT-ND/9087485,"","","","","","","","","200mA (DC)","1µA @ 10V",DIODE SCHOTTKY 30V 200MA SOD523,"",Schottky,footprints/Diodes/PCB - DIODES - SOD-523.PCBLIB,"","",SOD-523,"","","2020-09-02 01:23:18.617000",Active,ON Semiconductor,NSRLL30XV2T1G,"1",Surface Mount,-55°C ~ 150°C,"SC-79, SOD-523",TapeAndReel,"2837",Active,"0.05","",-,"Small Signal =< 200mA (Io), Any Speed",DigiKey,NSRLL30XV2T1GOSCT-ND,"","","","","","","","","","",SOD-523,symbols/Diodes/SCH - DIODES - DIODE.SCHLIB,DIODE,"","","30V","600mV @ 200mA"
"",=Part Number,Datasheet,https://my.centralsemi.com/get_document.php?cmp=1&mergetype=pd&mergepath=pd&pdf_id=CMOD6001.PDF,DigiKey Link,http://digikey.com/product-detail/en/central-semiconductor-corp/CMOD6001-TR-PBFREE/1514-CMOD6001TRPBFREECT-ND/4807020,"","","","","","","","","250mA","500pA @ 75V",DIODE GEN PURP 75V 250MA SOD523,"",Standard,footprints/Diodes/PCB - DIODES - SOD-523.PCBLIB,"","",SOD-523,"","","2020-09-02 01:23:18.593000",Active,Central Semiconductor Corp,CMOD6001 TR PBFREE,"1",Surface Mount,-65°C ~ 150°C,"SC-79, SOD-523",TapeAndReel,"2838",Active,"0.27","3µs",-,"Standard Recovery >500ns, > 200mA (Io)",DigiKey,"1514-CMOD6001TRPBFREECT-ND","","","","","","","","","","",SOD-523,symbols/Diodes/SCH - DIODES - DIODE.SCHLIB,DIODE,"","","75V","1.1V @ 100mA"
"7pF @ 1V, 1MHz",=Part Number,Datasheet,https://my.centralsemi.com/get_document.php?cmp=1&mergetype=pd&mergepath=pd&pdf_id=CMOSH-3.PDF,DigiKey Link,http://digikey.com/product-detail/en/central-semiconductor-corp/CMOSH-3-TR-PBFREE/1514-CMOSH-3TRPBFREECT-ND/4807022,"","","","","","","","","100mA","500nA @ 25V",DIODE SCHOTTKY 30V 100MA SOD523,"",Schottky,footprints/Diodes/PCB - DIODES - SOD-523.PCBLIB,"","",SOD-523,"","","2020-09-02 01:23:18.580000",Active,Central Semiconductor Corp,CMOSH-3 TR PBFREE,"1",Surface Mount,-65°C ~ 150°C,"SC-79, SOD-523",TapeAndReel,"2839",Active,"0.33","5ns",-,"Small Signal =< 200mA (Io), Any Speed",DigiKey,"1514-CMOSH-3TRPBFREECT-ND","","","","","","","","","","",SOD-523,symbols/Diodes/SCH - DIODES - DIODE.SCHLIB,DIODE,"","","30V","1V @ 100mA"
"",=Part Number,Datasheet,https://www.mccsemi.com/pdf/Products/RB521S-40(SOD-523)-V1.pdf,DigiKey Link,http://digikey.com/product-detail/en/micro-commercial-co/RB521S-40-TP/RB521S-40-TPMSCT-ND/10054449,"","","","","","","","","200mA","90µA @ 40V",DIODE SCHOTTKY 200MA 40V SOD-523,"",Schottky,footprints/Diodes/PCB - DIODES - SOD-523.PCBLIB,"","",SOD-523,"","","2020-09-02 01:23:18.560000",Active,Micro Commercial Co,RB521S-40-TP,"1",Surface Mount,"125°C (Max)","SC-79, SOD-523",TapeAndReel,"2840",Active,"0.07","",-,"Fast Recovery =< 500ns, > 200mA (Io)",DigiKey,RB521S-40-TPMSCT-ND,"","","","","","","","","","",SOD-523,symbols/Diodes/SCH - DIODES - DIODE.SCHLIB,DIODE,"","","40V","540mV @ 200mA"
"2pF @ 0V, 1MHz",=Part Number,Datasheet,http://www.onsemi.com/pub/Collateral/BAS16LT1-D.PDF,DigiKey Link,//digikey.com/product-detail/en/on-semiconductor/BAS16LT1G/BAS16LT1GOSTR-ND/918302,"","","","","","","","","200mA (DC)","1µA @ 100V",DIODE GEN PURP 75V 200MA SOT23-3,"TO-236-3, SC-59, SOT-23-3",Standard,footprints/Leaded - SOT-23/PCB - LEADED - SOT-23 - ON SEMI SOT-23-3.PCBLIB,"","",ON SEMI SOT-23-3,"","","2019-12-09 01:02:13.940000","0",ON Semiconductor,BAS16LT1G,"1",Surface Mount,-55°C ~ 150°C,"TO-236-3, SC-59, SOT-23-3",TapeAndReel,"2841",Active,"0.02","6ns",-,"Small Signal =< 200mA (Io), Any Speed",DigiKey,BAS16LT1GOSTR-ND,"","","","","","","","","","",SOT-23-3 (TO-236),symbols/Diodes/SCH - DIODES - ON SEMICONDUCTOR BAS16LT1G.SCHLIB,ON SEMICONDUCTOR BAS16LT1G,"","","100V","1.25V @ 150mA"
"65pF @ 5V, 1MHz",=Part Number,Datasheet,http://www.vishay.com/docs/93227/vs-10bq100m.pdf,DigiKey Link,http://digikey.com/product-detail/en/vishay-semiconductor-diodes-division/VS-10BQ100-M3-5BT/112-VS-10BQ100-M3-5BTCT-ND/10718955,"","","","","","","","","1A","500µA @ 100V",DIODE SCHOTTKY 100V 1A SMB,"",Schottky,footprints/Diodes/PCB - DIODES - DO214AA SMB.PCBLIB,"","",DO214AA SMB,"","","2020-09-02 01:18:50.910000",Active,Vishay Semiconductor Diodes Division,VS-10BQ100-M3/5BT,"1",Surface Mount,-55°C ~ 150°C,"DO-214AA, SMB",TapeAndReel,"2842",Active,"0.12","",-,"Fast Recovery =< 500ns, > 200mA (Io)",DigiKey,"112-VS-10BQ100-M3/5BTCT-ND","","","","","","","","","","",SMB,symbols/Diodes/SCH - DIODES - DIODE.SCHLIB,DIODE,"","","100V","750mV @ 1A"
"80pF @ 5V, 1MHz",=Part Number,Datasheet,http://www.vishay.com/docs/93357/vs-10bq060m.pdf,DigiKey Link,http://digikey.com/product-detail/en/vishay-semiconductor-diodes-division/VS-10BQ060-M3-5BT/112-VS-10BQ060-M3-5BTCT-ND/10718265,"","","","","","","","","1A","100µA @ 60V",DIODE SCHOTTKY 60V 1A SMB,"",Schottky,footprints/Diodes/PCB - DIODES - DO214AA SMB.PCBLIB,"","",DO214AA SMB,"","","2020-09-02 01:18:50.913000",Active,Vishay Semiconductor Diodes Division,VS-10BQ060-M3/5BT,"1",Surface Mount,-55°C ~ 150°C,"DO-214AA, SMB",TapeAndReel,"2843",Active,"0.11","",-,"Fast Recovery =< 500ns, > 200mA (Io)",DigiKey,"112-VS-10BQ060-M3/5BTCT-ND","","","","","","","","","","",SMB,symbols/Diodes/SCH - DIODES - DIODE.SCHLIB,DIODE,"","","60V","490mV @ 1A"
"200pF @ 5V, 1MHz",=Part Number,Datasheet,http://www.vishay.com/docs/95745/vsmbrs130lm3.pdf,DigiKey Link,http://digikey.com/product-detail/en/vishay-semiconductor-diodes-division/VS-MBRS130L-M3-5BT/112-VS-MBRS130L-M3-5BTCT-ND/10718261,"","","","","","","","","1A","1mA @ 30V",DIODE SCHOTTKY 30V 1A SMB,"",Schottky,footprints/Diodes/PCB - DIODES - DO214AA SMB.PCBLIB,"","",DO214AA SMB,"","","2020-09-02 01:18:50.920000",Active,Vishay Semiconductor Diodes Division,VS-MBRS130L-M3/5BT,"1",Surface Mount,-55°C ~ 125°C,"DO-214AA, SMB",TapeAndReel,"2844",Active,"0.10","",-,"Fast Recovery =< 500ns, > 200mA (Io)",DigiKey,"112-VS-MBRS130L-M3/5BTCT-ND","","","","","","","","","","",SMB (DO-214AA),symbols/Diodes/SCH - DIODES - DIODE.SCHLIB,DIODE,"","","30V","420mV @ 1A"
