"Capacitance @ Vr, F","Comment","ComponentLink1Description","ComponentLink1URL","ComponentLink2Description","ComponentLink2URL","ComponentLink3Description","ComponentLink3URL","ComponentLink4Description","ComponentLink4URL","ComponentLink5Description","ComponentLink5URL","ComponentLink6Description","ComponentLink6URL","Current - Average Rectified (Io)","Current - Reverse Leakage @ Vr","Description","Device Package","Diode Type","Footprint Path","Footprint Path 2","Footprint Path 3","Footprint Ref","Footprint Ref 2","Footprint Ref 3","LastUpdated","Lifecycle Status","Manufacturer","Part Number","Minimum Order","Mounting Type","Operating Temperature - Junction","Package / Case","Packaging","PartId","Part Status","Price","Reverse Recovery Time (trr)","Series","Speed","Supplier 1","Supplier Part Number 1","Supplier 2","Supplier Part Number 2","Supplier 3","Supplier Part Number 3","Supplier 4","Supplier Part Number 4","Supplier 5","Supplier Part Number 5","Supplier 6","Supplier Part Number 6","Supplier Device Package","Library Path","Library Ref","Type","Value","Voltage - DC Reverse (Vr) (Max)","Voltage - Forward (Vf) (Max) @ If"
"235pF @ 4V, 1MHz",=Part Number,Datasheet,https://www.taiwansemi.com/products/datasheet/SSB44_A1705.pdf,DigiKey Link,http://digikey.com/product-detail/en/taiwan-semiconductor-corporation/SSB44-R5G/SSB44R5GCT-ND/7623377,"","","","","","","","","4A","200µA @ 40V",DIODE SCHOTTKY 40V 4A DO214AA,"",Schottky,footprints/Diodes/PCB - DIODES - DO214AA SMB.PCBLIB,"","",DO214AA SMB,"","","2020-09-02 01:18:50.927000",Active,Taiwan Semiconductor Corporation,SSB44 R5G,"1",Surface Mount,-55°C ~ 150°C,"DO-214AA, SMB",TapeAndReel,"2845",Active,"0.22","",-,"Fast Recovery =< 500ns, > 200mA (Io)",DigiKey,SSB44R5GCT-ND,"","","","","","","","","","",DO-214AA (SMB),symbols/Diodes/SCH - DIODES - DIODE.SCHLIB,DIODE,"","","40V","500mV @ 4A"
"230pF @ 5V, 1MHz",=Part Number,Datasheet,http://www.vishay.com/docs/94843/vs-30bq040hm3.pdf,DigiKey Link,http://digikey.com/product-detail/en/vishay-semiconductor-diodes-division/VS-30BQ040HM3-9AT/VS-30BQ040HM3-9AT-ND/5134971,"","","","","","","","","3A","500µA @ 40V",DIODE SCHOTTKY 40V 3A DO214AB,"",Schottky,footprints/Diodes/PCB - DIODES - DO214AB SMC.PCBLIB,"","",DO214AB SMC,"","","2020-09-02 01:18:55.567000",Active,Vishay Semiconductor Diodes Division,VS-30BQ040HM3/9AT,"1",Surface Mount,-55°C ~ 150°C,"DO-214AB, SMC",Bulk,"2846",Active,"0.57","","Automotive, AEC-Q101","Fast Recovery =< 500ns, > 200mA (Io)",DigiKey,VS-30BQ040HM3/9AT-ND,"","","","","","","","","","",DO-214AB (SMC),symbols/Diodes/SCH - DIODES - DIODE.SCHLIB,DIODE,"","","40V","570mV @ 3A"
"180pF @ 5V, 1MHz",=Part Number,Datasheet,http://www.vishay.com/docs/93330/vs-30bq060m.pdf,DigiKey Link,http://digikey.com/product-detail/en/vishay-semiconductor-diodes-division/VS-30BQ060-M3-9AT/112-VS-30BQ060-M3-9ATCT-ND/10718756,"","","","","","","","","3A","500µA @ 60V",DIODE SCHOTTKY 3.0A SMC,"",Schottky,footprints/Diodes/PCB - DIODES - DO214AB SMC.PCBLIB,"","",DO214AB SMC,"","","2020-09-02 01:18:55.570000",Active,Vishay Semiconductor Diodes Division,VS-30BQ060-M3/9AT,"1",Surface Mount,-55°C ~ 150°C,"DO-214AB, SMC",TapeAndReel,"2847",Active,"0.39","",-,"Fast Recovery =< 500ns, > 200mA (Io)",DigiKey,"112-VS-30BQ060-M3/9ATCT-ND","","","","","","","","","","",SMC,symbols/Diodes/SCH - DIODES - DIODE.SCHLIB,DIODE,"","","60V","580mV @ 3A"
"",=Part Number,Datasheet,http://www.vishay.com/docs/94780/vs-5ecu06-m3.pdf,DigiKey Link,http://digikey.com/product-detail/en/vishay-semiconductor-diodes-division/VS-5ECU06-M3-9AT/112-VS-5ECU06-M3-9ATCT-ND/10718766,"","","","","","","","","5A","3µA @ 600V",DIODE GEN PURP 600V 5A SMC,"",Standard,footprints/Diodes/PCB - DIODES - DO214AB SMC.PCBLIB,"","",DO214AB SMC,"","","2020-09-02 01:18:55.577000",Active,Vishay Semiconductor Diodes Division,VS-5ECU06-M3/9AT,"1",Surface Mount,-55°C ~ 175°C,"DO-214AB, SMC",TapeAndReel,"2848",Active,"0.38","43ns",FRED Pt®,"Fast Recovery =< 500ns, > 200mA (Io)",DigiKey,"112-VS-5ECU06-M3/9ATCT-ND","","","","","","","","","","",SMC,symbols/Diodes/SCH - DIODES - DIODE.SCHLIB,DIODE,"","","600V","1.35V @ 5A"
"115pF @ 5V, 1MHz",=Part Number,Datasheet,http://www.vishay.com/docs/94832/vs30bq100hm3.pdf,DigiKey Link,http://digikey.com/product-detail/en/vishay-semiconductor-diodes-division/VS-30BQ100HM3-9AT/112-VS-30BQ100HM3-9ATCT-ND/10718398,"","","","","","","","","3A","500µA @ 100V",DIODE SCHOTTKY 100V 3A DO214AB,"",Schottky,footprints/Diodes/PCB - DIODES - DO214AB SMC.PCBLIB,"","",DO214AB SMC,"","","2020-09-02 01:18:55.580000",Active,Vishay Semiconductor Diodes Division,VS-30BQ100HM3/9AT,"1",Surface Mount,-55°C ~ 175°C,"DO-214AB, SMC",TapeAndReel,"2849",Active,"0.20","","Automotive, AEC-Q101","Fast Recovery =< 500ns, > 200mA (Io)",DigiKey,"112-VS-30BQ100HM3/9ATCT-ND","","","","","","","","","","",DO-214AB (SMC),symbols/Diodes/SCH - DIODES - DIODE.SCHLIB,DIODE,"","","100V","790mV @ 3A"
"180pF @ 5V, 1MHz",=Part Number,Datasheet,http://www.vishay.com/docs/94844/vs-30bq060hm3.pdf,DigiKey Link,http://digikey.com/product-detail/en/vishay-semiconductor-diodes-division/VS-30BQ060HM3-9AT/112-VS-30BQ060HM3-9ATCT-ND/10718958,"","","","","","","","","3A","500µA @ 60V",DIODE SCHOTTKY 60V 3A DO214AB,"",Schottky,footprints/Diodes/PCB - DIODES - DO214AB SMC.PCBLIB,"","",DO214AB SMC,"","","2020-09-02 01:18:55.587000",Active,Vishay Semiconductor Diodes Division,VS-30BQ060HM3/9AT,"1",Surface Mount,-55°C ~ 150°C,"DO-214AB, SMC",TapeAndReel,"2850",Active,"0.20","","Automotive, AEC-Q101","Fast Recovery =< 500ns, > 200mA (Io)",DigiKey,"112-VS-30BQ060HM3/9ATCT-ND","","","","","","","","","","",DO-214AB (SMC),symbols/Diodes/SCH - DIODES - DIODE.SCHLIB,DIODE,"","","60V","580mV @ 3A"
"230pF @ 5V, 1MHz",=Part Number,Datasheet,http://www.vishay.com/docs/95748/vsmbrs340m3.pdf,DigiKey Link,http://digikey.com/product-detail/en/vishay-semiconductor-diodes-division/VS-MBRS340-M3-9AT/112-VS-MBRS340-M3-9ATCT-ND/10718847,"","","","","","","","","3A","2mA @ 40V",DIODE SCHOTTKY 40V 3A DO214AB,"",Schottky,footprints/Diodes/PCB - DIODES - DO214AB SMC.PCBLIB,"","",DO214AB SMC,"","","2020-09-02 01:18:55.590000",Active,Vishay Semiconductor Diodes Division,VS-MBRS340-M3/9AT,"1",Surface Mount,-55°C ~ 150°C,"DO-214AB, SMC",TapeAndReel,"2851",Active,"0.14","",-,"Fast Recovery =< 500ns, > 200mA (Io)",DigiKey,"112-VS-MBRS340-M3/9ATCT-ND","","","","","","","","","","",DO-214AB (SMC),symbols/Diodes/SCH - DIODES - DIODE.SCHLIB,DIODE,"","","40V","525mV @ 3A"
"",=Part Number,Datasheet,http://www.vishay.com/docs/93358/vs-10mq040m.pdf,DigiKey Link,http://digikey.com/product-detail/en/vishay-semiconductor-diodes-division/VS-10MQ040-M3-5AT/112-VS-10MQ040-M3-5ATCT-ND/10718653,"","","","","","","","","1.5A","500µA @ 40V",DIODE SCHOTTKY 40V 1.5A DO214AC,"",Schottky,footprints/Diodes/PCB - DIODES - DO214AC SMA.PCBLIB,"","",DO214AC SMA,"","","2020-09-02 01:19:01.560000",Active,Vishay Semiconductor Diodes Division,VS-10MQ040-M3/5AT,"1",Surface Mount,-40°C ~ 150°C,"DO-214AC, SMA",TapeAndReel,"2852",Active,"0.08","",-,"Fast Recovery =< 500ns, > 200mA (Io)",DigiKey,"112-VS-10MQ040-M3/5ATCT-ND","","","","","","","","","","",DO-214AC (SMA),symbols/Diodes/SCH - DIODES - DIODE.SCHLIB,DIODE,"","","40V","620mV @ 1.5A"
"31pF @ 10V, 1MHz",=Part Number,Datasheet,http://www.vishay.com/docs/93351/vs-10mq060m.pdf,DigiKey Link,http://digikey.com/product-detail/en/vishay-semiconductor-diodes-division/VS-10MQ060-M3-5AT/112-VS-10MQ060-M3-5ATCT-ND/10718402,"","","","","","","","","1A","500µA @ 60V",DIODE SCHOTTKY 60V 1.5A DO214AC,"",Schottky,footprints/Diodes/PCB - DIODES - DO214AC SMA.PCBLIB,"","",DO214AC SMA,"","","2020-09-02 01:19:01.563000",Active,Vishay Semiconductor Diodes Division,VS-10MQ060-M3/5AT,"1",Surface Mount,-40°C ~ 150°C,"DO-214AC, SMA",TapeAndReel,"2853",Active,"0.08","",-,"Fast Recovery =< 500ns, > 200mA (Io)",DigiKey,"112-VS-10MQ060-M3/5ATCT-ND","","","","","","","","","","",DO-214AC (SMA),symbols/Diodes/SCH - DIODES - DIODE.SCHLIB,DIODE,"","","60V","710mV @ 1.5A"
"1pF @ 0V, 1MHz",=Part Number,Datasheet,http://www.onsemi.com/pub/Collateral/MMSD301T1-D.PDF,DigiKey Link,http://digikey.com/product-detail/en/on-semiconductor/SMMSD701T1G/SMMSD701T1GOSCT-ND/9087740,"","","","","","","","","200mA (DC)","200nA @ 35V",DIODE SCHOTTKY 70V 200MA SOD123,"",Schottky,footprints/Diodes/PCB - DIODES - SOD-123.PCBLIB,"","",SOD-123,"","","2020-09-02 01:19:05.980000",Active,ON Semiconductor,SMMSD701T1G,"1",Surface Mount,-55°C ~ 125°C,SOD-123,CutTape,"2854",Active,"0.52","",-,"Small Signal =< 200mA (Io), Any Speed",DigiKey,SMMSD701T1GOSCT-ND,"","","","","","","","","","",SOD-123,symbols/Diodes/SCH - DIODES - DIODE.SCHLIB,DIODE,"","","70V","1V @ 10mA"
"5pF @ 0V, 1MHz",=Part Number,Datasheet,https://www.taiwansemi.com/products/datasheet/BAV19W-G%20SERIES_D1603.pdf,DigiKey Link,http://digikey.com/product-detail/en/taiwan-semiconductor-corporation/BAV21W-G-RHG/BAV21W-GRHGCT-ND/7644286,"","","","","","","","","200mA","100nA @ 200V",DIODE GEN PURP 200V 200MA SOD123,"",Standard,footprints/Diodes/PCB - DIODES - SOD-123.PCBLIB,"","",SOD-123,"","","2020-09-02 01:19:06.003000",Active,Taiwan Semiconductor Corporation,BAV21W-G RHG,"1",Surface Mount,-65°C ~ 150°C,SOD-123,TapeAndReel,"2855",Active,"0.04","50ns",-,"Small Signal =< 200mA (Io), Any Speed",DigiKey,BAV21W-GRHGCT-ND,"","","","","","","","","","",SOD-123,symbols/Diodes/SCH - DIODES - DIODE.SCHLIB,DIODE,"","","200V","1.25V @ 200mA"
"",=Part Number,Datasheet,http://www.vishay.com/docs/85721/1n4151w.pdf,DigiKey Link,http://digikey.com/product-detail/en/vishay-semiconductor-diodes-division/1N4151W-E3-08/112-1N4151W-E3-08CT-ND/10718662,"","","","","","","","","150mA","50nA @ 50V",DIODE GEN PURP 50V 150MA SOD123,"",Standard,footprints/Diodes/PCB - DIODES - SOD-123.PCBLIB,"","",SOD-123,"","","2020-09-02 01:19:06.007000",Active,Vishay Semiconductor Diodes Division,"1N4151W-E3-08","1",Surface Mount,-55°C ~ 150°C,SOD-123,TapeAndReel,"2856",Active,"0.05","4ns",-,"Small Signal =< 200mA (Io), Any Speed",DigiKey,"112-1N4151W-E3-08CT-ND","","","","","","","","","","",SOD-123,symbols/Diodes/SCH - DIODES - DIODE.SCHLIB,DIODE,"","","50V","1V @ 50mA"
"4pF @ 0V, 1MHz",=Part Number,Datasheet,http://www.comchiptech.com/admin/files/product/CDSW4448-G RevA270166.pdf,DigiKey Link,http://digikey.com/product-detail/en/comchip-technology/CDSW4448-G/641-2069-1-ND/10131655,"","","","","","","","","500mA (DC)","2.5µA @ 75V",DIODE GEN PURP 75V 500MA SOD123,"",Standard,footprints/Diodes/PCB - DIODES - SOD-123.PCBLIB,"","",SOD-123,"","","2020-09-02 01:19:06.010000",Active,Comchip Technology,CDSW4448-G,"1",Surface Mount,"125°C (Max)",SOD-123,TapeAndReel,"2857",Active,"0.04","4ns",-,"Fast Recovery =< 500ns, > 200mA (Io)",DigiKey,"641-2069-1-ND","","","","","","","","","","",SOD-123,symbols/Diodes/SCH - DIODES - DIODE.SCHLIB,DIODE,"","","75V","1.25V @ 150mA"
"2pF @ 0V, 1MHz",=Part Number,Datasheet,https://www.diodes.com/assets/Datasheets/BAV116HWFQ.pdf,DigiKey Link,http://digikey.com/product-detail/en/diodes-incorporated/BAV116HWFQ-7/BAV116HWFQ-7DICT-ND/6012768,"","","","","","","","","215mA (DC)","5nA @ 75V",DIODE GEN PURP 85V 215MA SOD123F,"",Standard,footprints/Diodes/PCB - DIODES - SOD123F.PCBLIB,"","",SOD123F,"","","2020-09-02 01:19:09.523000",Active,Diodes Incorporated,BAV116HWFQ-7,"1",Surface Mount,-65°C ~ 150°C,SOD-123F,TapeAndReel,"2858",Active,"0.08","3µs","Automotive, AEC-Q101","Standard Recovery >500ns, > 200mA (Io)",DigiKey,BAV116HWFQ-7DICT-ND,"","","","","","","","","","",SOD-123F,symbols/Diodes/SCH - DIODES - DIODE.SCHLIB,DIODE,"","","85V","1.25V @ 150mA"
"",=Part Number,Datasheet,https://www.rohm.com/datasheet/RB168MM-30/rb168mm-30tr-e,DigiKey Link,http://digikey.com/product-detail/en/rohm-semiconductor/RB168MM-30TR/846-RB168MM-30CT-ND/10670997,"","","","","","","","","1A","600nA @ 30V",RB168MM-30 IS SUPER LOW IR,"",Schottky,footprints/Diodes/PCB - DIODES - SOD123F.PCBLIB,"","",SOD123F,"","","2020-09-02 01:19:09.550000",Active,Rohm Semiconductor,RB168MM-30TR,"1",Surface Mount,"150°C (Max)",SOD-123F,Unknown,"2859",Active,"0.09","",-,"Fast Recovery =< 500ns, > 200mA (Io)",DigiKey,"846-RB168MM-30CT-ND","","","","","","","","","","",PMDU,symbols/Diodes/SCH - DIODES - DIODE.SCHLIB,DIODE,"","","30V","690mV @ 1A"
"",=Part Number,Datasheet,https://www.rohm.com/datasheet/RB550VM-30/rb550vm-30te-17-e,DigiKey Link,http://digikey.com/product-detail/en/rohm-semiconductor/RB550VM-30TE-17/846-RB550VM-30TE-17CT-ND/10670870,"","","","","","","","","500mA","35µA @ 30V",RB550VM-30 IS LOW VF,"",Schottky,footprints/Diodes/PCB - DIODES - SOD323F.PCBLIB,"","",SOD323F,"","","2020-09-02 01:19:11.813000",Active,Rohm Semiconductor,RB550VM-30TE-17,"1",Surface Mount,"150°C (Max)","SC-90, SOD-323F",Unknown,"2860",Active,"0.06","",-,"Fast Recovery =< 500ns, > 200mA (Io)",DigiKey,"846-RB550VM-30TE-17CT-ND","","","","","","","","","","",UMD2,symbols/Diodes/SCH - DIODES - DIODE.SCHLIB,DIODE,"","","30V","590mV @ 500mA"
"",=Part Number,Datasheet,https://www.rohm.com/datasheet/RB540VM-30/rb540vm-30te-17-e,DigiKey Link,http://digikey.com/product-detail/en/rohm-semiconductor/RB540VM-30TE-17/846-RB540VM-30TE-17CT-ND/10670956,"","","","","","","","","200mA","500nA @ 10V",RB540VM-30 IS STANDARD SCHOTTKY,"",Schottky,footprints/Diodes/PCB - DIODES - SOD323F.PCBLIB,"","",SOD323F,"","","2020-09-02 01:19:11.820000",Active,Rohm Semiconductor,RB540VM-30TE-17,"1",Surface Mount,"150°C (Max)","SC-90, SOD-323F",Unknown,"2861",Active,"0.05","",-,"Small Signal =< 200mA (Io), Any Speed",DigiKey,"846-RB540VM-30TE-17CT-ND","","","","","","","","","","",UMD2,symbols/Diodes/SCH - DIODES - DIODE.SCHLIB,DIODE,"","","30V","450mV @ 10mA"
"",=Part Number,Datasheet,https://www.rohm.com/datasheet/RB511VM-40/rb511vm-40-e,DigiKey Link,http://digikey.com/product-detail/en/rohm-semiconductor/RB511VM-40TE-17/846-RB511VM-40TE-17CT-ND/10670931,"","","","","","","","","100mA","25µA @ 40V",RB511VM-40 IS SUPRT LOW VF,"",Schottky,footprints/Diodes/PCB - DIODES - SOD323F.PCBLIB,"","",SOD323F,"","","2020-09-02 01:19:12.283000",Active,Rohm Semiconductor,RB511VM-40TE-17,"1",Surface Mount,"125°C (Max)","SC-90, SOD-323F",Unknown,"2862",Active,"0.05","",-,"Small Signal =< 200mA (Io), Any Speed",DigiKey,"846-RB511VM-40TE-17CT-ND","","","","","","","","","","",UMD2,symbols/Diodes/SCH - DIODES - DIODE.SCHLIB,DIODE,"","","40V","410mV @ 10mA"
"",=Part Number,Datasheet,https://www.rohm.com/datasheet/RB511VM-30/rb511vm-30te-17-e,DigiKey Link,http://digikey.com/product-detail/en/rohm-semiconductor/RB511VM-30TE-17/846-RB511VM-30TE-17CT-ND/10670930,"","","","","","","","","100mA","7µA @ 10V",SCHOTTKY BARRIER DIODES.  RB511V,"",Schottky,footprints/Diodes/PCB - DIODES - SOD323F.PCBLIB,"","",SOD323F,"","","2020-09-02 01:19:12.297000",Active,Rohm Semiconductor,RB511VM-30TE-17,"1",Surface Mount,"125°C (Max)","SC-90, SOD-323F",Unknown,"2863",Active,"0.05","",-,"Small Signal =< 200mA (Io), Any Speed",DigiKey,"846-RB511VM-30TE-17CT-ND","","","","","","","","","","",UMD2,symbols/Diodes/SCH - DIODES - DIODE.SCHLIB,DIODE,"","","30V","370mV @ 10mA"
"6pF @ 5V, 1MHz",=Part Number,Datasheet,https://www.diodes.com/assets/Datasheets/BAT64T5Q.pdf,DigiKey Link,http://digikey.com/product-detail/en/diodes-incorporated/BAT64T5Q-7-F/31-BAT64T5Q-7-FCT-ND/10674175,"","","","","","","","","250mA (DC)","2µA @ 40V",SCHOTTKY DIODE SOD523,"",Schottky,footprints/Diodes/PCB - DIODES - SOD-523.PCBLIB,"","",SOD-523,"","","2020-09-02 01:23:18.530000",Active,Diodes Incorporated,BAT64T5Q-7-F,"1",Surface Mount,-65°C ~ 150°C,"SC-79, SOD-523",TapeAndReel,"2864",Active,"0.08","5ns","Automotive, AEC-Q101","Fast Recovery =< 500ns, > 200mA (Io)",DigiKey,"31-BAT64T5Q-7-FCT-ND","","","","","","","","","","",SOD-523,symbols/Diodes/SCH - DIODES - DIODE.SCHLIB,DIODE,"","","40V","480mV @ 30mA"
"1.5pF @ 0V, 1MHz",=Part Number,Datasheet,https://www.rohm.com/datasheet/SMF10V/smf10vtr-e,DigiKey Link,http://digikey.com/product-detail/en/rohm-semiconductor/RFU01SM4ST2R/846-RFU01SM4ST2RCT-ND/10709524,"","","","","","","","","100mA","10µA @ 450V",SUPER FAST RECOVERY DIODE FOR GE,"",Standard,footprints/Diodes/PCB - DIODES - SOD-523.PCBLIB,"","",SOD-523,"","","2020-09-02 01:23:18.550000",Active,Rohm Semiconductor,RFU01SM4ST2R,"1",Surface Mount,"150°C","SC-79, SOD-523",Unknown,"2865",Active,"0.08","35ns",-,"Small Signal =< 200mA (Io), Any Speed",DigiKey,"846-RFU01SM4ST2RCT-ND","","","","","","","","","","",EMD2,symbols/Diodes/SCH - DIODES - DIODE.SCHLIB,DIODE,"","","450V","1.8V @ 100mA"
"20pF @ 0V, 1MHz",=Part Number,Datasheet,https://www.diodes.com/assets/Datasheets/SDM20U30Q.pdf,DigiKey Link,http://digikey.com/product-detail/en/diodes-incorporated/SDM20U30Q-7/31-SDM20U30Q-7CT-ND/10674203,"","","","","","","","","200mA","150µA @ 30V",SCHOTTKY DIODE SOD523,"",Schottky,footprints/Diodes/PCB - DIODES - SOD-523.PCBLIB,"","",SOD-523,"","","2020-09-02 01:23:20.097000",Active,Diodes Incorporated,SDM20U30Q-7,"1",Surface Mount,-65°C ~ 125°C,"SC-79, SOD-523",Unknown,"2866",Active,"0.04","","Automotive, AEC-Q101","Small Signal =< 200mA (Io), Any Speed",DigiKey,"31-SDM20U30Q-7CT-ND","","","","","","","","","","",SOD-523,symbols/Diodes/SCH - DIODES - DIODE.SCHLIB,DIODE,"","","30V","500mV @ 200mA"
"",=Part Number,Datasheet,https://www.rohm.com/datasheet/RB511SM-30/rb511sm-30t2r-e,DigiKey Link,http://digikey.com/product-detail/en/rohm-semiconductor/RB511SM-30T2R/846-RB511SM-30T2RCT-ND/10670976,"","","","","","","","","100mA","7µA @ 10V",SCHOTTKY BARRIER DIODE - RB511SM,"",Schottky,footprints/Diodes/PCB - DIODES - SOD-523.PCBLIB,"","",SOD-523,"","","2020-09-02 01:23:20.137000",Active,Rohm Semiconductor,RB511SM-30T2R,"1",Surface Mount,"125°C (Max)","SC-79, SOD-523",Unknown,"2867",Active,"0.03","",-,"Small Signal =< 200mA (Io), Any Speed",DigiKey,"846-RB511SM-30T2RCT-ND","","","","","","","","","","",EMD2,symbols/Diodes/SCH - DIODES - DIODE.SCHLIB,DIODE,"","","30V","370mV @ 10mA"
"",=Part Number,Datasheet,https://www.rohm.com/datasheet/RB510SM-40/rb510sm-40t2r-e,DigiKey Link,http://digikey.com/product-detail/en/rohm-semiconductor/RB510SM-40T2R/846-RB510SM-40T2RCT-ND/10670875,"","","","","","","","","100mA","2µA @ 40V",RB510SM-40 IS LOW VF,"",Schottky,footprints/Diodes/PCB - DIODES - SOD-523.PCBLIB,"","",SOD-523,"","","2020-09-02 01:23:20.160000",Active,Rohm Semiconductor,RB510SM-40T2R,"1",Surface Mount,"150°C (Max)","SC-79, SOD-523",Unknown,"2868",Active,"0.03","",-,"Small Signal =< 200mA (Io), Any Speed",DigiKey,"846-RB510SM-40T2RCT-ND","","","","","","","","","","",EMD2,symbols/Diodes/SCH - DIODES - DIODE.SCHLIB,DIODE,"","","40V","480mV @ 10mA"
"",=Part Number,Datasheet,http://www.st.com/content/ccc/resource/technical/document/datasheet/cd/aa/ab/c0/7c/61/45/5e/DM00058656.pdf/files/DM00058656.pdf/jcr:content/translations/en.DM00058656.pdf,DigiKey Link,http://digikey.com/product-detail/en/stmicroelectronics/STPS160AY/497-STPS160AYCT-ND/3661736,"","","","","","","","","1A","4µA @ 60V",DIODE SCHOTTKY 60V 1A SMA,"",Schottky,footprints/Diodes/PCB - DIODES - DO214AC SMA.PCBLIB,"","",DO214AC SMA,"","","2020-09-02 01:19:01.553000",Active,STMicroelectronics,STPS160AY,"1",Surface Mount,-40°C ~ 150°C,"DO-214AC, SMA",TapeAndReel,"2869",Active,"0.10","","Automotive, AEC-Q101","Fast Recovery =< 500ns, > 200mA (Io)",DigiKey,"497-STPS160AYCT-ND","","","","","","","","","","",SMA (DO-214AC),symbols/Diodes/SCH - DIODES - DIODE.SCHLIB,DIODE,"","","60V","670mV @ 1A"
"",=Part Number,Datasheet,https://my.centralsemi.com/get_document.php?cmp=1&mergetype=pd&mergepath=pd&pdf_id=CMR3U-01M-10M.PDF,DigiKey Link,http://digikey.com/product-detail/en/central-semiconductor-corp/CMR3U-02M-TR13-PBFREE/1514-CMR3U-02MTR13PBFREECT-ND/5324534,"","","","","","","","","3A","5µA @ 200V",DIODE GEN PURP 200V 3A SMC,"",Standard,footprints/Diodes/PCB - DIODES - DO214AB SMC.PCBLIB,"","",DO214AB SMC,"","","2020-09-02 01:18:55.560000",Active,Central Semiconductor Corp,CMR3U-02M TR13 PBFREE,"1",Surface Mount,-65°C ~ 175°C,"DO-214AB, SMC",CutTape,"2870",Active,"2.26","50ns",-,"Fast Recovery =< 500ns, > 200mA (Io)",DigiKey,"1514-CMR3U-02MTR13PBFREECT-ND","","","","","","","","","","",SMC,symbols/Diodes/SCH - DIODES - DIODE.SCHLIB,DIODE,"","","200V","1V @ 3A"
"",=Part Number,Datasheet,https://assets.nexperia.com/documents/data-sheet/BAS416.pdf,DigiKey Link,http://digikey.com/product-detail/en/nexperia-usa-inc/BAS416Z/1727-8478-1-ND/10061215,"","","","","","","","","200mA (DC)","5nA @ 75V",DIODE GEN PURP 75V 200MA SOD323,"",Standard,footprints/Diodes/PCB - DIODES - SOD323.PCBLIB,"","",SOD323,"","","2020-09-02 01:27:23.963000",Active,Nexperia USA Inc.,BAS416Z,"1",Surface Mount,"150°C (Max)","SC-76, SOD-323",TapeAndReel,"2871",Active,"0.05","3µs",-,"Small Signal =< 200mA (Io), Any Speed",DigiKey,"1727-8478-1-ND","","","","","","","","","","",SOD-323,symbols/Diodes/SCH - DIODES - DIODE.SCHLIB,DIODE,"","","75V","1.25V @ 150mA"
"10pF @ 1V, 1MHz",=Part Number,Datasheet,http://www.vishay.com/docs/85667/bat54ws.pdf,DigiKey Link,http://digikey.com/product-detail/en/vishay-semiconductor-diodes-division/BAT54WS-HE3-18/BAT54WS-HE3-18GICT-ND/8564709,"","","","","","","","","200mA (DC)","2µA @ 25V",DIODE SCHOTTKY 30V 200MA SOD323,"",Schottky,footprints/Diodes/PCB - DIODES - SOD323.PCBLIB,"","",SOD323,"","","2020-09-02 01:27:23.973000",Active,Vishay Semiconductor Diodes Division,BAT54WS-HE3-18,"1",Surface Mount,"125°C (Max)","SC-76, SOD-323",TapeAndReel,"2872",Active,"0.05","5ns","Automotive, AEC-Q101","Small Signal =< 200mA (Io), Any Speed",DigiKey,BAT54WS-HE3-18GICT-ND,"","","","","","","","","","",SOD-323,symbols/Diodes/SCH - DIODES - DIODE.SCHLIB,DIODE,"","","30V","800mV @ 100mA"
"",=Part Number,Datasheet,http://www.vishay.com/docs/81387/1n4448ws.pdf,DigiKey Link,http://digikey.com/product-detail/en/vishay-semiconductor-diodes-division/1N4448WS-HE3-08/1N4448WS-HE3-08GICT-ND/8564630,"","","","","","","","","150mA","5µA @ 75V",DIODE GEN PURP 75V 150MA SOD323,"",Standard,footprints/Diodes/PCB - DIODES - SOD323.PCBLIB,"","",SOD323,"","","2020-09-02 01:27:23.987000",Active,Vishay Semiconductor Diodes Division,"1N4448WS-HE3-08","1",Surface Mount,-55°C ~ 150°C,"SC-76, SOD-323",TapeAndReel,"2873",Active,"0.05","4ns",-,"Small Signal =< 200mA (Io), Any Speed",DigiKey,"1N4448WS-HE3-08GICT-ND","","","","","","","","","","",SOD-323,symbols/Diodes/SCH - DIODES - DIODE.SCHLIB,DIODE,"","","75V","720mV @ 5mA"
"",=Part Number,Datasheet,http://www.vishay.com/docs/85152/bas16wsg.pdf,DigiKey Link,http://digikey.com/product-detail/en/vishay-semiconductor-diodes-division/BAS16WS-G3-08/BAS16WS-G3-08GICT-ND/9600418,"","","","","","","","","250mA","1µA @ 75V",DIODE GEN PURP 75V 250MA SOD323,"",Standard,footprints/Diodes/PCB - DIODES - SOD323.PCBLIB,"","",SOD323,"","","2020-09-02 01:27:23.997000",Active,Vishay Semiconductor Diodes Division,BAS16WS-G3-08,"1",Surface Mount,-55°C ~ 150°C,"SC-76, SOD-323",TapeAndReel,"2874",Active,"0.05","6ns","Automotive, AEC-Q101","Fast Recovery =< 500ns, > 200mA (Io)",DigiKey,BAS16WS-G3-08GICT-ND,"","","","","","","","","","",SOD-323,symbols/Diodes/SCH - DIODES - DIODE.SCHLIB,DIODE,"","","75V","1.25V @ 150mA"
