"Access Time","Clock Frequency","Comment","ComponentLink1Description","ComponentLink1URL","ComponentLink2Description","ComponentLink2URL","ComponentLink3Description","ComponentLink3URL","ComponentLink4Description","ComponentLink4URL","ComponentLink5Description","ComponentLink5URL","ComponentLink6Description","ComponentLink6URL","Description","Device Package","Footprint Path","Footprint Path 2","Footprint Path 3","Footprint Ref","Footprint Ref 2","Footprint Ref 3","LastUpdated","Lifecycle Status","Manufacturer","Part Number","Memory Format","Memory Interface","Memory Size","Memory Type","Minimum Order","Mounting Type","Operating Temperature","Package / Case","Packaging","PartId","Part Status","Price","Series","Supplier 1","Supplier Part Number 1","Supplier 2","Supplier Part Number 2","Supplier 3","Supplier Part Number 3","Supplier 4","Supplier Part Number 4","Supplier 5","Supplier Part Number 5","Supplier 6","Supplier Part Number 6","Supplier Device Package","Library Path","Library Ref","Technology","Type","Value","Voltage - Supply","Write Cycle Time - Word, Page"
"550ns","1MHz",=Part Number,Datasheet,http://www.microchip.com/mymicrochip/filehandler.aspx?ddocname=en589922,DigiKey Link,http://digikey.com/product-detail/en/microchip-technology/AT24C128C-XHM-T/AT24C128C-XHM-TCT-ND/3178460,"","","","","","","","",IC EEPROM 128K I2C 1MHZ 8TSSOP,"",footprints/Leaded - SOP/PCB - LEADED - SOP - MICROCHIP TSSOP-8 ST.PCBLIB,"","",MICROCHIP TSSOP-8 ST,"","","2020-09-02 01:23:07.190000",Active,Microchip Technology,AT24C128C-XHM-T,EEPROM,I²C,"128Kb (16K x 8)",Non-Volatile,"1",Surface Mount,-40°C ~ 85°C (TA),"8-TSSOP (0.173, 4.40mm Width)",TapeAndReel,"1316",Active,"0.37",-,DigiKey,AT24C128C-XHM-TCT-ND,"","","","","","","","","","","8-TSSOP",symbols/Memory/SCH - MEMORY - MICROCHIP EEPROM I2C 8PIN.SCHLIB,MICROCHIP EEPROM I2C 8PIN,EEPROM,"","","1.7V ~ 5.5V","5ms"
"900ns","400kHz",=Part Number,Datasheet,http://www.microchip.com/mymicrochip/filehandler.aspx?ddocname=en011853,DigiKey Link,http://digikey.com/product-detail/en/microchip-technology/24AA32AT-I-ST/24AA32AT-I-STCT-ND/8628796,"","","","","","","","",IC EEPROM 32KB I2C 400KHZ 8TSSOP,"",footprints/Leaded - SOP/PCB - LEADED - SOP - MICROCHIP TSSOP-8 ST.PCBLIB,"","",MICROCHIP TSSOP-8 ST,"","","2020-09-02 01:23:07.193000",Active,Microchip Technology,"24AA32AT-I/ST",EEPROM,I²C,"32Kb (4K x 8)",Non-Volatile,"1",Surface Mount,-40°C ~ 85°C (TA),"8-TSSOP (0.173, 4.40mm Width)",TapeAndReel,"1317",Active,"0.35",-,DigiKey,"24AA32AT-I/STCT-ND","","","","","","","","","","","8-TSSOP",symbols/Memory/SCH - MEMORY - MICROCHIP EEPROM I2C 8PIN.SCHLIB,MICROCHIP EEPROM I2C 8PIN,EEPROM,"","","1.8V ~ 5.5V","5ms"
"900ns","400kHz",=Part Number,Datasheet,http://www.microchip.com/mymicrochip/filehandler.aspx?ddocname=en011853,DigiKey Link,http://digikey.com/product-detail/en/microchip-technology/24LC32AT-I-ST/24LC32AT-I-STCT-ND/8599304,"","","","","","","","",IC EEPROM 32KB I2C 400KHZ 8TSSOP,"",footprints/Leaded - SOP/PCB - LEADED - SOP - MICROCHIP TSSOP-8 ST.PCBLIB,"","",MICROCHIP TSSOP-8 ST,"","","2020-09-02 01:23:07.197000",Active,Microchip Technology,"24LC32AT-I/ST",EEPROM,I²C,"32Kb (4K x 8)",Non-Volatile,"1",Surface Mount,-40°C ~ 85°C (TA),"8-TSSOP (0.173, 4.40mm Width)",TapeAndReel,"1318",Active,"0.35",-,DigiKey,"24LC32AT-I/STCT-ND","","","","","","","","","","","8-TSSOP",symbols/Memory/SCH - MEMORY - MICROCHIP EEPROM I2C 8PIN.SCHLIB,MICROCHIP EEPROM I2C 8PIN,EEPROM,"","","2.5V ~ 5.5V","5ms"
"900ns","400kHz",=Part Number,Datasheet,http://www.microchip.com/mymicrochip/filehandler.aspx?ddocname=en542020,DigiKey Link,http://digikey.com/product-detail/en/microchip-technology/24LC32AFT-I-ST/24LC32AFT-I-STCT-ND/9923588,"","","","","","","","",IC EEPROM 32K I2C 400KHZ 8TSSOP,"",footprints/Leaded - SOP/PCB - LEADED - SOP - MICROCHIP TSSOP-8 ST.PCBLIB,"","",MICROCHIP TSSOP-8 ST,"","","2020-09-02 01:23:07.200000",Active,Microchip Technology,"24LC32AFT-I/ST",EEPROM,I²C,"32Kb (4K x 8)",Non-Volatile,"1",Surface Mount,-40°C ~ 85°C (TA),"8-TSSOP (0.173, 4.40mm Width)",TapeAndReel,"1319",Active,"0.35",-,DigiKey,"24LC32AFT-I/STCT-ND","","","","","","","","","","","8-TSSOP",symbols/Memory/SCH - MEMORY - MICROCHIP EEPROM I2C 8PIN.SCHLIB,MICROCHIP EEPROM I2C 8PIN,EEPROM,"","","2.5V ~ 5.5V","5ms"
"450ns","1MHz",=Part Number,Datasheet,http://www.microchip.com/mymicrochip/filehandler.aspx?ddocname=en604667,DigiKey Link,http://digikey.com/product-detail/en/microchip-technology/24CW640T-I-ST/24CW640T-I-STCT-ND/8594991,"","","","","","","","",IC EEPROM 64K I2C 1MHZ 8TSSOP,"",footprints/Leaded - SOP/PCB - LEADED - SOP - MICROCHIP TSSOP-8 ST.PCBLIB,"","",MICROCHIP TSSOP-8 ST,"","","2020-09-02 01:23:07.220000",Active,Microchip Technology,"24CW640T-I/ST",EEPROM,I²C,"64Kb (8K x 8)",Non-Volatile,"1",Surface Mount,-40°C ~ 85°C (TA),"8-TSSOP (0.173, 4.40mm Width)",TapeAndReel,"1320",Active,"0.31","24CW",DigiKey,"24CW640T-I/STCT-ND","","","","","","","","","","","8-TSSOP",symbols/Memory/SCH - MEMORY - MICROCHIP EEPROM I2C 8PIN.SCHLIB,MICROCHIP EEPROM I2C 8PIN,EEPROM,"","","1.6V ~ 5.5V","5ms"
"900ns","400kHz",=Part Number,Datasheet,http://www.microchip.com/mymicrochip/filehandler.aspx?ddocname=en534333,DigiKey Link,http://digikey.com/product-detail/en/microchip-technology/34AA02T-E-ST/34AA02T-E-STCT-ND/8345667,"","","","","","","","",IC EEPROM 2K I2C 400KHZ 8TSSOP,"",footprints/Leaded - SOP/PCB - LEADED - SOP - MICROCHIP TSSOP-8 ST.PCBLIB,"","",MICROCHIP TSSOP-8 ST,"","","2020-09-02 01:23:07.223000",Active,Microchip Technology,"34AA02T-E/ST",EEPROM,I²C,"2Kb (256 x 8)",Non-Volatile,"1",Surface Mount,-40°C ~ 125°C (TA),"8-TSSOP (0.173, 4.40mm Width)",TapeAndReel,"1321",Active,"0.30",-,DigiKey,"34AA02T-E/STCT-ND","","","","","","","","","","","8-TSSOP",symbols/Memory/SCH - MEMORY - MICROCHIP EEPROM I2C 8PIN.SCHLIB,MICROCHIP EEPROM I2C 8PIN,EEPROM,"","","1.7V ~ 5.5V","5ms"
"900ns","400kHz",=Part Number,Datasheet,http://www.microchip.com/mymicrochip/filehandler.aspx?ddocname=en011855,DigiKey Link,http://digikey.com/product-detail/en/microchip-technology/24LC16BT-I-ST/24LC16BT-I-STCT-ND/4166513,"","","","","","","","",IC EEPROM 16KB I2C 400KHZ 8TSSOP,"",footprints/Leaded - SOP/PCB - LEADED - SOP - MICROCHIP TSSOP-8 ST.PCBLIB,"","",MICROCHIP TSSOP-8 ST,"","","2020-09-02 01:23:07.240000",Active,Microchip Technology,"24LC16BT-I/ST",EEPROM,I²C,"16Kb (2K x 8)",Non-Volatile,"1",Surface Mount,-40°C ~ 85°C (TA),"8-TSSOP (0.173, 4.40mm Width)",TapeAndReel,"1322",Active,"0.30",-,DigiKey,"24LC16BT-I/STCT-ND","","","","","","","","","","","8-TSSOP",symbols/Memory/SCH - MEMORY - MICROCHIP EEPROM I2C 8PIN.SCHLIB,MICROCHIP EEPROM I2C 8PIN,EEPROM,"","","2.5V ~ 5.5V","5ms"
"900ns","400kHz",=Part Number,Datasheet,http://www.microchip.com/mymicrochip/filehandler.aspx?ddocname=en538685,DigiKey Link,http://digikey.com/product-detail/en/microchip-technology/24LC16BHT-I-ST/24LC16BHT-I-STCT-ND/9923585,"","","","","","","","",IC EEPROM 16K I2C 400KHZ 8TSSOP,"",footprints/Leaded - SOP/PCB - LEADED - SOP - MICROCHIP TSSOP-8 ST.PCBLIB,"","",MICROCHIP TSSOP-8 ST,"","","2020-09-02 01:23:07.243000",Active,Microchip Technology,"24LC16BHT-I/ST",EEPROM,I²C,"16Kb (2K x 8)",Non-Volatile,"1",Surface Mount,-40°C ~ 85°C (TA),"8-TSSOP (0.173, 4.40mm Width)",TapeAndReel,"1323",Active,"0.30",-,DigiKey,"24LC16BHT-I/STCT-ND","","","","","","","","","","","8-TSSOP",symbols/Memory/SCH - MEMORY - MICROCHIP EEPROM I2C 8PIN.SCHLIB,MICROCHIP EEPROM I2C 8PIN,EEPROM,"","","2.5V ~ 5.5V","5ms"
"550ns","1MHz",=Part Number,Datasheet,http://www.microchip.com/mymicrochip/filehandler.aspx?ddocname=en589507,DigiKey Link,http://digikey.com/product-detail/en/microchip-technology/AT24C64D-XHM-T/AT24C64D-XHM-TCT-ND/3179097,"","","","","","","","",IC EEPROM 64K I2C 1MHZ 8TSSOP,"",footprints/Leaded - SOP/PCB - LEADED - SOP - MICROCHIP TSSOP-8 ST.PCBLIB,"","",MICROCHIP TSSOP-8 ST,"","","2020-09-02 01:23:07.247000",Active,Microchip Technology,AT24C64D-XHM-T,EEPROM,I²C,"64Kb (8K x 8)",Non-Volatile,"1",Surface Mount,-40°C ~ 85°C (TA),"8-TSSOP (0.173, 4.40mm Width)",TapeAndReel,"1324",Active,"0.30",-,DigiKey,AT24C64D-XHM-TCT-ND,"","","","","","","","","","","8-TSSOP",symbols/Memory/SCH - MEMORY - MICROCHIP EEPROM I2C 8PIN.SCHLIB,MICROCHIP EEPROM I2C 8PIN,EEPROM,"","","1.7V ~ 5.5V","5ms"
"","2MHz",=Part Number,Datasheet,http://www.st.com/content/ccc/resource/technical/document/datasheet/66/87/db/5b/d6/38/46/1d/DM00087091.pdf/files/DM00087091.pdf/jcr:content/translations/en.DM00087091.pdf,DigiKey Link,http://digikey.com/product-detail/en/stmicroelectronics/M93C86-RMN3TP-K/497-M93C86-RMN3TP-KCT-ND/4729147,"","","","","","","","",IC EEPROM 16K SPI 2MHZ 8SO,"8-SOIC (0.154, 3.90mm Width)",footprints/Leaded - SOIC/PCB - LEADED - SOIC - ST SOIC-8N.PCBLIB,"","",ST SOIC-8N,"","","2020-09-02 01:30:25.773000",Active,STMicroelectronics,M93C86-RMN3TP/K,EEPROM,SPI,"16Kb (2K x 8, 1K x 16)",Non-Volatile,"1",Surface Mount,-40°C ~ 125°C (TA),"8-SOIC (0.154, 3.90mm Width)",TapeAndReel,"1325",Active,"0.30","Automotive, AEC-Q100",DigiKey,"497-M93C86-RMN3TP/KCT-ND","","","","","","","","","","","8-SO",symbols/Memory/SCH - MEMORY - ST EEPROM SPI 8PIN.SCHLIB,ST EEPROM SPI 8PIN,EEPROM,"","","1.8V ~ 5.5V","5ms"
"","20MHz",=Part Number,Datasheet,http://www.st.com/content/ccc/resource/technical/document/datasheet/group3/c4/02/06/6a/da/80/4a/c5/DM00159868/files/DM00159868.pdf/jcr:content/translations/en.DM00159868.pdf,DigiKey Link,http://digikey.com/product-detail/en/stmicroelectronics/M95320-DRMN8TP-K/497-M95320-DRMN8TP-KCT-ND/5476787,"","","","","","","","",IC EEPROM 32K SPI 20MHZ 8SO,"8-SOIC (0.154, 3.90mm Width)",footprints/Leaded - SOIC/PCB - LEADED - SOIC - ST SOIC-8N.PCBLIB,"","",ST SOIC-8N,"","","2020-09-02 01:30:25.797000",Active,STMicroelectronics,M95320-DRMN8TP/K,EEPROM,SPI,"32Kb (4K x 8)",Non-Volatile,"1",Surface Mount,-40°C ~ 105°C (TA),"8-SOIC (0.154, 3.90mm Width)",TapeAndReel,"1326",Active,"0.27","Automotive, AEC-Q100",DigiKey,"497-M95320-DRMN8TP/KCT-ND","","","","","","","","","","","8-SO",symbols/Memory/SCH - MEMORY - ST EEPROM SPI 8PIN.SCHLIB,ST EEPROM SPI 8PIN,EEPROM,"","","1.8V ~ 5.5V","4ms"
"","",=Part Number,Datasheet,https://www.st.com/resource/en/datasheet/m95m04-dr.pdf,DigiKey Link,http://digikey.com/product-detail/en/stmicroelectronics/M95M04-DRMN6TP/497-M95M04-DRMN6TPCT-ND/11482721,"","","","","","","","",STANDARD SERIAL EEPROM,"8-SOIC (0.154, 3.90mm Width)",footprints/Leaded - SOIC/PCB - LEADED - SOIC - ST SOIC-8N.PCBLIB,"","",ST SOIC-8N,"","","2020-09-02 01:30:25.810000",Active,STMicroelectronics,M95M04-DRMN6TP,"","","","","1","","","",Unknown,"1327",Active,"1.65",-,DigiKey,"497-M95M04-DRMN6TPCT-ND","","","","","","","","","","","",symbols/Memory/SCH - MEMORY - ST EEPROM SPI 8PIN.SCHLIB,ST EEPROM SPI 8PIN,"","","","",""
"","16MHz",=Part Number,Datasheet,http://www.st.com/content/ccc/resource/technical/document/datasheet/ad/ab/88/6c/dc/4b/4c/28/CD00152481.pdf/files/CD00152481.pdf/jcr:content/translations/en.CD00152481.pdf,DigiKey Link,http://digikey.com/product-detail/en/stmicroelectronics/M95M01-RMN6P/497-8616-5-ND/1852323,"","","","","","","","",IC EEPROM 1M SPI 16MHZ 8SO,"",footprints/Leaded - SOIC/PCB - LEADED - SOIC - ST SOIC-8N.PCBLIB,"","",ST SOIC-8N,"","","2020-09-02 01:30:25.827000",Active,STMicroelectronics,M95M01-RMN6P,EEPROM,SPI,"1Mb (128K x 8)",Non-Volatile,"1",Surface Mount,-40°C ~ 85°C (TA),"8-SOIC (0.154, 3.90mm Width)",Tube,"1328",Active,"1.68",-,DigiKey,"497-8616-5-ND","","","","","","","","","","","8-SO",symbols/Memory/SCH - MEMORY - ST EEPROM SPI 8PIN.SCHLIB,ST EEPROM SPI 8PIN,EEPROM,"","","1.8V ~ 5.5V","5ms"
"","20MHz",=Part Number,Datasheet,http://www.st.com/content/ccc/resource/technical/document/datasheet/3a/99/8b/79/f9/0f/4b/ff/DM00053030.pdf/files/DM00053030.pdf/jcr:content/translations/en.DM00053030.pdf,DigiKey Link,http://digikey.com/product-detail/en/stmicroelectronics/M95128-DRMN3TP-K/497-14447-1-ND/4729155,"","","","","","","","",IC EEPROM 128K SPI 20MHZ 8SO,"",footprints/Leaded - SOIC/PCB - LEADED - SOIC - ST SOIC-8N.PCBLIB,"","",ST SOIC-8N,"","","2020-09-02 01:30:25.847000",Active,STMicroelectronics,M95128-DRMN3TP/K,EEPROM,SPI,"128Kb (16K x 8)",Non-Volatile,"1",Surface Mount,-40°C ~ 125°C (TA),"8-SOIC (0.154, 3.90mm Width)",TapeAndReel,"1329",Active,"0.53","Automotive, AEC-Q100",DigiKey,"497-14447-1-ND","","","","","","","","","","","8-SO",symbols/Memory/SCH - MEMORY - ST EEPROM SPI 8PIN.SCHLIB,ST EEPROM SPI 8PIN,EEPROM,"","","1.8V ~ 5.5V","4ms"
"","16MHz",=Part Number,Datasheet,http://www.st.com/content/ccc/resource/technical/document/datasheet/4b/43/d3/44/28/d8/43/99/CD00048102.pdf/files/CD00048102.pdf/jcr:content/translations/en.CD00048102.pdf,DigiKey Link,http://digikey.com/product-detail/en/stmicroelectronics/M95512-WMN6TP/497-8697-1-ND/2038741,"","","","","","","","",IC EEPROM 512K SPI 16MHZ 8SO,"",footprints/Leaded - SOIC/PCB - LEADED - SOIC - ST SOIC-8N.PCBLIB,"","",ST SOIC-8N,"","","2020-09-02 01:30:25.860000",Active,STMicroelectronics,M95512-WMN6TP,EEPROM,SPI,"512Kb (64K x 8)",Non-Volatile,"1",Surface Mount,-40°C ~ 85°C (TA),"8-SOIC (0.154, 3.90mm Width)",TapeAndReel,"1330",Active,"0.43",-,DigiKey,"497-8697-1-ND","","","","","","","","","","","8-SO",symbols/Memory/SCH - MEMORY - ST EEPROM SPI 8PIN.SCHLIB,ST EEPROM SPI 8PIN,EEPROM,"","","2.5V ~ 5.5V","5ms"
"","20MHz",=Part Number,Datasheet,http://www.st.com/content/ccc/resource/technical/document/datasheet/1a/c4/41/c3/39/55/48/fa/DM00043979.pdf/files/DM00043979.pdf/jcr:content/translations/en.DM00043979.pdf,DigiKey Link,http://digikey.com/product-detail/en/stmicroelectronics/M95640-DRMN3TP-K/497-14461-1-ND/4729169,"","","","","","","","",IC EEPROM 64K SPI 20MHZ 8SO,"",footprints/Leaded - SOIC/PCB - LEADED - SOIC - ST SOIC-8N.PCBLIB,"","",ST SOIC-8N,"","","2020-09-02 01:30:25.877000",Active,STMicroelectronics,M95640-DRMN3TP/K,EEPROM,SPI,"64Kb (8K x 8)",Non-Volatile,"1",Surface Mount,-40°C ~ 125°C (TA),"8-SOIC (0.154, 3.90mm Width)",TapeAndReel,"1331",Active,"0.48","Automotive, AEC-Q100",DigiKey,"497-14461-1-ND","","","","","","","","","","","8-SO",symbols/Memory/SCH - MEMORY - ST EEPROM SPI 8PIN.SCHLIB,ST EEPROM SPI 8PIN,EEPROM,"","","1.8V ~ 5.5V","4ms"
"","20MHz",=Part Number,Datasheet,http://www.st.com/content/ccc/resource/technical/document/datasheet/fd/d6/69/3a/b3/a6/49/70/DM00159863.pdf/files/DM00159863.pdf/jcr:content/translations/en.DM00159863.pdf,DigiKey Link,http://digikey.com/product-detail/en/stmicroelectronics/M95128-DRMN8TP-K/497-16052-1-ND/5476780,"","","","","","","","",IC EEPROM 128K SPI 20MHZ 8SO,"",footprints/Leaded - SOIC/PCB - LEADED - SOIC - ST SOIC-8N.PCBLIB,"","",ST SOIC-8N,"","","2020-09-02 01:30:25.890000",Active,STMicroelectronics,M95128-DRMN8TP/K,EEPROM,SPI,"128Kb (16K x 8)",Non-Volatile,"1",Surface Mount,-40°C ~ 105°C (TA),"8-SOIC (0.154, 3.90mm Width)",TapeAndReel,"1332",Active,"0.43","Automotive, AEC-Q100",DigiKey,"497-16052-1-ND","","","","","","","","","","","8-SO",symbols/Memory/SCH - MEMORY - ST EEPROM SPI 8PIN.SCHLIB,ST EEPROM SPI 8PIN,EEPROM,"","","1.8V ~ 5.5V","4ms"
"","20MHz",=Part Number,Datasheet,http://www.st.com/content/ccc/resource/technical/document/datasheet/d4/27/d7/31/c2/97/4f/45/CD00001399.pdf/files/CD00001399.pdf/jcr:content/translations/en.CD00001399.pdf,DigiKey Link,http://digikey.com/product-detail/en/stmicroelectronics/M95320-RMN6TP/497-15178-1-ND/5126356,"","","","","","","","",IC EEPROM 32K SPI 20MHZ 8SO,"",footprints/Leaded - SOIC/PCB - LEADED - SOIC - ST SOIC-8N.PCBLIB,"","",ST SOIC-8N,"","","2020-09-02 01:30:25.897000",Active,STMicroelectronics,M95320-RMN6TP,EEPROM,SPI,"32Kb (4K x 8)",Non-Volatile,"1",Surface Mount,-40°C ~ 85°C (TA),"8-SOIC (0.154, 3.90mm Width)",TapeAndReel,"1333",Active,"0.20",-,DigiKey,"497-15178-1-ND","","","","","","","","","","","8-SO",symbols/Memory/SCH - MEMORY - ST EEPROM SPI 8PIN.SCHLIB,ST EEPROM SPI 8PIN,EEPROM,"","","1.8V ~ 5.5V","5ms"
"","20MHz",=Part Number,Datasheet,http://www.st.com/content/ccc/resource/technical/document/datasheet/d4/27/d7/31/c2/97/4f/45/CD00001399.pdf/files/CD00001399.pdf/jcr:content/translations/en.CD00001399.pdf,DigiKey Link,http://digikey.com/product-detail/en/stmicroelectronics/M95320-WMN6TP/497-8694-1-ND/2038738,"","","","","","","","",IC EEPROM 32K SPI 20MHZ 8SO,"",footprints/Leaded - SOIC/PCB - LEADED - SOIC - ST SOIC-8N.PCBLIB,"","",ST SOIC-8N,"","","2020-09-02 01:30:25.907000",Active,STMicroelectronics,M95320-WMN6TP,EEPROM,SPI,"32Kb (4K x 8)",Non-Volatile,"1",Surface Mount,-40°C ~ 85°C (TA),"8-SOIC (0.154, 3.90mm Width)",TapeAndReel,"1334",Active,"0.20",-,DigiKey,"497-8694-1-ND","","","","","","","","","","","8-SO",symbols/Memory/SCH - MEMORY - ST EEPROM SPI 8PIN.SCHLIB,ST EEPROM SPI 8PIN,EEPROM,"","","2.5V ~ 5.5V","5ms"
"","20MHz",=Part Number,Datasheet,http://www.st.com/content/ccc/resource/technical/document/datasheet/cc/12/59/af/45/f3/4d/11/CD00001755.pdf/files/CD00001755.pdf/jcr:content/translations/en.CD00001755.pdf,DigiKey Link,http://digikey.com/product-detail/en/stmicroelectronics/M95040-DFMN6TP/497-15766-1-ND/5283330,"","","","","","","","",IC EEPROM 4K SPI 20MHZ 8SO,"",footprints/Leaded - SOIC/PCB - LEADED - SOIC - ST SOIC-8N.PCBLIB,"","",ST SOIC-8N,"","","2020-09-02 01:30:25.917000",Active,STMicroelectronics,M95040-DFMN6TP,EEPROM,SPI,"4Kb (512 x 8)",Non-Volatile,"1",Surface Mount,-40°C ~ 85°C (TA),"8-SOIC (0.154, 3.90mm Width)",TapeAndReel,"1335",Active,"0.16",-,DigiKey,"497-15766-1-ND","","","","","","","","","","","8-SO",symbols/Memory/SCH - MEMORY - ST EEPROM SPI 8PIN.SCHLIB,ST EEPROM SPI 8PIN,EEPROM,"","","1.7V ~ 5.5V","5ms"
"","20MHz",=Part Number,Datasheet,http://www.st.com/content/ccc/resource/technical/document/datasheet/cc/12/59/af/45/f3/4d/11/CD00001755.pdf/files/CD00001755.pdf/jcr:content/translations/en.CD00001755.pdf,DigiKey Link,http://digikey.com/product-detail/en/stmicroelectronics/M95040-RMN6TP/497-8678-1-ND/2038722,"","","","","","","","",IC EEPROM 4K SPI 20MHZ 8SO,"",footprints/Leaded - SOIC/PCB - LEADED - SOIC - ST SOIC-8N.PCBLIB,"","",ST SOIC-8N,"","","2020-09-02 01:30:25.937000",Active,STMicroelectronics,M95040-RMN6TP,EEPROM,SPI,"4Kb (512 x 8)",Non-Volatile,"1",Surface Mount,-40°C ~ 85°C (TA),"8-SOIC (0.154, 3.90mm Width)",TapeAndReel,"1336",Active,"0.16",-,DigiKey,"497-8678-1-ND","","","","","","","","","","","8-SO",symbols/Memory/SCH - MEMORY - ST EEPROM SPI 8PIN.SCHLIB,ST EEPROM SPI 8PIN,EEPROM,"","","1.8V ~ 5.5V","5ms"
"","1MHz",=Part Number,Datasheet,https://www.st.com/resource/en/datasheet/m93c46-w.pdf,DigiKey Link,http://digikey.com/product-detail/en/stmicroelectronics/M93C56-RMN6TP/497-8656-1-ND/2038700,"","","","","","","","",IC EEPROM 2K SPI 1MHZ 8SO,"",footprints/Leaded - SOIC/PCB - LEADED - SOIC - ST SOIC-8N.PCBLIB,"","",ST SOIC-8N,"","","2020-09-02 01:30:25.947000",Active,STMicroelectronics,M93C56-RMN6TP,EEPROM,SPI,"2Kb (256 x 8, 128 x 16)",Non-Volatile,"1",Surface Mount,-40°C ~ 85°C (TA),"8-SOIC (0.154, 3.90mm Width)",TapeAndReel,"1337",Active,"0.11",-,DigiKey,"497-8656-1-ND","","","","","","","","","","","8-SO",symbols/Memory/SCH - MEMORY - ST EEPROM SPI 8PIN.SCHLIB,ST EEPROM SPI 8PIN,EEPROM,"","","1.8V ~ 5.5V","5ms"
"","2MHz",=Part Number,Datasheet,https://www.st.com/resource/en/datasheet/m93c46-w.pdf,DigiKey Link,http://digikey.com/product-detail/en/stmicroelectronics/M93C46-WMN6TP/497-5090-1-ND/1115160,"","","","","","","","",IC EEPROM 1K SPI 2MHZ 8SO,"",footprints/Leaded - SOIC/PCB - LEADED - SOIC - ST SOIC-8N.PCBLIB,"","",ST SOIC-8N,"","","2020-09-02 01:30:25.960000",Active,STMicroelectronics,M93C46-WMN6TP,EEPROM,SPI,"1Kb (128 x 8, 64 x 16)",Non-Volatile,"1",Surface Mount,-40°C ~ 85°C (TA),"8-SOIC (0.154, 3.90mm Width)",TapeAndReel,"1338",Active,"0.10",-,DigiKey,"497-5090-1-ND","","","","","","","","","","","8-SO",symbols/Memory/SCH - MEMORY - ST EEPROM SPI 8PIN.SCHLIB,ST EEPROM SPI 8PIN,EEPROM,"","","2.5V ~ 5.5V","5ms"
"","2MHz",=Part Number,Datasheet,http://www.st.com/content/ccc/resource/technical/document/datasheet/66/40/55/b5/e0/56/46/09/CD00001175.pdf/files/CD00001175.pdf/jcr:content/translations/en.CD00001175.pdf,DigiKey Link,http://digikey.com/product-detail/en/stmicroelectronics/M93S46-WMN6P/497-8596-5-ND/1664150,"","","","","","","","",IC EEPROM 1K SPI 2MHZ 8SO,"",footprints/Leaded - SOIC/PCB - LEADED - SOIC - ST SOIC-8N.PCBLIB,"","",ST SOIC-8N,"","","2020-09-02 01:30:25.970000",Active,STMicroelectronics,M93S46-WMN6P,EEPROM,SPI,"1Kb (64 x 16)",Non-Volatile,"1",Surface Mount,-40°C ~ 85°C (TA),"8-SOIC (0.154, 3.90mm Width)",Tube,"1339",Active,"0.37",-,DigiKey,"497-8596-5-ND","","","","","","","","","","","8-SO",symbols/Memory/SCH - MEMORY - ST EEPROM SPI 8PIN.SCHLIB,ST EEPROM SPI 8PIN,EEPROM,"","","2.5V ~ 5.5V","5ms"
"","20MHz",=Part Number,Datasheet,http://www.st.com/content/ccc/resource/technical/document/datasheet/d4/27/d7/31/c2/97/4f/45/CD00001399.pdf/files/CD00001399.pdf/jcr:content/translations/en.CD00001399.pdf,DigiKey Link,http://digikey.com/product-detail/en/stmicroelectronics/M95320-WMN6P/497-8611-5-ND/1664199,"","","","","","","","",IC EEPROM 32K SPI 20MHZ 8SO,"",footprints/Leaded - SOIC/PCB - LEADED - SOIC - ST SOIC-8N.PCBLIB,"","",ST SOIC-8N,"","","2020-09-02 01:30:25.980000",Active,STMicroelectronics,M95320-WMN6P,EEPROM,SPI,"32Kb (4K x 8)",Non-Volatile,"1",Surface Mount,-40°C ~ 85°C (TA),"8-SOIC (0.154, 3.90mm Width)",Tube,"1340",Active,"0.28",-,DigiKey,"497-8611-5-ND","","","","","","","","","","","8-SO",symbols/Memory/SCH - MEMORY - ST EEPROM SPI 8PIN.SCHLIB,ST EEPROM SPI 8PIN,EEPROM,"","","2.5V ~ 5.5V","5ms"
"","10MHz",=Part Number,Datasheet,http://www.st.com/content/ccc/resource/technical/document/datasheet/d4/5d/8e/0a/e0/c6/4a/c2/DM00043980.pdf/files/DM00043980.pdf/jcr:content/translations/en.DM00043980.pdf,DigiKey Link,http://digikey.com/product-detail/en/stmicroelectronics/M95160-WMN6P/497-8609-5-ND/1852320,"","","","","","","","",IC EEPROM 16K SPI 10MHZ 8SO,"",footprints/Leaded - SOIC/PCB - LEADED - SOIC - ST SOIC-8N.PCBLIB,"","",ST SOIC-8N,"","","2020-09-02 01:30:25.990000",Active,STMicroelectronics,M95160-WMN6P,EEPROM,SPI,"16Kb (2K x 8)",Non-Volatile,"1",Surface Mount,-40°C ~ 85°C (TA),"8-SOIC (0.154, 3.90mm Width)",Tube,"1341",Active,"0.26",-,DigiKey,"497-8609-5-ND","","","","","","","","","","","8-SO",symbols/Memory/SCH - MEMORY - ST EEPROM SPI 8PIN.SCHLIB,ST EEPROM SPI 8PIN,EEPROM,"","","2.5V ~ 5.5V","5ms"
