"Applications","Capacitance","Comment","ComponentLink1Description","ComponentLink1URL","ComponentLink2Description","ComponentLink2URL","ComponentLink3Description","ComponentLink3URL","ComponentLink4Description","ComponentLink4URL","ComponentLink5Description","ComponentLink5URL","ComponentLink6Description","ComponentLink6URL","Description","Device Package","ESR (Equivalent Series Resistance)","Footprint Path","Footprint Path 2","Footprint Path 3","Footprint Ref","Footprint Ref 2","Footprint Ref 3","Height - Seated (Max)","Impedance","LastUpdated","Lead Spacing","Lifecycle Status","Lifetime @ Temp","Manufacturer","Part Number","Minimum Order","Mounting Type","Operating Temperature","Package / Case","Packaging","PartId","Part Status","Polarization","Price","Ratings","Ripple Current @ High Frequency","Ripple Current @ Low Frequency","Series","Size / Dimension","Supplier 1","Supplier Part Number 1","Supplier 2","Supplier Part Number 2","Supplier 3","Supplier Part Number 3","Supplier 4","Supplier Part Number 4","Supplier 5","Supplier Part Number 5","Supplier 6","Supplier Part Number 6","Surface Mount Land Size","Library Path","Library Ref","Tolerance","Type","Value","Voltage - Rated"
Automotive,"10uF",=Value,Datasheet,https://industrial.panasonic.com/cdbs/www-data/pdf/RDE0000/ABA0000C1148.pdf,DigiKey Link,http://digikey.com/product-detail/en/panasonic-electronic-components/EEE-HA1C100AR/PCE4654CT-ND/1718077,"","","","","","","","",CAP ALUM 10UF 20% 16V SMD,"Radial, Can - SMD","",footprints/Capacitor - Aluminium/PCB - CAPACITOR - ALUMINIUM - CAP ALSMD POLY 4.3MM H5.5MM.PCBLIB,"","",CAP ALSMD POLY 4.3MM H5.5MM,"","","0.213 (5.40mm)","","2020-09-02 01:23:45.583000","",Active,"1000 Hrs @ 105°C",Panasonic Electronic Components,EEE-HA1C100AR,"1",Surface Mount,-40°C ~ 105°C,"Radial, Can - SMD",TapeAndReel,"7054",Active,Polar,"0.08",AEC-Q200,"47.6mA @ 10kHz","28mA @ 120Hz",HA,"0.157 Dia (4.00mm)",DigiKey,PCE4654CT-ND,"","","","","","","","","","","0.169 L x 0.169 W (4.30mm x 4.30mm)",,"capacitors\Capacitor_AL,capacitors\Capacitor_p",±20%,"","10uF","16V"
Automotive,"4.7uF",=Value,Datasheet,https://industrial.panasonic.com/cdbs/www-data/pdf/RDE0000/ABA0000C1148.pdf,DigiKey Link,http://digikey.com/product-detail/en/panasonic-electronic-components/EEE-HA1E4R7AR/PCE4667CT-ND/1718090,"","","","","","","","",CAP ALUM 4.7UF 20% 25V SMD,"Radial, Can - SMD","",footprints/Capacitor - Aluminium/PCB - CAPACITOR - ALUMINIUM - CAP ALSMD POLY 4.3MM H5.5MM.PCBLIB,"","",CAP ALSMD POLY 4.3MM H5.5MM,"","","0.213 (5.40mm)","","2020-09-02 01:23:45.580000","",Active,"1000 Hrs @ 105°C",Panasonic Electronic Components,EEE-HA1E4R7AR,"1",Surface Mount,-40°C ~ 105°C,"Radial, Can - SMD",TapeAndReel,"7055",Active,Polar,"0.08",AEC-Q200,"37.4mA @ 10kHz","22mA @ 120Hz",HA,"0.157 Dia (4.00mm)",DigiKey,PCE4667CT-ND,"","","","","","","","","","","0.169 L x 0.169 W (4.30mm x 4.30mm)",,"capacitors\Capacitor_AL,capacitors\Capacitor_p",±20%,"","4.7uF","25V"
Automotive,"1uF",=Value,Datasheet,https://industrial.panasonic.com/cdbs/www-data/pdf/RDE0000/ABA0000C1148.pdf,DigiKey Link,http://digikey.com/product-detail/en/panasonic-electronic-components/EEE-HA1H1R0AR/PCE4670CT-ND/1718093,"","","","","","","","",CAP ALUM 1UF 20% 50V SMD,"Radial, Can - SMD","",footprints/Capacitor - Aluminium/PCB - CAPACITOR - ALUMINIUM - CAP ALSMD POLY 4.3MM H5.5MM.PCBLIB,"","",CAP ALSMD POLY 4.3MM H5.5MM,"","","0.213 (5.40mm)","","2020-09-02 01:23:45.557000","",Active,"1000 Hrs @ 105°C",Panasonic Electronic Components,EEE-HA1H1R0AR,"1",Surface Mount,-40°C ~ 105°C,"Radial, Can - SMD",TapeAndReel,"7056",Active,Polar,"0.08",AEC-Q200,"17mA @ 10kHz","10mA @ 120Hz",HA,"0.157 Dia (4.00mm)",DigiKey,PCE4670CT-ND,"","","","","","","","","","","0.169 L x 0.169 W (4.30mm x 4.30mm)",,"capacitors\Capacitor_AL,capacitors\Capacitor_p",±20%,"","1uF","50V"
Automotive,"4.7uF",=Value,Datasheet,https://industrial.panasonic.com/cdbs/www-data/pdf/RDE0000/ABA0000C1148.pdf,DigiKey Link,http://digikey.com/product-detail/en/panasonic-electronic-components/EEE-HA1V4R7AR/PCE4687CT-ND/1718110,"","","","","","","","",CAP ALUM 4.7UF 20% 35V SMD,"Radial, Can - SMD","",footprints/Capacitor - Aluminium/PCB - CAPACITOR - ALUMINIUM - CAP ALSMD POLY 4.3MM H5.5MM.PCBLIB,"","",CAP ALSMD POLY 4.3MM H5.5MM,"","","0.213 (5.40mm)","","2020-09-02 01:23:45.553000","",Active,"1000 Hrs @ 105°C",Panasonic Electronic Components,EEE-HA1V4R7AR,"1",Surface Mount,-40°C ~ 105°C,"Radial, Can - SMD",TapeAndReel,"7057",Active,Polar,"0.08",AEC-Q200,"37.4mA @ 10kHz","22mA @ 120Hz",HA,"0.157 Dia (4.00mm)",DigiKey,PCE4687CT-ND,"","","","","","","","","","","0.169 L x 0.169 W (4.30mm x 4.30mm)",,"capacitors\Capacitor_AL,capacitors\Capacitor_p",±20%,"","4.7uF","35V"
Automotive,"6.8uF",=Value,Datasheet,https://industrial.panasonic.com/cdbs/www-data/pdf/RDE0000/ABA0000C1172.pdf,DigiKey Link,http://digikey.com/product-detail/en/panasonic-electronic-components/EEE-FC1E6R8R/PCE4011CT-ND/817473,"","","","","","","","",CAP ALUM 6.8UF 20% 25V SMD,"Radial, Can - SMD","",footprints/Capacitor - Aluminium/PCB - CAPACITOR - ALUMINIUM - CAP ALSMD POLY 4.3MM H5.5MM.PCBLIB,"","",CAP ALSMD POLY 4.3MM H5.5MM,"","","0.213 (5.40mm)","3 Ohms","2020-09-02 01:23:45.550000","",Active,"1000 Hrs @ 105°C",Panasonic Electronic Components,EEE-FC1E6R8R,"1",Surface Mount,-40°C ~ 105°C,"Radial, Can - SMD",TapeAndReel,"7058",Active,Polar,"0.08",AEC-Q200,"60mA @ 100kHz","45mA @ 120Hz",FC,"0.157 Dia (4.00mm)",DigiKey,PCE4011CT-ND,"","","","","","","","","","","0.169 L x 0.169 W (4.30mm x 4.30mm)",,"capacitors\Capacitor_AL,capacitors\Capacitor_p",±20%,"","6.8uF","25V"
Automotive,"3.3uF",=Value,Datasheet,https://industrial.panasonic.com/cdbs/www-data/pdf/RDE0000/ABA0000C1172.pdf,DigiKey Link,http://digikey.com/product-detail/en/panasonic-electronic-components/EEE-FC1V3R3R/PCE4030CT-ND/817492,"","","","","","","","",CAP ALUM 3.3UF 20% 35V SMD,"Radial, Can - SMD","",footprints/Capacitor - Aluminium/PCB - CAPACITOR - ALUMINIUM - CAP ALSMD POLY 4.3MM H5.5MM.PCBLIB,"","",CAP ALSMD POLY 4.3MM H5.5MM,"","","0.213 (5.40mm)","3 Ohms","2020-09-02 01:23:45.543000","",Active,"1000 Hrs @ 105°C",Panasonic Electronic Components,EEE-FC1V3R3R,"1",Surface Mount,-40°C ~ 105°C,"Radial, Can - SMD",TapeAndReel,"7059",Active,Polar,"0.07",AEC-Q200,"60mA @ 100kHz","45mA @ 120Hz",FC,"0.157 Dia (4.00mm)",DigiKey,PCE4030CT-ND,"","","","","","","","","","","0.169 L x 0.169 W (4.30mm x 4.30mm)",,"capacitors\Capacitor_AL,capacitors\Capacitor_p",±20%,"","3.3uF","35V"
Automotive,"33uF",=Value,Datasheet,https://industrial.panasonic.com/cdbs/www-data/pdf/RDE0000/ABA0000C1151.pdf,DigiKey Link,http://digikey.com/product-detail/en/panasonic-electronic-components/EEE-HA1A330WR/PCE4175CT-ND/814248,"","","","","","","","",CAP ALUM 33UF 20% 10V SMD,"Radial, Can - SMD","",footprints/Capacitor - Aluminium/PCB - CAPACITOR - ALUMINIUM - CAP ALSMD POLY 4.3MM H5.5MM.PCBLIB,"","",CAP ALSMD POLY 4.3MM H5.5MM,"","","0.213 (5.40mm)","","2020-09-02 01:23:45.540000","",Active,"1000 Hrs @ 105°C",Panasonic Electronic Components,EEE-HA1A330WR,"1",Surface Mount,-40°C ~ 105°C,"Radial, Can - SMD",TapeAndReel,"7060",Active,Polar,"0.08",AEC-Q200,"49.3mA @ 10kHz","29mA @ 120Hz",HA,"0.157 Dia (4.00mm)",DigiKey,PCE4175CT-ND,"","","","","","","","","","","0.169 L x 0.169 W (4.30mm x 4.30mm)",,"capacitors\Capacitor_AL,capacitors\Capacitor_p",±20%,"","33uF","10V"
Automotive,"33uF",=Value,Datasheet,https://industrial.panasonic.com/cdbs/www-data/pdf/RDE0000/ABA0000C1151.pdf,DigiKey Link,http://digikey.com/product-detail/en/panasonic-electronic-components/EEE-HA0J330WR/PCE4162CT-ND/814235,"","","","","","","","",CAP ALUM 33UF 20% 6.3V SMD,"Radial, Can - SMD","",footprints/Capacitor - Aluminium/PCB - CAPACITOR - ALUMINIUM - CAP ALSMD POLY 4.3MM H5.5MM.PCBLIB,"","",CAP ALSMD POLY 4.3MM H5.5MM,"","","0.213 (5.40mm)","","2020-09-02 01:23:45.537000","",Active,"1000 Hrs @ 105°C",Panasonic Electronic Components,EEE-HA0J330WR,"1",Surface Mount,-40°C ~ 105°C,"Radial, Can - SMD",TapeAndReel,"7061",Active,Polar,"0.08",AEC-Q200,"49.3mA @ 10kHz","29mA @ 120Hz",HA,"0.157 Dia (4.00mm)",DigiKey,PCE4162CT-ND,"","","","","","","","","","","0.169 L x 0.169 W (4.30mm x 4.30mm)",,"capacitors\Capacitor_AL,capacitors\Capacitor_p",±20%,"","33uF","6.3V"
General Purpose,"10uF",=Value,Datasheet,http://www.chemi-con.co.jp/cgi-bin/CAT_DB/SEARCH/cat_db_al.cgi?e=e&j=p&pdfname=mvy,DigiKey Link,http://digikey.com/product-detail/en/united-chemi-con/EMVY160ADA100MD55G/565-2442-1-ND/757603,"","","","","","","","",CAP ALUM 10UF 20% 16V SMD,"Radial, Can - SMD","",footprints/Capacitor - Aluminium/PCB - CAPACITOR - ALUMINIUM - CAP ALSMD POLY 4.3MM H5.5MM.PCBLIB,"","",CAP ALSMD POLY 4.3MM H5.5MM,"","","0.205 (5.20mm)","3 Ohms","2020-09-02 01:23:45.497000","",Active,"1000 Hrs @ 105°C",United Chemi-Con,EMVY160ADA100MD55G,"1",Surface Mount,-55°C ~ 105°C,"Radial, Can - SMD",TapeAndReel,"7062",Active,Polar,"0.08","","60mA @ 100kHz","24mA @ 120Hz",Alchip™- MVY,"0.157 Dia (4.00mm)",DigiKey,"565-2442-1-ND","","","","","","","","","","","0.169 L x 0.169 W (4.30mm x 4.30mm)",,"capacitors\Capacitor_AL,capacitors\Capacitor_p",±20%,"","10uF","16V"
Automotive,"2.2uF",=Value,Datasheet,https://industrial.panasonic.com/cdbs/www-data/pdf/RDE0000/ABA0000C1169.pdf,DigiKey Link,http://digikey.com/product-detail/en/panasonic-electronic-components/EEE-FC1V2R2AR/PCE4362CT-ND/1142022,"","","","","","","","",CAP ALUM 2.2UF 20% 35V SMD,"Radial, Can - SMD","",footprints/Capacitor - Aluminium/PCB - CAPACITOR - ALUMINIUM - CAP ALSMD POLY 4.3MM H5.5MM.PCBLIB,"","",CAP ALSMD POLY 4.3MM H5.5MM,"","","0.213 (5.40mm)","3 Ohms","2020-09-02 01:23:45.493000","",Active,"1000 Hrs @ 105°C",Panasonic Electronic Components,EEE-FC1V2R2AR,"1",Surface Mount,-40°C ~ 105°C,"Radial, Can - SMD",TapeAndReel,"7063",Active,Polar,"0.08",AEC-Q200,"60mA @ 100kHz","45mA @ 120Hz",FC,"0.157 Dia (4.00mm)",DigiKey,PCE4362CT-ND,"","","","","","","","","","","0.169 L x 0.169 W (4.30mm x 4.30mm)",,"capacitors\Capacitor_AL,capacitors\Capacitor_p",±20%,"","2.2uF","35V"
Automotive,"4.7uF",=Value,Datasheet,https://industrial.panasonic.com/cdbs/www-data/pdf/RDE0000/ABA0000C1169.pdf,DigiKey Link,http://digikey.com/product-detail/en/panasonic-electronic-components/EEE-FC1V4R7AR/PCE4364CT-ND/1142024,"","","","","","","","",CAP ALUM 4.7UF 20% 35V SMD,"Radial, Can - SMD","",footprints/Capacitor - Aluminium/PCB - CAPACITOR - ALUMINIUM - CAP ALSMD POLY 4.3MM H5.5MM.PCBLIB,"","",CAP ALSMD POLY 4.3MM H5.5MM,"","","0.213 (5.40mm)","3 Ohms","2020-09-02 01:23:45.490000","",Active,"1000 Hrs @ 105°C",Panasonic Electronic Components,EEE-FC1V4R7AR,"1",Surface Mount,-40°C ~ 105°C,"Radial, Can - SMD",TapeAndReel,"7064",Active,Polar,"0.08",AEC-Q200,"60mA @ 100kHz","45mA @ 120Hz",FC,"0.157 Dia (4.00mm)",DigiKey,PCE4364CT-ND,"","","","","","","","","","","0.169 L x 0.169 W (4.30mm x 4.30mm)",,"capacitors\Capacitor_AL,capacitors\Capacitor_p",±20%,"","4.7uF","35V"
Automotive,"22uF",=Value,Datasheet,https://industrial.panasonic.com/cdbs/www-data/pdf/RDE0000/ABA0000C1169.pdf,DigiKey Link,http://digikey.com/product-detail/en/panasonic-electronic-components/EEE-FC0J220AR/PCE4329CT-ND/1141989,"","","","","","","","",CAP ALUM 22UF 20% 6.3V SMD,"Radial, Can - SMD","",footprints/Capacitor - Aluminium/PCB - CAPACITOR - ALUMINIUM - CAP ALSMD POLY 4.3MM H5.5MM.PCBLIB,"","",CAP ALSMD POLY 4.3MM H5.5MM,"","","0.213 (5.40mm)","3 Ohms","2020-09-02 01:23:45.477000","",Active,"1000 Hrs @ 105°C",Panasonic Electronic Components,EEE-FC0J220AR,"1",Surface Mount,-40°C ~ 105°C,"Radial, Can - SMD",TapeAndReel,"7065",Active,Polar,"0.08",AEC-Q200,"60mA @ 100kHz","45mA @ 120Hz",FC,"0.157 Dia (4.00mm)",DigiKey,PCE4329CT-ND,"","","","","","","","","","","0.169 L x 0.169 W (4.30mm x 4.30mm)",,"capacitors\Capacitor_AL,capacitors\Capacitor_p",±20%,"","22uF","6.3V"
Automotive,"10uF",=Value,Datasheet,https://industrial.panasonic.com/cdbs/www-data/pdf/RDE0000/ABA0000C1169.pdf,DigiKey Link,http://digikey.com/product-detail/en/panasonic-electronic-components/EEE-FC1C100AR/PCE4343CT-ND/1142003,"","","","","","","","",CAP ALUM 10UF 20% 16V SMD,"Radial, Can - SMD","",footprints/Capacitor - Aluminium/PCB - CAPACITOR - ALUMINIUM - CAP ALSMD POLY 4.3MM H5.5MM.PCBLIB,"","",CAP ALSMD POLY 4.3MM H5.5MM,"","","0.213 (5.40mm)","3 Ohms","2020-09-02 01:23:45.457000","",Active,"1000 Hrs @ 105°C",Panasonic Electronic Components,EEE-FC1C100AR,"1",Surface Mount,-40°C ~ 105°C,"Radial, Can - SMD",TapeAndReel,"7066",Active,Polar,"0.08",AEC-Q200,"60mA @ 100kHz","45mA @ 120Hz",FC,"0.157 Dia (4.00mm)",DigiKey,PCE4343CT-ND,"","","","","","","","","","","0.169 L x 0.169 W (4.30mm x 4.30mm)",,"capacitors\Capacitor_AL,capacitors\Capacitor_p",±20%,"","10uF","16V"
Automotive,"3.3uF",=Value,Datasheet,https://industrial.panasonic.com/cdbs/www-data/pdf/RDE0000/ABA0000C1169.pdf,DigiKey Link,http://digikey.com/product-detail/en/panasonic-electronic-components/EEE-FC1V3R3AR/PCE4363CT-ND/1142023,"","","","","","","","",CAP ALUM 3.3UF 20% 35V SMD,"Radial, Can - SMD","",footprints/Capacitor - Aluminium/PCB - CAPACITOR - ALUMINIUM - CAP ALSMD POLY 4.3MM H5.5MM.PCBLIB,"","",CAP ALSMD POLY 4.3MM H5.5MM,"","","0.213 (5.40mm)","3 Ohms","2020-09-02 01:23:45.453000","",Active,"1000 Hrs @ 105°C",Panasonic Electronic Components,EEE-FC1V3R3AR,"1",Surface Mount,-40°C ~ 105°C,"Radial, Can - SMD",TapeAndReel,"7067",Active,Polar,"0.08",AEC-Q200,"60mA @ 100kHz","45mA @ 120Hz",FC,"0.157 Dia (4.00mm)",DigiKey,PCE4363CT-ND,"","","","","","","","","","","0.169 L x 0.169 W (4.30mm x 4.30mm)",,"capacitors\Capacitor_AL,capacitors\Capacitor_p",±20%,"","3.3uF","35V"
"Automotive, Bypass, Decoupling","2.2uF",=Value,Datasheet,http://www.cde.com/resources/catalogs/AHA.pdf,DigiKey Link,http://digikey.com/product-detail/en/cornell-dubilier-electronics-cde/AHA225M50B12T-F/338-3961-1-ND/5700214,"","","","","","","","",CAP ALUM 2.2UF 20% 50V SMD,"Radial, Can - SMD","90.5Ohm @ 120Hz",footprints/Capacitor - Aluminium/PCB - CAPACITOR - ALUMINIUM - CAP ALSMD POLY 4.3MM H5.5MM.PCBLIB,"","",CAP ALSMD POLY 4.3MM H5.5MM,"","","0.213 (5.40mm)","","2020-09-02 01:23:45.430000","",Active,"1000 Hrs @ 105°C",Cornell Dubilier Electronics (CDE),AHA225M50B12T-F,"1",Surface Mount,-55°C ~ 105°C,"Radial, Can - SMD",TapeAndReel,"7068",Active,Polar,"0.11",AEC-Q200,"27.2mA @ 10kHz","16mA @ 120Hz",AHA,"0.157 Dia (4.00mm)",DigiKey,"338-3961-1-ND","","","","","","","","","","","0.169 L x 0.169 W (4.30mm x 4.30mm)",,"capacitors\Capacitor_AL,capacitors\Capacitor_p",±20%,"","2.2uF","50V"
General Purpose,"6.8uF",=Value,Datasheet,http://nichicon-us.com/english/products/pdfs/e-uwg.pdf,DigiKey Link,http://digikey.com/product-detail/en/nichicon/UWG1E6R8MCL1GB/493-9749-1-ND/3963081,"","","","","","","","",CAP ALUM 6.8UF 20% 25V SMD,"Radial, Can - SMD","",footprints/Capacitor - Aluminium/PCB - CAPACITOR - ALUMINIUM - CAP ALSMD POLY 4.3MM H5.5MM.PCBLIB,"","",CAP ALSMD POLY 4.3MM H5.5MM,"","","0.213 (5.40mm)","3 Ohms","2020-09-02 01:23:45.427000","",Active,"1000 Hrs @ 105°C",Nichicon,UWG1E6R8MCL1GB,"1",Surface Mount,-55°C ~ 105°C,"Radial, Can - SMD",TapeAndReel,"7069",Active,"","0.10","","60mA @ 100kHz","30mA @ 120Hz",UWG,"0.157 Dia (4.00mm)",DigiKey,"493-9749-1-ND","","","","","","","","","","","0.169 L x 0.169 W (4.30mm x 4.30mm)",,"capacitors\Capacitor_AL,capacitors\Capacitor_p",±20%,"","6.8uF","25V"
General Purpose,"22uF",=Value,Datasheet,http://nichicon-us.com/english/products/pdfs/e-uwg.pdf,DigiKey Link,http://digikey.com/product-detail/en/nichicon/UWG0J220MCL1GB/493-9736-1-ND/3963068,"","","","","","","","",CAP ALUM 22UF 20% 6.3V SMD,"Radial, Can - SMD","",footprints/Capacitor - Aluminium/PCB - CAPACITOR - ALUMINIUM - CAP ALSMD POLY 4.3MM H5.5MM.PCBLIB,"","",CAP ALSMD POLY 4.3MM H5.5MM,"","","0.213 (5.40mm)","3 Ohms","2020-09-02 01:23:45.423000","",Active,"1000 Hrs @ 105°C",Nichicon,UWG0J220MCL1GB,"1",Surface Mount,-55°C ~ 105°C,"Radial, Can - SMD",TapeAndReel,"7070",Active,"","0.10","","60mA @ 100kHz","30mA @ 120Hz",UWG,"0.157 Dia (4.00mm)",DigiKey,"493-9736-1-ND","","","","","","","","","","","0.169 L x 0.169 W (4.30mm x 4.30mm)",,"capacitors\Capacitor_AL,capacitors\Capacitor_p",±20%,"","22uF","6.3V"
General Purpose,"3.3uF",=Value,Datasheet,http://nichicon-us.com/english/products/pdfs/e-uwg.pdf,DigiKey Link,http://digikey.com/product-detail/en/nichicon/UWG1V3R3MCL1GB/493-9759-1-ND/3963091,"","","","","","","","",CAP ALUM 3.3UF 20% 35V SMD,"Radial, Can - SMD","",footprints/Capacitor - Aluminium/PCB - CAPACITOR - ALUMINIUM - CAP ALSMD POLY 4.3MM H5.5MM.PCBLIB,"","",CAP ALSMD POLY 4.3MM H5.5MM,"","","0.213 (5.40mm)","3 Ohms","2020-09-02 01:23:45.417000","",Active,"1000 Hrs @ 105°C",Nichicon,UWG1V3R3MCL1GB,"1",Surface Mount,-55°C ~ 105°C,"Radial, Can - SMD",TapeAndReel,"7071",Active,"","0.10","","60mA @ 100kHz","30mA @ 120Hz",UWG,"0.157 Dia (4.00mm)",DigiKey,"493-9759-1-ND","","","","","","","","","","","0.169 L x 0.169 W (4.30mm x 4.30mm)",,"capacitors\Capacitor_AL,capacitors\Capacitor_p",±20%,"","3.3uF","35V"
General Purpose,"3.3uF",=Value,Datasheet,http://nichicon-us.com/english/products/pdfs/e-uwg.pdf,DigiKey Link,http://digikey.com/product-detail/en/nichicon/UWG1H3R3MCL1GB/493-9753-1-ND/3963085,"","","","","","","","",CAP ALUM 3.3UF 20% 50V SMD,"Radial, Can - SMD","",footprints/Capacitor - Aluminium/PCB - CAPACITOR - ALUMINIUM - CAP ALSMD POLY 4.3MM H5.5MM.PCBLIB,"","",CAP ALSMD POLY 4.3MM H5.5MM,"","","0.213 (5.40mm)","5 Ohms","2020-09-02 01:23:45.413000","",Active,"1000 Hrs @ 105°C",Nichicon,UWG1H3R3MCL1GB,"1",Surface Mount,-55°C ~ 105°C,"Radial, Can - SMD",TapeAndReel,"7072",Active,"","0.10","","30mA @ 100kHz","15mA @ 120Hz",UWG,"0.157 Dia (4.00mm)",DigiKey,"493-9753-1-ND","","","","","","","","","","","0.169 L x 0.169 W (4.30mm x 4.30mm)",,"capacitors\Capacitor_AL,capacitors\Capacitor_p",±20%,"","3.3uF","50V"
General Purpose,"1uF",=Value,Datasheet,http://nichicon-us.com/english/products/pdfs/e-uwg.pdf,DigiKey Link,http://digikey.com/product-detail/en/nichicon/UWG1V010MCL1GB/493-9755-1-ND/3963087,"","","","","","","","",CAP ALUM 1UF 20% 35V SMD,"Radial, Can - SMD","",footprints/Capacitor - Aluminium/PCB - CAPACITOR - ALUMINIUM - CAP ALSMD POLY 4.3MM H5.5MM.PCBLIB,"","",CAP ALSMD POLY 4.3MM H5.5MM,"","","0.213 (5.40mm)","3 Ohms","2020-09-02 01:23:45.410000","",Active,"1000 Hrs @ 105°C",Nichicon,UWG1V010MCL1GB,"1",Surface Mount,-55°C ~ 105°C,"Radial, Can - SMD",TapeAndReel,"7073",Active,"","0.10","","60mA @ 100kHz","30mA @ 120Hz",UWG,"0.157 Dia (4.00mm)",DigiKey,"493-9755-1-ND","","","","","","","","","","","0.169 L x 0.169 W (4.30mm x 4.30mm)",,"capacitors\Capacitor_AL,capacitors\Capacitor_p",±20%,"","1uF","35V"
General Purpose,"2.2uF",=Value,Datasheet,http://nichicon-us.com/english/products/pdfs/e-uwg.pdf,DigiKey Link,http://digikey.com/product-detail/en/nichicon/UWG1V2R2MCL1GB/493-9758-1-ND/3963090,"","","","","","","","",CAP ALUM 2.2UF 20% 35V SMD,"Radial, Can - SMD","",footprints/Capacitor - Aluminium/PCB - CAPACITOR - ALUMINIUM - CAP ALSMD POLY 4.3MM H5.5MM.PCBLIB,"","",CAP ALSMD POLY 4.3MM H5.5MM,"","","0.213 (5.40mm)","3 Ohms","2020-09-02 01:23:45.407000","",Active,"1000 Hrs @ 105°C",Nichicon,UWG1V2R2MCL1GB,"1",Surface Mount,-55°C ~ 105°C,"Radial, Can - SMD",TapeAndReel,"7074",Active,"","0.10","","60mA @ 100kHz","30mA @ 120Hz",UWG,"0.157 Dia (4.00mm)",DigiKey,"493-9758-1-ND","","","","","","","","","","","0.169 L x 0.169 W (4.30mm x 4.30mm)",,"capacitors\Capacitor_AL,capacitors\Capacitor_p",±20%,"","2.2uF","35V"
General Purpose,"4.7uF",=Value,Datasheet,http://nichicon-us.com/english/products/pdfs/e-uwg.pdf,DigiKey Link,http://digikey.com/product-detail/en/nichicon/UWG1V4R7MCL1GB/493-9760-1-ND/3963092,"","","","","","","","",CAP ALUM 4.7UF 20% 35V SMD,"Radial, Can - SMD","",footprints/Capacitor - Aluminium/PCB - CAPACITOR - ALUMINIUM - CAP ALSMD POLY 4.3MM H5.5MM.PCBLIB,"","",CAP ALSMD POLY 4.3MM H5.5MM,"","","0.213 (5.40mm)","3 Ohms","2020-09-02 01:23:45.390000","",Active,"1000 Hrs @ 105°C",Nichicon,UWG1V4R7MCL1GB,"1",Surface Mount,-55°C ~ 105°C,"Radial, Can - SMD",TapeAndReel,"7075",Active,"","0.10","","60mA @ 100kHz","30mA @ 120Hz",UWG,"0.157 Dia (4.00mm)",DigiKey,"493-9760-1-ND","","","","","","","","","","","0.169 L x 0.169 W (4.30mm x 4.30mm)",,"capacitors\Capacitor_AL,capacitors\Capacitor_p",±20%,"","4.7uF","35V"
Audio,"1uF",=Value,Datasheet,http://nichicon-us.com/english/products/pdfs/e-uuq.pdf,DigiKey Link,http://digikey.com/product-detail/en/nichicon/UUQ1H010MCL1GB/493-3207-1-ND/1965354,"","","","","","","","",CAP ALUM 1UF 20% 50V SMD,"Radial, Can - SMD","",footprints/Capacitor - Aluminium/PCB - CAPACITOR - ALUMINIUM - CAP ALSMD POLY 4.3MM H5.5MM.PCBLIB,"","",CAP ALSMD POLY 4.3MM H5.5MM,"","","0.213 (5.40mm)","","2020-09-02 01:23:45.367000","",Active,"1000 Hrs @ 105°C",Nichicon,UUQ1H010MCL1GB,"1",Surface Mount,-40°C ~ 105°C,"Radial, Can - SMD",TapeAndReel,"7076",Active,Polar,"0.10","","9.3mA @ 10kHz","6.2mA @ 120Hz",UUQ,"0.157 Dia (4.00mm)",DigiKey,"493-3207-1-ND","","","","","","","","","","","0.169 L x 0.169 W (4.30mm x 4.30mm)",,"capacitors\Capacitor_AL,capacitors\Capacitor_p",±20%,"","1uF","50V"
Audio,"10uF",=Value,Datasheet,http://nichicon-us.com/english/products/pdfs/e-uuq.pdf,DigiKey Link,http://digikey.com/product-detail/en/nichicon/UUQ1C100MCL1GB/493-14558-1-ND/5800258,"","","","","","","","",CAP ALUM 10UF 20% 16V SMD,"Radial, Can - SMD","",footprints/Capacitor - Aluminium/PCB - CAPACITOR - ALUMINIUM - CAP ALSMD POLY 4.3MM H5.5MM.PCBLIB,"","",CAP ALSMD POLY 4.3MM H5.5MM,"","","0.213 (5.40mm)","","2020-09-02 01:23:45.353000","",Active,"1000 Hrs @ 105°C",Nichicon,UUQ1C100MCL1GB,"1",Surface Mount,-40°C ~ 105°C,"Radial, Can - SMD",TapeAndReel,"7077",Active,Polar,"0.10","","27mA @ 10kHz","18mA @ 120Hz",UUQ,"0.157 Dia (4.00mm)",DigiKey,"493-14558-1-ND","","","","","","","","","","","0.169 L x 0.169 W (4.30mm x 4.30mm)",,"capacitors\Capacitor_AL,capacitors\Capacitor_p",±20%,"","10uF","16V"
