"Approval Agency","Approvals","Breaking Capacity @ Rated Voltage","Color","Comment","ComponentLink1Description","ComponentLink1URL","ComponentLink2Description","ComponentLink2URL","ComponentLink3Description","ComponentLink3URL","ComponentLink4Description","ComponentLink4URL","ComponentLink5Description","ComponentLink5URL","ComponentLink6Description","ComponentLink6URL","Current Rating (Amps)","Description","Device Package","Footprint Path","Footprint Path 2","Footprint Path 3","Footprint Ref","Footprint Ref 2","Footprint Ref 3","Fuse Type","LastUpdated","Lifecycle Status","Manufacturer","Part Number","Melting I²t","Minimum Order","Mounting Type","Operating Temperature","Package / Case","Packaging","Part Status","Price","Response Time","Series","Size / Dimension","Supplier 1","Supplier Part Number 1","Supplier 2","Supplier Part Number 2","Supplier 3","Supplier Part Number 3","Supplier 4","Supplier Part Number 4","Supplier 5","Supplier Part Number 5","Supplier 6","Supplier Part Number 6","Library Path","Library Ref","Type","Value","Voltage Rating - AC","Voltage Rating - DC"
"CSA, UL","CSA, UL","50A","",=Part Number,Datasheet,https://www.littelfuse.com/~/media/electronics/datasheets/fuses/littelfuse_fuse_466_datasheet.pdf.pdf,DigiKey Link,http://digikey.com/product-detail/en/littelfuse-inc/0466.375NRHF/F5693CT-ND/3306950,"","","","","","","","","375mA",FUSE BOARD MNT 375MA 125VAC/VDC,"1206 (3216 Metric)",footprints/Fuse/PCB - FUSE - FUSE 1206_3216 0.6MM.PcbLib,"","",FUSE 1206_3216 0.6MM,"","",Board Mount (Cartridge Style Excluded),"2020-09-02 01:30:44.997000",Active,Littelfuse Inc.,"0466.375NRHF","0.0028","1",Surface Mount,-55°C ~ 90°C,"1206 (3216 Metric)",TapeAndReel,Active,"0.31",Fast Blow,SlimLine™ 466,"0.125 L x 0.060 W x 0.023 H (3.18mm x 1.52mm x 0.58mm)",DigiKey,F5693CT-ND,"","","","","","","","","","",symbols/Fuse/SCH - FUSE - MOUNTED FUSE.Schlib,MOUNTED FUSE,"","","125V","125V"
"CSA, UL","CSA, UL","50A","",=Part Number,Datasheet,https://www.littelfuse.com/~/media/electronics/datasheets/fuses/littelfuse_fuse_466_datasheet.pdf.pdf,DigiKey Link,http://digikey.com/product-detail/en/littelfuse-inc/0466004.NRHF/F6018CT-ND/4146360,"","","","","","","","","4A",FUSE BOARD MNT 4A 32VAC/VDC 1206,"1206 (3216 Metric)",footprints/Fuse/PCB - FUSE - FUSE 1206_3216 0.6MM.PcbLib,"","",FUSE 1206_3216 0.6MM,"","",Board Mount (Cartridge Style Excluded),"2020-09-02 01:30:45",Active,Littelfuse Inc.,"0466004.NRHF","1.024","1",Surface Mount,-55°C ~ 90°C,"1206 (3216 Metric)",TapeAndReel,Active,"0.31",Fast Blow,SlimLine™ 466,"0.125 L x 0.060 W x 0.023 H (3.18mm x 1.52mm x 0.58mm)",DigiKey,F6018CT-ND,"","","","","","","","","","",symbols/Fuse/SCH - FUSE - MOUNTED FUSE.Schlib,MOUNTED FUSE,"","","32V","32V"
"CSA, UL","CSA, UL","50A","",=Part Number,Datasheet,https://www.littelfuse.com/~/media/electronics/datasheets/fuses/littelfuse_fuse_466_datasheet.pdf.pdf,DigiKey Link,http://digikey.com/product-detail/en/littelfuse-inc/0466002.NR/F1457CT-ND/521355,"","","","","","","","","2A",FUSE BOARD MNT 2A 63VAC/VDC 1206,"1206 (3216 Metric)",footprints/Fuse/PCB - FUSE - FUSE 1206_3216 0.6MM.PcbLib,"","",FUSE 1206_3216 0.6MM,"","",Board Mount (Cartridge Style Excluded),"2020-09-02 01:30:45.003000",Active,Littelfuse Inc.,"0466002.NR","0.2326","1",Surface Mount,-55°C ~ 90°C,"1206 (3216 Metric)",TapeAndReel,Active,"0.31",Fast Blow,SlimLine™ 466,"0.125 L x 0.060 W x 0.023 H (3.18mm x 1.52mm x 0.58mm)",DigiKey,F1457CT-ND,"","","","","","","","","","",symbols/Fuse/SCH - FUSE - MOUNTED FUSE.Schlib,MOUNTED FUSE,"","","63V","63V"
"CE, CSA, cULus","CE, CSA, cULus","100A AC, 50A DC","",=Part Number,Datasheet,https://belfuse.com/resources/datasheets/circuitprotection/ds-cp-c1q-series.pdf,DigiKey Link,http://digikey.com/product-detail/en/bel-fuse-inc/C1Q-750/507-1076-1-ND/615049,"","","","","","","","","750mA",FUSE BRD MNT 750MA 125VAC 63VDC,"1206 (3216 Metric)",footprints/Fuse/PCB - FUSE - FUSE 1206_3216 0.6MM.PcbLib,"","",FUSE 1206_3216 0.6MM,"","",Board Mount (Cartridge Style Excluded),"2020-09-02 01:30:45.007000",Active,Bel Fuse Inc.,C1Q 750,"0.00042","1",Surface Mount,-55°C ~ 125°C,"1206 (3216 Metric)",TapeAndReel,Active,"0.13",Fast Blow,C1Q,"0.126 L x 0.062 W x 0.023 H (3.20mm x 1.58mm x 0.58mm)",DigiKey,"507-1076-1-ND","","","","","","","","","","",symbols/Fuse/SCH - FUSE - MOUNTED FUSE.Schlib,MOUNTED FUSE,"","","125V","63V"
"CE, CSA, cULus","CE, CSA, cULus","50A","",=Part Number,Datasheet,https://belfuse.com/resources/datasheets/circuitprotection/ds-cp-c1q-series.pdf,DigiKey Link,http://digikey.com/product-detail/en/bel-fuse-inc/C1Q-7/507-1566-1-ND/2650578,"","","","","","","","","7A",FUSE BOARD MNT 7A 63VAC/VDC 1206,"1206 (3216 Metric)",footprints/Fuse/PCB - FUSE - FUSE 1206_3216 0.6MM.PcbLib,"","",FUSE 1206_3216 0.6MM,"","",Board Mount (Cartridge Style Excluded),"2020-09-02 01:30:45.010000",Active,Bel Fuse Inc.,C1Q 7,"0.116","1",Surface Mount,-55°C ~ 125°C,"1206 (3216 Metric)",TapeAndReel,Active,"0.13",Fast Blow,C1Q,"0.126 L x 0.062 W x 0.023 H (3.20mm x 1.58mm x 0.58mm)",DigiKey,"507-1566-1-ND","","","","","","","","","","",symbols/Fuse/SCH - FUSE - MOUNTED FUSE.Schlib,MOUNTED FUSE,"","","63V","63V"
"CE, CSA, cULus","CE, CSA, cULus","100A AC, 50A DC","",=Part Number,Datasheet,https://belfuse.com/resources/datasheets/circuitprotection/ds-cp-c1q-series.pdf,DigiKey Link,http://digikey.com/product-detail/en/bel-fuse-inc/C1Q-375/507-1074-1-ND/615058,"","","","","","","","","375mA",FUSE BRD MNT 375MA 125VAC 63VDC,"1206 (3216 Metric)",footprints/Fuse/PCB - FUSE - FUSE 1206_3216 0.6MM.PcbLib,"","",FUSE 1206_3216 0.6MM,"","",Board Mount (Cartridge Style Excluded),"2020-09-02 01:30:45.030000",Active,Bel Fuse Inc.,C1Q 375,"0.00006","1",Surface Mount,-55°C ~ 125°C,"1206 (3216 Metric)",TapeAndReel,Active,"0.13",Fast Blow,C1Q,"0.126 L x 0.062 W x 0.023 H (3.20mm x 1.58mm x 0.58mm)",DigiKey,"507-1074-1-ND","","","","","","","","","","",symbols/Fuse/SCH - FUSE - MOUNTED FUSE.Schlib,MOUNTED FUSE,"","","125V","63V"
"CE, CSA, cULus","CE, CSA, cULus","100A AC, 50A DC","",=Part Number,Datasheet,https://belfuse.com/resources/datasheets/circuitprotection/ds-cp-c1q-series.pdf,DigiKey Link,http://digikey.com/product-detail/en/bel-fuse-inc/C1Q-4/507-1084-1-ND/615045,"","","","","","","","","4A",FUSE BOARD MOUNT 4A 125VAC 63VDC,"1206 (3216 Metric)",footprints/Fuse/PCB - FUSE - FUSE 1206_3216 0.6MM.PcbLib,"","",FUSE 1206_3216 0.6MM,"","",Board Mount (Cartridge Style Excluded),"2020-09-02 01:30:45.037000",Active,Bel Fuse Inc.,C1Q 4,"0.038","1",Surface Mount,-55°C ~ 125°C,"1206 (3216 Metric)",TapeAndReel,Active,"0.13",Fast Blow,C1Q,"0.126 L x 0.062 W x 0.023 H (3.20mm x 1.58mm x 0.58mm)",DigiKey,"507-1084-1-ND","","","","","","","","","","",symbols/Fuse/SCH - FUSE - MOUNTED FUSE.Schlib,MOUNTED FUSE,"","","125V","63V"
"CSA, UL","CSA, UL","50A","",=Part Number,Datasheet,https://www.littelfuse.com/~/media/electronics/datasheets/fuses/littelfuse_fuse_466_datasheet.pdf.pdf,DigiKey Link,http://digikey.com/product-detail/en/littelfuse-inc/04661.75NR/F1466CT-ND/521364,"","","","","","","","","1.75A",FUSE BOARD MOUNT 1.75A 63VAC/VDC,"1206 (3216 Metric)",footprints/Fuse/PCB - FUSE - FUSE 1206_3216 0.6MM.PcbLib,"","",FUSE 1206_3216 0.6MM,"","",Board Mount (Cartridge Style Excluded),"2020-09-02 01:30:45.040000",Active,Littelfuse Inc.,"04661.75NR","0.1835","1",Surface Mount,-55°C ~ 90°C,"1206 (3216 Metric)",TapeAndReel,Active,"0.31",Fast Blow,SlimLine™ 466,"0.125 L x 0.060 W x 0.023 H (3.18mm x 1.52mm x 0.58mm)",DigiKey,F1466CT-ND,"","","","","","","","","","",symbols/Fuse/SCH - FUSE - MOUNTED FUSE.Schlib,MOUNTED FUSE,"","","63V","63V"
"CSA, UL","CSA, UL","50A","",=Part Number,Datasheet,https://www.littelfuse.com/~/media/electronics/datasheets/fuses/littelfuse_fuse_466_datasheet.pdf.pdf,DigiKey Link,http://digikey.com/product-detail/en/littelfuse-inc/0466005.NR/F1460CT-ND/521358,"","","","","","","","","5A",FUSE BOARD MNT 5A 32VAC/VDC 1206,"1206 (3216 Metric)",footprints/Fuse/PCB - FUSE - FUSE 1206_3216 0.6MM.PcbLib,"","",FUSE 1206_3216 0.6MM,"","",Board Mount (Cartridge Style Excluded),"2020-09-02 01:30:45.060000",Active,Littelfuse Inc.,"0466005.NR","1.6","1",Surface Mount,-55°C ~ 90°C,"1206 (3216 Metric)",TapeAndReel,Active,"0.31",Fast Blow,SlimLine™ 466,"0.125 L x 0.060 W x 0.023 H (3.18mm x 1.52mm x 0.58mm)",DigiKey,F1460CT-ND,"","","","","","","","","","",symbols/Fuse/SCH - FUSE - MOUNTED FUSE.Schlib,MOUNTED FUSE,"","","32V","32V"
"CSA, UL","CSA, UL","50A","",=Part Number,Datasheet,https://www.littelfuse.com/~/media/electronics/datasheets/fuses/littelfuse_fuse_466_datasheet.pdf.pdf,DigiKey Link,http://digikey.com/product-detail/en/littelfuse-inc/0466.750NR/F1455CT-ND/521353,"","","","","","","","","750mA",FUSE BOARD MOUNT 750MA 63VAC/VDC,"1206 (3216 Metric)",footprints/Fuse/PCB - FUSE - FUSE 1206_3216 0.6MM.PcbLib,"","",FUSE 1206_3216 0.6MM,"","",Board Mount (Cartridge Style Excluded),"2020-09-02 01:30:45.073000",Active,Littelfuse Inc.,"0466.750NR","0.0276","1",Surface Mount,-55°C ~ 90°C,"1206 (3216 Metric)",TapeAndReel,Active,"0.31",Fast Blow,SlimLine™ 466,"0.125 L x 0.060 W x 0.023 H (3.18mm x 1.52mm x 0.58mm)",DigiKey,F1455CT-ND,"","","","","","","","","","",symbols/Fuse/SCH - FUSE - MOUNTED FUSE.Schlib,MOUNTED FUSE,"","","63V","63V"
"CSA, UL","CSA, UL","50A","",=Part Number,Datasheet,https://www.littelfuse.com/~/media/electronics/datasheets/fuses/littelfuse_fuse_466_datasheet.pdf.pdf,DigiKey Link,http://digikey.com/product-detail/en/littelfuse-inc/04661.25NRHF/F11418CT-ND/9326979,"","","","","","","","","1.25A",FUSE BOARD MOUNT 1.25A 63VAC/VDC,"1206 (3216 Metric)",footprints/Fuse/PCB - FUSE - FUSE 1206_3216 0.6MM.PcbLib,"","",FUSE 1206_3216 0.6MM,"","",Board Mount (Cartridge Style Excluded),"2020-09-02 01:30:45.080000",Active,Littelfuse Inc.,"04661.25NRHF","0.064","1",Surface Mount,-55°C ~ 90°C,"1206 (3216 Metric)",TapeAndReel,Active,"0.31",Fast Blow,SlimLine™ 466,"0.125 L x 0.060 W x 0.023 H (3.18mm x 1.52mm x 0.58mm)",DigiKey,F11418CT-ND,"","","","","","","","","","",symbols/Fuse/SCH - FUSE - MOUNTED FUSE.Schlib,MOUNTED FUSE,"","","63V","63V"
"CSA, UL","CSA, UL","50A","",=Part Number,Datasheet,https://www.littelfuse.com/~/media/electronics/datasheets/fuses/littelfuse_fuse_468_datasheet.pdf.pdf,DigiKey Link,http://digikey.com/product-detail/en/littelfuse-inc/0468.500NRHF/F6022CT-ND/4146342,"","","","","","","","","500mA",FUSE BOARD MOUNT 500MA 63VAC/VDC,"1206 (3216 Metric)",footprints/Fuse/PCB - FUSE - FUSE 1206_3216 0.6MM.PcbLib,"","",FUSE 1206_3216 0.6MM,"","",Board Mount (Cartridge Style Excluded),"2020-09-02 01:30:45.093000",Active,Littelfuse Inc.,"0468.500NRHF","0.031","1",Surface Mount,-55°C ~ 90°C,"1206 (3216 Metric)",TapeAndReel,Active,"0.44",Slow Blow,SlimLine™ 468,"0.125 L x 0.060 W x 0.023 H (3.18mm x 1.52mm x 0.58mm)",DigiKey,F6022CT-ND,"","","","","","","","","","",symbols/Fuse/SCH - FUSE - MOUNTED FUSE.Schlib,MOUNTED FUSE,"","","63V","63V"
"CSA, UL","CSA, UL","50A","",=Part Number,Datasheet,https://www.littelfuse.com/~/media/electronics/datasheets/fuses/littelfuse_fuse_468_datasheet.pdf.pdf,DigiKey Link,http://digikey.com/product-detail/en/littelfuse-inc/046801.5NRHF/F6023CT-ND/4146363,"","","","","","","","","1.5A",FUSE BRD MNT 1.5A 63VAC/VDC 1206,"1206 (3216 Metric)",footprints/Fuse/PCB - FUSE - FUSE 1206_3216 0.6MM.PcbLib,"","",FUSE 1206_3216 0.6MM,"","",Board Mount (Cartridge Style Excluded),"2020-09-02 01:30:45.097000",Active,Littelfuse Inc.,"046801.5NRHF","0.288","1",Surface Mount,-55°C ~ 90°C,"1206 (3216 Metric)",TapeAndReel,Active,"0.44",Slow Blow,SlimLine™ 468,"0.125 L x 0.060 W x 0.023 H (3.18mm x 1.52mm x 0.58mm)",DigiKey,F6023CT-ND,"","","","","","","","","","",symbols/Fuse/SCH - FUSE - MOUNTED FUSE.Schlib,MOUNTED FUSE,"","","63V","63V"
"CSA, UL","CSA, UL","50A","",=Part Number,Datasheet,https://www.littelfuse.com/~/media/electronics/datasheets/fuses/littelfuse_fuse_466_datasheet.pdf.pdf,DigiKey Link,http://digikey.com/product-detail/en/littelfuse-inc/0466.750NRHF/F6142CT-ND/4147152,"","","","","","","","","750mA",FUSE BOARD MOUNT 750MA 63VAC/VDC,"1206 (3216 Metric)",footprints/Fuse/PCB - FUSE - FUSE 1206_3216 0.6MM.PcbLib,"","",FUSE 1206_3216 0.6MM,"","",Board Mount (Cartridge Style Excluded),"2020-09-02 01:30:45.113000",Active,Littelfuse Inc.,"0466.750NRHF","0.0276","1",Surface Mount,-55°C ~ 90°C,"1206 (3216 Metric)",TapeAndReel,Active,"0.31",Fast Blow,SlimLine™ 466,"0.125 L x 0.060 W x 0.023 H (3.18mm x 1.52mm x 0.58mm)",DigiKey,F6142CT-ND,"","","","","","","","","","",symbols/Fuse/SCH - FUSE - MOUNTED FUSE.Schlib,MOUNTED FUSE,"","","63V","63V"
"CSA, UL","CSA, UL","50A","",=Part Number,Datasheet,https://www.littelfuse.com/~/media/electronics/datasheets/fuses/littelfuse_fuse_466_datasheet.pdf.pdf,DigiKey Link,http://digikey.com/product-detail/en/littelfuse-inc/0466005.NRHF/F6019CT-ND/4146361,"","","","","","","","","5A",FUSE BOARD MNT 5A 32VAC/VDC 1206,"1206 (3216 Metric)",footprints/Fuse/PCB - FUSE - FUSE 1206_3216 0.6MM.PcbLib,"","",FUSE 1206_3216 0.6MM,"","",Board Mount (Cartridge Style Excluded),"2020-09-02 01:30:45.133000",Active,Littelfuse Inc.,"0466005.NRHF","1.6","1",Surface Mount,-55°C ~ 90°C,"1206 (3216 Metric)",TapeAndReel,Active,"0.31",Fast Blow,SlimLine™ 466,"0.125 L x 0.060 W x 0.023 H (3.18mm x 1.52mm x 0.58mm)",DigiKey,F6019CT-ND,"","","","","","","","","","",symbols/Fuse/SCH - FUSE - MOUNTED FUSE.Schlib,MOUNTED FUSE,"","","32V","32V"
"CSA, UL","CSA, UL","50A","",=Part Number,Datasheet,https://www.littelfuse.com/~/media/electronics/datasheets/fuses/littelfuse_fuse_466_datasheet.pdf.pdf,DigiKey Link,http://digikey.com/product-detail/en/littelfuse-inc/0466003.NRHF/F6017CT-ND/4146340,"","","","","","","","","3A",FUSE BOARD MNT 3A 32VAC/VDC 1206,"1206 (3216 Metric)",footprints/Fuse/PCB - FUSE - FUSE 1206_3216 0.6MM.PcbLib,"","",FUSE 1206_3216 0.6MM,"","",Board Mount (Cartridge Style Excluded),"2020-09-02 01:30:45.153000",Active,Littelfuse Inc.,"0466003.NRHF","0.576","1",Surface Mount,-55°C ~ 90°C,"1206 (3216 Metric)",TapeAndReel,Active,"0.31",Fast Blow,SlimLine™ 466,"0.125 L x 0.060 W x 0.023 H (3.18mm x 1.52mm x 0.58mm)",DigiKey,F6017CT-ND,"","","","","","","","","","",symbols/Fuse/SCH - FUSE - MOUNTED FUSE.Schlib,MOUNTED FUSE,"","","32V","32V"
"CSA, UL","CSA, UL","50A","",=Part Number,Datasheet,https://www.littelfuse.com/~/media/electronics/datasheets/fuses/littelfuse_fuse_466_datasheet.pdf.pdf,DigiKey Link,http://digikey.com/product-detail/en/littelfuse-inc/046601.5NRHF/F5697CT-ND/3306954,"","","","","","","","","1.5A",FUSE BRD MNT 1.5A 63VAC/VDC 1206,"1206 (3216 Metric)",footprints/Fuse/PCB - FUSE - FUSE 1206_3216 0.6MM.PcbLib,"","",FUSE 1206_3216 0.6MM,"","",Board Mount (Cartridge Style Excluded),"2020-09-02 01:30:45.157000",Active,Littelfuse Inc.,"046601.5NRHF","0.1103","1",Surface Mount,-55°C ~ 90°C,"1206 (3216 Metric)",TapeAndReel,Active,"0.31",Fast Blow,SlimLine™ 466,"0.125 L x 0.060 W x 0.023 H (3.18mm x 1.52mm x 0.58mm)",DigiKey,F5697CT-ND,"","","","","","","","","","",symbols/Fuse/SCH - FUSE - MOUNTED FUSE.Schlib,MOUNTED FUSE,"","","63V","63V"
"CSA, UL","CSA, UL","50A","",=Part Number,Datasheet,https://www.littelfuse.com/~/media/electronics/datasheets/fuses/littelfuse_fuse_466_datasheet.pdf.pdf,DigiKey Link,http://digikey.com/product-detail/en/littelfuse-inc/0466.250NRHF/F5692CT-ND/3306949,"","","","","","","","","250mA",FUSE BOARD MNT 250MA 125VAC/VDC,"1206 (3216 Metric)",footprints/Fuse/PCB - FUSE - FUSE 1206_3216 0.6MM.PcbLib,"","",FUSE 1206_3216 0.6MM,"","",Board Mount (Cartridge Style Excluded),"2020-09-02 01:30:45.177000",Active,Littelfuse Inc.,"0466.250NRHF","0.001","1",Surface Mount,-55°C ~ 90°C,"1206 (3216 Metric)",TapeAndReel,Active,"0.31",Fast Blow,SlimLine™ 466,"0.125 L x 0.060 W x 0.023 H (3.18mm x 1.52mm x 0.58mm)",DigiKey,F5692CT-ND,"","","","","","","","","","",symbols/Fuse/SCH - FUSE - MOUNTED FUSE.Schlib,MOUNTED FUSE,"","","125V","125V"
"CSA, UL","CSA, UL","50A","",=Part Number,Datasheet,https://www.littelfuse.com/~/media/electronics/datasheets/fuses/littelfuse_fuse_468_datasheet.pdf.pdf,DigiKey Link,http://digikey.com/product-detail/en/littelfuse-inc/0468.500NR/F3156CT-ND/1984452,"","","","","","","","","500mA",FUSE BOARD MOUNT 500MA 63VAC/VDC,"1206 (3216 Metric)",footprints/Fuse/PCB - FUSE - FUSE 1206_3216 0.6MM.PcbLib,"","",FUSE 1206_3216 0.6MM,"","",Board Mount (Cartridge Style Excluded),"2020-09-02 01:30:45.190000",Active,Littelfuse Inc.,"0468.500NR","0.031","1",Surface Mount,-55°C ~ 90°C,"1206 (3216 Metric)",TapeAndReel,Active,"0.44",Slow Blow,SlimLine™ 468,"0.125 L x 0.060 W x 0.023 H (3.18mm x 1.52mm x 0.58mm)",DigiKey,F3156CT-ND,"","","","","","","","","","",symbols/Fuse/SCH - FUSE - MOUNTED FUSE.Schlib,MOUNTED FUSE,"","","63V","63V"
UL,UL,"50A","",=Part Number,Datasheet,http://www.vishay.com/docs/28747/mfuserie.pdf,DigiKey Link,http://digikey.com/product-detail/en/vishay-beyschlag/MFU1206FF03000P100/MFU12063.00CT-ND/1206568,"","","","","","","","","3A",FUSE BOARD MOUNT 3A 63VDC 1206,"1206 (3216 Metric)",footprints/Fuse/PCB - FUSE - FUSE 1206_3216 0.6MM.PcbLib,"","",FUSE 1206_3216 0.6MM,"","",Board Mount (Cartridge Style Excluded),"2020-09-02 01:30:45.927000",Active,Vishay Beyschlag,MFU1206FF03000P100,"0.0229","1",Surface Mount,-55°C ~ 125°C,"1206 (3216 Metric)",TapeAndReel,Active,"0.30",Fast Blow,MFU,"0.126 L x 0.063 W x 0.022 H (3.20mm x 1.60mm x 0.55mm)",DigiKey,MFU12063.00CT-ND,"","","","","","","","","","",symbols/Fuse/SCH - FUSE - MOUNTED FUSE.Schlib,MOUNTED FUSE,"","","","63V"
"IEC, UL","IEC, UL","50A","",=Part Number,Datasheet,http://www.vishay.com/docs/28747/mfuserie.pdf,DigiKey Link,http://digikey.com/product-detail/en/vishay-beyschlag/MFU1206FF01000P100/MFU12061.00CT-ND/1206561,"","","","","","","","","1A",FUSE BOARD MOUNT 1A 63VDC 1206,"1206 (3216 Metric)",footprints/Fuse/PCB - FUSE - FUSE 1206_3216 0.6MM.PcbLib,"","",FUSE 1206_3216 0.6MM,"","",Board Mount (Cartridge Style Excluded),"2020-09-02 01:30:45.947000",Active,Vishay Beyschlag,MFU1206FF01000P100,"0.0028","1",Surface Mount,-55°C ~ 125°C,"1206 (3216 Metric)",TapeAndReel,Active,"0.30",Fast Blow,MFU,"0.126 L x 0.063 W x 0.022 H (3.20mm x 1.60mm x 0.55mm)",DigiKey,MFU12061.00CT-ND,"","","","","","","","","","",symbols/Fuse/SCH - FUSE - MOUNTED FUSE.Schlib,MOUNTED FUSE,"","","","63V"
UL,UL,"50A","",=Part Number,Datasheet,http://www.vishay.com/docs/28747/mfuserie.pdf,DigiKey Link,http://digikey.com/product-detail/en/vishay-beyschlag/MFU1206FF06300P100/MFU12066.30CT-ND/1878997,"","","","","","","","","6.3A",FUSE BOARD MOUNT 6.3A 63VDC 1206,"1206 (3216 Metric)",footprints/Fuse/PCB - FUSE - FUSE 1206_3216 0.6MM.PcbLib,"","",FUSE 1206_3216 0.6MM,"","",Board Mount (Cartridge Style Excluded),"2020-09-02 01:30:45.960000",Active,Vishay Beyschlag,MFU1206FF06300P100,"0.516","1",Surface Mount,-55°C ~ 125°C,"1206 (3216 Metric)",TapeAndReel,Active,"0.30",Fast Blow,MFU,"0.126 L x 0.063 W x 0.022 H (3.20mm x 1.60mm x 0.55mm)",DigiKey,MFU12066.30CT-ND,"","","","","","","","","","",symbols/Fuse/SCH - FUSE - MOUNTED FUSE.Schlib,MOUNTED FUSE,"","","","63V"
"IEC, UL","IEC, UL","50A","",=Part Number,Datasheet,http://www.vishay.com/docs/28747/mfuserie.pdf,DigiKey Link,http://digikey.com/product-detail/en/vishay-beyschlag/MFU1206FF00500P100/MFU1206.50CT-ND/1206557,"","","","","","","","","500mA",FUSE BOARD MNT 500MA 63VDC 1206,"1206 (3216 Metric)",footprints/Fuse/PCB - FUSE - FUSE 1206_3216 0.6MM.PcbLib,"","",FUSE 1206_3216 0.6MM,"","",Board Mount (Cartridge Style Excluded),"2020-09-02 01:30:45.980000",Active,Vishay Beyschlag,MFU1206FF00500P100,"0.0009","1",Surface Mount,-55°C ~ 125°C,"1206 (3216 Metric)",TapeAndReel,Active,"0.40",Fast Blow,MFU,"0.126 L x 0.063 W x 0.022 H (3.20mm x 1.60mm x 0.55mm)",DigiKey,MFU1206.50CT-ND,"","","","","","","","","","",symbols/Fuse/SCH - FUSE - MOUNTED FUSE.Schlib,MOUNTED FUSE,"","","","63V"
UL,UL,"50A","",=Part Number,Datasheet,http://www.vishay.com/docs/28747/mfuserie.pdf,DigiKey Link,http://digikey.com/product-detail/en/vishay-beyschlag/MFU1206FF02500P100/MFU12062.50CT-ND/1206567,"","","","","","","","","2.5A",FUSE BOARD MOUNT 2.5A 63VDC 1206,"1206 (3216 Metric)",footprints/Fuse/PCB - FUSE - FUSE 1206_3216 0.6MM.PcbLib,"","",FUSE 1206_3216 0.6MM,"","",Board Mount (Cartridge Style Excluded),"2020-09-02 01:30:45.997000",Active,Vishay Beyschlag,MFU1206FF02500P100,"0.0159","1",Surface Mount,-55°C ~ 125°C,"1206 (3216 Metric)",TapeAndReel,Active,"0.30",Fast Blow,MFU,"0.126 L x 0.063 W x 0.022 H (3.20mm x 1.60mm x 0.55mm)",DigiKey,MFU12062.50CT-ND,"","","","","","","","","","",symbols/Fuse/SCH - FUSE - MOUNTED FUSE.Schlib,MOUNTED FUSE,"","","","63V"
"IEC, UL","IEC, UL","50A","",=Part Number,Datasheet,http://www.vishay.com/docs/28747/mfuserie.pdf,DigiKey Link,http://digikey.com/product-detail/en/vishay-beyschlag/MFU1206FF03150P100/MFU12063.15CT-ND/1206569,"","","","","","","","","3.15A",FUSE BOARD MNT 3.15A 63VDC 1206,"1206 (3216 Metric)",footprints/Fuse/PCB - FUSE - FUSE 1206_3216 0.6MM.PcbLib,"","",FUSE 1206_3216 0.6MM,"","",Board Mount (Cartridge Style Excluded),"2020-09-02 01:30:46.013000",Active,Vishay Beyschlag,MFU1206FF03150P100,"0.0251","1",Surface Mount,-55°C ~ 125°C,"1206 (3216 Metric)",TapeAndReel,Active,"0.30",Fast Blow,MFU,"0.126 L x 0.063 W x 0.022 H (3.20mm x 1.60mm x 0.55mm)",DigiKey,MFU12063.15CT-ND,"","","","","","","","","","",symbols/Fuse/SCH - FUSE - MOUNTED FUSE.Schlib,MOUNTED FUSE,"","","","63V"
UL,UL,"50A","",=Part Number,Datasheet,http://www.vishay.com/docs/28747/mfuserie.pdf,DigiKey Link,http://digikey.com/product-detail/en/vishay-beyschlag/MFU1206FF01250P100/MFU12061.25CT-ND/1206562,"","","","","","","","","1.25A",FUSE BOARD MNT 1.25A 63VDC 1206,"1206 (3216 Metric)",footprints/Fuse/PCB - FUSE - FUSE 1206_3216 0.6MM.PcbLib,"","",FUSE 1206_3216 0.6MM,"","",Board Mount (Cartridge Style Excluded),"2020-09-02 01:30:46.027000",Active,Vishay Beyschlag,MFU1206FF01250P100,"0.0041","1",Surface Mount,-55°C ~ 125°C,"1206 (3216 Metric)",TapeAndReel,Active,"0.30",Fast Blow,MFU,"0.126 L x 0.063 W x 0.022 H (3.20mm x 1.60mm x 0.55mm)",DigiKey,MFU12061.25CT-ND,"","","","","","","","","","",symbols/Fuse/SCH - FUSE - MOUNTED FUSE.Schlib,MOUNTED FUSE,"","","","63V"
UL,UL,"50A","",=Part Number,Datasheet,http://www.vishay.com/docs/28747/mfuserie.pdf,DigiKey Link,http://digikey.com/product-detail/en/vishay-beyschlag/MFU1206FF00800P100/MFU1206.80CT-ND/1206560,"","","","","","","","","800mA",FUSE BOARD MNT 800MA 63VDC 1206,"1206 (3216 Metric)",footprints/Fuse/PCB - FUSE - FUSE 1206_3216 0.6MM.PcbLib,"","",FUSE 1206_3216 0.6MM,"","",Board Mount (Cartridge Style Excluded),"2020-09-02 01:30:46.037000",Active,Vishay Beyschlag,MFU1206FF00800P100,"0.0023","1",Surface Mount,-55°C ~ 125°C,"1206 (3216 Metric)",TapeAndReel,Active,"0.40",Fast Blow,MFU,"0.126 L x 0.063 W x 0.022 H (3.20mm x 1.60mm x 0.55mm)",DigiKey,MFU1206.80CT-ND,"","","","","","","","","","",symbols/Fuse/SCH - FUSE - MOUNTED FUSE.Schlib,MOUNTED FUSE,"","","","63V"
