"Approval Agency","Approvals","Breaking Capacity @ Rated Voltage","Color","Comment","ComponentLink1Description","ComponentLink1URL","ComponentLink2Description","ComponentLink2URL","ComponentLink3Description","ComponentLink3URL","ComponentLink4Description","ComponentLink4URL","ComponentLink5Description","ComponentLink5URL","ComponentLink6Description","ComponentLink6URL","Current Rating (Amps)","Description","Device Package","Footprint Path","Footprint Path 2","Footprint Path 3","Footprint Ref","Footprint Ref 2","Footprint Ref 3","Fuse Type","LastUpdated","Lifecycle Status","Manufacturer","Part Number","Melting I²t","Minimum Order","Mounting Type","Operating Temperature","Package / Case","Packaging","Part Status","Price","Response Time","Series","Size / Dimension","Supplier 1","Supplier Part Number 1","Supplier 2","Supplier Part Number 2","Supplier 3","Supplier Part Number 3","Supplier 4","Supplier Part Number 4","Supplier 5","Supplier Part Number 5","Supplier 6","Supplier Part Number 6","Library Path","Library Ref","Type","Value","Voltage Rating - AC","Voltage Rating - DC"
cURus,cURus,"100A","",=Part Number,"","",DigiKey Link,http://digikey.com/product-detail/en/schurter-inc/3413.0329.11/486-4897-ND/9094741,"","","","","","","","","12A",UST 1206 FUSE 12A F,"1206 (3216 Metric)",footprints/Fuse/PCB - FUSE - FUSE 1206_3216 0.6MM.PcbLib,"","",FUSE 1206_3216 0.6MM,"","",Board Mount (Cartridge Style Excluded),"2020-09-02 01:30:41.023000",Active,Schurter Inc.,"3413.0329.11","33","1",Surface Mount,-55°C ~ 90°C,"1206 (3216 Metric)",Strip,Active,"0.75",Slow Blow,UST 1206,"0.126 L x 0.063 W x 0.024 H (3.20mm x 1.60mm x 0.60mm)",DigiKey,"486-4897-ND","","","","","","","","","","",symbols/Fuse/SCH - FUSE - MOUNTED FUSE.Schlib,MOUNTED FUSE,"","","32V","63V"
cURus,cURus,"100A","",=Part Number,"","",DigiKey Link,http://digikey.com/product-detail/en/schurter-inc/3413.0327.11/486-4865-ND/9094736,"","","","","","","","","8A",UST 1206 FUSE 8A F,"1206 (3216 Metric)",footprints/Fuse/PCB - FUSE - FUSE 1206_3216 0.6MM.PcbLib,"","",FUSE 1206_3216 0.6MM,"","",Board Mount (Cartridge Style Excluded),"2020-09-02 01:30:41.030000",Active,Schurter Inc.,"3413.0327.11","14","1",Surface Mount,-55°C ~ 90°C,"1206 (3216 Metric)",Strip,Active,"0.75",Slow Blow,UST 1206,"0.126 L x 0.063 W x 0.024 H (3.20mm x 1.60mm x 0.60mm)",DigiKey,"486-4865-ND","","","","","","","","","","",symbols/Fuse/SCH - FUSE - MOUNTED FUSE.Schlib,MOUNTED FUSE,"","","32V","63V"
"cURus, VDE","cURus, VDE","63A","",=Part Number,"","",DigiKey Link,http://digikey.com/product-detail/en/schurter-inc/3413.0223.11/486-4851-ND/9094618,"","","","","","","","","5A",USI 1206 FUSE 5A F,"1206 (3216 Metric)",footprints/Fuse/PCB - FUSE - FUSE 1206_3216 0.6MM.PcbLib,"","",FUSE 1206_3216 0.6MM,"","",Board Mount (Cartridge Style Excluded),"2020-09-02 01:30:41.040000",Active,Schurter Inc.,"3413.0223.11","4.65","1",Surface Mount,-55°C ~ 90°C,"1206 (3216 Metric)",Unknown,Active,"0.67",Fast Blow,USI 1206,"0.126 L x 0.063 W x 0.024 H (3.20mm x 1.60mm x 0.60mm)",DigiKey,"486-4851-ND","","","","","","","","","","",symbols/Fuse/SCH - FUSE - MOUNTED FUSE.Schlib,MOUNTED FUSE,"","","32V","63V"
cURus,cURus,"50A","",=Part Number,Datasheet,http://www.schurterinc.com/bundles/snceschurter/epim/_ProdPool_/newDS/en/typ_USF_1206.pdf,DigiKey Link,http://digikey.com/product-detail/en/schurter-inc/3413.0112.11/486-4930-ND/9094745,"","","","","","","","","375mA",USF 1206 FUSE 375MA FF,"1206 (3216 Metric)",footprints/Fuse/PCB - FUSE - FUSE 1206_3216 0.6MM.PcbLib,"","",FUSE 1206_3216 0.6MM,"","",Board Mount (Cartridge Style Excluded),"2020-09-02 01:30:41.050000",Active,Schurter Inc.,"3413.0112.11","0.01","1",Surface Mount,-55°C ~ 90°C,"1206 (3216 Metric)",Strip,Active,"0.67",Fast Blow,USF 1206,"0.126 L x 0.063 W x 0.024 H (3.20mm x 1.60mm x 0.60mm)",DigiKey,"486-4930-ND","","","","","","","","","","",symbols/Fuse/SCH - FUSE - MOUNTED FUSE.Schlib,MOUNTED FUSE,"","","125V","125V"
cURus,cURus,"50A","",=Part Number,Datasheet,http://www.cooperindustries.com/content/dam/public/bussmann/Electronics/Resources/product-datasheets/Bus_Elx_DS_4309_CC12H_Series.pdf,DigiKey Link,http://digikey.com/product-detail/en/eaton-electronics-division/CC12H1.5A-TR/283-2979-1-ND/2138910,"","","","","","","","","1.5A",FUSE BOARD MOUNT 1.5A 63VDC 1206,"1206 (3216 Metric)",footprints/Fuse/PCB - FUSE - FUSE 1206_3216 0.6MM.PcbLib,"","",FUSE 1206_3216 0.6MM,"","",Board Mount (Cartridge Style Excluded),"2020-09-02 01:30:41.060000",Active,Eaton - Electronics Division,CC12H1.5A-TR,"0.4","1",Surface Mount,-55°C ~ 125°C,"1206 (3216 Metric)",TapeAndReel,Active,"0.39",Slow Blow,CC12H,"0.126 L x 0.063 W x 0.024 H (3.20mm x 1.60mm x 0.60mm)",DigiKey,"283-2979-1-ND","","","","","","","","","","",symbols/Fuse/SCH - FUSE - MOUNTED FUSE.Schlib,MOUNTED FUSE,"","","","63V"
cURus,cURus,"50A","",=Part Number,Datasheet,http://www.cooperindustries.com/content/dam/public/bussmann/Electronics/Resources/product-datasheets/Bus_Elx_DS_4309_CC12H_Series.pdf,DigiKey Link,http://digikey.com/product-detail/en/eaton-electronics-division/CC12H1A-TR/283-2978-1-ND/2138909,"","","","","","","","","1A",FUSE BOARD MOUNT 1A 63VDC 1206,"1206 (3216 Metric)",footprints/Fuse/PCB - FUSE - FUSE 1206_3216 0.6MM.PcbLib,"","",FUSE 1206_3216 0.6MM,"","",Board Mount (Cartridge Style Excluded),"2020-09-02 01:30:41.067000",Active,Eaton - Electronics Division,CC12H1A-TR,"0.18","1",Surface Mount,-55°C ~ 125°C,"1206 (3216 Metric)",TapeAndReel,Active,"0.39",Slow Blow,CC12H,"0.126 L x 0.063 W x 0.024 H (3.20mm x 1.60mm x 0.60mm)",DigiKey,"283-2978-1-ND","","","","","","","","","","",symbols/Fuse/SCH - FUSE - MOUNTED FUSE.Schlib,MOUNTED FUSE,"","","","63V"
"cURus, VDE","cURus, VDE","63A","",=Part Number,Datasheet,https://us.schurter.com/pdf/english/typ_USI_1206.pdf,DigiKey Link,http://digikey.com/product-detail/en/schurter-inc/3413.0224.22/486-1152-1-ND/1522984,"","","","","","","","","6.3A",FUSE BOARD MNT 6.3A 32VAC 63VDC,"1206 (3216 Metric)",footprints/Fuse/PCB - FUSE - FUSE 1206_3216 0.6MM.PcbLib,"","",FUSE 1206_3216 0.6MM,"","",Board Mount (Cartridge Style Excluded),"2020-09-02 01:30:41.077000",Active,Schurter Inc.,"3413.0224.22","4.84","1",Surface Mount,-55°C ~ 90°C,"1206 (3216 Metric)",TapeAndReel,Active,"0.26",Fast Blow,USI 1206,"0.126 L x 0.063 W x 0.024 H (3.20mm x 1.60mm x 0.60mm)",DigiKey,"486-1152-1-ND","","","","","","","","","","",symbols/Fuse/SCH - FUSE - MOUNTED FUSE.Schlib,MOUNTED FUSE,"","","32V","63V"
"cURus, VDE","cURus, VDE","63A","",=Part Number,Datasheet,https://us.schurter.com/pdf/english/typ_USI_1206.pdf,DigiKey Link,http://digikey.com/product-detail/en/schurter-inc/3413.0220.22/486-1148-1-ND/1522980,"","","","","","","","","2.5A",FUSE BOARD MNT 2.5A 32VAC 63VDC,"1206 (3216 Metric)",footprints/Fuse/PCB - FUSE - FUSE 1206_3216 0.6MM.PcbLib,"","",FUSE 1206_3216 0.6MM,"","",Board Mount (Cartridge Style Excluded),"2020-09-02 01:30:41.090000",Active,Schurter Inc.,"3413.0220.22","0.94","1",Surface Mount,-55°C ~ 90°C,"1206 (3216 Metric)",TapeAndReel,Active,"0.26",Fast Blow,USI 1206,"0.126 L x 0.063 W x 0.024 H (3.20mm x 1.60mm x 0.60mm)",DigiKey,"486-1148-1-ND","","","","","","","","","","",symbols/Fuse/SCH - FUSE - MOUNTED FUSE.Schlib,MOUNTED FUSE,"","","32V","63V"
"cURus, VDE","cURus, VDE","63A","",=Part Number,Datasheet,https://us.schurter.com/pdf/english/typ_USI_1206.pdf,DigiKey Link,http://digikey.com/product-detail/en/schurter-inc/3413.0213.22/486-1141-1-ND/1522973,"","","","","","","","","500mA",FUSE BOARD MNT 500MA 32VAC 63VDC,"1206 (3216 Metric)",footprints/Fuse/PCB - FUSE - FUSE 1206_3216 0.6MM.PcbLib,"","",FUSE 1206_3216 0.6MM,"","",Board Mount (Cartridge Style Excluded),"2020-09-02 01:30:41.093000",Active,Schurter Inc.,"3413.0213.22","0.041","1",Surface Mount,-55°C ~ 90°C,"1206 (3216 Metric)",TapeAndReel,Active,"0.26",Fast Blow,USI 1206,"0.126 L x 0.063 W x 0.024 H (3.20mm x 1.60mm x 0.60mm)",DigiKey,"486-1141-1-ND","","","","","","","","","","",symbols/Fuse/SCH - FUSE - MOUNTED FUSE.Schlib,MOUNTED FUSE,"","","32V","63V"
cURus,cURus,"50A","",=Part Number,Datasheet,http://www.schurterinc.com/bundles/snceschurter/epim/_ProdPool_/newDS/en/typ_USF_1206.pdf,DigiKey Link,http://digikey.com/product-detail/en/schurter-inc/3413.0117.22/486-1679-1-ND/2870082,"","","","","","","","","1.5A",FUSE BOARD MNT 1.5A 32VAC 63VDC,"1206 (3216 Metric)",footprints/Fuse/PCB - FUSE - FUSE 1206_3216 0.6MM.PcbLib,"","",FUSE 1206_3216 0.6MM,"","",Board Mount (Cartridge Style Excluded),"2020-09-02 01:30:41.097000",Active,Schurter Inc.,"3413.0117.22","0.24","1",Surface Mount,-55°C ~ 90°C,"1206 (3216 Metric)",TapeAndReel,Active,"0.24",Fast Blow,USF 1206,"0.126 L x 0.063 W x 0.024 H (3.20mm x 1.60mm x 0.60mm)",DigiKey,"486-1679-1-ND","","","","","","","","","","",symbols/Fuse/SCH - FUSE - MOUNTED FUSE.Schlib,MOUNTED FUSE,"","","32V","63V"
cURus,cURus,"50A","",=Part Number,Datasheet,http://www.schurterinc.com/bundles/snceschurter/epim/_ProdPool_/newDS/en/typ_USF_1206.pdf,DigiKey Link,http://digikey.com/product-detail/en/schurter-inc/3413.0112.22/486-1674-1-ND/2870073,"","","","","","","","","375mA",FUSE BOARD MNT 375MA 125VAC/VDC,"1206 (3216 Metric)",footprints/Fuse/PCB - FUSE - FUSE 1206_3216 0.6MM.PcbLib,"","",FUSE 1206_3216 0.6MM,"","",Board Mount (Cartridge Style Excluded),"2020-09-02 01:30:41.100000",Active,Schurter Inc.,"3413.0112.22","0.01","1",Surface Mount,-55°C ~ 90°C,"1206 (3216 Metric)",TapeAndReel,Active,"0.24",Fast Blow,USF 1206,"0.126 L x 0.063 W x 0.024 H (3.20mm x 1.60mm x 0.60mm)",DigiKey,"486-1674-1-ND","","","","","","","","","","",symbols/Fuse/SCH - FUSE - MOUNTED FUSE.Schlib,MOUNTED FUSE,"","","125V","125V"
cURus,cURus,"100A","",=Part Number,Datasheet,https://us.schurter.com/pdf/english/typ_UST_1206.pdf,DigiKey Link,http://digikey.com/product-detail/en/schurter-inc/3413.0329.22/486-1687-1-ND/2870097,"","","","","","","","","12A",FUSE BOARD MOUNT 12A 32VAC 63VDC,"1206 (3216 Metric)",footprints/Fuse/PCB - FUSE - FUSE 1206_3216 0.6MM.PcbLib,"","",FUSE 1206_3216 0.6MM,"","",Board Mount (Cartridge Style Excluded),"2020-09-02 01:30:41.103000",Active,Schurter Inc.,"3413.0329.22","33","1",Surface Mount,-55°C ~ 90°C,"1206 (3216 Metric)",TapeAndReel,Active,"0.21",Slow Blow,UST 1206,"0.126 L x 0.063 W x 0.024 H (3.20mm x 1.60mm x 0.60mm)",DigiKey,"486-1687-1-ND","","","","","","","","","","",symbols/Fuse/SCH - FUSE - MOUNTED FUSE.Schlib,MOUNTED FUSE,"","","32V","63V"
cURus,cURus,"100A","",=Part Number,Datasheet,https://us.schurter.com/pdf/english/typ_UST_1206.pdf,DigiKey Link,http://digikey.com/product-detail/en/schurter-inc/3413.0328.24/486-3956-1-ND/8286229,"","","","","","","","","10A",FUSE BOARD MOUNT 10A 32VAC 63VDC,"1206 (3216 Metric)",footprints/Fuse/PCB - FUSE - FUSE 1206_3216 0.6MM.PcbLib,"","",FUSE 1206_3216 0.6MM,"","",Board Mount (Cartridge Style Excluded),"2020-09-02 01:30:41.107000",Active,Schurter Inc.,"3413.0328.24","21","1",Surface Mount,-55°C ~ 90°C,"1206 (3216 Metric)",TapeAndReel,Active,"0.21",Slow Blow,UST 1206,"0.126 L x 0.063 W x 0.024 H (3.20mm x 1.60mm x 0.60mm)",DigiKey,"486-3956-1-ND","","","","","","","","","","",symbols/Fuse/SCH - FUSE - MOUNTED FUSE.Schlib,MOUNTED FUSE,"","","32V","63V"
"cURus, VDE","cURus, VDE","63A","",=Part Number,Datasheet,https://us.schurter.com/pdf/english/typ_USI_1206.pdf,DigiKey Link,http://digikey.com/product-detail/en/schurter-inc/3413.0217.22/486-1145-1-ND/1522977,"","","","","","","","","1.25A",FUSE BOARD MNT 1.25A 32VAC 63VDC,"1206 (3216 Metric)",footprints/Fuse/PCB - FUSE - FUSE 1206_3216 0.6MM.PcbLib,"","",FUSE 1206_3216 0.6MM,"","",Board Mount (Cartridge Style Excluded),"2020-09-02 01:30:41.110000",Active,Schurter Inc.,"3413.0217.22","0.31","1",Surface Mount,-55°C ~ 90°C,"1206 (3216 Metric)",TapeAndReel,Active,"0.26",Fast Blow,USI 1206,"0.126 L x 0.063 W x 0.024 H (3.20mm x 1.60mm x 0.60mm)",DigiKey,"486-1145-1-ND","","","","","","","","","","",symbols/Fuse/SCH - FUSE - MOUNTED FUSE.Schlib,MOUNTED FUSE,"","","32V","63V"
"cURus, VDE","cURus, VDE","63A","",=Part Number,Datasheet,https://us.schurter.com/pdf/english/typ_USI_1206.pdf,DigiKey Link,http://digikey.com/product-detail/en/schurter-inc/3413.0218.22/486-1146-1-ND/1522978,"","","","","","","","","1.6A",FUSE BOARD MNT 1.6A 32VAC 63VDC,"1206 (3216 Metric)",footprints/Fuse/PCB - FUSE - FUSE 1206_3216 0.6MM.PcbLib,"","",FUSE 1206_3216 0.6MM,"","",Board Mount (Cartridge Style Excluded),"2020-09-02 01:30:41.113000",Active,Schurter Inc.,"3413.0218.22","0.33","1",Surface Mount,-55°C ~ 90°C,"1206 (3216 Metric)",TapeAndReel,Active,"0.26",Fast Blow,USI 1206,"0.126 L x 0.063 W x 0.024 H (3.20mm x 1.60mm x 0.60mm)",DigiKey,"486-1146-1-ND","","","","","","","","","","",symbols/Fuse/SCH - FUSE - MOUNTED FUSE.Schlib,MOUNTED FUSE,"","","32V","63V"
"cURus, VDE","cURus, VDE","63A","",=Part Number,Datasheet,https://us.schurter.com/pdf/english/typ_USI_1206.pdf,DigiKey Link,http://digikey.com/product-detail/en/schurter-inc/3413.0223.22/486-1151-1-ND/1522983,"","","","","","","","","5A",FUSE BRD MNT 5A 32VAC 63VDC 1206,"1206 (3216 Metric)",footprints/Fuse/PCB - FUSE - FUSE 1206_3216 0.6MM.PcbLib,"","",FUSE 1206_3216 0.6MM,"","",Board Mount (Cartridge Style Excluded),"2020-09-02 01:30:41.117000",Active,Schurter Inc.,"3413.0223.22","4.65","1",Surface Mount,-55°C ~ 90°C,"1206 (3216 Metric)",TapeAndReel,Active,"0.26",Fast Blow,USI 1206,"0.126 L x 0.063 W x 0.024 H (3.20mm x 1.60mm x 0.60mm)",DigiKey,"486-1151-1-ND","","","","","","","","","","",symbols/Fuse/SCH - FUSE - MOUNTED FUSE.Schlib,MOUNTED FUSE,"","","32V","63V"
cURus,cURus,"50A","",=Part Number,Datasheet,http://www.schurterinc.com/bundles/snceschurter/epim/_ProdPool_/newDS/en/typ_USF_1206.pdf,DigiKey Link,http://digikey.com/product-detail/en/schurter-inc/3413.0116.22/486-1678-1-ND/2870080,"","","","","","","","","1.25A",FUSE BOARD MNT 1.25A 32VAC 63VDC,"1206 (3216 Metric)",footprints/Fuse/PCB - FUSE - FUSE 1206_3216 0.6MM.PcbLib,"","",FUSE 1206_3216 0.6MM,"","",Board Mount (Cartridge Style Excluded),"2020-09-02 01:30:41.120000",Active,Schurter Inc.,"3413.0116.22","0.12","1",Surface Mount,-55°C ~ 90°C,"1206 (3216 Metric)",TapeAndReel,Active,"0.24",Fast Blow,USF 1206,"0.126 L x 0.063 W x 0.024 H (3.20mm x 1.60mm x 0.60mm)",DigiKey,"486-1678-1-ND","","","","","","","","","","",symbols/Fuse/SCH - FUSE - MOUNTED FUSE.Schlib,MOUNTED FUSE,"","","32V","63V"
cURus,cURus,"50A","",=Part Number,Datasheet,http://www.schurterinc.com/bundles/snceschurter/epim/_ProdPool_/newDS/en/typ_USF_1206.pdf,DigiKey Link,http://digikey.com/product-detail/en/schurter-inc/3413.0119.22/486-1680-1-ND/2870084,"","","","","","","","","2A",FUSE BRD MNT 2A 32VAC 63VDC 1206,"1206 (3216 Metric)",footprints/Fuse/PCB - FUSE - FUSE 1206_3216 0.6MM.PcbLib,"","",FUSE 1206_3216 0.6MM,"","",Board Mount (Cartridge Style Excluded),"2020-09-02 01:30:41.123000",Active,Schurter Inc.,"3413.0119.22","0.13","1",Surface Mount,-55°C ~ 90°C,"1206 (3216 Metric)",TapeAndReel,Active,"0.24",Fast Blow,USF 1206,"0.126 L x 0.063 W x 0.024 H (3.20mm x 1.60mm x 0.60mm)",DigiKey,"486-1680-1-ND","","","","","","","","","","",symbols/Fuse/SCH - FUSE - MOUNTED FUSE.Schlib,MOUNTED FUSE,"","","32V","63V"
cURus,cURus,"100A","",=Part Number,Datasheet,https://us.schurter.com/pdf/english/typ_UST_1206.pdf,DigiKey Link,http://digikey.com/product-detail/en/schurter-inc/3413.0330.22/486-1688-1-ND/2870099,"","","","","","","","","15A",FUSE BOARD MNT 15A 32VAC 63VDC,"1206 (3216 Metric)",footprints/Fuse/PCB - FUSE - FUSE 1206_3216 0.6MM.PcbLib,"","",FUSE 1206_3216 0.6MM,"","",Board Mount (Cartridge Style Excluded),"2020-09-02 01:30:41.127000",Active,Schurter Inc.,"3413.0330.22","65","1",Surface Mount,-55°C ~ 90°C,"1206 (3216 Metric)",TapeAndReel,Active,"0.21",Slow Blow,UST 1206,"0.126 L x 0.063 W x 0.024 H (3.20mm x 1.60mm x 0.60mm)",DigiKey,"486-1688-1-ND","","","","","","","","","","",symbols/Fuse/SCH - FUSE - MOUNTED FUSE.Schlib,MOUNTED FUSE,"","","32V","63V"
cURus,cURus,"100A","",=Part Number,Datasheet,http://www.cooperindustries.com/content/dam/public/bussmann/Electronics/Resources/product-datasheets/Bus_Elx_DS_4309_CC12H_Series.pdf,DigiKey Link,http://digikey.com/product-detail/en/eaton-electronics-division/CC12H4.5A-TR/283-2985-1-ND/2138916,"","","","","","","","","4.5A",FUSE BOARD MOUNT 4.5A 32VDC 1206,"1206 (3216 Metric)",footprints/Fuse/PCB - FUSE - FUSE 1206_3216 0.6MM.PcbLib,"","",FUSE 1206_3216 0.6MM,"","",Board Mount (Cartridge Style Excluded),"2020-09-02 01:30:41.147000",Active,Eaton - Electronics Division,CC12H4.5A-TR,"4.2","1",Surface Mount,-55°C ~ 125°C,"1206 (3216 Metric)",TapeAndReel,Active,"0.39",Slow Blow,CC12H,"0.126 L x 0.063 W x 0.024 H (3.20mm x 1.60mm x 0.60mm)",DigiKey,"283-2985-1-ND","","","","","","","","","","",symbols/Fuse/SCH - FUSE - MOUNTED FUSE.Schlib,MOUNTED FUSE,"","","","32V"
cURus,cURus,"100A","",=Part Number,Datasheet,http://www.cooperindustries.com/content/dam/public/bussmann/Electronics/Resources/product-datasheets/Bus_Elx_DS_4309_CC12H_Series.pdf,DigiKey Link,http://digikey.com/product-detail/en/eaton-electronics-division/CC12H10A-TR/283-4491-1-ND/5042387,"","","","","","","","","10A",FUSE BOARD MOUNT 10A 32VDC 1206,"1206 (3216 Metric)",footprints/Fuse/PCB - FUSE - FUSE 1206_3216 0.6MM.PcbLib,"","",FUSE 1206_3216 0.6MM,"","",Board Mount (Cartridge Style Excluded),"2020-09-02 01:30:41.170000",Active,Eaton - Electronics Division,CC12H10A-TR,"33","1",Surface Mount,-55°C ~ 125°C,"1206 (3216 Metric)",TapeAndReel,Active,"0.39","",CC12H,"0.063 L x 0.126 W x 0.024 H (1.60mm x 3.20mm x 0.60mm)",DigiKey,"283-4491-1-ND","","","","","","","","","","",symbols/Fuse/SCH - FUSE - MOUNTED FUSE.Schlib,MOUNTED FUSE,"","","","32V"
cURus,cURus,"50A","",=Part Number,Datasheet,http://www.cooperindustries.com/content/dam/public/bussmann/Electronics/Resources/product-datasheets/Bus_Elx_DS_4309_CC12H_Series.pdf,DigiKey Link,http://digikey.com/product-detail/en/eaton-electronics-division/CC12H2.5A-TR/283-2981-1-ND/2138912,"","","","","","","","","2.5A",FUSE BOARD MOUNT 2.5A 63VDC 1206,"1206 (3216 Metric)",footprints/Fuse/PCB - FUSE - FUSE 1206_3216 0.6MM.PcbLib,"","",FUSE 1206_3216 0.6MM,"","",Board Mount (Cartridge Style Excluded),"2020-09-02 01:30:41.173000",Active,Eaton - Electronics Division,CC12H2.5A-TR,"1.7","1",Surface Mount,-55°C ~ 125°C,"1206 (3216 Metric)",TapeAndReel,Active,"0.39",Slow Blow,CC12H,"0.126 L x 0.063 W x 0.024 H (3.20mm x 1.60mm x 0.60mm)",DigiKey,"283-2981-1-ND","","","","","","","","","","",symbols/Fuse/SCH - FUSE - MOUNTED FUSE.Schlib,MOUNTED FUSE,"","","","63V"
cURus,cURus,"50A","",=Part Number,Datasheet,http://www.cooperindustries.com/content/dam/public/bussmann/Electronics/Resources/product-datasheets/Bus_Elx_DS_4309_CC12H_Series.pdf,DigiKey Link,http://digikey.com/product-detail/en/eaton-electronics-division/CC12H4A-TR/283-2984-1-ND/2138915,"","","","","","","","","4A",FUSE BOARD MOUNT 4A 63VDC 1206,"1206 (3216 Metric)",footprints/Fuse/PCB - FUSE - FUSE 1206_3216 0.6MM.PcbLib,"","",FUSE 1206_3216 0.6MM,"","",Board Mount (Cartridge Style Excluded),"2020-09-02 01:30:41.177000",Active,Eaton - Electronics Division,CC12H4A-TR,"3.2","1",Surface Mount,-55°C ~ 125°C,"1206 (3216 Metric)",TapeAndReel,Active,"0.39",Slow Blow,CC12H,"0.126 L x 0.063 W x 0.024 H (3.20mm x 1.60mm x 0.60mm)",DigiKey,"283-2984-1-ND","","","","","","","","","","",symbols/Fuse/SCH - FUSE - MOUNTED FUSE.Schlib,MOUNTED FUSE,"","","","63V"
cURus,cURus,"100A","",=Part Number,Datasheet,http://www.cooperindustries.com/content/dam/public/bussmann/Electronics/Resources/product-datasheets/Bus_Elx_DS_4309_CC12H_Series.pdf,DigiKey Link,http://digikey.com/product-detail/en/eaton-electronics-division/CC12H15A-TR/283-4493-1-ND/5042389,"","","","","","","","","15A",FUSE BOARD MOUNT 15A 32VDC 1206,"1206 (3216 Metric)",footprints/Fuse/PCB - FUSE - FUSE 1206_3216 0.6MM.PcbLib,"","",FUSE 1206_3216 0.6MM,"","",Board Mount (Cartridge Style Excluded),"2020-09-02 01:30:41.180000",Active,Eaton - Electronics Division,CC12H15A-TR,"40","1",Surface Mount,-55°C ~ 125°C,"1206 (3216 Metric)",TapeAndReel,Active,"0.39","",CC12H,"0.063 L x 0.126 W x 0.024 H (1.60mm x 3.20mm x 0.60mm)",DigiKey,"283-4493-1-ND","","","","","","","","","","",symbols/Fuse/SCH - FUSE - MOUNTED FUSE.Schlib,MOUNTED FUSE,"","","","32V"
cURus,cURus,"50A","",=Part Number,Datasheet,http://www.cooperindustries.com/content/dam/public/bussmann/Electronics/Resources/product-datasheets/Bus_Elx_DS_4309_CC12H_Series.pdf,DigiKey Link,http://digikey.com/product-detail/en/eaton-electronics-division/CC12H750MA-TR/283-4487-1-ND/5042392,"","","","","","","","","750mA",FUSE BOARD MOUNT 750MA 63V 1206,"1206 (3216 Metric)",footprints/Fuse/PCB - FUSE - FUSE 1206_3216 0.6MM.PcbLib,"","",FUSE 1206_3216 0.6MM,"","",Board Mount (Cartridge Style Excluded),"2020-09-02 01:30:41.187000",Active,Eaton - Electronics Division,CC12H750MA-TR,"0.15","1",Surface Mount,-55°C ~ 125°C,"1206 (3216 Metric)",TapeAndReel,Active,"0.39","",CC12H,"0.063 L x 0.126 W x 0.024 H (1.60mm x 3.20mm x 0.60mm)",DigiKey,"283-4487-1-ND","","","","","","","","","","",symbols/Fuse/SCH - FUSE - MOUNTED FUSE.Schlib,MOUNTED FUSE,"","","","63V"
cURus,cURus,"100A","",=Part Number,Datasheet,http://www.cooperindustries.com/content/dam/public/bussmann/Electronics/Resources/product-datasheets/Bus_Elx_DS_4309_CC12H_Series.pdf,DigiKey Link,http://digikey.com/product-detail/en/eaton-electronics-division/CC12H20A-TR/283-4494-1-ND/5042390,"","","","","","","","","20A",FUSE BOARD MOUNT 20A 32VDC 1206,"1206 (3216 Metric)",footprints/Fuse/PCB - FUSE - FUSE 1206_3216 0.6MM.PcbLib,"","",FUSE 1206_3216 0.6MM,"","",Board Mount (Cartridge Style Excluded),"2020-09-02 01:30:41.210000",Active,Eaton - Electronics Division,CC12H20A-TR,"50","1",Surface Mount,-40°C ~ 85°C,"1206 (3216 Metric)",TapeAndReel,Active,"0.39","",CC12H,"0.063 L x 0.126 W x 0.024 H (1.60mm x 3.20mm x 0.60mm)",DigiKey,"283-4494-1-ND","","","","","","","","","","",symbols/Fuse/SCH - FUSE - MOUNTED FUSE.Schlib,MOUNTED FUSE,"","","","32V"
cURus,cURus,"100A","",=Part Number,Datasheet,http://www.cooperindustries.com/content/dam/public/bussmann/Electronics/Resources/product-datasheets/Bus_Elx_DS_4309_CC12H_Series.pdf,DigiKey Link,http://digikey.com/product-detail/en/eaton-electronics-division/CC12H5A-TR/283-2986-1-ND/2138917,"","","","","","","","","5A",FUSE BOARD MOUNT 5A 32VDC 1206,"1206 (3216 Metric)",footprints/Fuse/PCB - FUSE - FUSE 1206_3216 0.6MM.PcbLib,"","",FUSE 1206_3216 0.6MM,"","",Board Mount (Cartridge Style Excluded),"2020-09-02 01:30:41.223000",Active,Eaton - Electronics Division,CC12H5A-TR,"6","1",Surface Mount,-55°C ~ 125°C,"1206 (3216 Metric)",TapeAndReel,Active,"0.39",Slow Blow,CC12H,"0.126 L x 0.063 W x 0.024 H (3.20mm x 1.60mm x 0.60mm)",DigiKey,"283-2986-1-ND","","","","","","","","","","",symbols/Fuse/SCH - FUSE - MOUNTED FUSE.Schlib,MOUNTED FUSE,"","","","32V"
