"Applications","Capacitance","Comment","ComponentLink1Description","ComponentLink1URL","ComponentLink2Description","ComponentLink2URL","ComponentLink3Description","ComponentLink3URL","ComponentLink4Description","ComponentLink4URL","ComponentLink5Description","ComponentLink5URL","ComponentLink6Description","ComponentLink6URL","Description","Device Package","Failure Rate","Features","Footprint Path","Footprint Path 2","Footprint Path 3","Footprint Ref","Footprint Ref 2","Footprint Ref 3","Height - Seated (Max)","LastUpdated","Lead Spacing","Lead Style","Lifecycle Status","Manufacturer","Part Number","Minimum Order","Mounting Type","Operating Temperature","Package / Case","Packaging","PartId","Part Status","Price","Ratings","Series","Size / Dimension","Supplier 1","Supplier Part Number 1","Supplier 2","Supplier Part Number 2","Supplier 3","Supplier Part Number 3","Supplier 4","Supplier Part Number 4","Supplier 5","Supplier Part Number 5","Supplier 6","Supplier Part Number 6","Library Path","Library Ref","Temperature Coefficient","Thickness (Max)","Tolerance","Type","Value","Voltage - Rated"
Boardflex Sensitive,"1uF",=Value,Datasheet,http://datasheets.avx.com/FlexitermMLCC.pdf,DigiKey Link,http://digikey.com/product-detail/en/avx-corporation/12101C105MAZ2A/478-12255-1-ND/9565662,"","","","","","","","",CAP CER 1UF 100V X7R 1210,"1210 (3225 Metric)","",Soft Termination,,,,"C1210N,C1210L,C1210M",,,"","2020-09-02 01:10:49.687000","","",Active,AVX Corporation,"12101C105MAZ2A","1","Surface Mount, MLCC",-55°C ~ 125°C,"1210 (3225 Metric)",TapeAndReel,"24041",Active,"0.38","",FLEXITERM®,"0.126 L x 0.098 W (3.20mm x 2.50mm)",DigiKey,"478-12255-1-ND","","","","","","","","","","",,capacitors\capacitor,X7R,"0.110 (2.79mm)",±20%,"","1uF","100V"
General Purpose,"10uF",=Value,Datasheet,http://datasheets.avx.com/cx5r.pdf,DigiKey Link,http://digikey.com/product-detail/en/avx-corporation/1210YD106MAT4A/478-12488-1-ND/9749340,"","","","","","","","",CAP CER 10UF 16V X5R 1210,"1210 (3225 Metric)","","",,,,"C1210N,C1210L,C1210M",,,"","2020-09-02 01:10:49.683000","","",Active,AVX Corporation,"1210YD106MAT4A","1","Surface Mount, MLCC",-55°C ~ 85°C,"1210 (3225 Metric)",TapeAndReel,"24042",Active,"0.40","",-,"0.126 L x 0.098 W (3.20mm x 2.50mm)",DigiKey,"478-12488-1-ND","","","","","","","","","","",,capacitors\capacitor,X5R,"0.110 (2.79mm)",±20%,"","10uF","16V"
"Automotive, Boardflex Sensitive","0.033uF",=Value,Datasheet,https://product.tdk.com/info/en/catalog/datasheets/mlcc_automotive_soft_en.pdf?ref_disty=digikey,DigiKey Link,http://digikey.com/product-detail/en/tdk-corporation/CGA6P4C0G2J333J250AE/445-175716-1-ND/8555562,"","","","","","","","",CAP CER .033UF 630V C0G/NP0 1210,"1210 (3225 Metric)","",Soft Termination,,,,"C1210N,C1210L,C1210M",,,"","2020-09-02 01:10:49.677000","","",Active,TDK Corporation,CGA6P4C0G2J333J250AE,"1","Surface Mount, MLCC",-55°C ~ 125°C,"1210 (3225 Metric)",TapeAndReel,"24043",Active,"0.44",AEC-Q200,CGA,"0.126 L x 0.098 W (3.20mm x 2.50mm)",DigiKey,"445-175716-1-ND","","","","","","","","","","",,capacitors\capacitor,"C0G, NP0","0.110 (2.80mm)",±5%,"","0.033uF","630V"
Boardflex Sensitive,"0.022uF",=Value,Datasheet,https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_soft_en.pdf?ref_disty=digikey,DigiKey Link,http://digikey.com/product-detail/en/tdk-corporation/C3225C0G2E223J160AE/445-180322-1-ND/9324831,"","","","","","","","",CAP CER 0.022UF 250V C0GNP0 1210,"1210 (3225 Metric)","",Soft Termination,,,,"C1210N,C1210L,C1210M",,,"","2020-09-02 01:10:49.657000","","",Active,TDK Corporation,C3225C0G2E223J160AE,"1","Surface Mount, MLCC",-55°C ~ 125°C,"1210 (3225 Metric)",TapeAndReel,"24044",Active,"0.44","",C,"0.126 L x 0.098 W (3.20mm x 2.50mm)",DigiKey,"445-180322-1-ND","","","","","","","","","","",,capacitors\capacitor,"C0G, NP0","0.110 (2.80mm)",±5%,"","0.022uF","250V"
General Purpose,"2.2uF",=Value,Datasheet,http://datasheets.avx.com/X7RDielectric.pdf,DigiKey Link,http://digikey.com/product-detail/en/avx-corporation/12103C225JAT2A/478-11404-1-ND/8019153,"","","","","","","","",CAP CER 2.2UF 25V X7R 1210,"1210 (3225 Metric)","","",,,,"C1210N,C1210L,C1210M",,,"","2020-09-02 01:10:49.653000","","",Active,AVX Corporation,"12103C225JAT2A","1","Surface Mount, MLCC",-55°C ~ 125°C,"1210 (3225 Metric)",TapeAndReel,"24045",Active,"0.45","",-,"0.126 L x 0.098 W (3.20mm x 2.50mm)",DigiKey,"478-11404-1-ND","","","","","","","","","","",,capacitors\capacitor,X7R,"0.110 (2.79mm)",±5%,"","2.2uF","25V"
General Purpose,"22uF",=Value,Datasheet,http://datasheets.avx.com/cx5r.pdf,DigiKey Link,http://digikey.com/product-detail/en/avx-corporation/1210YD226MAT4A/478-11531-1-ND/8107732,"","","","","","","","",CAP CER 22UF 16V X5R 1210,"1210 (3225 Metric)","","",,,,"C1210N,C1210L,C1210M",,,"","2020-09-02 01:10:49.650000","","",Active,AVX Corporation,"1210YD226MAT4A","1","Surface Mount, MLCC",-55°C ~ 85°C,"1210 (3225 Metric)",TapeAndReel,"24046",Active,"0.46","",-,"0.126 L x 0.098 W (3.20mm x 2.50mm)",DigiKey,"478-11531-1-ND","","","","","","","","","","",,capacitors\capacitor,X5R,"0.110 (2.79mm)",±20%,"","22uF","16V"
SMPS Filtering,"150uF",=Value,Datasheet,https://ds.yuden.co.jp/TYCOMPAS/ut/detail?pn=AMK325ABJ157MM-P &u=M,DigiKey Link,http://digikey.com/product-detail/en/taiyo-yuden/AMK325ABJ157MM-P/587-AMK325ABJ157MM-PCT-ND/10474063,"","","","","","","","",CAP CER 150UF 4V X5R 1210,"1210 (3225 Metric)","","",,,,"C1210N,C1210L,C1210M",,,"","2020-09-02 01:10:49.630000","","",Active,Taiyo Yuden,AMK325ABJ157MM-P,"1","Surface Mount, MLCC",-55°C ~ 85°C,"1210 (3225 Metric)",TapeAndReel,"24047",Active,"0.47","",M,"0.126 L x 0.098 W (3.20mm x 2.50mm)",DigiKey,"587-AMK325ABJ157MM-PCT-ND","","","","","","","","","","",,capacitors\capacitor,X5R,"0.110 (2.80mm)",±20%,"","150uF","4V"
General Purpose,"100uF",=Value,Datasheet,https://www.yuden.co.jp/productdata/catalog/mlcc01_e.pdf,DigiKey Link,http://digikey.com/product-detail/en/taiyo-yuden/JMK325AC6107MM-P/587-4314-1-ND/5361258,"","","","","","","","",CAP CER 100UF 6.3V X6S 1210,"1210 (3225 Metric)","","",,,,"C1210N,C1210L,C1210M",,,"","2020-09-02 01:10:49.627000","","",Active,Taiyo Yuden,JMK325AC6107MM-P,"1","Surface Mount, MLCC",-55°C ~ 105°C,"1210 (3225 Metric)",TapeAndReel,"24048",Active,"0.49","",M,"0.126 L x 0.098 W (3.20mm x 2.50mm)",DigiKey,"587-4314-1-ND","","","","","","","","","","",,capacitors\capacitor,X6S,"0.110 (2.80mm)",±20%,"","100uF","6.3V"
"Automotive, Boardflex Sensitive","0.068uF",=Value,Datasheet,https://product.tdk.com/info/en/catalog/datasheets/mlcc_automotive_soft_en.pdf?ref_disty=digikey,DigiKey Link,http://digikey.com/product-detail/en/tdk-corporation/CGA6N2C0G2A683J230AE/445-175715-1-ND/8555561,"","","","","","","","",CAP CER .068UF 100V C0G/NP0 1210,"1210 (3225 Metric)","",Soft Termination,,,,"C1210N,C1210L,C1210M",,,"","2020-09-02 01:10:49.620000","","",Active,TDK Corporation,CGA6N2C0G2A683J230AE,"1","Surface Mount, MLCC",-55°C ~ 125°C,"1210 (3225 Metric)",TapeAndReel,"24049",Active,"0.52",AEC-Q200,CGA,"0.126 L x 0.098 W (3.20mm x 2.50mm)",DigiKey,"445-175715-1-ND","","","","","","","","","","",,capacitors\capacitor,"C0G, NP0","0.102 (2.60mm)",±5%,"","0.068uF","100V"
General Purpose,"10uF",=Value,Datasheet,http://datasheets.avx.com/cx5r.pdf,DigiKey Link,http://digikey.com/product-detail/en/avx-corporation/12103D106MAT2A/478-7977-1-ND/3881600,"","","","","","","","",CAP CER 10UF 25V X5R 1210,"1210 (3225 Metric)","","",,,,"C1210N,C1210L,C1210M",,,"","2020-09-02 01:10:49.617000","","",Active,AVX Corporation,"12103D106MAT2A","1","Surface Mount, MLCC",-55°C ~ 85°C,"1210 (3225 Metric)",TapeAndReel,"24050",Active,"0.55","",-,"0.126 L x 0.098 W (3.20mm x 2.50mm)",DigiKey,"478-7977-1-ND","","","","","","","","","","",,capacitors\capacitor,X5R,"0.110 (2.79mm)",±20%,"","10uF","25V"
General Purpose,"3.3uF",=Value,Datasheet,https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_hightemp_en.pdf?ref_disty=digikey,DigiKey Link,http://digikey.com/product-detail/en/tdk-corporation/C3225X8R1E335M250AA/445-14948-1-ND/3956614,"","","","","","","","",CAP CER 3.3UF 25V X8R 1210,"1210 (3225 Metric)","",High Temperature,,,,"C1210N,C1210L,C1210M",,,"","2020-09-02 01:10:49.613000","","",Active,TDK Corporation,C3225X8R1E335M250AA,"1","Surface Mount, MLCC",-55°C ~ 150°C,"1210 (3225 Metric)",TapeAndReel,"24051",Active,"0.37","",C,"0.126 L x 0.098 W (3.20mm x 2.50mm)",DigiKey,"445-14948-1-ND","","","","","","","","","","",,capacitors\capacitor,X8R,"0.110 (2.80mm)",±20%,"","3.3uF","25V"
General Purpose,"6.8uF",=Value,Datasheet,https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf?ref_disty=digikey,DigiKey Link,http://digikey.com/product-detail/en/tdk-corporation/C3225X6S1H685M250AC/445-14928-1-ND/3956594,"","","","","","","","",CAP CER 6.8UF 50V X6S 1210,"1210 (3225 Metric)","",Low ESL,,,,"C1210N,C1210L,C1210M",,,"","2020-09-02 01:10:49.610000","","",Active,TDK Corporation,C3225X6S1H685M250AC,"1","Surface Mount, MLCC",-55°C ~ 105°C,"1210 (3225 Metric)",TapeAndReel,"24052",Active,"0.37","",C,"0.126 L x 0.098 W (3.20mm x 2.50mm)",DigiKey,"445-14928-1-ND","","","","","","","","","","",,capacitors\capacitor,X6S,"0.110 (2.80mm)",±20%,"","6.8uF","50V"
"Automotive, SMPS Filtering","2.2uF",=Value,Datasheet,https://ds.yuden.co.jp/TYCOMPAS/ut/detail?pn=HMK325B7225MMHP &u=M,DigiKey Link,http://digikey.com/product-detail/en/taiyo-yuden/HMK325B7225MMHP/587-5031-1-ND/6563874,"","","","","","","","",CAP CER 2.2UF 100V X7R 1210,"1210 (3225 Metric)","","",,,,"C1210N,C1210L,C1210M",,,"","2020-09-02 01:10:49.607000","","",Active,Taiyo Yuden,HMK325B7225MMHP,"1","Surface Mount, MLCC",-55°C ~ 125°C,"1210 (3225 Metric)",TapeAndReel,"24053",Active,"0.34",AEC-Q200,M,"0.126 L x 0.098 W (3.20mm x 2.50mm)",DigiKey,"587-5031-1-ND","","","","","","","","","","",,capacitors\capacitor,X7R,"0.106 (2.70mm)",±20%,"","2.2uF","100V"
General Purpose,"10uF",=Value,Datasheet,https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf?ref_disty=digikey,DigiKey Link,http://digikey.com/product-detail/en/tdk-corporation/C3225X7R1N106K250AC/445-C3225X7R1N106K250ACCT-ND/10415004,"","","","","","","","",COMMERCIAL GRADE GENERAL PURPOSE,"1210 (3225 Metric)","","",,,,"C1210N,C1210L,C1210M",,,"","2020-09-02 01:10:49.587000","","",Active,TDK Corporation,C3225X7R1N106K250AC,"1","Surface Mount, MLCC",-55°C ~ 125°C,"1210 (3225 Metric)",TapeAndReel,"24054",Active,"0.38","",C,"0.126 L x 0.098 W (3.20mm x 2.50mm)",DigiKey,"445-C3225X7R1N106K250ACCT-ND","","","","","","","","","","",,capacitors\capacitor,X7R,"0.110 (2.80mm)",±10%,"","10uF","75V"
SMPS Filtering,"47uF",=Value,Datasheet,https://ds.yuden.co.jp/TYCOMPAS/ut/detail?pn=JMK325B7476KM-PR &u=M,DigiKey Link,http://digikey.com/product-detail/en/taiyo-yuden/JMK325B7476KM-PR/587-5453-1-ND/7067129,"","","","","","","","",CAP CER 47UF 6.3V X7R 1210,"1210 (3225 Metric)","","",,,,"C1210N,C1210L,C1210M",,,"","2020-09-02 01:10:49.567000","","",Active,Taiyo Yuden,JMK325B7476KM-PR,"1","Surface Mount, MLCC",-55°C ~ 125°C,"1210 (3225 Metric)",TapeAndReel,"24055",Active,"0.34","",M,"0.126 L x 0.098 W (3.20mm x 2.50mm)",DigiKey,"587-5453-1-ND","","","","","","","","","","",,capacitors\capacitor,X7R,"0.106 (2.70mm)",±10%,"","47uF","6.3V"
Automotive,"0.22uF",=Value,Datasheet,http://www.chemi-con.co.jp/e/catalog/pdf/ce-e/ce-sepa-e/ce-kvf-e-2019.pdf,DigiKey Link,http://digikey.com/product-detail/en/united-chemi-con/KVF101L224M32NLT00/565-4738-1-ND/6210786,"","","","","","","","",CAP CER 0.22UF 100V X8L 1210,"1210 (3225 Metric)","",High Temperature,,,,"C1210N,C1210L,C1210M",,,"","2020-09-02 01:10:49.563000","","",Active,United Chemi-Con,KVF101L224M32NLT00,"1","Surface Mount, MLCC",-55°C ~ 150°C,"1210 (3225 Metric)",TapeAndReel,"24056",Active,"0.38",AEC-Q200,KVF,"0.126 L x 0.098 W (3.20mm x 2.50mm)",DigiKey,"565-4738-1-ND","","","","","","","","","","",,capacitors\capacitor,X8L,"0.102 (2.60mm)",±20%,"","0.22uF","100V"
General Purpose,"22uF",=Value,Datasheet,http://datasheets.avx.com/cx5r.pdf,DigiKey Link,http://digikey.com/product-detail/en/avx-corporation/12106D226MAT2A/478-2573-1-ND/717518,"","","","","","","","",CAP CER 22UF 6.3V X5R 1210,"1210 (3225 Metric)","","",,,,"C1210N,C1210L,C1210M",,,"","2020-09-02 01:10:49.560000","","",Active,AVX Corporation,"12106D226MAT2A","1","Surface Mount, MLCC",-55°C ~ 85°C,"1210 (3225 Metric)",TapeAndReel,"24057",Active,"0.40","",-,"0.126 L x 0.098 W (3.20mm x 2.50mm)",DigiKey,"478-2573-1-ND","","","","","","","","","","",,capacitors\capacitor,X5R,"0.110 (2.79mm)",±20%,"","22uF","6.3V"
Automotive,"10uF",=Value,Datasheet,https://product.tdk.com/info/en/catalog/datasheets/mlcc_automotive_general_en.pdf?ref_disty=digikey,DigiKey Link,http://digikey.com/product-detail/en/tdk-corporation/CGA6P1X7R1N106M250AC/445-181609-1-ND/9991487,"","","","","","","","",CAP CER 10UF 75V X7R 1210,"1210 (3225 Metric)","",Low ESL,,,,"C1210N,C1210L,C1210M",,,"","2020-09-02 01:10:49.557000","","",Active,TDK Corporation,CGA6P1X7R1N106M250AC,"1","Surface Mount, MLCC",-55°C ~ 125°C,"1210 (3225 Metric)",TapeAndReel,"24058",Active,"0.39",AEC-Q200,CGA,"0.126 L x 0.098 W (3.20mm x 2.50mm)",DigiKey,"445-181609-1-ND","","","","","","","","","","",,capacitors\capacitor,X7R,"0.110 (2.80mm)",±20%,"","10uF","75V"
"Bypass, Decoupling","22uF",=Value,Datasheet,https://api.kemet.com/component-edge/download/datasheet/C1210C226M8RACTU.pdf,DigiKey Link,http://digikey.com/product-detail/en/kemet/C1210C226M8RACTU/399-11687-1-ND/5119830,"","","","","","","","",CAP CER 22UF 10V X7R 1210,"1210 (3225 Metric)","","",,,,"C1210N,C1210L,C1210M",,,"","2020-09-02 01:10:49.537000","","",Active,KEMET,C1210C226M8RACTU,"1","Surface Mount, MLCC",-55°C ~ 125°C,"1210 (3225 Metric)",TapeAndReel,"24059",Active,"0.40","",SMD Comm X7R,"0.126 L x 0.098 W (3.20mm x 2.50mm)",DigiKey,"399-11687-1-ND","","","","","","","","","","",,capacitors\capacitor,X7R,"0.110 (2.80mm)",±20%,"","22uF","10V"
Automotive,"22uF",=Value,Datasheet,https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GCM32ER71C226ME19-01.pdf,DigiKey Link,http://digikey.com/product-detail/en/murata-electronics/GCM32ER71C226ME19K/490-14539-1-ND/6606145,"","","","","","","","",CAP CER 22UF 16V X7R 1210,"1210 (3225 Metric)","","",,,,"C1210N,C1210L,C1210M",,,"","2020-09-02 01:10:49.533000","","",Active,Murata Electronics,GCM32ER71C226ME19K,"1","Surface Mount, MLCC",-55°C ~ 125°C,"1210 (3225 Metric)",TapeAndReel,"24060",Active,"0.36",AEC-Q200,GCM,"0.126 L x 0.098 W (3.20mm x 2.50mm)",DigiKey,"490-14539-1-ND","","","","","","","","","","",,capacitors\capacitor,X7R,"0.106 (2.70mm)",±20%,"","22uF","16V"
SMPS Filtering,"22uF",=Value,Datasheet,https://ds.yuden.co.jp/TYCOMPAS/ut/detail?pn=LMK325BJ226MM-P &u=M,DigiKey Link,http://digikey.com/product-detail/en/taiyo-yuden/LMK325BJ226MM-P/587-5469-1-ND/7067145,"","","","","","","","",CAP CER 22UF 10V X5R 1210,"1210 (3225 Metric)","","",,,,"C1210N,C1210L,C1210M",,,"","2020-09-02 01:10:49.530000","","",Active,Taiyo Yuden,LMK325BJ226MM-P,"1","Surface Mount, MLCC",-55°C ~ 85°C,"1210 (3225 Metric)",TapeAndReel,"24061",Active,"0.14","",M,"0.126 L x 0.098 W (3.20mm x 2.50mm)",DigiKey,"587-5469-1-ND","","","","","","","","","","",,capacitors\capacitor,X5R,"0.106 (2.70mm)",±20%,"","22uF","10V"
Automotive,"22uF",=Value,Datasheet,https://ds.yuden.co.jp/TYCOMPAS/ut/detail?pn=LMK325BJ226MMHT  &u=M,DigiKey Link,http://digikey.com/product-detail/en/taiyo-yuden/LMK325BJ226MMHT/587-3433-1-ND/4157736,"","","","","","","","",CAP CER 22UF 10V X5R 1210,"1210 (3225 Metric)","","",,,,"C1210N,C1210L,C1210M",,,"","2020-09-02 01:10:49.523000","","",Active,Taiyo Yuden,LMK325BJ226MMHT,"1","Surface Mount, MLCC",-55°C ~ 85°C,"1210 (3225 Metric)",TapeAndReel,"24062",Active,"0.18",AEC-Q200,M,"0.126 L x 0.098 W (3.20mm x 2.50mm)",DigiKey,"587-3433-1-ND","","","","","","","","","","",,capacitors\capacitor,X5R,"0.106 (2.70mm)",±20%,"","22uF","10V"
"Automotive, SMPS Filtering","47uF",=Value,Datasheet,https://ds.yuden.co.jp/TYCOMPAS/ut/detail?pn=JMK325BJ476MMHP &u=M,DigiKey Link,http://digikey.com/product-detail/en/taiyo-yuden/JMK325BJ476MMHP/587-5457-1-ND/7067133,"","","","","","","","",CAP CER 47UF 6.3V X5R 1210,"1210 (3225 Metric)","","",,,,"C1210N,C1210L,C1210M",,,"","2020-09-02 01:10:49.520000","","",Active,Taiyo Yuden,JMK325BJ476MMHP,"1","Surface Mount, MLCC",-55°C ~ 85°C,"1210 (3225 Metric)",TapeAndReel,"24063",Active,"0.19",AEC-Q200,M,"0.126 L x 0.098 W (3.20mm x 2.50mm)",DigiKey,"587-5457-1-ND","","","","","","","","","","",,capacitors\capacitor,X5R,"0.106 (2.70mm)",±20%,"","47uF","6.3V"
"Automotive, SMPS Filtering","2.2uF",=Value,Datasheet,https://ds.yuden.co.jp/TYCOMPAS/ut/detail?pn=HMF325B7225KMHP&u=M,DigiKey Link,http://digikey.com/product-detail/en/taiyo-yuden/HMF325B7225KMHP/587-6465-1-ND/10379158,"","","","","","","","","CAP, MLCC, 1210/3225, 100V, X7R,","1210 (3225 Metric)","","",,,,"C1210N,C1210L,C1210M",,,"","2020-09-02 01:10:49.517000","","",Active,Taiyo Yuden,HMF325B7225KMHP,"1","Surface Mount, MLCC",-55°C ~ 125°C,"1210 (3225 Metric)",TapeAndReel,"24064",Active,"0.22",AEC-Q200,M,"0.126 L x 0.098 W (3.20mm x 2.50mm)",DigiKey,"587-6465-1-ND","","","","","","","","","","",,capacitors\capacitor,X7R,"0.106 (2.70mm)",±10%,"","2.2uF","100V"
Automotive,"10uF",=Value,Datasheet,https://ds.yuden.co.jp/TYCOMPAS/ut/detail?pn=GMK325BJ106MMHT  &u=M,DigiKey Link,http://digikey.com/product-detail/en/taiyo-yuden/GMK325BJ106MMHT/587-3375-1-ND/4157633,"","","","","","","","",CAP CER 10UF 35V X5R 1210,"1210 (3225 Metric)","","",,,,"C1210N,C1210L,C1210M",,,"","2020-09-02 01:10:49.497000","","",Active,Taiyo Yuden,GMK325BJ106MMHT,"1","Surface Mount, MLCC",-55°C ~ 85°C,"1210 (3225 Metric)",TapeAndReel,"24065",Active,"0.22",AEC-Q200,M,"0.126 L x 0.098 W (3.20mm x 2.50mm)",DigiKey,"587-3375-1-ND","","","","","","","","","","",,capacitors\capacitor,X5R,"0.106 (2.70mm)",±20%,"","10uF","35V"
"Automotive, SMPS Filtering, Boardflex Sensitive","4.7uF",=Value,Datasheet,https://ds.yuden.co.jp/TYCOMPAS/ut/detail?pn=TMJ325AB7475KMHP &u=M,DigiKey Link,http://digikey.com/product-detail/en/taiyo-yuden/TMJ325AB7475KMHP/587-5228-1-ND/6685648,"","","","","","","","",CAP CER 4.7UF 25V X7R 1210,"1210 (3225 Metric)","",Soft Termination,,,,"C1210N,C1210L,C1210M",,,"","2020-09-02 01:10:49.477000","","",Active,Taiyo Yuden,TMJ325AB7475KMHP,"1","Surface Mount, MLCC",-55°C ~ 125°C,"1210 (3225 Metric)",TapeAndReel,"24066",Active,"0.23",AEC-Q200,M,"0.126 L x 0.098 W (3.20mm x 2.50mm)",DigiKey,"587-5228-1-ND","","","","","","","","","","",,capacitors\capacitor,X7R,"0.110 (2.80mm)",±10%,"","4.7uF","25V"
"Automotive, Boardflex Sensitive","2.2uF",=Value,Datasheet,http://datasheets.avx.com/AutoMLCC.pdf,DigiKey Link,http://digikey.com/product-detail/en/avx-corporation/12105C225K4Z2A/478-12863-1-ND/9949424,"","","","","","","","",CAP CER 2.2UF 50V X7R 1210,"1210 (3225 Metric)","",Soft Termination,,,,"C1210N,C1210L,C1210M",,,"","2020-09-02 01:10:49.473000","","",Active,AVX Corporation,"12105C225K4Z2A","1","Surface Mount, MLCC",-55°C ~ 125°C,"1210 (3225 Metric)",TapeAndReel,"24067",Active,"0.25",AEC-Q200,FLEXITERM®,"0.126 L x 0.098 W (3.20mm x 2.50mm)",DigiKey,"478-12863-1-ND","","","","","","","","","","",,capacitors\capacitor,X7R,"0.110 (2.79mm)",±10%,"","2.2uF","50V"
Automotive,"10uF",=Value,Datasheet,https://www.yuden.co.jp/productdata/catalog/mlcc_all_hq_e.pdf,DigiKey Link,http://digikey.com/product-detail/en/taiyo-yuden/TMK325AB7106MMHTR/587-3492-1-ND/4157644,"","","","","","","","",CAP CER 10UF 25V X7R 1210,"1210 (3225 Metric)","","",,,,"C1210N,C1210L,C1210M",,,"","2020-09-02 01:10:49.470000","","",Active,Taiyo Yuden,TMK325AB7106MMHTR,"1","Surface Mount, MLCC",-55°C ~ 125°C,"1210 (3225 Metric)",TapeAndReel,"24068",Active,"0.25",AEC-Q200,M,"0.126 L x 0.098 W (3.20mm x 2.50mm)",DigiKey,"587-3492-1-ND","","","","","","","","","","",,capacitors\capacitor,X7R,"0.106 (2.70mm)",±20%,"","10uF","25V"
Automotive,"10uF",=Value,Datasheet,https://www.yuden.co.jp/productdata/catalog/mlcc_all_hq_e.pdf,DigiKey Link,http://digikey.com/product-detail/en/taiyo-yuden/TMK325AB7106KMHTR/587-3723-1-ND/4811193,"","","","","","","","",CAP CER 10UF 25V X7R 1210,"1210 (3225 Metric)","","",,,,"C1210N,C1210L,C1210M",,,"","2020-09-02 01:10:49.453000","","",Active,Taiyo Yuden,TMK325AB7106KMHTR,"1","Surface Mount, MLCC",-55°C ~ 125°C,"1210 (3225 Metric)",TapeAndReel,"24069",Active,"0.26",AEC-Q200,M,"0.126 L x 0.098 W (3.20mm x 2.50mm)",DigiKey,"587-3723-1-ND","","","","","","","","","","",,capacitors\capacitor,X7R,"0.110 (2.80mm)",±10%,"","10uF","25V"
Automotive,"10uF",=Value,Datasheet,https://www.yuden.co.jp/productdata/catalog/mlcc_all_hq_e.pdf,DigiKey Link,http://digikey.com/product-detail/en/taiyo-yuden/TMK325BJ106KMHT/587-3708-1-ND/4811178,"","","","","","","","",CAP CER 10UF 25V X5R 1210,"1210 (3225 Metric)","","",,,,"C1210N,C1210L,C1210M",,,"","2020-09-02 01:10:49.450000","","",Active,Taiyo Yuden,TMK325BJ106KMHT,"1","Surface Mount, MLCC",-55°C ~ 85°C,"1210 (3225 Metric)",TapeAndReel,"24070",Active,"0.28",AEC-Q200,M,"0.126 L x 0.098 W (3.20mm x 2.50mm)",DigiKey,"587-3708-1-ND","","","","","","","","","","",,capacitors\capacitor,X5R,"0.106 (2.70mm)",±10%,"","10uF","25V"
"Automotive, SMPS Filtering, Boardflex Sensitive","4.7uF",=Value,Datasheet,https://www.yuden.co.jp/productdata/catalog/mlcc_all_hq_e.pdf,DigiKey Link,http://digikey.com/product-detail/en/taiyo-yuden/UMJ325AB7475MMHP/587-4955-1-ND/6563798,"","","","","","","","",CAP CER 4.7UF 50V X7R 1210,"1210 (3225 Metric)","",Soft Termination,,,,"C1210N,C1210L,C1210M",,,"","2020-09-02 01:10:49.447000","","",Active,Taiyo Yuden,UMJ325AB7475MMHP,"1","Surface Mount, MLCC",-55°C ~ 125°C,"1210 (3225 Metric)",TapeAndReel,"24071",Active,"0.29",AEC-Q200,M,"0.126 L x 0.098 W (3.20mm x 2.50mm)",DigiKey,"587-4955-1-ND","","","","","","","","","","",,capacitors\capacitor,X7R,"0.110 (2.80mm)",±20%,"","4.7uF","50V"
"Automotive, Boardflex Sensitive","10uF",=Value,Datasheet,https://ds.yuden.co.jp/TYCOMPAS/ut/detail?pn=TMJ325KB7106MMHP &u=M,DigiKey Link,http://digikey.com/product-detail/en/taiyo-yuden/TMJ325KB7106MMHP/587-6020-1-ND/8040683,"","","","","","","","",CAP CER 10UF 25V X7R 1210,"1210 (3225 Metric)","",Soft Termination,,,,"C1210N,C1210L,C1210M",,,"","2020-09-02 01:10:49.427000","","",Active,Taiyo Yuden,TMJ325KB7106MMHP,"1","Surface Mount, MLCC",-55°C ~ 125°C,"1210 (3225 Metric)",TapeAndReel,"24072",Active,"0.32",AEC-Q200,M,"0.126 L x 0.098 W (3.20mm x 2.50mm)",DigiKey,"587-6020-1-ND","","","","","","","","","","",,capacitors\capacitor,X7R,"0.110 (2.80mm)",±20%,"","10uF","25V"
Automotive,"10uF",=Value,Datasheet,https://ds.yuden.co.jp/TYCOMPAS/ut/detail?pn=GMK325C7106KMHT &u=M,DigiKey Link,http://digikey.com/product-detail/en/taiyo-yuden/GMK325C7106KMHT/587-3724-1-ND/4811194,"","","","","","","","",CAP CER 10UF 35V X7S 1210,"1210 (3225 Metric)","","",,,,"C1210N,C1210L,C1210M",,,"","2020-09-02 01:10:49.423000","","",Active,Taiyo Yuden,GMK325C7106KMHT,"1","Surface Mount, MLCC",-55°C ~ 125°C,"1210 (3225 Metric)",TapeAndReel,"24073",Active,"0.33",AEC-Q200,M,"0.126 L x 0.098 W (3.20mm x 2.50mm)",DigiKey,"587-3724-1-ND","","","","","","","","","","",,capacitors\capacitor,X7S,"0.110 (2.80mm)",±10%,"","10uF","35V"
