Part Type,Part Number,Schematic Part,Part Value,Current - Reverse Leakage @ Vr,Impedance (Max) (Zzt),Voltage - Forward (Vf) (Max) @ If,Voltage - Zener (Nom) (Vz),Tolerance,Allegro PCB Footprint,Package / Case,Pspice Model,Power - Max,Availability,Data Sheet,Description,Mounting Type,Size,Number of Pins,Operating Temperature,Distributor Part Number,Manufacturer,Manufacturer Part Number,Price,ActivepartsID
DIODE ZENER,BZT52C3V0T-TP,diodes\Diode_ZENER,,10µA @ 1V,95 Ohms,900mV @ 10mA,3V,±7%,,"SC-79, SOD-523",,250mW,,https://www.mccsemi.com/pdf/Products/BZT52C2V4T~BZT52C39T(SOD-523).PDF,DIODE ZENER 3V 370MW SOD523,Surface Mount,,2,-65°C ~ 150°C,,Micro Commercial Co,,,
DIODE ZENER,BZT52C39T-TP,diodes\Diode_ZENER,,100nA @ 27.3V,130 Ohms,900mV @ 10mA,39V,±5%,,"SC-79, SOD-523",,100mW,,https://www.mccsemi.com/pdf/Products/BZT52C2V4T~BZT52C39T(SOD-523).PDF,DIODE ZENER 39V 100MW SOD523,Surface Mount,,2,-65°C ~ 150°C,,Micro Commercial Co,,,
DIODE ZENER,BZT52C15T-TP,diodes\Diode_ZENER,,100nA @ 10.5V,30 Ohms,900mV @ 10mA,15V,±6%,,"SC-79, SOD-523",,100mW,,https://www.mccsemi.com/pdf/Products/BZT52C2V4T~BZT52C39T(SOD-523).PDF,DIODE ZENER 15V 100MW SOD523,Surface Mount,,2,-65°C ~ 150°C,,Micro Commercial Co,,,
DIODE ZENER,BZT52C20T-TP,diodes\Diode_ZENER,,100nA @ 14V,55 Ohms,900mV @ 10mA,20V,±5%,,"SC-79, SOD-523",,100mW,,https://www.mccsemi.com/pdf/Products/BZT52C2V4T~BZT52C39T(SOD-523).PDF,DIODE ZENER 20V 100MW SOD523,Surface Mount,,2,-65°C ~ 150°C,,Micro Commercial Co,,,
DIODE ZENER,EDZVFHT2R2.7B,diodes\Diode_ZENER,,100µA @ 1V,110 Ohms,,2.7V,±4.07%,,"SC-79, SOD-523",,150mW,,https://www.rohm.com/datasheet/EDZVFH2.7B/edzvfht2r2.7b-e,ROHM'S ZENER DIODES ARE AVAILABL,Surface Mount,,2,150°C (TJ),,Rohm Semiconductor,,,
DIODE ZENER,EDZVFHT2R11B,diodes\Diode_ZENER,,100nA @ 8V,30 Ohms,,11V,±2.09%,,"SC-79, SOD-523",,150mW,,https://www.rohm.com/datasheet/EDZVFH11B/edzvfht2r11b-e,ZENER DIODES (CORRESPONDS TO AEC,Surface Mount,,2,150°C (TJ),,Rohm Semiconductor,,,
DIODE ZENER,EDZVFHT2R15B,diodes\Diode_ZENER,,100nA @ 11V,42 Ohms,,15V,±2.13%,,"SC-79, SOD-523",,150mW,,https://www.rohm.com/datasheet/EDZVFH15B/edzvfht2r15b-e,ZENER DIODES (CORRESPONDS TO AEC,Surface Mount,,2,150°C (TJ),,Rohm Semiconductor,,,
DIODE ZENER,EDZVFHT2R3.9B,diodes\Diode_ZENER,,5µA @ 1V,100 Ohms,,3.9V,±3.46%,,"SC-79, SOD-523",,150mW,,https://www.rohm.com/datasheet/EDZVFH3.9B/edzvfht2r3.9b-e,ZENER DIODES (CORRESPONDS TO AEC,Surface Mount,,2,150°C (TJ),,Rohm Semiconductor,,,
DIODE ZENER,EDZVFHT2R20B,diodes\Diode_ZENER,,100nA @ 15V,85 Ohms,,20V,±2.18%,,"SC-79, SOD-523",,150mW,,https://www.rohm.com/datasheet/EDZVFH20B/edzvfht2r20b-e,ZENER DIODES (CORRESPONDS TO AEC,Surface Mount,,2,150°C (TJ),,Rohm Semiconductor,,,
DIODE ZENER,BZT52C5V6T-TP,diodes\Diode_ZENER,,1µA @ 2V,40 Ohms,900mV @ 10mA,5.6V,±7%,,"SC-79, SOD-523",,100mW,,https://www.mccsemi.com/pdf/Products/BZT52C2V4T~BZT52C39T(SOD-523).PDF,DIODE ZENER 5.6V 100MW SOD523,Surface Mount,,2,-65°C ~ 150°C,,Micro Commercial Co,,,
DIODE ZENER,EDZVFHT2R3.6B,diodes\Diode_ZENER,,10µA @ 1V,100 Ohms,,3.6V,±3.4%,,"SC-79, SOD-523",,150mW,,https://www.rohm.com/datasheet/EDZVFH3.6B/edzvfht2r3.6b-e,ZENER DIODES (CORRESPONDS TO AEC,Surface Mount,,2,150°C (TJ),,Rohm Semiconductor,,,
DIODE ZENER,EDZVFHT2R13B,diodes\Diode_ZENER,,100nA @ 10V,37 Ohms,,13V,±2.23%,,"SC-79, SOD-523",,150mW,,https://www.rohm.com/datasheet/EDZVFH13B/edzvfht2r13b-e,ZENER DIODES (CORRESPONDS TO AEC,Surface Mount,,2,150°C (TJ),,Rohm Semiconductor,,,
DIODE ZENER,EDZVFHT2R7.5B,diodes\Diode_ZENER,,500nA @ 4V,30 Ohms,,7.5V,±2.13%,,"SC-79, SOD-523",,150mW,,https://www.rohm.com/datasheet/EDZVFH7.5B/edzvfht2r7.5b-e,ZENER DIODES (CORRESPONDS TO AEC,Surface Mount,,2,150°C (TJ),,Rohm Semiconductor,,,
DIODE ZENER,EDZVFHT2R22B,diodes\Diode_ZENER,,100nA @ 17V,100 Ohms,,22V,±2.11%,,"SC-79, SOD-523",,150mW,,https://www.rohm.com/datasheet/EDZVFH22B/edzvfht2r22b-e,ZENER DIODES (CORRESPONDS TO AEC,Surface Mount,,2,150°C (TJ),,Rohm Semiconductor,,,
DIODE ZENER,EDZVFHT2R24B,diodes\Diode_ZENER,,100nA @ 19V,120 Ohms,,24V,±2.21%,,"SC-79, SOD-523",,150mW,,https://www.rohm.com/datasheet/EDZVFH24B/edzvfht2r24b-e,ZENER DIODES (CORRESPONDS TO AEC,Surface Mount,,2,150°C (TJ),,Rohm Semiconductor,,,
DIODE ZENER,EDZVFHT2R2.4B,diodes\Diode_ZENER,,120µA @ 1V,100 Ohms,,2.4V,±4.17%,,"SC-79, SOD-523",,150mW,,https://www.rohm.com/datasheet/EDZVFH2.4B/edzvfht2r2.4b-e,ROHM'S ZENER DIODES ARE AVAILABL,Surface Mount,,2,150°C (TJ),,Rohm Semiconductor,,,
DIODE ZENER,EDZVFHT2R36B,diodes\Diode_ZENER,,100nA @ 27V,300 Ohms,,36V,±2.5%,,"SC-79, SOD-523",,150mW,,https://www.rohm.com/datasheet/EDZVFH36B/edzvfht2r36b-e,ZENER DIODES (CORRESPONDS TO AEC,Surface Mount,,2,150°C (TJ),,Rohm Semiconductor,,,
DIODE ZENER,EDZVFHT2R10B,diodes\Diode_ZENER,,100nA @ 7V,30 Ohms,,10V,±2.2%,,"SC-79, SOD-523",,150mW,,https://www.rohm.com/datasheet/EDZVFH10B/edzvfht2r10b-e,ZENER DIODES (CORRESPONDS TO AEC,Surface Mount,,2,150°C (TJ),,Rohm Semiconductor,,,
DIODE ZENER,BZT52C3V6T-TP,diodes\Diode_ZENER,,5µA @ 1V,90 Ohms,900mV @ 10mA,3.6V,±5%,,"SC-79, SOD-523",,100mW,,https://www.mccsemi.com/pdf/Products/BZT52C2V4T~BZT52C39T(SOD-523).PDF,DIODE ZENER 3.6V 100MW SOD523,Surface Mount,,2,-65°C ~ 150°C,,Micro Commercial Co,,,
DIODE ZENER,BZT52C7V5T-TP,diodes\Diode_ZENER,,1µA @ 5V,15 Ohms,900mV @ 10mA,7.5V,±5%,,"SC-79, SOD-523",,100mW,,https://www.mccsemi.com/pdf/Products/BZT52C2V4T~BZT52C39T(SOD-523).PDF,DIODE ZENER 7.5V 100MW SOD523,Surface Mount,,2,-65°C ~ 150°C,,Micro Commercial Co,,,
DIODE ZENER,EDZVFHT2R18B,diodes\Diode_ZENER,,100nA @ 13V,65 Ohms,,18V,±2.19%,,"SC-79, SOD-523",,150mW,,https://www.rohm.com/datasheet/EDZVFH18B/edzvfht2r18b-e,ZENER DIODES (CORRESPONDS TO AEC,Surface Mount,,2,150°C (TJ),,Rohm Semiconductor,,,
DIODE ZENER,EDZVFHT2R2.2B,diodes\Diode_ZENER,,120µA @ 700mV,100 Ohms,,2.2V,±4.32%,,"SC-79, SOD-523",,150mW,,https://www.rohm.com/datasheet/EDZVFH2.2B/edzvfht2r2.2b-e,ROHM'S ZENER DIODES ARE AVAILABL,Surface Mount,,2,150°C (TJ),,Rohm Semiconductor,,,
DIODE ZENER,BZT52C4V7T-TP,diodes\Diode_ZENER,,3µA @ 2V,80 Ohms,900mV @ 10mA,4.7V,±5%,,"SC-79, SOD-523",,100mW,,https://www.mccsemi.com/pdf/Products/BZT52C2V4T~BZT52C39T(SOD-523).PDF,DIODE ZENER 4.7V 100MW SOD523,Surface Mount,,2,-65°C ~ 150°C,,Micro Commercial Co,,,
DIODE ZENER,EDZVFHT2R3.3B,diodes\Diode_ZENER,,20µA @ 1V,120 Ohms,,3.3V,±3.18%,,"SC-79, SOD-523",,150mW,,https://www.rohm.com/datasheet/EDZVFH3.3B/edzvfht2r3.3b-e,ROHM'S ZENER DIODES ARE AVAILABL,Surface Mount,,2,150°C (TJ),,Rohm Semiconductor,,,
DIODE ZENER,BZT52C36T-TP,diodes\Diode_ZENER,,100nA @ 25.2V,90 Ohms,900mV @ 10mA,36V,±6%,,"SC-79, SOD-523",,100mW,,https://www.mccsemi.com/pdf/Products/BZT52C2V4T~BZT52C39T(SOD-523).PDF,DIODE ZENER 36V 100MW SOD523,Surface Mount,,2,-65°C ~ 150°C,,Micro Commercial Co,,,
DIODE ZENER,EDZVT2R6.8B,diodes\Diode_ZENER,,500nA @ 3.5V,40 Ohms,,6.8V,±2%,,"SC-79, SOD-523",,150mW,,https://www.rohm.com/datasheet/EDZV6.8B/edzvt2r6.8b-e,DIODE ZENER 6.8V 150MW EMD2,Surface Mount,,2,-55°C ~ 150°C,,Rohm Semiconductor,,,
DIODE ZENER,EDZVT2R15B,diodes\Diode_ZENER,,100nA @ 11V,42 Ohms,,15V,±2%,,"SC-79, SOD-523",,150mW,,https://www.rohm.com/datasheet/EDZV15B/edzvt2r15b-e,DIODE ZENER 15V 150MW EMD2,Surface Mount,,2,-55°C ~ 150°C,,Rohm Semiconductor,,,
DIODE ZENER,DDZ9717T-7,diodes\Diode_ZENER,,50nA @ 32.6V,,900mV @ 10mA,43V,±5%,,"SC-79, SOD-523",,150mW,,https://www.diodes.com/assets/Datasheets/ds30553.pdf,DIODE ZENER 43V 150MW SOD523,Surface Mount,,2,-65°C ~ 150°C,,Diodes Incorporated,,,
DIODE ZENER,BZT585B12T-7,diodes\Diode_ZENER,,100nA @ 8V,10 Ohms,1.1V @ 100mA,12V,±2%,,"SC-79, SOD-523",,350mW,,https://www.diodes.com/assets/Datasheets/BZT585BxVxT.pdf,DIODE ZENER 12V 350MW SOD523,Surface Mount,,2,-65°C ~ 150°C,,Diodes Incorporated,,,
DIODE ZENER,BZT585B3V3T-7,diodes\Diode_ZENER,,5µA @ 1V,95 Ohms,1.1V @ 100mA,3.3V,±2%,,"SC-79, SOD-523",,350mW,,https://www.diodes.com/assets/Datasheets/BZT585BxVxT.pdf,DIODE ZENER 3.3V 350MW SOD523,Surface Mount,,2,-65°C ~ 150°C,,Diodes Incorporated,,,
DIODE ZENER,BZT585B9V1T-7,diodes\Diode_ZENER,,500nA @ 6V,10 Ohms,900mV @ 10mA,9.1V,±2%,,"SC-79, SOD-523",,350mW,,https://www.diodes.com/assets/Datasheets/BZT585BxVxT.pdf,DIODE ZENER 9.1V 350MW SOD523,Surface Mount,,2,-65°C ~ 150°C,,Diodes Incorporated,,,
DIODE ZENER,BZT585B16T-7,diodes\Diode_ZENER,,50nA @ 11.2V,40 Ohms,1.1V @ 100mA,16V,±2%,,"SC-79, SOD-523",,350mW,,https://www.diodes.com/assets/Datasheets/BZT585BxVxT.pdf,DIODE ZENER 16V 350MW SOD523,Surface Mount,,2,-65°C ~ 150°C,,Diodes Incorporated,,,
DIODE ZENER,BZT585B5V6T-7,diodes\Diode_ZENER,,1µA @ 2V,40 Ohms,1.1V @ 100mA,5.6V,±2%,,"SC-79, SOD-523",,350mW,,https://www.diodes.com/assets/Datasheets/BZT585BxVxT.pdf,DIODE ZENER 5.6V 350MW SOD523,Surface Mount,,2,-65°C ~ 150°C,,Diodes Incorporated,,,
DIODE ZENER,BZT585B3V9T-7,diodes\Diode_ZENER,,3µA @ 1V,90 Ohms,1.1V @ 100mA,3.9V,±2%,,"SC-79, SOD-523",,350mW,,https://www.diodes.com/assets/Datasheets/BZT585BxVxT.pdf,DIODE ZENER 3.9V 350MW SOD523,Surface Mount,,2,-65°C ~ 150°C,,Diodes Incorporated,,,
DIODE ZENER,BZT585B6V2T-7,diodes\Diode_ZENER,,3µA @ 4V,10 Ohms,1.1V @ 100mA,6.2V,±2%,,"SC-79, SOD-523",,350mW,,https://www.diodes.com/assets/Datasheets/BZT585BxVxT.pdf,DIODE ZENER 6.2V 350MW SOD523,Surface Mount,,2,-65°C ~ 150°C,,Diodes Incorporated,,,
DIODE ZENER,BZT585B15T-7,diodes\Diode_ZENER,,50nA @ 10.5V,15 Ohms,1.1V @ 100mA,15V,±2%,,"SC-79, SOD-523",,350mW,,https://www.diodes.com/assets/Datasheets/BZT585BxVxT.pdf,DIODE ZENER 15V 350MW SOD523,Surface Mount,,2,-65°C ~ 150°C,,Diodes Incorporated,,,
DIODE ZENER,BZT585B18T-7,diodes\Diode_ZENER,,50nA @ 12.6V,45 Ohms,1.1V @ 100mA,18V,±2%,,"SC-79, SOD-523",,350mW,,https://www.diodes.com/assets/Datasheets/BZT585BxVxT.pdf,DIODE ZENER 18V 350MW SOD523,Surface Mount,,2,-65°C ~ 150°C,,Diodes Incorporated,,,
DIODE ZENER,BZT585B27T-7,diodes\Diode_ZENER,,50nA @ 18.9V,80 Ohms,1.1V @ 100mA,27V,±2%,,"SC-79, SOD-523",,350mW,,https://www.diodes.com/assets/Datasheets/BZT585BxVxT.pdf,DIODE ZENER 27V 350MW SOD523,Surface Mount,,2,-65°C ~ 150°C,,Diodes Incorporated,,,
DIODE ZENER,BZT585B3V6T-7,diodes\Diode_ZENER,,5µA @ 1V,90 Ohms,1.1V @ 100mA,3.6V,±2%,,"SC-79, SOD-523",,350mW,,https://www.diodes.com/assets/Datasheets/BZT585BxVxT.pdf,DIODE ZENER 3.6V 350MW SOD523,Surface Mount,,2,-65°C ~ 150°C,,Diodes Incorporated,,,
DIODE ZENER,BZT585B5V1T-7,diodes\Diode_ZENER,,2µA @ 1V,60 Ohms,1.1V @ 100mA,5.1V,±2%,,"SC-79, SOD-523",,350mW,,https://www.diodes.com/assets/Datasheets/BZT585BxVxT.pdf,DIODE ZENER 5.1V 350MW SOD523,Surface Mount,,2,-65°C ~ 150°C,,Diodes Incorporated,,,
DIODE ZENER,MM5Z9V1T1G,diodes\Diode_ZENER,,200nA @ 7V,15 Ohms,900mV @ 10mA,9.1V,±6%,,"SC-79, SOD-523",,500mW,,https://www.onsemi.com/pub/Collateral/MM5Z2V4T1-D.PDF,DIODE ZENER 9.1V 500MW SOD523,Surface Mount,,2,-65°C ~ 150°C,,ON Semiconductor,,,
DIODE ZENER,MM5Z5V6ST1G,diodes\Diode_ZENER,,1µA @ 2V,40 Ohms,900mV @ 10mA,5.61V,±2%,,"SC-79, SOD-523",,500mW,,https://www.onsemi.com/pub/Collateral/MM5Z2V4ST1-D.PDF,DIODE ZENER 5.61V 500MW SOD523,Surface Mount,,2,-65°C ~ 150°C,,ON Semiconductor,,,
DIODE ZENER,MM5Z6V2ST1G,diodes\Diode_ZENER,,3µA @ 4V,10 Ohms,900mV @ 10mA,6.2V,±6%,,"SC-79, SOD-523",,500mW,,https://www.onsemi.com/pub/Collateral/MM5Z2V4ST1-D.PDF,DIODE ZENER 6.2V 500MW SOD523,Surface Mount,,2,-65°C ~ 150°C,,ON Semiconductor,,,
DIODE ZENER,BZT585B5V1TQ-7,diodes\Diode_ZENER,,2µA @ 2V,60 Ohms,1.1V @ 100mA,5.1V,±2%,,"SC-79, SOD-523",,350mW,,https://www.diodes.com/assets/Datasheets/BZT585B5V1TQ-BZT585B43TQ.pdf,DIODE ZENER 5.1V 350MW SOD523,Surface Mount,,2,-65°C ~ 150°C,,Diodes Incorporated,,,
DIODE ZENER,MM5Z4V7ST1G,diodes\Diode_ZENER,,3µA @ 2V,80 Ohms,900mV @ 10mA,4.7V,±2%,,"SC-79, SOD-523",,500mW,,https://www.onsemi.com/pub/Collateral/MM5Z2V4ST1-D.PDF,DIODE ZENER 4.7V 500MW SOD523,Surface Mount,,2,-65°C ~ 150°C,,ON Semiconductor,,,
DIODE ZENER,EDZVFHT2R27B,diodes\Diode_ZENER,,100nA @ 21V,150 Ohms,,27V,±2.48%,,"SC-79, SOD-523",,150mW,,https://www.rohm.com/datasheet/EDZVFH27B/edzvfht2r27b-e,ZENER DIODES (CORRESPONDS TO AEC,Surface Mount,,2,150°C (TJ),,Rohm Semiconductor,,,
DIODE ZENER,"BZX585-C7V5,115",diodes\Diode_ZENER,,1µA @ 5V,10 Ohms,1.1V @ 100mA,7.5V,±5%,,"SC-79, SOD-523",,300mW,,https://assets.nexperia.com/documents/data-sheet/BZX585_SERIES.pdf,DIODE ZENER 7.5V 300MW SOD523,Surface Mount,,2,-65°C ~ 150°C,,Nexperia USA Inc.,,,
DIODE ZENER,"BZX585-C2V4,115",diodes\Diode_ZENER,,50µA @ 1V,100 Ohms,1.1V @ 100mA,2.4V,±5%,,"SC-79, SOD-523",,300mW,,https://assets.nexperia.com/documents/data-sheet/BZX585_SERIES.pdf,DIODE ZENER 2.4V 300MW SOD523,Surface Mount,,2,-65°C ~ 150°C,,Nexperia USA Inc.,,,
DIODE ZENER,BZX584C4V7-V-G-08,diodes\Diode_ZENER,,3µA @ 2V,80 Ohms,,4.7V,±5%,,"SC-79, SOD-523",,200mW,,http://www.vishay.com/docs/82390/bzx584cvg-series.pdf,DIODE ZENER 4.7V 200MW SOD523,Surface Mount,,2,-65°C ~ 150°C,,Vishay Semiconductor Diodes Division,,,
DIODE ZENER,BZX584C15-V-G-08,diodes\Diode_ZENER,,100nA @ 8V,30 Ohms,,15V,±5%,,"SC-79, SOD-523",,200mW,,http://www.vishay.com/docs/82390/bzx584cvg-series.pdf,DIODE ZENER 15V 200MW SOD523,Surface Mount,,2,-65°C ~ 150°C,,Vishay Semiconductor Diodes Division,,,
DIODE ZENER,BZX584C3V9-V-G-08,diodes\Diode_ZENER,,3µA @ 1V,90 Ohms,,3.9V,±5%,,"SC-79, SOD-523",,200mW,,http://www.vishay.com/docs/82390/bzx584cvg-series.pdf,DIODE ZENER 3.9V 200MW SOD523,Surface Mount,,2,-65°C ~ 150°C,,Vishay Semiconductor Diodes Division,,,
DIODE ZENER,BZX584C8V2-V-G-08,diodes\Diode_ZENER,,700nA @ 5V,15 Ohms,,8.2V,±5%,,"SC-79, SOD-523",,200mW,,http://www.vishay.com/docs/82390/bzx584cvg-series.pdf,DIODE ZENER 8.2V 200MW SOD523,Surface Mount,,2,-65°C ~ 150°C,,Vishay Semiconductor Diodes Division,,,
DIODE ZENER,BZX584C13-V-G-08,diodes\Diode_ZENER,,100nA @ 8V,30 Ohms,,13V,±5%,,"SC-79, SOD-523",,200mW,,http://www.vishay.com/docs/82390/bzx584cvg-series.pdf,DIODE ZENER 13V 200MW SOD523,Surface Mount,,2,-65°C ~ 150°C,,Vishay Semiconductor Diodes Division,,,
DIODE ZENER,BZX584C3V6-V-G-08,diodes\Diode_ZENER,,5µA @ 1V,90 Ohms,,3.6V,±5%,,"SC-79, SOD-523",,200mW,,http://www.vishay.com/docs/82390/bzx584cvg-series.pdf,DIODE ZENER 3.6V 200MW SOD523,Surface Mount,,2,-65°C ~ 150°C,,Vishay Semiconductor Diodes Division,,,
DIODE ZENER,BZX584C16-V-G-08,diodes\Diode_ZENER,,50nA @ 11.2V,40 Ohms,,16V,±5%,,"SC-79, SOD-523",,200mW,,http://www.vishay.com/docs/82390/bzx584cvg-series.pdf,DIODE ZENER 16V 200MW SOD523,Surface Mount,,2,-65°C ~ 150°C,,Vishay Semiconductor Diodes Division,,,
DIODE ZENER,BZX584C2V4-V-G-08,diodes\Diode_ZENER,,50µA @ 1V,100 Ohms,,2.4V,±5%,,"SC-79, SOD-523",,200mW,,http://www.vishay.com/docs/82390/bzx584cvg-series.pdf,DIODE ZENER 2.4V 200MW SOD523,Surface Mount,,2,-65°C ~ 150°C,,Vishay Semiconductor Diodes Division,,,
DIODE ZENER,BZX584C6V2-V-G-08,diodes\Diode_ZENER,,3µA @ 4V,10 Ohms,,6.2V,±5%,,"SC-79, SOD-523",,200mW,,http://www.vishay.com/docs/82390/bzx584cvg-series.pdf,DIODE ZENER 6.2V 200MW SOD523,Surface Mount,,2,-65°C ~ 150°C,,Vishay Semiconductor Diodes Division,,,
DIODE ZENER,BZX584C3V0-V-G-08,diodes\Diode_ZENER,,10µA @ 1V,95 Ohms,,3V,±5%,,"SC-79, SOD-523",,200mW,,http://www.vishay.com/docs/82390/bzx584cvg-series.pdf,DIODE ZENER 3V 200MW SOD523,Surface Mount,,2,-65°C ~ 150°C,,Vishay Semiconductor Diodes Division,,,
DIODE ZENER,BZX584C2V7-V-G-08,diodes\Diode_ZENER,,50µA @ 1V,100 Ohms,,2.7V,±5%,,"SC-79, SOD-523",,200mW,,http://www.vishay.com/docs/82390/bzx584cvg-series.pdf,DIODE ZENER 2.7V 200MW SOD523,Surface Mount,,2,-65°C ~ 150°C,,Vishay Semiconductor Diodes Division,,,
DIODE ZENER,BZX584C3V3-V-G-08,diodes\Diode_ZENER,,5µA @ 1V,95 Ohms,,3.3V,±5%,,"SC-79, SOD-523",,200mW,,http://www.vishay.com/docs/82390/bzx584cvg-series.pdf,DIODE ZENER 3.3V 200MW SOD523,Surface Mount,,2,-65°C ~ 150°C,,Vishay Semiconductor Diodes Division,,,
DIODE ZENER,BZX584C10-V-G-08,diodes\Diode_ZENER,,200nA @ 7V,20 Ohms,,10V,±5%,,"SC-79, SOD-523",,200mW,,http://www.vishay.com/docs/82390/bzx584cvg-series.pdf,DIODE ZENER 10V 200MW SOD523,Surface Mount,,2,-65°C ~ 150°C,,Vishay Semiconductor Diodes Division,,,
DIODE ZENER,BZX584C12-V-G-08,diodes\Diode_ZENER,,100nA @ 8V,25 Ohms,,12V,±5%,,"SC-79, SOD-523",,200mW,,http://www.vishay.com/docs/82390/bzx584cvg-series.pdf,DIODE ZENER 12V 200MW SOD523,Surface Mount,,2,-65°C ~ 150°C,,Vishay Semiconductor Diodes Division,,,
DIODE ZENER,"BZX585-C3V3,135",diodes\Diode_ZENER,,5µA @ 1V,95 Ohms,1.1V @ 100mA,3.3V,±5%,,"SC-79, SOD-523",,300mW,,https://assets.nexperia.com/documents/data-sheet/BZX585_SERIES.pdf,DIODE ZENER 3.3V 300MW SOD523,Surface Mount,,2,-65°C ~ 150°C,,Nexperia USA Inc.,,,
DIODE ZENER,"BZX585-C6V2,135",diodes\Diode_ZENER,,3µA @ 4V,10 Ohms,1.1V @ 100mA,6.2V,±5%,,"SC-79, SOD-523",,300mW,,https://assets.nexperia.com/documents/data-sheet/BZX585_SERIES.pdf,DIODE ZENER 6.2V 300MW SOD523,Surface Mount,,2,-65°C ~ 150°C,,Nexperia USA Inc.,,,
DIODE ZENER,"BZX585-C9V1,115",diodes\Diode_ZENER,,500nA @ 6V,10 Ohms,1.1V @ 100mA,9.1V,±5%,,"SC-79, SOD-523",,300mW,,https://assets.nexperia.com/documents/data-sheet/BZX585_SERIES.pdf,DIODE ZENER 9.1V 300MW SOD523,Surface Mount,,2,-65°C ~ 150°C,,Nexperia USA Inc.,,,
DIODE ZENER,"BZX585-C3V9,115",diodes\Diode_ZENER,,3µA @ 1V,90 Ohms,1.1V @ 100mA,3.9V,±5%,,"SC-79, SOD-523",,300mW,,https://assets.nexperia.com/documents/data-sheet/BZX585_SERIES.pdf,DIODE ZENER 3.9V 300MW SOD523,Surface Mount,,2,-65°C ~ 150°C,,Nexperia USA Inc.,,,
DIODE ZENER,"BZX585-C3V9,135",diodes\Diode_ZENER,,3µA @ 1V,90 Ohms,1.1V @ 100mA,3.9V,±5%,,"SC-79, SOD-523",,300mW,,https://assets.nexperia.com/documents/data-sheet/BZX585_SERIES.pdf,DIODE ZENER 3.9V 300MW SOD523,Surface Mount,,2,-65°C ~ 150°C,,Nexperia USA Inc.,,,
DIODE ZENER,CMOZ33V TR PBFREE,diodes\Diode_ZENER,,50nA @ 23.1V,80 Ohms,900mV @ 10mA,33V,±5%,,"SC-79, SOD-523",,300mW,,https://my.centralsemi.com/get_document.php?cmp=1&mergetype=pd&mergepath=pd&pdf_id=CMOZ2V4_SERIES.PDF,DIODE ZENER 33V 300MW SOD523,Surface Mount,,2,-65°C ~ 150°C,,Central Semiconductor Corp,,,
DIODE ZENER,"BZX585-B8V2,115",diodes\Diode_ZENER,,700nA @ 5V,10 Ohms,1.1V @ 100mA,8.2V,±2%,,"SC-79, SOD-523",,300mW,,https://assets.nexperia.com/documents/data-sheet/BZX585_SERIES.pdf,DIODE ZENER 8.2V 300MW SOD523,Surface Mount,,2,-65°C ~ 150°C (TJ),,Nexperia USA Inc.,,,
DIODE ZENER,"BZX585-B8V2,135",diodes\Diode_ZENER,,700nA @ 5V,10 Ohms,1.1V @ 100mA,8.2V,±2%,,"SC-79, SOD-523",,300mW,,https://assets.nexperia.com/documents/data-sheet/BZX585_SERIES.pdf,DIODE ZENER 8.2V 300MW SOD523,Surface Mount,,2,-65°C ~ 150°C,,Nexperia USA Inc.,,,
DIODE ZENER,BZX584C5V1-V-G-08,diodes\Diode_ZENER,,2µA @ 2V,60 Ohms,,5.1V,±5%,,"SC-79, SOD-523",,200mW,,http://www.vishay.com/docs/82390/bzx584cvg-series.pdf,DIODE ZENER 5.1V 200MW SOD523,Surface Mount,,2,-65°C ~ 150°C,,Vishay Semiconductor Diodes Division,,,
DIODE ZENER,"BZX585-C22,115",diodes\Diode_ZENER,,50nA @ 15.4V,55 Ohms,1.1V @ 100mA,22V,±5%,,"SC-79, SOD-523",,300mW,,https://assets.nexperia.com/documents/data-sheet/BZX585_SERIES.pdf,DIODE ZENER 22V 300MW SOD523,Surface Mount,,2,-65°C ~ 150°C,,Nexperia USA Inc.,,,
DIODE ZENER,"BZX585-C6V8,115",diodes\Diode_ZENER,,2µA @ 4V,15 Ohms,1.1V @ 100mA,6.8V,±5%,,"SC-79, SOD-523",,300mW,,https://assets.nexperia.com/documents/data-sheet/BZX585_SERIES.pdf,DIODE ZENER 6.8V 300MW SOD523,Surface Mount,,2,-65°C ~ 150°C,,Nexperia USA Inc.,,,
DIODE ZENER,"BZX585-C3V3,115",diodes\Diode_ZENER,,5µA @ 1V,95 Ohms,1.1V @ 100mA,3.3V,±5%,,"SC-79, SOD-523",,300mW,,https://assets.nexperia.com/documents/data-sheet/BZX585_SERIES.pdf,DIODE ZENER 3.3V 300MW SOD523,Surface Mount,,2,-65°C ~ 150°C,,Nexperia USA Inc.,,,
DIODE ZENER,"BZX585-C8V2,115",diodes\Diode_ZENER,,700nA @ 5V,10 Ohms,1.1V @ 100mA,8.2V,±5%,,"SC-79, SOD-523",,300mW,,https://assets.nexperia.com/documents/data-sheet/BZX585_SERIES.pdf,DIODE ZENER 8.2V 300MW SOD523,Surface Mount,,2,-65°C ~ 150°C,,Nexperia USA Inc.,,,
DIODE ZENER,"BZX585-C4V7,115",diodes\Diode_ZENER,,3µA @ 2V,80 Ohms,1.1V @ 100mA,4.7V,±5%,,"SC-79, SOD-523",,300mW,,https://assets.nexperia.com/documents/data-sheet/BZX585_SERIES.pdf,DIODE ZENER 4.7V 300MW SOD523,Surface Mount,,2,-65°C ~ 150°C,,Nexperia USA Inc.,,,
