Part Type,Part Number,Schematic Part,Part Value,Current - Reverse Leakage @ Vr,Impedance (Max) (Zzt),Voltage - Forward (Vf) (Max) @ If,Voltage - Zener (Nom) (Vz),Tolerance,Allegro PCB Footprint,Package / Case,Pspice Model,Power - Max,Availability,Data Sheet,Description,Mounting Type,Size,Number of Pins,Operating Temperature,Distributor Part Number,Manufacturer,Manufacturer Part Number,Price,ActivepartsID
DIODE ZENER,MMSZ43T1G,diodes\Diode_ZENER,,50nA @ 30.1V,150 Ohms,900mV @ 10mA,43V,±5%,,SOD-123,,500mW,,http://www.onsemi.com/pub/Collateral/MMSZ2V4T1-D.PDF,DIODE ZENER 43V 500MW SOD123,Surface Mount,,2,-55°C ~ 150°C,,ON Semiconductor,,,
DIODE ZENER,MMSZ39T1G,diodes\Diode_ZENER,,50nA @ 27.3V,130 Ohms,900mV @ 10mA,39V,±5%,,SOD-123,,500mW,,http://www.onsemi.com/pub/Collateral/MMSZ2V4T1-D.PDF,DIODE ZENER 39V 500MW SOD123,Surface Mount,,2,-55°C ~ 150°C,,ON Semiconductor,,,
DIODE ZENER,MMSZ30T1G,diodes\Diode_ZENER,,50nA @ 21V,80 Ohms,900mV @ 10mA,30V,±5%,,SOD-123,,500mW,,http://www.onsemi.com/pub/Collateral/MMSZ2V4T1-D.PDF,DIODE ZENER 30V 500MW SOD123,Surface Mount,,2,-55°C ~ 150°C,,ON Semiconductor,,,
DIODE ZENER,MMSZ5263B-7-F,diodes\Diode_ZENER,,100nA @ 43V,150 Ohms,900mV @ 10mA,56V,±5%,,SOD-123,,500mW,,https://www.diodes.com/assets/Datasheets/ds31652.pdf,DIODE ZENER 56V 500MW SOD123,Surface Mount,,2,-65°C ~ 150°C,,Diodes Incorporated,,,
DIODE ZENER,DDZ13B-7,diodes\Diode_ZENER,,100nA @ 10V,14 Ohms,900mV @ 10mA,13V,±3%,,SOD-123,,500mW,,https://www.diodes.com/assets/Datasheets/Ds30407.pdf,DIODE ZENER 13V 500MW SOD123,Surface Mount,,2,-65°C ~ 150°C,,Diodes Incorporated,,,
DIODE ZENER,DDZ20C-7,diodes\Diode_ZENER,,50nA @ 15V,28 Ohms,900mV @ 10mA,20V,±3%,,SOD-123,,500mW,,https://www.diodes.com/assets/Datasheets/Ds30407.pdf,DIODE ZENER 20V 500MW SOD123,Surface Mount,,2,-65°C ~ 150°C,,Diodes Incorporated,,,
DIODE ZENER,MMSZ4691-E3-08,diodes\Diode_ZENER,,10µA @ 5V,,,6.2V,±5%,,SOD-123,,500mW,,http://www.vishay.com/docs/85773/mmsz4681.pdf,DIODE ZENER 6.2V 500MW SOD123,Surface Mount,,2,-55°C ~ 150°C,,Vishay Semiconductor Diodes Division,,,
DIODE ZENER,MMSZ5244B-E3-08,diodes\Diode_ZENER,,100nA @ 10V,15 Ohms,,14V,±5%,,SOD-123,,500mW,,http://www.vishay.com/docs/85774/mmsz5225.pdf,DIODE ZENER 14V 500MW SOD123,Surface Mount,,2,-55°C ~ 150°C,,Vishay Semiconductor Diodes Division,,,
DIODE ZENER,MMSZ4697-E3-08,diodes\Diode_ZENER,,1µA @ 7.6V,,,10V,±5%,,SOD-123,,500mW,,http://www.vishay.com/docs/85773/mmsz4681.pdf,DIODE ZENER 10V 500MW SOD123,Surface Mount,,2,,,Vishay Semiconductor Diodes Division,,,
DIODE ZENER,BZT52C10-E3-08,diodes\Diode_ZENER,,100nA @ 7.5V,5.2 Ohms,,10V,±5%,,SOD-123,,410mW,,http://www.vishay.com/docs/85760/bzt52.pdf,DIODE ZENER 10V 410MW SOD123,Surface Mount,,2,-55°C ~ 150°C,,Vishay Semiconductor Diodes Division,,,
DIODE ZENER,BZT52C3V9-E3-08,diodes\Diode_ZENER,,,95 Ohms,,3.9V,±5%,,SOD-123,,410mW,,http://www.vishay.com/docs/85760/bzt52.pdf,DIODE ZENER 3.9V 410MW SOD123,Surface Mount,,2,,,Vishay Semiconductor Diodes Division,,,
DIODE ZENER,MMSZ5237B-E3-08,diodes\Diode_ZENER,,3µA @ 6.5V,8 Ohms,,8.2V,±5%,,SOD-123,,500mW,,http://www.vishay.com/docs/85774/mmsz5225.pdf,DIODE ZENER 8.2V 500MW SOD123,Surface Mount,,2,-55°C ~ 150°C,,Vishay Semiconductor Diodes Division,,,
DIODE ZENER,MMSZ4707-E3-08,diodes\Diode_ZENER,,10nA @ 15.2V,,,20V,±5%,,SOD-123,,500mW,,http://www.vishay.com/docs/85773/mmsz4681.pdf,DIODE ZENER 20V 500MW SOD123,Surface Mount,,2,-55°C ~ 150°C,,Vishay Semiconductor Diodes Division,,,
DIODE ZENER,BZT52C15-E3-08,diodes\Diode_ZENER,,100nA @ 11V,11 Ohms,,15V,±5%,,SOD-123,,410mW,,http://www.vishay.com/docs/85760/bzt52.pdf,DIODE ZENER 15V 410MW SOD123,Surface Mount,,2,-55°C ~ 150°C,,Vishay Semiconductor Diodes Division,,,
DIODE ZENER,BZT52C18-E3-08,diodes\Diode_ZENER,,100nA @ 14V,18 Ohms,,18V,±5%,,SOD-123,,410mW,,http://www.vishay.com/docs/85760/bzt52.pdf,DIODE ZENER 18V 410MW SOD123,Surface Mount,,2,-55°C ~ 150°C,,Vishay Semiconductor Diodes Division,,,
DIODE ZENER,MMSZ5262B-E3-08,diodes\Diode_ZENER,,100nA @ 39V,125 Ohms,,51V,±5%,,SOD-123,,500mW,,http://www.vishay.com/docs/85774/mmsz5225.pdf,DIODE ZENER 51V 500MW SOD123,Surface Mount,,2,-55°C ~ 150°C,,Vishay Semiconductor Diodes Division,,,
DIODE ZENER,MMSZ4704-E3-08,diodes\Diode_ZENER,,50nA @ 12.9V,,,17V,±5%,,SOD-123,,500mW,,http://www.vishay.com/docs/85773/mmsz4681.pdf,DIODE ZENER 17V 500MW SOD123,Surface Mount,,2,-55°C ~ 150°C,,Vishay Semiconductor Diodes Division,,,
DIODE ZENER,MMSZ5250B-E3-08,diodes\Diode_ZENER,,100nA @ 15V,25 Ohms,,20V,±5%,,SOD-123,,500mW,,http://www.vishay.com/docs/85774/mmsz5225.pdf,DIODE ZENER 20V 500MW SOD123,Surface Mount,,2,-55°C ~ 150°C,,Vishay Semiconductor Diodes Division,,,
DIODE ZENER,MMSZ5252B-E3-08,diodes\Diode_ZENER,,100nA @ 18V,33 Ohms,,24V,±5%,,SOD-123,,500mW,,http://www.vishay.com/docs/85774/mmsz5225.pdf,DIODE ZENER 24V 500MW SOD123,Surface Mount,,2,-55°C ~ 150°C,,Vishay Semiconductor Diodes Division,,,
DIODE ZENER,MMSZ4703-E3-08,diodes\Diode_ZENER,,50nA @ 12.1V,,,16V,±5%,,SOD-123,,500mW,,http://www.vishay.com/docs/85773/mmsz4681.pdf,DIODE ZENER 16V 500MW SOD123,Surface Mount,,2,,,Vishay Semiconductor Diodes Division,,,
DIODE ZENER,MMSZ4701-E3-08,diodes\Diode_ZENER,,,,,14V,±5%,,SOD-123,,500mW,,http://www.vishay.com/docs/85773/mmsz4681.pdf,DIODE ZENER 14V 500MW SOD123,Surface Mount,,2,-55°C ~ 150°C,,Vishay Semiconductor Diodes Division,,,
DIODE ZENER,DDZ9683-7,diodes\Diode_ZENER,,800nA @ 1V,,900mV @ 10mA,3V,±5%,,SOD-123,,500mW,,https://www.diodes.com/assets/Datasheets/ds30410.pdf,DIODE ZENER 3V 500MW SOD123,Surface Mount,,2,-65°C ~ 150°C,,Diodes Incorporated,,,
DIODE ZENER,DDZ9703-7,diodes\Diode_ZENER,,50nA @ 12.1V,,900mV @ 10mA,16V,±5%,,SOD-123,,500mW,,https://www.diodes.com/assets/Datasheets/ds30410.pdf,DIODE ZENER 16V 500MW SOD123,Surface Mount,,2,-65°C ~ 150°C,,Diodes Incorporated,,,
DIODE ZENER,BZT52B20-G3-08,diodes\Diode_ZENER,,100nA @ 15V,50 Ohms,,20V,±5%,,SOD-123,,500mW,,http://www.vishay.com/docs/83340/bzt52g.pdf,DIODE ZENER 500MW SOD-123,Surface Mount,,2,-55°C ~ 150°C,,Vishay Semiconductor Diodes Division,,,
DIODE ZENER,MMSZ4680ET1G,diodes\Diode_ZENER,,4µA @ 1V,,900mV @ 10mA,2.2V,±5%,,SOD-123,,500mW,,"//media.digikey.com/pdf/Data%20Sheets/ON%20Semiconductor%20PDFs/SZ,MMSZ4yyyET1G%20SeriesG_Series.pdf",DIODE ZENER 2.2V 500MW SOD123,Surface Mount,,2,-55°C ~ 150°C,,ON Semiconductor,,,
DIODE ZENER,BZT52B3V3-G3-08,diodes\Diode_ZENER,,,80 Ohms,,3.3V,±2%,,SOD-123,,410mW,,http://www.vishay.com/docs/83340/bzt52g.pdf,DIODE ZENER 3.3V 410MW SOD123,Surface Mount,,2,-55°C ~ 150°C,,Vishay Semiconductor Diodes Division,,,
DIODE ZENER,MMSZ5246ET1G,diodes\Diode_ZENER,,100nA @ 12V,17 Ohms,900mV @ 10mA,16V,±5%,,SOD-123,,500mW,,http://www.onsemi.com/pub/Collateral/MMSZ5221ET1-D.PDF,DIODE ZENER 16V 500MW SOD123,Surface Mount,,2,-55°C ~ 150°C,,ON Semiconductor,,,
DIODE ZENER,MMSZ47T1G,diodes\Diode_ZENER,,50nA @ 32.9V,170 Ohms,900mV @ 10mA,47V,±5%,,SOD-123,,500mW,,http://www.onsemi.com/pub/Collateral/MMSZ2V4T1-D.PDF,DIODE ZENER 47V 500MW SOD123,Surface Mount,,2,-55°C ~ 150°C,,ON Semiconductor,,,
DIODE ZENER,SZMMSZ20T1G,diodes\Diode_ZENER,,50nA @ 14V,55 Ohms,900mV @ 10mA,20V,±5%,,SOD-123,,500mW,,http://www.onsemi.com/pub/Collateral/MMSZ2V4T1-D.PDF,DIODE ZENER 20V 500MW SOD123,Surface Mount,,2,-55°C ~ 150°C,,ON Semiconductor,,,
DIODE ZENER,SZMMSZ10T1G,diodes\Diode_ZENER,,200nA @ 7V,20 Ohms,900mV @ 10mA,10V,±5%,,SOD-123,,500mW,,http://www.onsemi.com/pub/Collateral/MMSZ2V4T1-D.PDF,DIODE ZENER 10V 500MW SOD123,Surface Mount,,2,-55°C ~ 150°C,,ON Semiconductor,,,
DIODE ZENER,SZMMSZ27T1G,diodes\Diode_ZENER,,50nA @ 18.9V,80 Ohms,900mV @ 10mA,27V,±5%,,SOD-123,,500mW,,http://www.onsemi.com/pub/Collateral/MMSZ2V4T1-D.PDF,DIODE ZENER 27V 500MW SOD123,Surface Mount,,2,-55°C ~ 150°C,,ON Semiconductor,,,
DIODE ZENER,SZMMSZ5V1T1G,diodes\Diode_ZENER,,2µA @ 2V,60 Ohms,900mV @ 10mA,5.1V,±5%,,SOD-123,,500mW,,http://www.onsemi.com/pub/Collateral/MMSZ2V4T1-D.PDF,DIODE ZENER 5.1V 500MW SOD123,Surface Mount,,2,-55°C ~ 150°C,,ON Semiconductor,,,
DIODE ZENER,SZMMSZ30T1G,diodes\Diode_ZENER,,50nA @ 21V,80 Ohms,900mV @ 10mA,30V,±5%,,SOD-123,,500mW,,http://www.onsemi.com/pub/Collateral/MMSZ2V4T1-D.PDF,DIODE ZENER 30V 500MW SOD123,Surface Mount,,2,-55°C ~ 150°C,,ON Semiconductor,,,
DIODE ZENER,SZMMSZ3V9T1G,diodes\Diode_ZENER,,3µA @ 1V,90 Ohms,900mV @ 10mA,3.9V,±5%,,SOD-123,,500mW,,http://www.onsemi.com/pub/Collateral/MMSZ2V4T1-D.PDF,DIODE ZENER 3.9V 500MW SOD123,Surface Mount,,2,-55°C ~ 150°C,,ON Semiconductor,,,
DIODE ZENER,SZMMSZ11T1G,diodes\Diode_ZENER,,100nA @ 8V,20 Ohms,900mV @ 10mA,11V,±5%,,SOD-123,,500mW,,http://www.onsemi.com/pub/Collateral/MMSZ2V4T1-D.PDF,DIODE ZENER 11V 500MW SOD123,Surface Mount,,2,-55°C ~ 150°C,,ON Semiconductor,,,
DIODE ZENER,SZMMSZ24T1G,diodes\Diode_ZENER,,50nA @ 16.8V,70 Ohms,900mV @ 10mA,24V,±5%,,SOD-123,,500mW,,http://www.onsemi.com/pub/Collateral/MMSZ2V4T1-D.PDF,DIODE ZENER 24V 500MW SOD123,Surface Mount,,2,-55°C ~ 150°C,,ON Semiconductor,,,
DIODE ZENER,SZMMSZ33T1G,diodes\Diode_ZENER,,50nA @ 23.1V,80 Ohms,900mV @ 10mA,33V,±5%,,SOD-123,,500mW,,http://www.onsemi.com/pub/Collateral/MMSZ2V4T1-D.PDF,DIODE ZENER 33V 500MW SOD123,Surface Mount,,2,-55°C ~ 150°C,,ON Semiconductor,,,
DIODE ZENER,SZMMSZ36T1G,diodes\Diode_ZENER,,50nA @ 25.2V,90 Ohms,900mV @ 10mA,36V,±5%,,SOD-123,,500mW,,http://www.onsemi.com/pub/Collateral/MMSZ2V4T1-D.PDF,DIODE ZENER 36V 500MW SOD123,Surface Mount,,2,-55°C ~ 150°C,,ON Semiconductor,,,
DIODE ZENER,SZMMSZ5V6T1G,diodes\Diode_ZENER,,1µA @ 2V,40 Ohms,900mV @ 10mA,5.6V,±5%,,SOD-123,,500mW,,http://www.onsemi.com/pub/Collateral/MMSZ2V4T1-D.PDF,DIODE ZENER 5.6V 500MW SOD123,Surface Mount,,2,-55°C ~ 150°C,,ON Semiconductor,,,
DIODE ZENER,SZMMSZ4690ET1G,diodes\Diode_ZENER,,10µA @ 4V,,900mV @ 10mA,5.6V,,,SOD-123,,500mW,,http://www.onsemi.com/pub/Collateral/MMSZ4678ET1-D.PDF,DIODE ZENER 5.6V 500MW SOD123,Surface Mount,,2,-55°C ~ 150°C,,ON Semiconductor,,,
DIODE ZENER,SZMMSZ6V8T1G,diodes\Diode_ZENER,,2µA @ 4V,15 Ohms,900mV @ 10mA,6.8V,±5%,,SOD-123,,500mW,,http://www.onsemi.com/pub/Collateral/MMSZ2V4T1-D.PDF,DIODE ZENER 6.8V 500MW SOD123,Surface Mount,,2,-55°C ~ 150°C,,ON Semiconductor,,,
DIODE ZENER,SZMMSZ2V7T1G,diodes\Diode_ZENER,,20µA @ 1V,100 Ohms,900mV @ 10mA,2.7V,±5%,,SOD-123,,500mW,,http://www.onsemi.com/pub/Collateral/MMSZ2V4ET1-D.PDF,DIODE ZENER 2.7V 500MW SOD123,Surface Mount,,2,-55°C ~ 150°C,,ON Semiconductor,,,
DIODE ZENER,MMSZ5244ET1G,diodes\Diode_ZENER,,100nA @ 10V,15 Ohms,900mV @ 10mA,14V,±5%,,SOD-123,,500mW,,http://www.onsemi.com/pub/Collateral/MMSZ5221ET1-D.PDF,DIODE ZENER 14V 500MW SOD123,Surface Mount,,2,-55°C ~ 150°C,,ON Semiconductor,,,
DIODE ZENER,MMSZ5248CT1G,diodes\Diode_ZENER,,100nA @ 14V,21 Ohms,900mV @ 10mA,18V,±2%,,SOD-123,,500mW,,http://www.onsemi.com/pub/Collateral/MMSZ5221BT1-D.PDF,DIODE ZENER 18V 500MW SOD123,Surface Mount,,2,-55°C ~ 150°C,,ON Semiconductor,,,
DIODE ZENER,MMSZ5231CT1G,diodes\Diode_ZENER,,5µA @ 2V,17 Ohms,900mV @ 10mA,5.1V,±2%,,SOD-123,,500mW,,http://www.onsemi.com/pub/Collateral/MMSZ5221BT1-D.PDF,DIODE ZENER 5.1V 500MW SOD123,Surface Mount,,2,-55°C ~ 150°C,,ON Semiconductor,,,
DIODE ZENER,MMSZ5232CT1G,diodes\Diode_ZENER,,5µA @ 3V,11 Ohms,900mV @ 10mA,5.6V,±2%,,SOD-123,,500mW,,http://www.onsemi.com/pub/Collateral/MMSZ5221BT1-D.PDF,DIODE ZENER 5.6V 500MW SOD123,Surface Mount,,2,-55°C ~ 150°C,,ON Semiconductor,,,
DIODE ZENER,MMSZ5245CT1G,diodes\Diode_ZENER,,100nA @ 11V,16 Ohms,900mV @ 10mA,15V,±2%,,SOD-123,,500mW,,http://www.onsemi.com/pub/Collateral/MMSZ5221BT1-D.PDF,DIODE ZENER 15V 500MW SOD123,Surface Mount,,2,-55°C ~ 150°C,,ON Semiconductor,,,
DIODE ZENER,MMSZ5258CT1G,diodes\Diode_ZENER,,100nA @ 27V,70 Ohms,900mV @ 10mA,36V,±5%,,SOD-123,,500mW,,http://www.onsemi.com/pub/Collateral/MMSZ5221BT1-D.PDF,DIODE ZENER 36V 500MW SOD123,Surface Mount,,2,-55°C ~ 150°C,,ON Semiconductor,,,
DIODE ZENER,SZMMSZ5246ET1G,diodes\Diode_ZENER,,100nA @ 12V,17 Ohms,900mV @ 10mA,16V,±5%,,SOD-123,,500mW,,http://www.onsemi.com/pub/Collateral/MMSZ5221ET1-D.PDF,DIODE ZENER 16V 500MW SOD123,Surface Mount,,2,-55°C ~ 150°C,,ON Semiconductor,,,
DIODE ZENER,CMHZ4699 TR PBFREE,diodes\Diode_ZENER,,50nA @ 9.1V,,1.5V @ 100mA,12V,±5%,,SOD-123,,500mW,,https://my.centralsemi.com/get_document.php?cmp=1&mergetype=pd&mergepath=pd&pdf_id=CMHZ4678-4717.PDF,DIODE ZENER 12V 500MW SOD123,Surface Mount,,2,-65°C ~ 150°C,,Central Semiconductor Corp,,,
DIODE ZENER,CMHZ4678 TR PBFREE,diodes\Diode_ZENER,,7.5µA @ 1V,,1.5V @ 100mA,1.8V,±5%,,SOD-123,,500mW,,https://my.centralsemi.com/get_document.php?cmp=1&mergetype=pd&mergepath=pd&pdf_id=CMHZ4678-4717.PDF,DIODE ZENER 1.8V 500MW SOD123,Surface Mount,,2,-65°C ~ 150°C,,Central Semiconductor Corp,,,
DIODE ZENER,CMHZ5231B TR13,diodes\Diode_ZENER,,5µA @ 2V,17 Ohms,900mV @ 10mA,5.1V,±5%,,SOD-123,,500mW,,https://my.centralsemi.com/get_document.php?cmp=1&mergetype=pd&mergepath=pd&pdf_id=CMHZ5225B-5267B.PDF,DIODE ZENER 5.1V 500MW SOD123,Surface Mount,,2,150°C,,Central Semiconductor Corp,,,
DIODE ZENER,CMHZ5243B TR PBFREE,diodes\Diode_ZENER,,500nA @ 9.9V,13 Ohms,900mV @ 10mA,13V,±5%,,SOD-123,,500mW,,https://my.centralsemi.com/get_document.php?cmp=1&mergetype=pd&mergepath=pd&pdf_id=CMHZ5225B-5267B.PDF,DIODE ZENER 13V 500MW SOD123,Surface Mount,,2,-65°C ~ 150°C,,Central Semiconductor Corp,,,
DIODE ZENER,CMHZ5264B TR PBFREE,diodes\Diode_ZENER,,100nA @ 46V,170 Ohms,900mV @ 10mA,60V,±5%,,SOD-123,,500mW,,https://my.centralsemi.com/get_document.php?cmp=1&mergetype=pd&mergepath=pd&pdf_id=CMHZ5225B-5267B.PDF,DIODE ZENER 60V 500MW SOD123,Surface Mount,,2,-65°C ~ 150°C,,Central Semiconductor Corp,,,
DIODE ZENER,CMHZ5234B TR PBFREE,diodes\Diode_ZENER,,5µA @ 4V,7 Ohms,900mV @ 10mA,6.2V,±5%,,SOD-123,,500mW,,https://my.centralsemi.com/get_document.php?cmp=1&mergetype=pd&mergepath=pd&pdf_id=CMHZ5225B-5267B.PDF,DIODE ZENER 6.2V 500MW SOD123,Surface Mount,,2,-65°C ~ 150°C,,Central Semiconductor Corp,,,
DIODE ZENER,SZMMSZ5242ET1G,diodes\Diode_ZENER,,1µA @ 9.1V,30 Ohms,900mV @ 10mA,12V,±5%,,SOD-123,,500mW,,http://www.onsemi.com/pub/Collateral/MMSZ5221ET1-D.PDF,DIODE ZENER 12V 500MW SOD123,Surface Mount,,2,-55°C ~ 150°C,,ON Semiconductor,,,
DIODE ZENER,BZT52C5V1-HE3-08,diodes\Diode_ZENER,,100nA @ 800mV,30 Ohms,,5.1V,±5%,,SOD-123,,410mW,,http://www.vishay.com/docs/85760/bzt52.pdf,DIODE ZENER 5.1V 410MW SOD123,Surface Mount,,2,-55°C ~ 150°C,,Vishay Semiconductor Diodes Division,,,
DIODE ZENER,SZMMSZ4689T1G,diodes\Diode_ZENER,,10µA @ 3V,,900mV @ 10mA,5.1V,±5%,,SOD-123,,500mW,,http://www.onsemi.com/pub/Collateral/MMSZ4678T1-D.PDF,DIODE ZENER 5.1V 500MW SOD123,Surface Mount,,2,-55°C ~ 150°C,,ON Semiconductor,,,
DIODE ZENER,SZMMSZ5246BT1G,diodes\Diode_ZENER,,100nA @ 12V,17 Ohms,900mV @ 10mA,16V,±5%,,SOD-123,,500mW,,http://www.onsemi.com/pub/Collateral/MMSZ5221BT1-D.PDF,DIODE ZENER 16V 500MW SOD123,Surface Mount,,2,-55°C ~ 150°C,,ON Semiconductor,,,
DIODE ZENER,SZMMSZ4688T1G,diodes\Diode_ZENER,,10µA @ 3V,,900mV @ 10mA,4.7V,±5%,,SOD-123,,500mW,,http://www.onsemi.com/pub/Collateral/MMSZ4678T1-D.PDF,DIODE ZENER 4.7V 500MW SOD123,Surface Mount,,2,-55°C ~ 150°C,,ON Semiconductor,,,
DIODE ZENER,SZMMSZ5240BT1G,diodes\Diode_ZENER,,3µA @ 3V,17 Ohms,900mV @ 10mA,10V,±5%,,SOD-123,,500mW,,http://www.onsemi.com/pub/Collateral/MMSZ5221BT1-D.PDF,DIODE ZENER 10V 500MW SOD123,Surface Mount,,2,-55°C ~ 150°C,,ON Semiconductor,,,
DIODE ZENER,SZMMSZ5235BT1G,diodes\Diode_ZENER,,3µA @ 5V,5 Ohms,900mV @ 10mA,6.8V,±5%,,SOD-123,,500mW,,http://www.onsemi.com/pub/Collateral/MMSZ5221BT1-D.PDF,DIODE ZENER 6.8V 500MW SOD123,Surface Mount,,2,-55°C ~ 150°C,,ON Semiconductor,,,
DIODE ZENER,SZMMSZ4702T1G,diodes\Diode_ZENER,,50nA @ 11.4V,,900mV @ 10mA,15V,,,SOD-123,,500mW,,http://www.onsemi.com/pub/Collateral/MMSZ4678T1-D.PDF,DIODE ZENER 15V 500MW SOD123,Surface Mount,,2,-55°C ~ 150°C,,ON Semiconductor,,,
DIODE ZENER,SZMMSZ5232BT1G,diodes\Diode_ZENER,,5µA @ 3V,11 Ohms,900mV @ 10mA,5.6V,±5%,,SOD-123,,500mW,,http://www.onsemi.com/pub/Collateral/MMSZ5221BT1-D.PDF,DIODE ZENER 5.6V 500MW SOD123,Surface Mount,,2,-55°C ~ 150°C,,ON Semiconductor,,,
DIODE ZENER,SZMMSZ5257BT1G,diodes\Diode_ZENER,,100nA @ 25V,58 Ohms,900mV @ 10mA,33V,±5%,,SOD-123,,500mW,,http://www.onsemi.com/pub/Collateral/MMSZ5221BT1-D.PDF,DIODE ZENER 33V 500MW SOD123,Surface Mount,,2,-55°C ~ 150°C,,ON Semiconductor,,,
DIODE ZENER,SZMMSZ5260BT1G,diodes\Diode_ZENER,,100nA @ 33V,93 Ohms,900mV @ 10mA,43V,±5%,,SOD-123,,500mW,,http://www.onsemi.com/pub/Collateral/MMSZ5221BT1-D.PDF,DIODE ZENER 43V 500MW SOD123,Surface Mount,,2,-55°C ~ 150°C,,ON Semiconductor,,,
DIODE ZENER,SZMMSZ5261BT1G,diodes\Diode_ZENER,,100nA @ 36V,105 Ohms,900mV @ 10mA,47V,±5%,,SOD-123,,500mW,,http://www.onsemi.com/pub/Collateral/MMSZ5221BT1-D.PDF,DIODE ZENER 47V 500MW SOD123,Surface Mount,,2,-55°C ~ 150°C,,ON Semiconductor,,,
DIODE ZENER,SZMMSZ4690T1G,diodes\Diode_ZENER,,10µA @ 4V,,900mV @ 10mA,5.6V,±5%,,SOD-123,,500mW,,http://www.onsemi.com/pub/Collateral/MMSZ4678T1-D.PDF,DIODE ZENER 5.6V 500MW SOD123,Surface Mount,,2,-55°C ~ 150°C,,ON Semiconductor,,,
DIODE ZENER,SZMMSZ4683T1G,diodes\Diode_ZENER,,800nA @ 1V,,900mV @ 100mA,3V,±5%,,SOD-123,,500mW,,http://www.onsemi.com/pub/Collateral/MMSZ4678T1-D.PDF,DIODE ZENER 3V 500MW SOD123,Surface Mount,,2,-55°C ~ 150°C,,ON Semiconductor,,,
DIODE ZENER,SZMMSZ4686T1G,diodes\Diode_ZENER,,5µA @ 2V,,900mV @ 10mA,3.9V,±5%,,SOD-123,,500mW,,http://www.onsemi.com/pub/Collateral/MMSZ4678T1-D.PDF,DIODE ZENER 3.9V 500MW SOD123,Surface Mount,,2,-55°C ~ 150°C,,ON Semiconductor,,,
DIODE ZENER,SZMMSZ4679T1G,diodes\Diode_ZENER,,5µA @ 1V,,900mV @ 10mA,2V,,,SOD-123,,500mW,,http://www.onsemi.com/pub/Collateral/MMSZ4678T1-D.PDF,DIODE ZENER 2V 500MW SOD123,Surface Mount,,2,-55°C ~ 150°C,,ON Semiconductor,,,
DIODE ZENER,SZMMSZ4697T1G,diodes\Diode_ZENER,,1µA @ 7.6V,,900mV @ 10mA,10V,±5%,,SOD-123,,500mW,,http://www.onsemi.com/pub/Collateral/MMSZ4678T1-D.PDF,DIODE ZENER 10V 500MW SOD123,Surface Mount,,2,-55°C ~ 150°C,,ON Semiconductor,,,
DIODE ZENER,SZMMSZ5226BT1G,diodes\Diode_ZENER,,25µA @ 1V,28 Ohms,900mV @ 10mA,3.3V,±5%,,SOD-123,,500mW,,http://www.onsemi.com/pub/Collateral/MMSZ5221BT1-D.PDF,DIODE ZENER 3.3V 500MW SOD123,Surface Mount,,2,-55°C ~ 150°C,,ON Semiconductor,,,
DIODE ZENER,DDZ9702-7,diodes\Diode_ZENER,,50nA @ 11.4V,,900mV @ 10mA,15V,±5%,,SOD-123,,500mW,,https://www.diodes.com/assets/Datasheets/ds30410.pdf,DIODE ZENER 15V 500MW SOD123,Surface Mount,,2,-65°C ~ 150°C,,Diodes Incorporated,,,
DIODE ZENER,BZT52B5V1-E3-08,diodes\Diode_ZENER,,100nA @ 800mV,30 Ohms,,5.1V,±2%,,SOD-123,,410mW,,http://www.vishay.com/docs/85760/bzt52.pdf,DIODE ZENER 5.1V 410MW SOD123,Surface Mount,,2,-55°C ~ 150°C,,Vishay Semiconductor Diodes Division,,,
DIODE ZENER,MMSZ5242ET1G,diodes\Diode_ZENER,,1µA @ 9.1V,30 Ohms,900mV @ 10mA,12V,±5%,,SOD-123,,500mW,,http://www.onsemi.com/pub/Collateral/MMSZ5221ET1-D.PDF,DIODE ZENER 12V 500MW SOD123,Surface Mount,,2,-55°C ~ 150°C,,ON Semiconductor,,,
DIODE ZENER,MMSZ5232C-E3-08,diodes\Diode_ZENER,,5µA @ 3V,11 Ohms,,5.6V,±2%,,SOD-123,,500mW,,http://www.vishay.com/docs/85774/mmsz5225.pdf,DIODE ZENER 5.6V 500MW SOD123,Surface Mount,,2,-55°C ~ 150°C,,Vishay Semiconductor Diodes Division,,,
DIODE ZENER,MMSZ5245C-E3-08,diodes\Diode_ZENER,,100nA @ 11V,16 Ohms,,15V,±2%,,SOD-123,,500mW,,http://www.vishay.com/docs/85774/mmsz5225.pdf,DIODE ZENER 15V 500MW SOD123,Surface Mount,,2,-55°C ~ 150°C,,Vishay Semiconductor Diodes Division,,,
DIODE ZENER,MMSZ5231C-E3-08,diodes\Diode_ZENER,,5µA @ 2V,17 Ohms,,5.1V,±2%,,SOD-123,,500mW,,http://www.vishay.com/docs/85774/mmsz5225.pdf,DIODE ZENER 5.1V 500MW SOD123,Surface Mount,,2,-55°C ~ 150°C,,Vishay Semiconductor Diodes Division,,,
DIODE ZENER,MMSZ5226C-E3-08,diodes\Diode_ZENER,,25µA @ 1V,28 Ohms,,3.3V,±2%,,SOD-123,,500mW,,http://www.vishay.com/docs/85774/mmsz5225.pdf,DIODE ZENER 3.3V 500MW SOD123,Surface Mount,,2,-55°C ~ 150°C,,Vishay Semiconductor Diodes Division,,,
