Part Type,Applications,Type,Part Number,Schematic Part,Part Value,Capacitance @ Frequency,Current - Peak Pulse (10/1000us),Power Line Protection,Power - Peak Pulse,Voltage - Breakdown (Min),Voltage - Clamping (Max) @ Ipp,Voltage - Reverse Standoff (Typ),Allegro PCB Footprint,Package / Case,Pspice Model,Power,Availability,Data Sheet,Description,Mounting Type,Size,Number of Pins,Operating Temperature,Distributor Part Number,Manufacturer,Manufacturer Part Number,Price,ActivepartsID
DIODE TVS,General Purpose,Zener,CPDQR5V0U-HF,diodes\Diode_TVS_UNI,,90pF @ 1MHz,16A (8/20µs),No,200W,6V,12.5V,5V,,0402 (1005 Metric),,,,http://www.comchiptech.com/admin/files/product/CPDQR5V0U-HF RevF841589.pdf,TVS DIODE 5V 12.5V 0402/SOD923F,Surface Mount,,2,,,Comchip Technology,,,
DIODE TVS,General Purpose,Zener,D5V0H1U2LP-7B,diodes\Diode_TVS_UNI,,190pF @ 1MHz,30A (8/20µs),No,420W,6.2V,14V,5.5V (Max),,0402 (1006 Metric),,,,https://www.diodes.com/assets/Datasheets/D5V0H1U2LP.pdf,TVS DIODE 14VC 30A X1DFN1006-2,Surface Mount,,2,-65°C ~ 150°C (TJ),,Diodes Incorporated,,,
DIODE TVS,General Purpose,Zener,UCLAMP2401T.TCT,diodes\Diode_TVS_UNI,,50pF @ 1MHz,3A (8/20µs),No,150W,27V,50V,24V (Max),,0402 (1005 Metric),,,,https://www.semtech.com/uploads/documents/uclamp2401t.pdf,TVS DIODE 24V 50V 0402,Surface Mount,,2,-55°C ~ 125°C (TJ),,Semtech Corporation,,,
DIODE TVS,"Automotive, HDMI, USB",Steering (Rail to Rail),TPD1E05U06QDPYRQ1,diodes\Diode_TVS_UNI,,0.42pF @ 1MHz,2.5A (8/20µs),Yes,30W,6.4V,14V (Typ),5.5V (Max),,0402 (1006 Metric),,,,http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Ftpd1e05u06-q1,TVS DIODE 5.5V 14V 2X1SON,Surface Mount,,2,-40°C ~ 125°C (TA),,Texas Instruments,,,
DIODE TVS,General Purpose,Zener,D15V0H1U2LP-7B,diodes\Diode_TVS_UNI,,70pF @ 1MHz,12A (8/20µs),No,300W,16V,27V,15V (Max),,0402 (1006 Metric),,,,https://www.diodes.com/assets/Datasheets/D15V0H1U2LP.pdf,TVS PP X1-DFN1006-2,Surface Mount,,2,-65°C ~ 150°C (TJ),,Diodes Incorporated,,,
DIODE TVS,General Purpose,Zener,D6V3H1U2LP-7B,diodes\Diode_TVS_UNI,,200pF @ 1MHz,30A (8/20µs),No,375W,6.5V,12.5V,6.3V (Max),,0402 (1006 Metric),,,,https://www.diodes.com/assets/Datasheets/D6V3H1U2LP.pdf,TVS DIODE 6.3V 12.5V DFN1006-2,Surface Mount,,2,-65°C ~ 150°C (TJ),,Diodes Incorporated,,,
DIODE TVS,Automotive,Zener,UCLAMP3601P.TNT,diodes\Diode_TVS_UNI,,25pF @ 1MHz,2A (1.2/50µs),No,125W,36V,60V,33V (Max),,0402 (1006 Metric),,,,https://www.semtech.com/uploads/documents/uclamp3601p.pdf,TVS DIODE 33V 60V SLP1006P2,Surface Mount,,2,-40°C ~ 125°C (TJ),,Semtech Corporation,,,
DIODE TVS,"Automotive, HDMI",Zener,D5V0F1U2LP-7B,diodes\Diode_TVS_UNI,,0.5pF @ 1MHz,1.5A (8/20µs),No,,6V,12V,5.5V (Max),,0402 (1006 Metric),,,,https://www.diodes.com/assets/Datasheets/D5V0F1U2LP.pdf,TVS DIODE 5.5V 12V DFN1006-2,Surface Mount,,2,-65°C ~ 150°C (TJ),,Diodes Incorporated,,,
DIODE TVS,General Purpose,Zener,D12V0H1U2LP-7B,diodes\Diode_TVS_UNI,,80pF @ 1MHz,13A (8/20µs),No,300W,13.3V,23V,12V (Max),,0402 (1006 Metric),,,,https://www.diodes.com/assets/Datasheets/D12V0H1U2LP.pdf,TVS DIODE 12V 23V DFN1006-2,Surface Mount,,2,-65°C ~ 150°C (TJ),,Diodes Incorporated,,,
DIODE TVS,Automotive,Steering (Rail to Rail),SESD5V0S1ULTR,diodes\Diode_TVS_UNI,,150pF @ 1MHz,15A,No,150W,6.4V,20V,5V (Max),,0402 (1006 Metric),,,,http://www.smc-diodes.com/propdf/SESD5V0S1UL%20N2128%20REV.-.pdf,DIODE ESD 5V DFN1006,Surface Mount,,2,150°C (TJ),,SMC Diode Solutions,,,
DIODE TVS,HDMI,Steering (Rail to Rail),TPD1E04U04DPYR,diodes\Diode_TVS_UNI,,0.5pF @ 1MHz,2.5A (8/20µs),Yes,19W,4.5V,8.9V,3.6V (Max),,0402 (1006 Metric),,,,http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Ftpd1e04u04,TVS DIODE 3.6V 8.9V 2X1SON,Surface Mount,,2,-40°C ~ 125°C (TA),,Texas Instruments,,,
DIODE TVS,"Automotive, HDMI",Zener,SESD0402X1UN-0020-090,diodes\Diode_TVS_UNI,,0.2pF @ 3GHz,2A (8/20µs),No,,9V (Typ),9.2V (Typ),7V (Max),,0402 (1006 Metric),,,,https://www.littelfuse.com/~/media/electronics/datasheets/tvs_diode_arrays/littelfuse_tvs_diode_array_sesd_ultra_low_capacitance_discrete_tvs_datasheet.pdf.pdf,TVS DIODE 7V 9.2V 0402/2DFN,Surface Mount,,2,-55°C ~ 125°C (TJ),,Littelfuse Inc.,,,
DIODE TVS,General Purpose,Zener,CPDQR5V0U,diodes\Diode_TVS_UNI,,90pF @ 1MHz,16A (8/20µs),No,200W,6V,12.5V,5V,,0402 (1005 Metric),,,,http://www.comchiptech.com/admin/files/product/CPDQR5V0U-HF RevF841589.pdf,TVS DIODE 5V 12.5V 0402/SOD923F,Surface Mount,,2,,,Comchip Technology,,,
DIODE TVS,General Purpose,Zener,TPD1E1B04DPYT,diodes\Diode_TVS,,1pF @ 1MHz,6.3A (8/20µs),No,50W,6.4V (Typ),8.5V (Typ),3.6V (Max),,0402 (1006 Metric),,,,http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Ftpd1e1b04,TVS DIODE 3.6V 8.5V 2X1SON,Surface Mount,,2,-40°C ~ 125°C (TA),,Texas Instruments,,,
DIODE TVS,General Purpose,Zener,CPDQC3V3T-HF,diodes\Diode_TVS,,20pF @ 1MHz,17A (8/20µs),No,180W,3.6V,6.2V,3.3V (Max),,0402 (1006 Metric),,,,http://www.comchiptech.com/admin/files/product/CPDQC3V3T-HF RevC430538.pdf,TVS DIODE 3.3V 6.2V 0402C,Surface Mount,,2,-40°C ~ 125°C (TJ),,Comchip Technology,,,
DIODE TVS,Automotive,Zener,RCLAMP0531TQTCT,diodes\Diode_TVS,,0.85pF @ 1MHz,4A (8/20µs),No,80W,6V,20V,5V (Max),,0402 (1006 Metric),,,,https://www.semtech.com/uploads/documents/rclamp0531tq.pdf,TVS DIODE 5V 20V SLP1006P2T,Surface Mount,,2,-40°C ~ 125°C (TJ),,Semtech Corporation,,,
DIODE TVS,Automotive,Zener,RCLAMP2431TQTCT,diodes\Diode_TVS,,0.35pF @ 1MHz,2A (8/20µs),No,100W,26.7V,50V,24V (Max),,0402 (1006 Metric),,,,https://www.semtech.com/uploads/documents/rclamp2431tq.pdf,TVS DIODE 24V 50V SLP1006P2T,Surface Mount,,2,-40°C ~ 125°C (TJ),,Semtech Corporation,,,
DIODE TVS,General Purpose,Zener,TPD1E10B06DPYT,diodes\Diode_TVS,,,5A (8/20µs),No,90W,6V,14V,5.5V (Max),,0402 (1006 Metric),,,,http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Ftpd1e10b06,TVS DIODE 5.5V 14V 2X1SON,Surface Mount,,2,-40°C ~ 125°C (TA),,Texas Instruments,,,
DIODE TVS,General Purpose,Zener,RCLAMP1521P.TCT,diodes\Diode_TVS,,0.3pF @ 1MHz,4A (8/20µs),No,120W,16.7V,30V,15V (Max),,0402 (1006 Metric),,,,https://semtech.my.salesforce.com/sfc/p/#E0000000JelG/a/44000000MCUn/HAw56IA3vm9.Fq.kV0q5lKQUjITj9qsZJYMhG0ExhTo,TVS DIODE 15V 30V SLP1006P2,Surface Mount,,2,-55°C ~ 125°C (TJ),,Semtech Corporation,,,
DIODE TVS,General Purpose,Zener,UCLAMP2511T.TCT,diodes\Diode_TVS,,6pF @ 1MHz,5A (8/20µs),No,40W,2.7V,8V,2.5V (Max),,0402 (1006 Metric),,,,//media.digikey.com/pdf/Data%20Sheets/Semtech%20PDFs/uClamp2511T_10-9-09.pdf,TVS DIODE 2.5V 8V SLP1006P2T,Surface Mount,,2,-40°C ~ 85°C (TJ),,Semtech Corporation,,,
DIODE TVS,General Purpose,Zener,UCLAMP1211P.TCT,diodes\Diode_TVS,,25pF @ 1MHz,7A (8/20µs),No,200W,13.3V,28.5V,12V (Max),,0402 (1006 Metric),,,,https://www.semtech.com/uploads/documents/uclamp1211p.pdf,TVS DIODE 12V 28.5V SLP1006P2,Surface Mount,,2,-55°C ~ 125°C (TJ),,Semtech Corporation,,,
DIODE TVS,General Purpose,Zener,UCLAMP0511P.TCT,diodes\Diode_TVS,,75pF @ 1MHz,12A (8/20µs),No,170W,6V,14V,5V (Max),,0402 (1006 Metric),,,,https://www.semtech.com/uploads/documents/uclamp0511p.pdf,TVS DIODE 5V 14V SLP1006P2,Surface Mount,,2,-55°C ~ 125°C (TJ),,Semtech Corporation,,,
DIODE TVS,General Purpose,Zener,UCLAMP3311P.TCT,diodes\Diode_TVS,,12pF @ 1MHz,5A (8/20µs),No,90W,3.5V,18V,3.3V (Max),,0402 (1006 Metric),,,,https://www.semtech.com/uploads/documents/uclamp3311p.pdf,TVS DIODE 3.3V 18V SLP1006P2,Surface Mount,,2,-40°C ~ 85°C (TJ),,Semtech Corporation,,,
DIODE TVS,General Purpose,Zener,RCLAMP0521PATCT,diodes\Diode_TVS,,0.3pF @ 1MHz,4A (8/20µs),No,100W,6V,25V,5V (Max),,0402 (1006 Metric),,,,https://www.semtech.com/uploads/documents/rclamp0521pa.pdf,TVS DIODE 5V 25V SLP1006P2,Surface Mount,,2,-55°C ~ 125°C (TJ),,Semtech Corporation,,,
DIODE TVS,General Purpose,Zener,UCLAMP3311T.TCT,diodes\Diode_TVS,,5pF @ 1MHz,5A (8/20µs),No,40W,3.5V,8V,3.3V (Max),,0402 (1006 Metric),,,,https://www.semtech.com/uploads/documents/uclamp3311t.pdf,TVS DIODE 3.3V 8V SLP1006P2T,Surface Mount,,2,-40°C ~ 85°C (TJ),,Semtech Corporation,,,
DIODE TVS,General Purpose,Zener,UCLAMP0511T.TCT,diodes\Diode_TVS,,4pF @ 1MHz,2A (8/20µs),No,,6V,15V,5V (Max),,0402 (1006 Metric),,,,https://www.semtech.com/uploads/documents/uclamp0511t.pdf,TVS DIODE 5V 15V SLP1006P2T,Surface Mount,,2,-55°C ~ 125°C (TJ),,Semtech Corporation,,,
DIODE TVS,HDMI,Zener,RCLAMP3321P.TNT,diodes\Diode_TVS,,0.22pF @ 1MHz,4A (8/20µs),No,25W,5.5V,13V,3.3V (Max),,0402 (1006 Metric),,,,https://www.semtech.com/uploads/documents/rclamp3321p.pdf,TVS DIODE 3.3V 13V SLP1006P2,Surface Mount,,2,-55°C ~ 125°C (TJ),,Semtech Corporation,,,
DIODE TVS,General Purpose,Zener,D5V0H1B2LP-7B,diodes\Diode_TVS,,85pF @ 1MHz,30A (8/20µs),No,375W,6V,12.5V,5.5V (Max),,0402 (1006 Metric),,,,https://www.diodes.com/assets/Datasheets/D5V0H1B2LP.pdf,TVS DIODE 5.5V 12.5V DFN1006-2,Surface Mount,,2,-65°C ~ 150°C (TJ),,Diodes Incorporated,,,
DIODE TVS,General Purpose,Zener,RCLAMP3521P.TNT,diodes\Diode_TVS,,0.33pF @ 1MHz,4A (8/20µs),No,50W,4.5V,13V,3.5V (Max),,0402 (1006 Metric),,,,https://www.semtech.com/uploads/documents/RClamp3521P.pdf,TVS DIODE 3.5V 13V SLP1006P2,Surface Mount,,2,-40°C ~ 125°C (TJ),,Semtech Corporation,,,
DIODE TVS,General Purpose,Zener,CPDQC5V0SC-HF,diodes\Diode_TVS,,0.2pF @ 1MHz,2A (8/20µs),No,36W,6V,18V,5V (Max),,0402 (1006 Metric),,,,http://www.comchiptech.com/admin/files/product/12023_20190319142714.pdf,ESD DIODE 5VWM 18VC BI-DIR 0402,Surface Mount,,2,-55°C ~ 150°C (TJ),,Comchip Technology,,,
DIODE TVS,General Purpose,Zener,ESDSLC3V3LB-TP,diodes\Diode_TVS,,0.25pF @ 1MHz,5A (8/20µs),No,100W,5V,20V,3.3V (Max),,0402 (1006 Metric),,,,https://www.mccsemi.com/pdf/Products/ESDSLC3V3LB(DFN1006-2)-B.pdf,TVS DIODE 3.3V 20V DFN1006-2,Surface Mount,,2,-55°C ~ 125°C (TJ),,Micro Commercial Co,,,
DIODE TVS,Automotive,Zener,D12V0L1B2LP-7B,diodes\Diode_TVS,,10pF @ 1MHz,4A (8/20µs),No,100W,13V,25V,12V (Max),,0402 (1006 Metric),,,,https://www.diodes.com/assets/Datasheets/D12V0L1B2LP.pdf,TVS DIODE 12V 25V DFN1006-2,Surface Mount,,2,-65°C ~ 150°C (TJ),,Diodes Incorporated,,,
DIODE TVS,General Purpose,Zener,GG0402052R542P,diodes\Diode_TVS,,2.5pF @ 1MHz,3A (8/20µs),No,46W,5.5V,15.5V,5V,,0402 (1005 Metric),,,,http://datasheets.avx.com/AVX-GiGuard.pdf,TVS DIODE 5V 15.5V 0402,Surface Mount,,2,125°C,,AVX Corporation,,,
DIODE TVS,General Purpose,Zener,LXES15AAA1-133,diodes\Diode_TVS,,0.05pF @ 1MHz,,No,,,,15V,,0402 (1005 Metric),,,,https://www.murata.com/en-us/products/productdata/8796832759838/CRESD-E.pdf,TVS DIODE 15V 1005,Surface Mount,,2,-40°C ~ 85°C (TA),,Murata Electronics,,,
DIODE TVS,General Purpose,Zener,ESDSLC5V0L-TP,diodes\Diode_TVS,,0.5pF @ 1MHz,4A (8/20µs),Yes,80W,6V,16V,5V (Max),,0402 (1006 Metric),,,,https://www.mccsemi.com/pdf/Products/ESDSLC5V0L(DFN1006-2)-V1.pdf,TVS DIODE 5V DFN1006-2,Surface Mount,,2,-55°C ~ 125°C (TJ),,Micro Commercial Co,,,
DIODE TVS,General Purpose,Zener,DESDALC5LP-7B,diodes\Diode_TVS,,26pF @ 1MHz,9A (8/20µs),No,150W,5.8V,16.7V,3V,,0402 (1006 Metric),,,,https://www.diodes.com/assets/Datasheets/DESDALC5LP.pdf,TVS DIODE 3V 16.7V DFN1006-2,Surface Mount,,2,-65°C ~ 150°C (TJ),,Diodes Incorporated,,,
DIODE TVS,General Purpose,Zener,ESDLC3V3LB-TP,diodes\Diode_TVS,,2.6pF @ 1MHz,,No,,4.3V,11V,3.3V (Max),,0402 (1006 Metric),,,,https://www.mccsemi.com/pdf/Products/ESDLC3V3LB(DFN1006-2)-A.pdf,TVS DIODE 3.3V 11V DFN1006-2,Surface Mount,,2,-55°C ~ 150°C (TJ),,Micro Commercial Co,,,
DIODE TVS,General Purpose,Zener,D3V3S1B2LP-7B,diodes\Diode_TVS,,118pF @ 1MHz,50A (8/20µs),No,410W,3.8V,9.5V,3.3V (Max),,0402 (1006 Metric),,,,,GENERAL PROTECTION PP DFN1006-2,Surface Mount,,2,-55°C ~ 150°C (TJ),,Diodes Incorporated,,,
DIODE TVS,General Purpose,Zener,CPDQC5V0HE-HF,diodes\Diode_TVS,,15pF @ 1MHz,8A (8/20µs),No,128W,5.5V,16V,5V (Max),,0402 (1006 Metric),,,,http://www.comchiptech.com/admin/files/product/CPDQC5V0HE-HF RevC673360.pdf,TVS DIODE 5V 16V 0402C/SOD923F,Surface Mount,,2,-40°C ~ 125°C (TJ),,Comchip Technology,,,
DIODE TVS,Automotive,Zener,ACPDQC5V0ESPC-HF,diodes\Diode_TVS,,0.28pF @ 1MHz,4A (8/20µs),No,100W,7V,35V (Typ),5V (Max),,0402 (1006 Metric),,,,http://www.comchiptech.com/admin/files/product/ACPDQC5V0ESPC-HF%20RevA925610.pdf,ESD DIODE 5VWM 25VC BI-DIR 0402,Surface Mount,,2,-40°C ~ 125°C (TJ),,Comchip Technology,,,
DIODE TVS,General Purpose,Zener,CPDQC5V0CSP-IPHF,diodes\Diode_TVS,,0.15pF @ 1MHz,2A (8/20µs),No,35W,7V,18V,5V (Max),,0402 (1006 Metric),,,,http://www.comchiptech.com/admin/files/product/CPDQC5V0CSP-IPHF RevB675609.pdf,TVS DIODE 5V 18V 0402C/SOD923F,Surface Mount,,2,-55°C ~ 150°C (TJ),,Comchip Technology,,,
DIODE TVS,"DVI, HDMI, USB",Zener,XBP06V0U25R-G,diodes\Diode_TVS,,0.25pF @ 1MHz,2A (8/20µs),No,,6V,14V,5V (Max),,0402 (1006 Metric),,,,https://www.torexsemi.com/file/xbp06v0u25r/XBP06V0U25R.pdf,LOW CAPACITANCE TVS DIODE,Surface Mount,,2,-55°C ~ 125°C (TJ),,Torex Semiconductor Ltd,,,
DIODE TVS,Automotive,Zener,D5V0L1B2LPSQ-7B,diodes\Diode_TVS,,15pF @ 1MHz,6A (8/20µs),No,84W,6V,14V,5V (Max),,0402 (1006 Metric),,,,https://www.diodes.com/assets/Datasheets/D5V0L1B2LPS.pdf,TVS DIODE 5V 14V 2DFN,Surface Mount,,2,-65°C ~ 150°C (TJ),,Diodes Incorporated,,,
DIODE TVS,Automotive,Zener,D5V0L1B2LPS-7B,diodes\Diode_TVS,,15pF @ 1MHz,6A (8/20µs),No,84W,6V,14V,5V (Max),,0402 (1006 Metric),,,,https://www.diodes.com/assets/Datasheets/D5V0L1B2LPS.pdf,TVS DIODE 5V 14V DFN1006-2,Surface Mount,,2,-65°C ~ 150°C (TJ),,Diodes Incorporated,,,
DIODE TVS,General Purpose,Zener,CPDQC5V0CSP-HF,diodes\Diode_TVS,,0.3pF @ 1MHz,3A (8/20µs),No,60W,6V,20V,5V (Max),,0402 (1006 Metric),,,,//media.digikey.com/pdf/Data%20Sheets/Comchip%20PDFs/CPDQC5V0CSP-HF.pdf,TVS DIODE 5V 20V 0402/SOD923F,Surface Mount,,2,-55°C ~ 150°C (TJ),,Comchip Technology,,,
DIODE TVS,General Purpose,Zener,RCLAMP2431T.TCT,diodes\Diode_TVS,,0.35pF @ 1MHz,2A (8/20µs),No,100W,26.7V,50V,24V (Max),,0402 (1006 Metric),,,,https://www.semtech.com/uploads/documents/rclamp2431t.pdf,TVS DIODE 24V 50V SLP1006P2T,Surface Mount,,2,-40°C ~ 85°C (TJ),,Semtech Corporation,,,
DIODE TVS,General Purpose,Zener,PGB2010402KRHF,diodes\Diode_TVS,,,,No,,,40V (Typ),12V (Max),,0402 (1005 Metric),,,,https://www.littelfuse.com/data/en/data_sheets/littelfuse_pulseguard-esd_pgb2.pdf,TVS DIODE 12V 40V 0402,Surface Mount,,2,-65°C ~ 125°C (TJ),,Littelfuse Inc.,,,
DIODE TVS,General Purpose,Zener,UCLAMP1211T.TCT,diodes\Diode_TVS,,3pF @ 1MHz,1A (8/20µs),No,,13.3V,27V,12V (Max),,0402 (1006 Metric),,,,https://www.semtech.com/uploads/documents/uclamp1211t.pdf,TVS DIODE 12V 27V SLP1006P2T,Surface Mount,,2,-55°C ~ 125°C (TJ),,Semtech Corporation,,,
DIODE TVS,General Purpose,Zener,PGB1010402KR,diodes\Diode_TVS,,,,No,,,250V (Typ),12V,,0402 (1005 Metric),,,,https://www.littelfuse.com/data/en/data_sheets/littelfuse_pulseguard-esd_pgb1.pdf,TVS DIODE 12V 250V 0402,Surface Mount,,2,-65°C ~ 125°C (TJ),,Littelfuse Inc.,,,
DIODE TVS,"Ethernet, HDMI",Zener,PESD0402-140,diodes\Diode_TVS,,,,No,,,40V,14V (Max),,0402 (1005 Metric),,,,https://www.littelfuse.com/~/media/electronics/product_specifications/polymer_esd_suppressors/littelfuse_polymer_esd_suppressor_pesd0402_140_product_specification.pdf.pdf,TVS DIODE 14V 40V 0402,Surface Mount,,2,-55°C ~ 125°C (TJ),,Littelfuse Inc.,,,
DIODE TVS,"Ethernet, HDMI",Zener,PESD0402-240,diodes\Diode_TVS,,0.25pF @ 1MHz,,,,,40V (Typ),24V,,0402 (1005 Metric),,,,https://www.littelfuse.com/~/media/electronics/product_specifications/polymer_esd_suppressors/littelfuse_polymer_esd_suppressor_pesd0402_240_product_specification.pdf.pdf,PESD0402-240,Surface Mount,,2,-55°C ~ 125°C,,Littelfuse Inc.,,,
DIODE TVS,General Purpose,Zener,CPDQC24VE-HF,diodes\Diode_TVS,,13pF @ 1MHz,3A (8/20µs),No,138W,26.5V,46V,24V (Max),,0402 (1006 Metric),,,,http://www.comchiptech.com/admin/files/product/CPDQC24VE-HF%20RevC717319.pdf,TVS DIODE 24V 46V 0402C/SOD923F,Surface Mount,,2,-55°C ~ 125°C (TJ),,Comchip Technology,,,
DIODE TVS,General Purpose,Zener,TPD1E01B04DPYT,diodes\Diode_TVS,,0.2pF @ 1MHz,2.5A (8/20µs),No,27W,6.4V (Typ),15V,3.6V (Max),,0402 (1006 Metric),,,,http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Ftpd1e01b04,TVS DIODE 3.6V 15V 2X1SON,Surface Mount,,2,-40°C ~ 125°C (TA),,Texas Instruments,,,
DIODE TVS,Automotive,Zener,D24V0L1B2LPS-7B,diodes\Diode_TVS,,6pF @ 1MHz,2A (8/20µs),No,90W,26V,46V,24V (Max),,0402 (1006 Metric),,,,https://www.diodes.com/assets/Datasheets/D24V0L1B2LPS.pdf,TVS DIODE 24V 46V DFN1006-2,Surface Mount,,2,-65°C ~ 150°C (TJ),,Diodes Incorporated,,,
DIODE TVS,General Purpose,Zener,TPD1E10B09DPYR,diodes\Diode_TVS,,,4.5A (8/20µs),No,90W,9.5V,20V,9V (Max),,0402 (1006 Metric),,,,http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Ftpd1e10b09,TVS DIODE 9V 20V 2X1SON,Surface Mount,,2,-40°C ~ 125°C (TA),,Texas Instruments,,,
DIODE TVS,General Purpose,Zener,TPD1E10B06DPYR,diodes\Diode_TVS,,,5A (8/20µs),No,90W,6V,14V,5.5V (Max),,0402 (1006 Metric),,,,http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Ftpd1e10b06,TVS DIODE 5.5V 14V 2X1SON,Surface Mount,,2,-40°C ~ 125°C (TA),,Texas Instruments,,,
DIODE TVS,General Purpose,Zener,GG0402050R3C2P,diodes\Diode_TVS,,0.3pF @ 1MHz,3A (8/20µs),No,46W,7V,15.5V,5V,,0402 (1005 Metric),,,,http://datasheets.avx.com/AVX-GiGuard.pdf,TVS DIODE 5V 15.5V 0402,Surface Mount,,2,125°C,,AVX Corporation,,,
DIODE TVS,General Purpose,Zener,LXES15AAA1-153,diodes\Diode_TVS,,0.05pF @ 1MHz,,No,,,,4V,,0402 (1005 Metric),,,,https://www.murata.com/en-us/products/productdata/8796832759838/CRESD-E.pdf,TVS DIODE 4V 1005,Surface Mount,,2,-40°C ~ 85°C (TA),,Murata Electronics,,,
DIODE TVS,General Purpose,Zener,GG040205100N2P,diodes\Diode_TVS,,10pF @ 1MHz,8A (8/20µs),No,96W,5.5V,12V,5V,,0402 (1005 Metric),,,,http://datasheets.avx.com/AVX-GiGuard.pdf,TVS DIODE 5V 12V 0402,Surface Mount,,2,125°C,,AVX Corporation,,,
DIODE TVS,General Purpose,Zener,GG040205170N2P,diodes\Diode_TVS,,17pF @ 1MHz,8A (8/20µs),No,80W,5.1V,10V,5V,,0402 (1005 Metric),,,,http://datasheets.avx.com/AVX-GiGuard.pdf,TVS DIODE 5V 10V 0402,Surface Mount,,2,125°C,,AVX Corporation,,,
DIODE TVS,General Purpose,Zener,DESD3V3S1BL-7B,diodes\Diode_TVS,,10pF @ 1MHz,5A (8/20µs),No,35W,3.8V,7V,3.3V (Max),,0402 (1006 Metric),,,,https://www.diodes.com/assets/Datasheets/DESD3V3S1BL.pdf,TVS DIODE 3.3V 7V DFN1006-2,Surface Mount,,2,-65°C ~ 150°C (TJ),,Diodes Incorporated,,,
DIODE TVS,Automotive,Zener,D20V0L1B2LP-7B,diodes\Diode_TVS,,7pF @ 1MHz,2A (8/20µs),No,68W,21V,34V,20V (Max),,0402 (1006 Metric),,,,https://www.diodes.com/assets/Datasheets/D20V0L1B2LP.pdf,TVS DIODE 20V 34V DFN1006-2,Surface Mount,,2,-65°C ~ 150°C (TJ),,Diodes Incorporated,,,
DIODE TVS,Automotive,Zener,ACPDQC24VE-HF,diodes\Diode_TVS,,16pF @ 1MHz,2.5A (8/20µs),No,110W,26.5V,44V,24V (Max),,0402 (1006 Metric),,,,http://www.comchiptech.com/admin/files/product/ACPDQC24VE-HF%20RevA727899.pdf,TVS DIODE 24V 44V 0402C/SOD923F,Surface Mount,,2,-55°C ~ 125°C (TJ),,Comchip Technology,,,
DIODE TVS,General Purpose,Zener,CPDQC5V0ESPC-HF,diodes\Diode_TVS,,0.28pF @ 1MHz,4A (8/20µs),No,100W,7V,25V,5V (Max),,0402 (1006 Metric),,,,http://www.comchiptech.com/admin/files/product/CPDQC5V0ESPC-HF%20RevA940311.pdf,TVS DIODE 5V 25V 0402C/SOD923F,Surface Mount,,2,-40°C ~ 125°C (TJ),,Comchip Technology,,,
DIODE TVS,Automotive,Zener,ACPDQC5V0CSP-IPHF,diodes\Diode_TVS,,0.15pF @ 1MHz,2A (8/20µs),No,38W,7V,19V,5V (Max),,0402 (1006 Metric),,,,http://www.comchiptech.com/admin/files/product/ACPDQC5V0CSP-IPHF%20RevA.PDF,ESD DIODE 5VWM 19VC BI-DIR 0402,Surface Mount,,2,-55°C ~ 150°C (TJ),,Comchip Technology,,,
DIODE TVS,General Purpose,Zener,RCLAMP0821P.TCT,diodes\Diode_TVS,,0.3pF @ 1MHz,4A (8/20µs),No,100W,10V,25V,8V (Max),,0402 (1006 Metric),,,,https://www.semtech.com/uploads/documents/rclamp0821p.pdf,TVS DIODE 8V 25V SLP1006P2,Surface Mount,,2,-55°C ~ 125°C (TJ),,Semtech Corporation,,,
DIODE TVS,General Purpose,Zener,TPD1E0B04DPYR,diodes\Diode_TVS,,0.15pF @ 1MHz,1.7A (8/20µs),No,15W,6.7V (Typ),19V,3.6V,,0402 (1006 Metric),,,,http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Ftpd1e0b04,TVS DIODE 3.6V 19V 2X1SON,Surface Mount,,2,-40°C ~ 125°C (TA),,Texas Instruments,,,
DIODE TVS,General Purpose,Zener,TPD1E01B04DPYR,diodes\Diode_TVS,,0.2pF @ 1MHz,2.5A,No,27W,6.4V,15V,3.6V,,0402 (1006 Metric),,,,http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Ftpd1e01b04,TVS DIODE 15VC 2.5A IPP 2X1SON,Surface Mount,,2,-40°C ~ 125°C (TA),,Texas Instruments,,,
