Part Type,Applications,Type,Part Number,Schematic Part,Part Value,Capacitance @ Frequency,Current - Peak Pulse (10/1000us),Power Line Protection,Power - Peak Pulse,Voltage - Breakdown (Min),Voltage - Clamping (Max) @ Ipp,Voltage - Reverse Standoff (Typ),Allegro PCB Footprint,Package / Case,Pspice Model,Power,Availability,Data Sheet,Description,Mounting Type,Size,Number of Pins,Operating Temperature,Distributor Part Number,Manufacturer,Manufacturer Part Number,Price,ActivepartsID
DIODE TVS,General Purpose,Zener,SMF24A-E3-08,diodes\Diode_TVS_UNI,,244pF @ 1MHz,5.1A,No,200W,26.7V,38.9V,24V,,DO-219AB,,,,http://www.vishay.com/docs/85881/smf5v0atosmf58a.pdf,TVS DIODE 24V 38.9V SMF,Surface Mount,,2,-65°C ~ 175°C (TJ),,Vishay Semiconductor Diodes Division,,,
DIODE TVS,General Purpose,Zener,SMF48A-E3-08,diodes\Diode_TVS_UNI,,161pF @ 1MHz,2.6A,No,200W,53.3V,77.4V,48V,,DO-219AB,,,,http://www.vishay.com/docs/85881/smf5v0atosmf58a.pdf,TVS DIODE 48V 77.4V SMF,Surface Mount,,2,-65°C ~ 175°C (TJ),,Vishay Semiconductor Diodes Division,,,
DIODE TVS,General Purpose,Zener,SMF15A-E3-08,diodes\Diode_TVS_UNI,,367pF @ 1MHz,8.2A,No,200W,16.7V,24.4V,15V,,DO-219AB,,,,http://www.vishay.com/docs/85881/smf5v0atosmf58a.pdf,TVS DIODE 15V 24.4V SMF,Surface Mount,,2,-65°C ~ 175°C (TJ),,Vishay Semiconductor Diodes Division,,,
DIODE TVS,General Purpose,Zener,SMA6J188A-TR,diodes\Diode_TVS_UNI,,,10.3A (8/20µs),No,600W,209V,323V,188V,,"DO-214AC, SMA",,,,http://www.st.com/content/ccc/resource/technical/document/datasheet/56/26/d7/6f/22/8c/4e/b3/CD00152688.pdf/files/CD00152688.pdf/_jcr_content/translations/en.CD00152688.pdf,TVS DIODE 188V 323V SMA,Surface Mount,,2,-55°C ~ 175°C (TJ),,STMicroelectronics,,,
DIODE TVS,General Purpose,Zener,SMA6J130A-TR,diodes\Diode_TVS_UNI,,,15A (8/20µs),No,600W,144V,223V,130V,,"DO-214AC, SMA",,,,http://www.st.com/content/ccc/resource/technical/document/datasheet/56/26/d7/6f/22/8c/4e/b3/CD00152688.pdf/files/CD00152688.pdf/_jcr_content/translations/en.CD00152688.pdf,TVS DIODE 130V 223V SMA,Surface Mount,,2,-55°C ~ 175°C (TJ),,STMicroelectronics,,,
DIODE TVS,General Purpose,Zener,P4SMA10A R3G,diodes\Diode_TVS_UNI,,,29A,No,400W,9.5V,14.5V,8.55V,,"DO-214AC, SMA",,,,https://www.taiwansemi.com/products/datasheet/P4SMA%20SERIES_Q1705.pdf,TVS DIODE 8.55V 14.5V DO214AC,Surface Mount,,2,-55°C ~ 150°C (TJ),,Taiwan Semiconductor Corporation,,,
DIODE TVS,General Purpose,Zener,P4SMA51A R3G,diodes\Diode_TVS_UNI,,,6A,No,400W,48.5V,70.1V,43.6V,,"DO-214AC, SMA",,,,https://www.taiwansemi.com/products/datasheet/P4SMA%20SERIES_Q1705.pdf,TVS DIODE 43.6V 70.1V DO214AC,Surface Mount,,2,-55°C ~ 150°C (TJ),,Taiwan Semiconductor Corporation,,,
DIODE TVS,Automotive,Zener,SMA6T6V7AY,diodes\Diode_TVS_UNI,,,298A (8/20µs),No,600W,6.4V,13.4V,5V,,"DO-214AC, SMA",,,,http://www.st.com/content/ccc/resource/technical/document/datasheet/93/f7/c5/38/17/3c/42/37/CD00283518.pdf/files/CD00283518.pdf/_jcr_content/translations/en.CD00283518.pdf,TVS DIODE 5V 13.4V SMA,Surface Mount,,2,-40°C ~ 150°C (TJ),,STMicroelectronics,,,
DIODE TVS,Automotive,Zener,SMA6T12AY,diodes\Diode_TVS_UNI,,,184A (8/20µs),No,600W,11.4V,21.7V,10.2V,,"DO-214AC, SMA",,,,http://www.st.com/content/ccc/resource/technical/document/datasheet/93/f7/c5/38/17/3c/42/37/CD00283518.pdf/files/CD00283518.pdf/_jcr_content/translations/en.CD00283518.pdf,TVS DIODE 10.2V 21.7V SMA,Surface Mount,,2,-40°C ~ 150°C (TJ),,STMicroelectronics,,,
DIODE TVS,Automotive,Zener,SMA6T47AY,diodes\Diode_TVS_UNI,,,48A (8/20µs),No,600W,44.4V,73.6V,40V,,"DO-214AC, SMA",,,,http://www.st.com/content/ccc/resource/technical/document/datasheet/93/f7/c5/38/17/3c/42/37/CD00283518.pdf/files/CD00283518.pdf/_jcr_content/translations/en.CD00283518.pdf,TVS DIODE 40V 73.6V SMA,Surface Mount,,2,-40°C ~ 150°C (TJ),,STMicroelectronics,,,
DIODE TVS,Automotive,Zener,SMA6T15AY,diodes\Diode_TVS_UNI,,,147A (8/20µs),No,600W,14.3V,27.2V,12.8V,,"DO-214AC, SMA",,,,http://www.st.com/content/ccc/resource/technical/document/datasheet/93/f7/c5/38/17/3c/42/37/CD00283518.pdf/files/CD00283518.pdf/_jcr_content/translations/en.CD00283518.pdf,TVS DIODE 12.8V 27.2V SMA,Surface Mount,,2,-40°C ~ 150°C (TJ),,STMicroelectronics,,,
DIODE TVS,Automotive,Zener,SZ1SMA20AT3G,diodes\Diode_TVS_UNI,,585pF @ 1MHz,12.3A,No,400W,22.2V,32.4V,20V,,"DO-214AC, SMA",,,,https://www.littelfuse.com/~/media/electronics/datasheets/tvs_diodes/littelfuse_tvs_diode_sz1smaxxa_datasheet.pdf.pdf,TVS DIODE 20V 32.4V SMA,Surface Mount,,2,-65°C ~ 150°C (TJ),,Littelfuse Inc.,,,
DIODE TVS,Automotive,Zener,SZ1SMA28AT3G,diodes\Diode_TVS_UNI,,430pF @ 1MHz,8.8A,No,400W,31.1V,45.4V,28V,,"DO-214AC, SMA",,,,https://www.littelfuse.com/~/media/electronics/datasheets/tvs_diodes/littelfuse_tvs_diode_sz1smaxxa_datasheet.pdf.pdf,TVS DIODE 28V 45.4V SMA,Surface Mount,,2,-65°C ~ 150°C (TJ),,Littelfuse Inc.,,,
DIODE TVS,Automotive,Zener,SZ1SMA58AT3G,diodes\Diode_TVS_UNI,,225pF @ 1MHz,4.3A,No,400W,64.4V,93.6V,58V,,"DO-214AC, SMA",,,,https://www.littelfuse.com/~/media/electronics/datasheets/tvs_diodes/littelfuse_tvs_diode_sz1smaxxa_datasheet.pdf.pdf,TVS DIODE 58V 93.6V SMA,Surface Mount,,2,-65°C ~ 150°C (TJ),,Littelfuse Inc.,,,
DIODE TVS,Automotive,Zener,SZ1SMA33AT3G,diodes\Diode_TVS_UNI,,375pF @ 1MHz,7.5A,No,400W,36.7V,53.3V,33V,,"DO-214AC, SMA",,,,https://www.littelfuse.com/~/media/electronics/datasheets/tvs_diodes/littelfuse_tvs_diode_sz1smaxxa_datasheet.pdf.pdf,TVS DIODE 33V 53.3V SMA,Surface Mount,,2,-65°C ~ 150°C (TJ),,Littelfuse Inc.,,,
DIODE TVS,Automotive,Zener,SZ1SMA15AT3G,diodes\Diode_TVS_UNI,,758pF @ 1MHz,16.4A,No,400W,16.7V,24.4V,15V,,"DO-214AC, SMA",,,,https://www.littelfuse.com/~/media/electronics/datasheets/tvs_diodes/littelfuse_tvs_diode_sz1smaxxa_datasheet.pdf.pdf,TVS DIODE 15V 24.4V SMA,Surface Mount,,2,-65°C ~ 150°C (TJ),,Littelfuse Inc.,,,
DIODE TVS,Automotive,Zener,SMA6T18AY,diodes\Diode_TVS_UNI,,,123A (8/20µs),No,600W,17.1V,32.3V,15.3V,,"DO-214AC, SMA",,,,http://www.st.com/content/ccc/resource/technical/document/datasheet/93/f7/c5/38/17/3c/42/37/CD00283518.pdf/files/CD00283518.pdf/_jcr_content/translations/en.CD00283518.pdf,TVS DIODE 15.3V 32.3V SMA,Surface Mount,,2,-40°C ~ 150°C (TJ),,STMicroelectronics,,,
DIODE TVS,Automotive,Zener,SZ1SMA36AT3G,diodes\Diode_TVS_UNI,,345pF @ 1MHz,6.9A,No,400W,40V,58.1V,36V,,"DO-214AC, SMA",,,,https://www.littelfuse.com/~/media/electronics/datasheets/tvs_diodes/littelfuse_tvs_diode_sz1smaxxa_datasheet.pdf.pdf,TVS DIODE 36V 58.1V SMA,Surface Mount,,2,-65°C ~ 150°C (TJ),,Littelfuse Inc.,,,
DIODE TVS,Automotive,Zener,SZ1SMA70AT3G,diodes\Diode_TVS_UNI,,190pF @ 1MHz,3.5A,No,400W,77.8V,113V,70V,,"DO-214AC, SMA",,,,https://www.littelfuse.com/~/media/electronics/datasheets/tvs_diodes/littelfuse_tvs_diode_sz1smaxxa_datasheet.pdf.pdf,TVS DIODE 70V 113V SMA,Surface Mount,,2,-65°C ~ 150°C (TJ),,Littelfuse Inc.,,,
DIODE TVS,Automotive,Zener,SMA6T10AY,diodes\Diode_TVS_UNI,,,215A (8/20µs),No,600W,9.5V,18.6V,8.6V,,"DO-214AC, SMA",,,,http://www.st.com/content/ccc/resource/technical/document/datasheet/93/f7/c5/38/17/3c/42/37/CD00283518.pdf/files/CD00283518.pdf/_jcr_content/translations/en.CD00283518.pdf,TVS DIODE 8.6V 18.6V SMA,Surface Mount,,2,-40°C ~ 150°C (TJ),,STMicroelectronics,,,
DIODE TVS,Automotive,Zener,SZ1SMA16AT3G,diodes\Diode_TVS_UNI,,715pF @ 1MHz,15.4A,No,400W,17.8V,26V,16V,,"DO-214AC, SMA",,,,https://www.littelfuse.com/~/media/electronics/datasheets/tvs_diodes/littelfuse_tvs_diode_sz1smaxxa_datasheet.pdf.pdf,TVS DIODE 16V 26V SMA,Surface Mount,,2,-65°C ~ 150°C (TJ),,Littelfuse Inc.,,,
DIODE TVS,Automotive,Zener,SZ1SMA13AT3G,diodes\Diode_TVS_UNI,,860pF @ 1MHz,18.6A,No,400W,14.4V,21.5V,13V,,"DO-214AC, SMA",,,,https://www.littelfuse.com/~/media/electronics/datasheets/tvs_diodes/littelfuse_tvs_diode_sz1smaxxa_datasheet.pdf.pdf,TVS DIODE 13V 21.5V SMA,Surface Mount,,2,-65°C ~ 150°C (TJ),,Littelfuse Inc.,,,
DIODE TVS,Automotive,Zener,SZ1SMA43AT3G,diodes\Diode_TVS_UNI,,295pF @ 1MHz,5.8A,No,400W,47.8V,69.4V,43V,,"DO-214AC, SMA",,,,https://www.littelfuse.com/~/media/electronics/datasheets/tvs_diodes/littelfuse_tvs_diode_sz1smaxxa_datasheet.pdf.pdf,TVS DIODE 43V 69.4V SMA,Surface Mount,,2,-65°C ~ 150°C (TJ),,Littelfuse Inc.,,,
DIODE TVS,Automotive,Zener,SZ1SMA26AT3G,diodes\Diode_TVS_UNI,,460pF @ 1MHz,9.5A,No,400W,28.9V,42.1V,26V,,"DO-214AC, SMA",,,,https://www.littelfuse.com/~/media/electronics/datasheets/tvs_diodes/littelfuse_tvs_diode_sz1smaxxa_datasheet.pdf.pdf,TVS DIODE 26V 42.1V SMA,Surface Mount,,2,-65°C ~ 150°C (TJ),,Littelfuse Inc.,,,
DIODE TVS,General Purpose,Zener,SMAJ64A-13-F,diodes\Diode_TVS_UNI,,,3.9A,No,400W,71.1V,103V,64V,,"DO-214AC, SMA",,,,https://www.diodes.com/assets/Datasheets/ds19005.pdf,TVS DIODE 64V 103V SMA,Surface Mount,,2,-55°C ~ 150°C (TJ),,Diodes Incorporated,,,
DIODE TVS,General Purpose,Zener,SMAJ8.5A-13-F,diodes\Diode_TVS_UNI,,,27.7A,No,400W,9.44V,14.4V,8.5V,,"DO-214AC, SMA",,,,https://www.diodes.com/assets/Datasheets/ds19005.pdf,TVS DIODE 8.5V 14.4V SMA,Surface Mount,,2,-55°C ~ 150°C (TJ),,Diodes Incorporated,,,
DIODE TVS,General Purpose,Zener,SMAJ8.0A-13-F,diodes\Diode_TVS_UNI,,,29.4A,No,400W,8.89V,13.6V,8V,,"DO-214AC, SMA",,,,https://www.diodes.com/assets/Datasheets/ds19005.pdf,TVS DIODE 8V 13.6V SMA,Surface Mount,,2,-55°C ~ 150°C (TJ),,Diodes Incorporated,,,
DIODE TVS,Automotive,Zener,SM4T10AY,diodes\Diode_TVS_UNI,,,124A (8/20µs),No,400W,9.4V,19.5V,8.5V,,"DO-214AC, SMA",,,,http://www.st.com/content/ccc/resource/technical/document/datasheet/8f/86/c4/c9/63/e2/4c/58/CD00283395.pdf/files/CD00283395.pdf/jcr:content/translations/en.CD00283395.pdf,TVS DIODE 8.5V 19.5V SMA,Surface Mount,,2,-55°C ~ 150°C (TJ),,STMicroelectronics,,,
DIODE TVS,General Purpose,Zener,SMAJ434A,diodes\Diode_TVS_UNI,,,600mA,No,400W,485V,698V,434V,,"DO-214AC, SMA",,,,https://www.bourns.com/docs/Product-Datasheets/SMAJ.pdf,TVS DIODE 434V 698V SMA,Surface Mount,,2,-55°C ~ 150°C (TJ),,Bourns Inc.,,,
DIODE TVS,General Purpose,Zener,SMA6J18A-TP,diodes\Diode_TVS_UNI,,,20.5A,No,600W,20V,29.2V,18V,,"DO-214AC, SMA",,,,https://www.mccsemi.com/pdf/Products/SMA6J5.0A~SMA6J33A(SMA).pdf,TVS DIODE 18V 29.2V DO214AC,Surface Mount,,2,-55°C ~ 175°C (TA),,Micro Commercial Co,,,
DIODE TVS,General Purpose,Zener,SMA6J15A-TP,diodes\Diode_TVS_UNI,,,24.6A,No,600W,16.7V,24.4V,15V,,"DO-214AC, SMA",,,,https://www.mccsemi.com/pdf/Products/SMA6J5.0A~SMA6J33A(SMA).pdf,TVS DIODE 15V 24.4V DO214AC,Surface Mount,,2,-55°C ~ 175°C (TA),,Micro Commercial Co,,,
DIODE TVS,Automotive,Zener,SMA6J26AHR3G,diodes\Diode_TVS_UNI,,,14.7A,No,600W,28.9V,40.9V,26V,,"DO-214AC, SMA",,,,https://www.taiwansemi.com/products/datasheet/SMA6J%20SERIES_D15.pdf,TVS DIODE 26V 40.9V DO214AC,Surface Mount,,2,-55°C ~ 175°C (TJ),,Taiwan Semiconductor Corporation,,,
DIODE TVS,Automotive,Zener,SMA6J24AHR3G,diodes\Diode_TVS_UNI,,,15.9A,No,600W,26.7V,37.8V,24V,,"DO-214AC, SMA",,,,https://www.taiwansemi.com/products/datasheet/SMA6J%20SERIES_D15.pdf,TVS DIODE 24V 37.8V DO214AC,Surface Mount,,2,-55°C ~ 175°C (TJ),,Taiwan Semiconductor Corporation,,,
DIODE TVS,Automotive,Zener,SMA6J15AHR3G,diodes\Diode_TVS_UNI,,,25.4A,No,600W,16.7V,23.6V,15V,,"DO-214AC, SMA",,,,https://www.taiwansemi.com/products/datasheet/SMA6J%20SERIES_D15.pdf,TVS DIODE 15V 23.6V DO214AC,Surface Mount,,2,-55°C ~ 175°C (TJ),,Taiwan Semiconductor Corporation,,,
DIODE TVS,General Purpose,Zener,SMA6J24A R3G,diodes\Diode_TVS_UNI,,,15.9A,No,600W,26.7V,37.8V,24V,,"DO-214AC, SMA",,,,https://www.taiwansemi.com/products/datasheet/SMA6J%20SERIES_D15.pdf,TVS DIODE 24V 37.8V DO214AC,Surface Mount,,2,-55°C ~ 175°C (TJ),,Taiwan Semiconductor Corporation,,,
DIODE TVS,General Purpose,Zener,SMA6J22A R3G,diodes\Diode_TVS_UNI,,,17.4A,No,600W,24.4V,34.5V,22V,,"DO-214AC, SMA",,,,https://www.taiwansemi.com/products/datasheet/SMA6J%20SERIES_D15.pdf,TVS DIODE 22V 34.5V DO214AC,Surface Mount,,2,-55°C ~ 175°C (TJ),,Taiwan Semiconductor Corporation,,,
DIODE TVS,General Purpose,Zener,SMA6J11A R3G,diodes\Diode_TVS_UNI,,,24.8A,No,600W,12.2V,17.2V,11V,,"DO-214AC, SMA",,,,https://www.taiwansemi.com/products/datasheet/SMA6J%20SERIES_D15.pdf,TVS DIODE 11V 17.2V DO214AC,Surface Mount,,2,-55°C ~ 175°C (TJ),,Taiwan Semiconductor Corporation,,,
DIODE TVS,General Purpose,Zener,SMA6J10A R3G,diodes\Diode_TVS_UNI,,,38.2A,No,600W,11.1V,15.7V,10V,,"DO-214AC, SMA",,,,https://www.taiwansemi.com/products/datasheet/SMA6J%20SERIES_D15.pdf,TVS DIODE 10V 15.7V DO214AC,Surface Mount,,2,-55°C ~ 175°C (TJ),,Taiwan Semiconductor Corporation,,,
DIODE TVS,General Purpose,Zener,SMA6J26A R3G,diodes\Diode_TVS_UNI,,,14.7A,No,600W,28.9V,40.9V,26V,,"DO-214AC, SMA",,,,https://www.taiwansemi.com/products/datasheet/SMA6J%20SERIES_D15.pdf,TVS DIODE 26V 40.9V DO214AC,Surface Mount,,2,-55°C ~ 175°C (TJ),,Taiwan Semiconductor Corporation,,,
DIODE TVS,General Purpose,Zener,SMA6J15A R3G,diodes\Diode_TVS_UNI,,,25.4A,No,600W,16.7V,23.6V,15V,,"DO-214AC, SMA",,,,https://www.taiwansemi.com/products/datasheet/SMA6J%20SERIES_D15.pdf,TVS DIODE 15V 23.6V DO214AC,Surface Mount,,2,-55°C ~ 175°C (TJ),,Taiwan Semiconductor Corporation,,,
DIODE TVS,General Purpose,Zener,SMAJ154A-TR,diodes\Diode_TVS_UNI,,,7A (8/20µs),No,400W,171V,317V,154V,,"DO-214AC, SMA",,,,http://www.st.com/content/ccc/resource/technical/document/datasheet/ff/c0/80/cc/19/4c/45/af/CD00001333.pdf/files/CD00001333.pdf/_jcr_content/translations/en.CD00001333.pdf,TVS DIODE 154V 317V SMA,Surface Mount,,2,-55°C ~ 150°C (TJ),,STMicroelectronics,,,
DIODE TVS,General Purpose,Zener,P4SMA36A R3G,diodes\Diode_TVS_UNI,,,8.4A,No,400W,34.2V,49.9V,30.8V,,"DO-214AC, SMA",,,,https://www.taiwansemi.com/products/datasheet/P4SMA%20SERIES_Q1705.pdf,TVS DIODE 30.8V 49.9V DO214AC,Surface Mount,,2,-55°C ~ 150°C (TJ),,Taiwan Semiconductor Corporation,,,
DIODE TVS,General Purpose,Zener,P4SMA13A-E3/61,diodes\Diode_TVS_UNI,,,22A,No,400W,12.4V,18.2V,11.1V,,"DO-214AC, SMA",,,,http://www.vishay.com/docs/88367/p4sma.pdf,TVS DIODE 11.1V 18.2V DO214AC,Surface Mount,,2,-65°C ~ 150°C (TJ),,Vishay Semiconductor Diodes Division,,,
DIODE TVS,General Purpose,Zener,P4SMA36A-E3/61,diodes\Diode_TVS_UNI,,,8A,No,400W,34.2V,49.9V,30.8V,,"DO-214AC, SMA",,,,http://www.vishay.com/docs/88367/p4sma.pdf,TVS DIODE 30.8V 49.9V DO214AC,Surface Mount,,2,-65°C ~ 150°C (TJ),,Vishay Semiconductor Diodes Division,,,
DIODE TVS,General Purpose,Zener,P4SMA27A-E3/61,diodes\Diode_TVS_UNI,,,10.7A,No,400W,25.7V,37.5V,23.1V,,"DO-214AC, SMA",,,,http://www.vishay.com/docs/88367/p4sma.pdf,TVS DIODE 23.1V 37.5V DO214AC,Surface Mount,,2,-65°C ~ 150°C (TJ),,Vishay Semiconductor Diodes Division,,,
DIODE TVS,General Purpose,Zener,P4SMA18A-E3/61,diodes\Diode_TVS_UNI,,,15.9A,No,400W,17.1V,25.2V,15.3V,,"DO-214AC, SMA",,,,http://www.vishay.com/docs/88367/p4sma.pdf,TVS DIODE 15.3V 25.2V DO214AC,Surface Mount,,2,-65°C ~ 150°C (TJ),,Vishay Semiconductor Diodes Division,,,
DIODE TVS,General Purpose,Zener,P4SMA16A-E3/61,diodes\Diode_TVS_UNI,,,17.8A,No,400W,15.2V,22.5V,13.6V,,"DO-214AC, SMA",,,,http://www.vishay.com/docs/88367/p4sma.pdf,TVS DIODE 13.6V 22.5V DO214AC,Surface Mount,,2,-65°C ~ 150°C (TJ),,Vishay Semiconductor Diodes Division,,,
DIODE TVS,General Purpose,Zener,P4SMA120A-E3/61,diodes\Diode_TVS_UNI,,,1.8A,No,300W,114V,165V,102V,,"DO-214AC, SMA",,,,http://www.vishay.com/docs/88367/p4sma.pdf,TVS DIODE 102V 165V DO214AC,Surface Mount,,2,-65°C ~ 150°C (TJ),,Vishay Semiconductor Diodes Division,,,
DIODE TVS,General Purpose,Zener,P4SMA20A-E3/61,diodes\Diode_TVS_UNI,,,14.4A,No,400W,19V,27.7V,17.1V,,"DO-214AC, SMA",,,,http://www.vishay.com/docs/88367/p4sma.pdf,TVS DIODE 17.1V 27.7V DO214AC,Surface Mount,,2,-65°C ~ 150°C (TJ),,Vishay Semiconductor Diodes Division,,,
DIODE TVS,General Purpose,Zener,P4SMA8.2A-E3/61,diodes\Diode_TVS_UNI,,,33.1A,No,400W,7.79V,12.1V,7.02V,,"DO-214AC, SMA",,,,http://www.vishay.com/docs/88367/p4sma.pdf,TVS DIODE 7.02V 12.1V DO214AC,Surface Mount,,2,-65°C ~ 150°C (TJ),,Vishay Semiconductor Diodes Division,,,
DIODE TVS,General Purpose,Zener,P4SMA180A-E3/61,diodes\Diode_TVS_UNI,,,1.2A,No,300W,171V,246V,154V,,"DO-214AC, SMA",,,,http://www.vishay.com/docs/88367/p4sma.pdf,TVS DIODE 154V 246V DO214AC,Surface Mount,,2,-65°C ~ 150°C (TJ),,Vishay Semiconductor Diodes Division,,,
DIODE TVS,General Purpose,Zener,P4SMA30A-E3/61,diodes\Diode_TVS_UNI,,,9.7A,No,400W,28.5V,41.4V,25.6V,,"DO-214AC, SMA",,,,http://www.vishay.com/docs/88367/p4sma.pdf,TVS DIODE 25.6V 41.4V DO214AC,Surface Mount,,2,-65°C ~ 150°C (TJ),,Vishay Semiconductor Diodes Division,,,
DIODE TVS,General Purpose,Zener,P4SMA150A-E3/61,diodes\Diode_TVS_UNI,,,1.4A,No,300W,143V,207V,128V,,"DO-214AC, SMA",,,,http://www.vishay.com/docs/88367/p4sma.pdf,TVS DIODE 128V 207V DO214AC,Surface Mount,,2,-65°C ~ 150°C (TJ),,Vishay Semiconductor Diodes Division,,,
DIODE TVS,General Purpose,Zener,P4SMA15A-E3/61,diodes\Diode_TVS_UNI,,,18.9A,No,400W,14.3V,21.2V,12.8V,,"DO-214AC, SMA",,,,http://www.vishay.com/docs/88367/p4sma.pdf,TVS DIODE 12.8V 21.2V DO214AC,Surface Mount,,2,-65°C ~ 150°C (TJ),,Vishay Semiconductor Diodes Division,,,
DIODE TVS,General Purpose,Zener,P4SMA440A,diodes\Diode_TVS_UNI,,,700mA,No,400W,418V,602V,376V,,"DO-214AC, SMA",,,,https://www.bourns.com/docs/Product-Datasheets/P4SMA.pdf,TVS DIODE 376V 602V DO214AC,Surface Mount,,2,-55°C ~ 150°C (TJ),,Bourns Inc.,,,
DIODE TVS,General Purpose,Zener,SMAJ43A-E3/61,diodes\Diode_TVS_UNI,,,5.8A,No,400W,47.8V,69.4V,43V,,"DO-214AC, SMA",,,,http://www.vishay.com/docs/88390/smaj50a.pdf,TVS DIODE 43V 69.4V DO214AC,Surface Mount,,2,-55°C ~ 150°C (TJ),,Vishay Semiconductor Diodes Division,,,
DIODE TVS,General Purpose,Zener,SMAJ54A-E3/61,diodes\Diode_TVS_UNI,,,4.6A,No,400W,60V,87.1V,54V,,"DO-214AC, SMA",,,,http://www.vishay.com/docs/88390/smaj50a.pdf,TVS DIODE 54V 87.1V DO214AC,Surface Mount,,2,-55°C ~ 150°C (TJ),,Vishay Semiconductor Diodes Division,,,
DIODE TVS,General Purpose,Zener,SMAJ150A-E3/61,diodes\Diode_TVS_UNI,,,1.2A,No,300W,167V,243V,150V,,"DO-214AC, SMA",,,,http://www.vishay.com/docs/88390/smaj50a.pdf,TVS DIODE 150V 243V DO214AC,Surface Mount,,2,-55°C ~ 150°C (TJ),,Vishay Semiconductor Diodes Division,,,
DIODE TVS,General Purpose,Zener,SMAJ100A-E3/61,diodes\Diode_TVS_UNI,,,1.9A,No,300W,111V,162V,100V,,"DO-214AC, SMA",,,,http://www.vishay.com/docs/88390/smaj50a.pdf,TVS DIODE 100V 162V DO214AC,Surface Mount,,2,-55°C ~ 150°C (TJ),,Vishay Semiconductor Diodes Division,,,
DIODE TVS,General Purpose,Zener,SMAJ45A-13-F,diodes\Diode_TVS_UNI,,,5.5A,No,400W,50V,72.7V,45V,,"DO-214AC, SMA",,,,https://www.diodes.com/assets/Datasheets/ds19005.pdf,TVS DIODE 45V 72.7V SMA,Surface Mount,,2,-55°C ~ 150°C (TJ),,Diodes Incorporated,,,
DIODE TVS,General Purpose,Zener,P4SMA350A,diodes\Diode_TVS_UNI,,,900mA,No,400W,332V,482V,300V,,"DO-214AC, SMA",,,,https://www.littelfuse.com/~/media/electronics/datasheets/tvs_diodes/littelfuse_tvs_diode_p4sma_datasheet.pdf.pdf,TVS DIODE 300V 482V DO214AC,Surface Mount,,2,-65°C ~ 150°C (TJ),,Littelfuse Inc.,,,
DIODE TVS,General Purpose,Zener,P4SMA480A,diodes\Diode_TVS_UNI,,,600mA,No,400W,456V,658V,408V,,"DO-214AC, SMA",,,,https://www.littelfuse.com/~/media/electronics/datasheets/tvs_diodes/littelfuse_tvs_diode_p4sma_datasheet.pdf.pdf,TVS DIODE 408V 658V DO214AC,Surface Mount,,2,-65°C ~ 150°C (TJ),,Littelfuse Inc.,,,
DIODE TVS,General Purpose,Zener,SMAJ75A,diodes\Diode_TVS_UNI,,,3.3A,No,400W,83.3V,121V,75V,,"DO-214AC, SMA",,,,https://www.littelfuse.com/~/media/electronics/datasheets/tvs_diodes/littelfuse_tvs_diode_smaj_datasheet.pdf.pdf,TVS DIODE 75V 121V DO214AC,Surface Mount,,2,-65°C ~ 150°C (TJ),,Littelfuse Inc.,,,
DIODE TVS,General Purpose,Zener,SMAJ160A,diodes\Diode_TVS_UNI,,,1.5A,No,400W,178V,259V,160V,,"DO-214AC, SMA",,,,https://www.littelfuse.com/~/media/electronics/datasheets/tvs_diodes/littelfuse_tvs_diode_smaj_datasheet.pdf.pdf,TVS DIODE 160V 259V DO214AC,Surface Mount,,2,-65°C ~ 150°C (TJ),,Littelfuse Inc.,,,
DIODE TVS,General Purpose,Zener,SMAJ43A,diodes\Diode_TVS_UNI,,,5.8A,No,400W,47.8V,69.4V,43V,,"DO-214AC, SMA",,,,https://www.littelfuse.com/~/media/electronics/datasheets/tvs_diodes/littelfuse_tvs_diode_smaj_datasheet.pdf.pdf,TVS DIODE 43V 69.4V DO214AC,Surface Mount,,2,-65°C ~ 150°C (TJ),,Littelfuse Inc.,,,
DIODE TVS,General Purpose,Zener,SMAJ78A,diodes\Diode_TVS_UNI,,,3.2A,No,400W,86.7V,126V,78V,,"DO-214AC, SMA",,,,https://www.littelfuse.com/~/media/electronics/datasheets/tvs_diodes/littelfuse_tvs_diode_smaj_datasheet.pdf.pdf,TVS DIODE 78V 126V DO214AC,Surface Mount,,2,-65°C ~ 150°C (TJ),,Littelfuse Inc.,,,
DIODE TVS,General Purpose,Zener,SMAJ8.5A,diodes\Diode_TVS_UNI,,,27.8A,No,400W,9.44V,14.4V,8.5V,,"DO-214AC, SMA",,,,https://www.littelfuse.com/~/media/electronics/datasheets/tvs_diodes/littelfuse_tvs_diode_smaj_datasheet.pdf.pdf,TVS DIODE 8.5V 14.4V DO214AC,Surface Mount,,2,-65°C ~ 150°C (TJ),,Littelfuse Inc.,,,
DIODE TVS,Automotive,Zener,SM4T26AY,diodes\Diode_TVS_UNI,,,48A (8/20µs),No,400W,24.4V,48.3V,22V,,"DO-214AC, SMA",,,,http://www.st.com/content/ccc/resource/technical/document/datasheet/8f/86/c4/c9/63/e2/4c/58/CD00283395.pdf/files/CD00283395.pdf/jcr:content/translations/en.CD00283395.pdf,TVS DIODE 22V 48.3V SMA,Surface Mount,,2,-55°C ~ 150°C (TJ),,STMicroelectronics,,,
