Part Type,Applications,Part Number,Schematic Part,Part Value,Tolerance,ESR (Equivalent Series Resistance),Impedance,Ripple Current @ High Frequency,Ripple Current @ Low Frequency,Lifetime @ Temp.,Polarization,Voltage,Allegro PCB Footprint,Package / Case,Pspice Model,Power,Availability,Data Sheet,Description,Mounting Type,Size,Surface Mount Land Size,Number of Pins,Operating Temperature,Distributor Part Number,Manufacturer,Manufacturer Part Number,Price,ActivepartsID
,Automotive,MAL218397002E3,"capacitors\Capacitor_AL,capacitors\Capacitor_p",47uF,±20%,60mOhm,,900mA @ 100kHz,90mA @ 120Hz,4000 Hrs @ 125°C,,,,CAP ALSMD 6.6MM H8.0MM,C,,,,CAP ALUM 47UF 35V 4000H,Surface Mount,0.248 Dia (6.30mm),0.260 L x 0.260 W (6.60mm x 6.60mm),2,,,Vishay Beyschlag/Draloric/BC Components,,,
,General Purpose,MAL218597607E3,"capacitors\Capacitor_AL,capacitors\Capacitor_p",100uF,±20%,40mOhm,,2A @ 100kHz,100mA @ 120Hz,5000 Hrs @ 105°C,,25V,,CAP ALSMD 6.6MM H8.0MM,C,,,,CAP ALUM 100UF 25V 5000H,Surface Mount,0.248 Dia (6.30mm),0.260 L x 0.260 W (6.60mm x 6.60mm),2,-55°C ~ 105°C,,Vishay Beyschlag/Draloric/BC Components,,,
,General Purpose,MAL218497411E3,"capacitors\Capacitor_AL,capacitors\Capacitor_p",220uF,±20%,20mOhm,,3.1A @ 100kHz,155mA @ 120Hz,2000 Hrs @ 105°C,,,,CAP ALSMD 6.6MM H8.0MM,C,,,,CAP ALUM 220UF 10V 2000H,Surface Mount,0.248 Dia (6.30mm),0.260 L x 0.260 W (6.60mm x 6.60mm),2,,,Vishay Beyschlag/Draloric/BC Components,,,
,Automotive,HHXC160ARA151MF80G,"capacitors\Capacitor_AL,capacitors\Capacitor_p",150uF,±20%,27mOhm,,1.45A @ 100kHz,,4000 Hrs @ 125°C,,,,CAP ALSMD 6.6MM H8.0MM,C,,,http://www.chemi-con.co.jp/cgi-bin/CAT_DB/SEARCH/cat_db_al.cgi?e=e&j=p&pdfname=hxc,CAP ALUM POLY 150UF 20% 16V SMD,Surface Mount,0.248 Dia (6.30mm),0.260 L x 0.260 W (6.60mm x 6.60mm),2,,,United Chemi-Con,,,
,General Purpose,MAL218497604E3,"capacitors\Capacitor_AL,capacitors\Capacitor_p",33uF,±20%,30mOhm,,2.67A @ 100kHz,133.5mA @ 120Hz,2000 Hrs @ 105°C,,,,CAP ALSMD 6.6MM H8.0MM,C,,,,CAP ALUM 33UF 25V 2000H,Surface Mount,0.248 Dia (6.30mm),0.260 L x 0.260 W (6.60mm x 6.60mm),2,,,Vishay Beyschlag/Draloric/BC Components,,,
,General Purpose,MAL218597402E3,"capacitors\Capacitor_AL,capacitors\Capacitor_p",180uF,±20%,22mOhm,,2.9A @ 100kHz,145mA @ 120Hz,5000 Hrs @ 105°C,,,,CAP ALSMD 6.6MM H8.0MM,C,,,,CAP ALUM 180UF 10V 5000H,Surface Mount,0.248 Dia (6.30mm),0.260 L x 0.260 W (6.60mm x 6.60mm),2,,,Vishay Beyschlag/Draloric/BC Components,,,
,General Purpose,MAL218497358E3,"capacitors\Capacitor_AL,capacitors\Capacitor_p",330uF,±20%,15mOhm,,3.6A @ 100kHz,180mA @ 120Hz,2000 Hrs @ 105°C,,,,CAP ALSMD 6.6MM H8.0MM,C,,,,CAP ALUM 330UF 4V 2000H,Surface Mount,0.248 Dia (6.30mm),0.260 L x 0.260 W (6.60mm x 6.60mm),2,,,Vishay Beyschlag/Draloric/BC Components,,,
,General Purpose,MAL218497256E3,"capacitors\Capacitor_AL,capacitors\Capacitor_p",470uF,±20%,15mOhm,,3.6A @ 100kHz,180mA @ 120Hz,2000 Hrs @ 105°C,,,,CAP ALSMD 6.6MM H8.0MM,C,,,,CAP ALUM 470UF 2.5V 2000H,Surface Mount,0.248 Dia (6.30mm),0.260 L x 0.260 W (6.60mm x 6.60mm),2,,,Vishay Beyschlag/Draloric/BC Components,,,
,Automotive,HHXC630ARA220MF80G,"capacitors\Capacitor_AL,capacitors\Capacitor_p",22uF,±20%,80mOhm,,900mA @ 100kHz,,4000 Hrs @ 125°C,,,,CAP ALSMD 6.6MM H8.0MM,C,,,http://www.chemi-con.co.jp/cgi-bin/CAT_DB/SEARCH/cat_db_al.cgi?e=e&j=p&pdfname=hxc,CAP ALUM POLY 22UF 20% 63V SMD,Surface Mount,0.248 Dia (6.30mm),0.260 L x 0.260 W (6.60mm x 6.60mm),2,,,United Chemi-Con,,,
,General Purpose,MAL218497405E3,"capacitors\Capacitor_AL,capacitors\Capacitor_p",47uF,±20%,20mOhm,,2.8A @ 100kHz,140mA @ 120Hz,2000 Hrs @ 105°C,,,,CAP ALSMD 6.6MM H8.0MM,C,,,,CAP ALUM 47UF 10V 2000H,Surface Mount,0.248 Dia (6.30mm),0.260 L x 0.260 W (6.60mm x 6.60mm),2,,,Vishay Beyschlag/Draloric/BC Components,,,
,General Purpose,APXF4R0ARA391MF80G,"capacitors\Capacitor_AL,capacitors\Capacitor_p",390uF,±20%,9mOhm,,4.2A @ 100kHz,,15000 Hrs @ 105°C,,,,CAP ALSMD 6.6MM H8.0MM,C,,,http://www.chemi-con.co.jp/cgi-bin/CAT_DB/SEARCH/cat_db_al.cgi?e=e&j=p&pdfname=pxf,CAP ALUM POLY 390UF 20% 4V SMD,Surface Mount,0.248 Dia (6.30mm),0.260 L x 0.260 W (6.60mm x 6.60mm),2,,,United Chemi-Con,,,
,General Purpose,APXF2R5ARA561MF80G,"capacitors\Capacitor_AL,capacitors\Capacitor_p",560uF,±20%,9mOhm,,4.2A @ 100kHz,,15000 Hrs @ 105°C,,,,CAP ALSMD 6.6MM H8.0MM,C,,,http://www.chemi-con.co.jp/cgi-bin/CAT_DB/SEARCH/cat_db_al.cgi?e=e&j=p&pdfname=pxf,CAP ALUM POLY 560UF 20% 2.5V SMD,Surface Mount,0.248 Dia (6.30mm),0.260 L x 0.260 W (6.60mm x 6.60mm),2,,,United Chemi-Con,,,
,General Purpose,MAL218497506E3,"capacitors\Capacitor_AL,capacitors\Capacitor_p",22uF,±20%,30mOhm,,2.61A @ 100kHz,130.5mA @ 120Hz,2000 Hrs @ 105°C,,,,CAP ALSMD 6.6MM H8.0MM,C,,,,CAP ALUM 22UF 16V 2000H,Surface Mount,0.248 Dia (6.30mm),0.260 L x 0.260 W (6.60mm x 6.60mm),2,,,Vishay Beyschlag/Draloric/BC Components,,,
,Automotive,MAL218697002E3,"capacitors\Capacitor_AL,capacitors\Capacitor_p",27uF,±20%,60mOhm,,1.4A @ 100kHz,70mA @ 120Hz,2000 Hrs @ 125°C,,,,CAP ALSMD 6.6MM H8.0MM,C,,,,CAP ALUM 27UF 35V 2000H,Surface Mount,0.248 Dia (6.30mm),0.260 L x 0.260 W (6.60mm x 6.60mm),2,,,Vishay Beyschlag/Draloric/BC Components,,,
,General Purpose,MAL218497002E3,"capacitors\Capacitor_AL,capacitors\Capacitor_p",47uF,±20%,50mOhm,,1.6A @ 100kHz,80mA @ 120Hz,2000 Hrs @ 105°C,,35V,,CAP ALSMD 6.6MM H8.0MM,C,,,,CAP ALUM 47UF 35V 2000H,Surface Mount,0.248 Dia (6.30mm),0.260 L x 0.260 W (6.60mm x 6.60mm),2,-55°C ~ 105°C,,Vishay Beyschlag/Draloric/BC Components,,,
,Automotive,MAL218397602E3,"capacitors\Capacitor_AL,capacitors\Capacitor_p",56uF,±20%,50mOhm,,900mA @ 100kHz,90mA @ 120Hz,4000 Hrs @ 125°C,,,,CAP ALSMD 6.6MM H8.0MM,C,,,,CAP ALUM 56UF 25V 4000H,Surface Mount,0.248 Dia (6.30mm),0.260 L x 0.260 W (6.60mm x 6.60mm),2,,,Vishay Beyschlag/Draloric/BC Components,,,
,General Purpose,MAL218497556E3,"capacitors\Capacitor_AL,capacitors\Capacitor_p",47uF,±20%,30mOhm,,2.67A @ 100kHz,133.5mA @ 120Hz,2000 Hrs @ 105°C,,20V,,CAP ALSMD 6.6MM H8.0MM,C,,,,CAP ALUM 47UF 20V 2000H,Surface Mount,0.248 Dia (6.30mm),0.260 L x 0.260 W (6.60mm x 6.60mm),2,-55°C ~ 105°C,,Vishay Beyschlag/Draloric/BC Components,,,
,"Automotive, Bypass, Decoupling",HZC686M035X16T-F,"capacitors\Capacitor_AL,capacitors\Capacitor_p",68uF,±20%,35mOhm,,1.4A @ 100kHz,140mA @ 120Hz,4000 Hrs @ 125°C,,35V,,CAP ALSMD 6.6MM H8.0MM,C,,,http://www.cde.com/resources/catalogs/HZC.pdf,CAP ALUM POLY 68UF 20% 35V SMD,Surface Mount,0.248 Dia (6.30mm),0.260 L x 0.260 W (6.60mm x 6.60mm),2,-55°C ~ 125°C,,Cornell Dubilier Electronics (CDE),,,
,"Automotive, Bypass, Decoupling",HZC336M050X16T-F,"capacitors\Capacitor_AL,capacitors\Capacitor_p",33uF,±20%,40mOhm,,1.1A @ 100kHz,110mA @ 120Hz,4000 Hrs @ 125°C,,50V,,CAP ALSMD 6.6MM H8.0MM,C,,,http://www.cde.com/resources/catalogs/HZC.pdf,CAP ALUM POLY 33UF 20% 50V SMD,Surface Mount,0.248 Dia (6.30mm),0.260 L x 0.260 W (6.60mm x 6.60mm),2,-55°C ~ 125°C,,Cornell Dubilier Electronics (CDE),,,
,General Purpose,MAL218497303E3,"capacitors\Capacitor_AL,capacitors\Capacitor_p",100uF,±20%,25mOhm,,2.31A @ 100kHz,115.5mA @ 120Hz,2000 Hrs @ 105°C,,6.3V,,CAP ALSMD 6.6MM H8.0MM,C,,,,CAP ALUM 100UF 6.3V 2000H,Surface Mount,0.248 Dia (6.30mm),0.260 L x 0.260 W (6.60mm x 6.60mm),2,-55°C ~ 105°C,,Vishay Beyschlag/Draloric/BC Components,,,
,General Purpose,HBV101M1ETR-0608S,"capacitors\Capacitor_AL,capacitors\Capacitor_p",100uF,±20%,,30 mOhms,2A @ 100kHz,200mA @ 120Hz,10000 Hrs @ 105°C,,25V,,CAP ALSMD 6.6MM H8.0MM,C,,,https://surgecomponents.com/content/pdfs/capacitors/HBV.pdf,"CAPACITOR, HYBRID POLYMER, 25V,",Surface Mount,0.248 Dia (6.30mm),0.260 L x 0.260 W (6.60mm x 6.60mm),2,-55°C ~ 105°C,,SURGE,,,
,General Purpose,HBW101M1ETR-0608S,"capacitors\Capacitor_AL,capacitors\Capacitor_p",100uF,±20%,30mOhm,,1.4A @ 100kHz,140mA @ 120Hz,4000 Hrs @ 125°C,,25V,,CAP ALSMD 6.6MM H8.0MM,C,,,https://surgecomponents.com/content/pdfs/capacitors/VZH.pdf,"CAPACITOR, 25V, 100UF, 6X7MM, HY",Surface Mount,0.248 Dia (6.30mm),0.260 L x 0.260 W (6.60mm x 6.60mm),2,-55°C ~ 125°C,,SURGE,,,
,Automotive,MAL218697303E3,"capacitors\Capacitor_AL,capacitors\Capacitor_p",470uF,±20%,25mOhm,,3.5A @ 100kHz,175mA @ 120Hz,2000 Hrs @ 125°C,,,,CAP ALSMD 6.6MM H8.0MM,C,,,,CAP ALUM 470UF 6.3V 2000H,Surface Mount,0.248 Dia (6.30mm),0.260 L x 0.260 W (6.60mm x 6.60mm),2,,,Vishay Beyschlag/Draloric/BC Components,,,
,Automotive,MAL218697552E3,"capacitors\Capacitor_AL,capacitors\Capacitor_p",68uF,±20%,35mOhm,,2.2A @ 100kHz,110mA @ 120Hz,2000 Hrs @ 125°C,,,,CAP ALSMD 6.6MM H8.0MM,C,,,,CAP ALUM 68UF 20V 2000H,Surface Mount,0.248 Dia (6.30mm),0.260 L x 0.260 W (6.60mm x 6.60mm),2,,,Vishay Beyschlag/Draloric/BC Components,,,
,Automotive,MAL218697402E3,"capacitors\Capacitor_AL,capacitors\Capacitor_p",180uF,±20%,25mOhm,,2.8A @ 100kHz,140mA @ 120Hz,2000 Hrs @ 125°C,,,,CAP ALSMD 6.6MM H8.0MM,C,,,,CAP ALUM 180UF 10V 2000H,Surface Mount,0.248 Dia (6.30mm),0.260 L x 0.260 W (6.60mm x 6.60mm),2,,,Vishay Beyschlag/Draloric/BC Components,,,
,General Purpose,MAL218497308E3,"capacitors\Capacitor_AL,capacitors\Capacitor_p",330uF,±20%,10mOhm,,4.2A @ 100kHz,210mA @ 120Hz,2000 Hrs @ 105°C,,,,CAP ALSMD 6.6MM H8.0MM,C,,,,CAP ALUM 330UF 6.3V 2000H,Surface Mount,0.248 Dia (6.30mm),0.260 L x 0.260 W (6.60mm x 6.60mm),2,,,Vishay Beyschlag/Draloric/BC Components,,,
,"Automotive, Bypass, Decoupling",HZA226M063X16T-F,"capacitors\Capacitor_AL,capacitors\Capacitor_p",22uF,±20%,80mOhm,,1.5A @ 100kHz,150mA @ 120Hz,10000 Hrs @ 105°C,,63V,,CAP ALSMD 6.6MM H8.0MM,C,,,http://www.cde.com/resources/catalogs/HZA.pdf,CAP ALUM POLY HYB 22UF 63V SMD,Surface Mount,0.248 Dia (6.30mm),0.260 L x 0.260 W (6.60mm x 6.60mm),2,-55°C ~ 105°C,,Cornell Dubilier Electronics (CDE),,,
,General Purpose,MAL218497359E3,"capacitors\Capacitor_AL,capacitors\Capacitor_p",470uF,±20%,15mOhm,,3.6A @ 100kHz,180mA @ 120Hz,2000 Hrs @ 105°C,,,,CAP ALSMD 6.6MM H8.0MM,C,,,,CAP ALUM 470UF 4V 2000H,Surface Mount,0.248 Dia (6.30mm),0.260 L x 0.260 W (6.60mm x 6.60mm),2,,,Vishay Beyschlag/Draloric/BC Components,,,
,General Purpose,MAL218497602E3,"capacitors\Capacitor_AL,capacitors\Capacitor_p",22uF,±20%,30mOhm,,2.67A @ 100kHz,133.5mA @ 120Hz,2000 Hrs @ 105°C,,25V,,CAP ALSMD 6.6MM H8.0MM,C,,,,CAP ALUM 22UF 25V 2000H,Surface Mount,0.248 Dia (6.30mm),0.260 L x 0.260 W (6.60mm x 6.60mm),2,-55°C ~ 105°C,,Vishay Beyschlag/Draloric/BC Components,,,
,General Purpose,MAL218497509E3,"capacitors\Capacitor_AL,capacitors\Capacitor_p",33uF,±20%,30mOhm,,2.61A @ 100kHz,130.5mA @ 120Hz,2000 Hrs @ 105°C,,,,CAP ALSMD 6.6MM H8.0MM,C,,,,CAP ALUM 33UF 16V 2000H,Surface Mount,0.248 Dia (6.30mm),0.260 L x 0.260 W (6.60mm x 6.60mm),2,,,Vishay Beyschlag/Draloric/BC Components,,,
,General Purpose,MAL218497554E3,"capacitors\Capacitor_AL,capacitors\Capacitor_p",22uF,±20%,30mOhm,,2.67A @ 100kHz,133.5mA @ 120Hz,2000 Hrs @ 105°C,,,,CAP ALSMD 6.6MM H8.0MM,C,,,,CAP ALUM 22UF 20V 2000H,Surface Mount,0.248 Dia (6.30mm),0.260 L x 0.260 W (6.60mm x 6.60mm),2,,,Vishay Beyschlag/Draloric/BC Components,,,
,Automotive,MAL218297002E3,"capacitors\Capacitor_AL,capacitors\Capacitor_p",27uF,±20%,60mOhm,,1.3A @ 100kHz,130mA @ 120Hz,10000 Hrs @ 105°C,,35V,,CAP ALSMD 6.6MM H8.0MM,C,,,,CAP ALUM 27UF 35V 10000H,Surface Mount,0.248 Dia (6.30mm),0.260 L x 0.260 W (6.60mm x 6.60mm),2,,,Vishay Beyschlag/Draloric/BC Components,,,
,Automotive,MAL218297602E3,"capacitors\Capacitor_AL,capacitors\Capacitor_p",56uF,±20%,50mOhm,,1.3A @ 100kHz,130mA @ 120Hz,10000 Hrs @ 105°C,,25V,,CAP ALSMD 6.6MM H8.0MM,C,,,,CAP ALUM 56UF 25V 10000H,Surface Mount,0.248 Dia (6.30mm),0.260 L x 0.260 W (6.60mm x 6.60mm),2,,,Vishay Beyschlag/Draloric/BC Components,,,
,General Purpose,MAL218597552E3,"capacitors\Capacitor_AL,capacitors\Capacitor_p",68uF,±20%,33mOhm,,2.3A @ 100kHz,115mA @ 120Hz,5000 Hrs @ 105°C,,20V,,CAP ALSMD 6.6MM H8.0MM,C,,,,CAP ALUM 68UF 20V 5000H,Surface Mount,0.248 Dia (6.30mm),0.260 L x 0.260 W (6.60mm x 6.60mm),2,,,Vishay Beyschlag/Draloric/BC Components,,,
,General Purpose,MAL218597602E3,"capacitors\Capacitor_AL,capacitors\Capacitor_p",47uF,±20%,33mOhm,,2.3A @ 100kHz,115mA @ 120Hz,5000 Hrs @ 105°C,,25V,,CAP ALSMD 6.6MM H8.0MM,C,,,,CAP ALUM 47UF 25V 5000H,Surface Mount,0.248 Dia (6.30mm),0.260 L x 0.260 W (6.60mm x 6.60mm),2,,,Vishay Beyschlag/Draloric/BC Components,,,
,General Purpose,MAL218597502E3,"capacitors\Capacitor_AL,capacitors\Capacitor_p",120uF,±20%,28mOhm,,2.4A @ 100kHz,120mA @ 120Hz,5000 Hrs @ 105°C,,16V,,CAP ALSMD 6.6MM H8.0MM,C,,,,CAP ALUM 120UF 16V 5000H,Surface Mount,0.248 Dia (6.30mm),0.260 L x 0.260 W (6.60mm x 6.60mm),2,,,Vishay Beyschlag/Draloric/BC Components,,,
,General Purpose,MAL218497413E3,"capacitors\Capacitor_AL,capacitors\Capacitor_p",330uF,±20%,20mOhm,,3.1A @ 100kHz,155mA @ 120Hz,2000 Hrs @ 105°C,,10V,,CAP ALSMD 6.6MM H8.0MM,C,,,,CAP ALUM 330UF 10V 2000H,Surface Mount,0.248 Dia (6.30mm),0.260 L x 0.260 W (6.60mm x 6.60mm),2,,,Vishay Beyschlag/Draloric/BC Components,,,
,Automotive,HHXC630ARA100MF80G,"capacitors\Capacitor_AL,capacitors\Capacitor_p",10uF,±20%,80mOhm,,900mA @ 100kHz,,4000 Hrs @ 125°C,,63V,,CAP ALSMD 6.6MM H8.0MM,C,,,http://www.chemi-con.co.jp/cgi-bin/CAT_DB/SEARCH/cat_db_al.cgi?e=e&j=p&pdfname=hxc,CAP ALUM POLY 10UF 20% 63V SMD,Surface Mount,0.248 Dia (6.30mm),0.260 L x 0.260 W (6.60mm x 6.60mm),2,,,United Chemi-Con,,,
,Automotive,HHXC500ARA150MF80G,"capacitors\Capacitor_AL,capacitors\Capacitor_p",15uF,±20%,40mOhm,,1.1A @ 100kHz,,4000 Hrs @ 125°C,,50V,,CAP ALSMD 6.6MM H8.0MM,C,,,http://www.chemi-con.co.jp/cgi-bin/CAT_DB/SEARCH/cat_db_al.cgi?e=e&j=p&pdfname=hxc,CAP ALUM POLY 15UF 20% 50V SMD,Surface Mount,0.248 Dia (6.30mm),0.260 L x 0.260 W (6.60mm x 6.60mm),2,,,United Chemi-Con,,,
,General Purpose,MAL218497517E3,"capacitors\Capacitor_AL,capacitors\Capacitor_p",100uF,±20%,25mOhm,,2.69A @ 100kHz,134.5mA @ 120Hz,2000 Hrs @ 105°C,,16V,,CAP ALSMD 6.6MM H8.0MM,C,,,,CAP ALUM 100UF 16V 2000H,Surface Mount,0.248 Dia (6.30mm),0.260 L x 0.260 W (6.60mm x 6.60mm),2,,,Vishay Beyschlag/Draloric/BC Components,,,
,General Purpose,MAL218497306E3,"capacitors\Capacitor_AL,capacitors\Capacitor_p",220uF,±20%,15mOhm,,3.6A @ 100kHz,180mA @ 120Hz,2000 Hrs @ 105°C,,6.3V,,CAP ALSMD 6.6MM H8.0MM,C,,,,CAP ALUM 220UF 6.3V 2000H,Surface Mount,0.248 Dia (6.30mm),0.260 L x 0.260 W (6.60mm x 6.60mm),2,,,Vishay Beyschlag/Draloric/BC Components,,,
,General Purpose,MAL218497408E3,"capacitors\Capacitor_AL,capacitors\Capacitor_p",100uF,±20%,20mOhm,,2.8A @ 100kHz,140mA @ 120Hz,2000 Hrs @ 105°C,,10V,,CAP ALSMD 6.6MM H8.0MM,C,,,,CAP ALUM 100UF 10V 2000H,Surface Mount,0.248 Dia (6.30mm),0.260 L x 0.260 W (6.60mm x 6.60mm),2,,,Vishay Beyschlag/Draloric/BC Components,,,
,General Purpose,MAL218497356E3,"capacitors\Capacitor_AL,capacitors\Capacitor_p",220uF,±20%,20mOhm,,3.1A @ 100kHz,155mA @ 120Hz,2000 Hrs @ 105°C,,4V,,CAP ALSMD 6.6MM H8.0MM,C,,,,CAP ALUM 220UF 4V 2000H,Surface Mount,0.248 Dia (6.30mm),0.260 L x 0.260 W (6.60mm x 6.60mm),2,,,Vishay Beyschlag/Draloric/BC Components,,,
,Automotive,A768KE107M1VLAS036,"capacitors\Capacitor_AL,capacitors\Capacitor_p",100uF,±20%,36mOhm,,1.4A @ 100kHz,70mA @ 120Hz,2000 Hrs @ 125°C,,,,CAP ALSMD POLY 8.3MM H6.0MM,C,,,https://api.kemet.com/component-edge/download/datasheet/A768KE107M1VLAS036.pdf,"SOLID POLYMER ALUMINUM, SMD, 125",Surface Mount,0.315 Dia (8.00mm),0.327 L x 0.327 W (8.30mm x 8.30mm),2,,,KEMET,,,
,General Purpose,A768KE276M1JLAE054,"capacitors\Capacitor_AL,capacitors\Capacitor_p",27uF,±20%,54mOhm,,1.175A @ 100kHz,58.75mA @ 120Hz,2000 Hrs @ 125°C,,,,CAP ALSMD POLY 8.3MM H6.0MM,C,,,https://api.kemet.com/component-edge/download/datasheet/A768KE276M1JLAE054.pdf,"SOLID POLYMER ALUMINUM, SMD, 125",Surface Mount,0.315 Dia (8.00mm),0.327 L x 0.327 W (8.30mm x 8.30mm),2,,,KEMET,,,
,General Purpose,A768KE226M1JLAE054,"capacitors\Capacitor_AL,capacitors\Capacitor_p",22uF,±20%,54mOhm,,1.175A @ 100kHz,58.75mA @ 120Hz,2000 Hrs @ 125°C,,,,CAP ALSMD POLY 8.3MM H6.0MM,C,,,https://api.kemet.com/component-edge/download/datasheet/A768KE226M1JLAE054.pdf,"SOLID POLYMER ALUMINUM, SMD, 125",Surface Mount,0.315 Dia (8.00mm),0.327 L x 0.327 W (8.30mm x 8.30mm),2,,,KEMET,,,
,General Purpose,A768KE826M1GLAE038,"capacitors\Capacitor_AL,capacitors\Capacitor_p",82uF,±20%,38mOhm,,1.35A @ 100kHz,67.5mA @ 120Hz,2000 Hrs @ 125°C,,,,CAP ALSMD POLY 8.3MM H6.0MM,C,,,https://api.kemet.com/component-edge/download/datasheet/A768KE826M1GLAE038.pdf,"SOLID POLYMER ALUMINUM, SMD, 125",Surface Mount,0.315 Dia (8.00mm),0.327 L x 0.327 W (8.30mm x 8.30mm),2,,,KEMET,,,
,General Purpose,A768KE686M1GLAE038,"capacitors\Capacitor_AL,capacitors\Capacitor_p",68uF,±20%,38mOhm,,1.35A @ 100kHz,67.5mA @ 120Hz,2000 Hrs @ 125°C,,,,CAP ALSMD POLY 8.3MM H6.0MM,C,,,https://api.kemet.com/component-edge/download/datasheet/A768KE686M1GLAE038.pdf,"SOLID POLYMER ALUMINUM, SMD, 125",Surface Mount,0.315 Dia (8.00mm),0.327 L x 0.327 W (8.30mm x 8.30mm),2,,,KEMET,,,
,General Purpose,A768KS397M1ELAE019,"capacitors\Capacitor_AL,capacitors\Capacitor_p",390uF,±20%,19mOhm,,2.325A @ 100kHz,116.25mA @ 120Hz,2000 Hrs @ 125°C,,,,CAP ALSMD POLY 8.3MM H6.0MM,C,,,https://api.kemet.com/component-edge/download/datasheet/A768KS397M1ELAE019.pdf,"SOLID POLYMER ALUMINUM, SMD, 125",Surface Mount,0.315 Dia (8.00mm),0.327 L x 0.327 W (8.30mm x 8.30mm),2,,,KEMET,,,
,General Purpose,A768KS187M1VLAE024,"capacitors\Capacitor_AL,capacitors\Capacitor_p",180uF,±20%,24mOhm,,2A @ 100kHz,100mA @ 120Hz,2000 Hrs @ 125°C,,,,CAP ALSMD POLY 8.3MM H6.0MM,C,,,https://api.kemet.com/component-edge/download/datasheet/A768KS187M1VLAE024.pdf,"SOLID POLYMER ALUMINUM, SMD, 125",Surface Mount,0.315 Dia (8.00mm),0.327 L x 0.327 W (8.30mm x 8.30mm),2,,,KEMET,,,
,General Purpose,A768KS227M1VLAE024,"capacitors\Capacitor_AL,capacitors\Capacitor_p",220uF,±20%,24mOhm,,2A @ 100kHz,100mA @ 120Hz,2000 Hrs @ 125°C,,35V,,CAP ALSMD POLY 8.3MM H6.0MM,C,,,https://api.kemet.com/component-edge/download/datasheet/A768KS227M1VLAE024.pdf,"SOLID POLYMER ALUMINUM, SMD, 125",Surface Mount,0.315 Dia (8.00mm),0.327 L x 0.327 W (8.30mm x 8.30mm),2,,,KEMET,,,
,General Purpose,A768KS336M1KLAE038,"capacitors\Capacitor_AL,capacitors\Capacitor_p",33uF,±20%,38mOhm,,1.6A @ 100kHz,80mA @ 120Hz,2000 Hrs @ 125°C,,80V,,CAP ALSMD POLY 8.3MM H6.0MM,C,,,https://api.kemet.com/component-edge/download/datasheet/A768KS336M1KLAE038.pdf,"SOLID POLYMER ALUMINUM, SMD, 125",Surface Mount,0.315 Dia (8.00mm),0.327 L x 0.327 W (8.30mm x 8.30mm),2,,,KEMET,,,
,General Purpose,A768KS337M1ELAE019,"capacitors\Capacitor_AL,capacitors\Capacitor_p",330uF,±20%,19mOhm,,2.325A @ 100kHz,116.25mA @ 120Hz,2000 Hrs @ 125°C,,25V,,CAP ALSMD POLY 8.3MM H6.0MM,C,,,https://api.kemet.com/component-edge/download/datasheet/A768KS337M1ELAE019.pdf,"SOLID POLYMER ALUMINUM, SMD, 125",Surface Mount,0.315 Dia (8.00mm),0.327 L x 0.327 W (8.30mm x 8.30mm),2,,,KEMET,,,
,General Purpose,A768KS396M1KLAE038,"capacitors\Capacitor_AL,capacitors\Capacitor_p",39uF,±20%,38mOhm,,1.6A @ 100kHz,80mA @ 120Hz,2000 Hrs @ 125°C,,80V,,CAP ALSMD POLY 8.3MM H6.0MM,C,,,https://api.kemet.com/component-edge/download/datasheet/A768KS396M1KLAE038.pdf,"SOLID POLYMER ALUMINUM, SMD, 125",Surface Mount,0.315 Dia (8.00mm),0.327 L x 0.327 W (8.30mm x 8.30mm),2,,,KEMET,,,
,General Purpose,APXH6R3ARA221MH70G,"capacitors\Capacitor_AL,capacitors\Capacitor_p",220uF,±20%,30mOhm,,3.02A @ 100kHz,,1000 Hrs @ 125°C,,,,CAP ALSMD POLY 8.3MM H6.7MM,C,,,http://www.chemi-con.co.jp/cgi-bin/CAT_DB/SEARCH/cat_db_al.cgi?e=e&j=p&pdfname=pxh,CAP ALUM POLY 220UF 20% 6.3V SMD,Surface Mount,0.315 Dia (8.00mm),0.327 L x 0.327 W (8.30mm x 8.30mm),2,,,United Chemi-Con,,,
,General Purpose,APXH4R0ARA221MH70G,"capacitors\Capacitor_AL,capacitors\Capacitor_p",220uF,±20%,30mOhm,,3.02A @ 100kHz,,1000 Hrs @ 125°C,,,,CAP ALSMD POLY 8.3MM H6.7MM,C,,,http://www.chemi-con.co.jp/cgi-bin/CAT_DB/SEARCH/cat_db_al.cgi?e=e&j=p&pdfname=pxh,CAP ALUM POLY 220UF 20% 4V SMD,Surface Mount,0.315 Dia (8.00mm),0.327 L x 0.327 W (8.30mm x 8.30mm),2,,,United Chemi-Con,,,
,General Purpose,APXH6R3ARA151MH70G,"capacitors\Capacitor_AL,capacitors\Capacitor_p",150uF,±20%,30mOhm,,3.02A @ 100kHz,,1000 Hrs @ 125°C,,,,CAP ALSMD POLY 8.3MM H6.7MM,C,,,http://www.chemi-con.co.jp/cgi-bin/CAT_DB/SEARCH/cat_db_al.cgi?e=e&j=p&pdfname=pxh,CAP ALUM POLY 150UF 20% 6.3V SMD,Surface Mount,0.315 Dia (8.00mm),0.327 L x 0.327 W (8.30mm x 8.30mm),2,,,United Chemi-Con,,,
