Part Type,Applications,Part Number,Schematic Part,Part Value,Tolerance,ESR (Equivalent Series Resistance),Impedance,Ripple Current @ High Frequency,Ripple Current @ Low Frequency,Lifetime @ Temp.,Polarization,Voltage,Allegro PCB Footprint,Package / Case,Pspice Model,Power,Availability,Data Sheet,Description,Mounting Type,Size,Surface Mount Land Size,Number of Pins,Operating Temperature,Distributor Part Number,Manufacturer,Manufacturer Part Number,Price,ActivepartsID
,General Purpose,RPS0G331MCN1GS,"capacitors\Capacitor_AL,capacitors\Capacitor_p",330uF,±20%,30mOhm,,2.7A @ 100kHz,270mA @ 120Hz,2000 Hrs @ 105°C,,4V,,CAP ALSMD POLY 8.3MM H6.7MM,C,,,http://nichicon-us.com/english/products/pdfs/e-rps_rpa.pdf,CAP ALUM POLY 330UF 20% 4V SMD,Surface Mount,0.315 Dia (8.00mm),0.327 L x 0.327 W (8.30mm x 8.30mm),2,-55°C ~ 105°C,,Nichicon,,,
,General Purpose,APXA4R0ARA221MH70G,"capacitors\Capacitor_AL,capacitors\Capacitor_p",220uF,±20%,25mOhm,,3.02A @ 100kHz,,15000 Hrs @ 105°C,,,,CAP ALSMD POLY 8.3MM H6.7MM,C,,,http://www.chemi-con.co.jp/cgi-bin/CAT_DB/SEARCH/cat_db_al.cgi?e=e&j=p&pdfname=pxa,CAP ALUM POLY 220UF 20% 4V SMD,Surface Mount,0.315 Dia (8.00mm),0.327 L x 0.327 W (8.30mm x 8.30mm),2,,,United Chemi-Con,,,
,General Purpose,APXE2R5ARA681MH70G,"capacitors\Capacitor_AL,capacitors\Capacitor_p",680uF,±20%,13mOhm,,4.1A @ 100kHz,,2000 Hrs @ 105°C,,,,CAP ALSMD POLY 8.3MM H6.7MM,C,,,http://www.chemi-con.co.jp/cgi-bin/CAT_DB/SEARCH/cat_db_al.cgi?e=e&j=p&pdfname=pxe,CAP ALUM POLY 680UF 20% 2.5V SMD,Surface Mount,0.315 Dia (8.00mm),0.327 L x 0.327 W (8.30mm x 8.30mm),2,,,United Chemi-Con,,,
,General Purpose,APXC2R5ARA471MH70G,"capacitors\Capacitor_AL,capacitors\Capacitor_p",470uF,±20%,17mOhm,,3.42A @ 100kHz,,1000 Hrs @ 105°C,,2.5V,,CAP ALSMD POLY 8.3MM H6.7MM,C,,,//media.digikey.com/pdf/Data%20Sheets/United%20Chemi-Con%20PDFs/PXC%20Series.pdf,CAP ALUM POLY 470UF 20% 2.5V SMD,Surface Mount,0.315 Dia (8.00mm),0.327 L x 0.327 W (8.30mm x 8.30mm),2,,,United Chemi-Con,,,
,General Purpose,PCF0J151MCL1GS,"capacitors\Capacitor_AL,capacitors\Capacitor_p",150uF,±20%,22mOhm,,3.2A @ 100kHz,,2000 Hrs @ 105°C,,,,CAP ALSMD POLY 8.3MM H7.0MM,C,,,http://nichicon-us.com/english/products/pdfs/e-pcf.pdf,CAP ALUM POLY 150UF 20% 6.3V SMD,Surface Mount,0.315 Dia (8.00mm),0.327 L x 0.327 W (8.30mm x 8.30mm),2,,,Nichicon,,,
,General Purpose,PCS0G331MCL9GS,"capacitors\Capacitor_AL,capacitors\Capacitor_p",330uF,±20%,22mOhm,,3.2A @ 100kHz,,5000 Hrs @ 105°C,,,,CAP ALSMD POLY 8.3MM H7.0MM,C,,,http://nichicon-us.com/english/products/pdfs/e-pcs.pdf,CAP ALUM POLY 330UF 20% 4V SMD,Surface Mount,0.315 Dia (8.00mm),0.327 L x 0.327 W (8.30mm x 8.30mm),2,,,Nichicon,,,
,General Purpose,APXS4R0ARA561MH70G,"capacitors\Capacitor_AL,capacitors\Capacitor_p",560uF,±20%,22mOhm,,3.22A @ 100kHz,,5000 Hrs @ 105°C,,,,CAP ALSMD POLY 8.3MM H7.0MM,C,,,http://www.chemi-con.co.jp/cgi-bin/CAT_DB/SEARCH/cat_db_al.cgi?e=e&j=p&pdfname=pxs,CAP ALUM POLY 560UF 20% 4V SMD,Surface Mount,0.315 Dia (8.00mm),0.327 L x 0.327 W (8.30mm x 8.30mm),2,,,United Chemi-Con,,,
,General Purpose,PCF0G331MCL1GS,"capacitors\Capacitor_AL,capacitors\Capacitor_p",330uF,±20%,21mOhm,,3.4A @ 100kHz,,2000 Hrs @ 105°C,,,,CAP ALSMD POLY 8.3MM H7.0MM,C,,,http://nichicon-us.com/english/products/pdfs/e-pcf.pdf,CAP ALUM POLY 330UF 20% 4V SMD,Surface Mount,0.315 Dia (8.00mm),0.327 L x 0.327 W (8.30mm x 8.30mm),2,,,Nichicon,,,
,General Purpose,PCF0E471MCL1GS,"capacitors\Capacitor_AL,capacitors\Capacitor_p",470uF,±20%,20mOhm,,3.3A @ 100kHz,,2000 Hrs @ 105°C,,,,CAP ALSMD POLY 8.3MM H7.0MM,C,,,http://nichicon-us.com/english/products/pdfs/e-pcf.pdf,CAP ALUM POLY 470UF 20% 2.5V SMD,Surface Mount,0.315 Dia (8.00mm),0.327 L x 0.327 W (8.30mm x 8.30mm),2,,,Nichicon,,,
,General Purpose,94SVPD826X0016E7,"capacitors\Capacitor_AL,capacitors\Capacitor_p",82uF,±20%,40mOhm,,670mA @ 100kHz,33.5mA @ 120Hz,2000 Hrs @ 125°C,,,,CAP ALSMD POLY 8.3MM H7.0MM,C,,,https://www.vishay.com/docs/90022/svpd.pdf,CAP ALUM POLY 82UF 20% 16V SMD,Surface Mount,0.315 Dia (8.00mm),0.327 L x 0.327 W (8.30mm x 8.30mm),2,,,Vishay Sprague,,,
,General Purpose,94SVPD226X0025E7,"capacitors\Capacitor_AL,capacitors\Capacitor_p",22uF,±20%,48mOhm,,580mA @ 100kHz,29mA @ 120Hz,2000 Hrs @ 125°C,,,,CAP ALSMD POLY 8.3MM H7.0MM,C,,,https://www.vishay.com/docs/90022/svpd.pdf,CAP ALUM POLY 22UF 20% 25V SMD,Surface Mount,0.315 Dia (8.00mm),0.327 L x 0.327 W (8.30mm x 8.30mm),2,,,Vishay Sprague,,,
,General Purpose,APXF4R0ARA471MH70G,"capacitors\Capacitor_AL,capacitors\Capacitor_p",470uF,±20%,10mOhm,,4.5A @ 100kHz,,15000 Hrs @ 105°C,,,,CAP ALSMD POLY 8.3MM H7.0MM,C,,,http://www.chemi-con.co.jp/cgi-bin/CAT_DB/SEARCH/cat_db_al.cgi?e=e&j=p&pdfname=pxf,CAP ALUM POLY 470UF 20% 4V SMD,Surface Mount,0.315 Dia (8.00mm),0.327 L x 0.327 W (8.30mm x 8.30mm),2,,,United Chemi-Con,,,
,General Purpose,APXF4R0ARA561MH70G,"capacitors\Capacitor_AL,capacitors\Capacitor_p",560uF,±20%,10mOhm,,4.5A @ 100kHz,,15000 Hrs @ 105°C,,,,CAP ALSMD POLY 8.3MM H7.0MM,C,,,http://www.chemi-con.co.jp/cgi-bin/CAT_DB/SEARCH/cat_db_al.cgi?e=e&j=p&pdfname=pxf,CAP ALUM POLY 560UF 20% 4V SMD,Surface Mount,0.315 Dia (8.00mm),0.327 L x 0.327 W (8.30mm x 8.30mm),2,,,United Chemi-Con,,,
,General Purpose,APXF2R5ARA681MH70G,"capacitors\Capacitor_AL,capacitors\Capacitor_p",680uF,±20%,10mOhm,,4.5A @ 100kHz,,15000 Hrs @ 105°C,,,,CAP ALSMD POLY 8.3MM H7.0MM,C,,,http://www.chemi-con.co.jp/cgi-bin/CAT_DB/SEARCH/cat_db_al.cgi?e=e&j=p&pdfname=pxf,CAP ALUM POLY 680UF 20% 2.5V SMD,Surface Mount,0.315 Dia (8.00mm),0.327 L x 0.327 W (8.30mm x 8.30mm),2,,,United Chemi-Con,,,
,General Purpose,94SVP566X0016E7,"capacitors\Capacitor_AL,capacitors\Capacitor_p",56uF,±20%,50mOhm,,1.8A @ 100kHz,,2000 Hrs @ 105°C,,,,CAP ALSMD POLY 8.3MM H7.0MM,C,,,//media.digikey.com/pdf/Data%20Sheets/Vishay%20Sprague/94SVP.pdf,CAP ALUM POLY 56UF 20% 16V SMD,Surface Mount,0.315 Dia (8.00mm),0.327 L x 0.327 W (8.30mm x 8.30mm),2,,,Vishay Sprague,,,
,General Purpose,APXD100ARA151MH70G,"capacitors\Capacitor_AL,capacitors\Capacitor_p",150uF,±20%,35mOhm,,2.8A @ 100kHz,,2000 Hrs @ 125°C,,,,CAP ALSMD POLY 8.3MM H7.0MM,C,,,http://www.chemi-con.co.jp/cgi-bin/CAT_DB/SEARCH/cat_db_al.cgi?e=e&j=p&pdfname=pxd,CAP ALUM POLY 150UF 20% 10V SMD,Surface Mount,0.315 Dia (8.00mm),0.327 L x 0.327 W (8.30mm x 8.30mm),2,,,United Chemi-Con,,,
,General Purpose,APXD6R3ARA221MH70G,"capacitors\Capacitor_AL,capacitors\Capacitor_p",220uF,±20%,30mOhm,,3.02A @ 100kHz,,2000 Hrs @ 125°C,,,,CAP ALSMD POLY 8.3MM H7.0MM,C,,,http://www.chemi-con.co.jp/cgi-bin/CAT_DB/SEARCH/cat_db_al.cgi?e=e&j=p&pdfname=pxd,CAP ALUM POLY 220UF 20% 6.3V SMD,Surface Mount,0.315 Dia (8.00mm),0.327 L x 0.327 W (8.30mm x 8.30mm),2,,,United Chemi-Con,,,
,General Purpose,PCJ0E681MCL1GS,"capacitors\Capacitor_AL,capacitors\Capacitor_p",680uF,±20%,13mOhm,,4.1A @ 100kHz,,2000 Hrs @ 105°C,,2.5V,,CAP ALSMD POLY 8.3MM H7.0MM,C,,,http://nichicon-us.com/english/products/pdfs/e-pcj.pdf,CAP ALUM POLY 680UF 20% 2.5V SMD,Surface Mount,0.315 Dia (8.00mm),0.327 L x 0.327 W (8.30mm x 8.30mm),2,-55°C ~ 105°C,,Nichicon,,,
,General Purpose,PCJ0E561MCL1GS,"capacitors\Capacitor_AL,capacitors\Capacitor_p",560uF,±20%,13mOhm,,4.1A @ 100kHz,,2000 Hrs @ 105°C,,2.5V,,CAP ALSMD POLY 8.3MM H7.0MM,C,,,http://nichicon-us.com/english/products/pdfs/e-pcj.pdf,CAP ALUM POLY 560UF 20% 2.5V SMD,Surface Mount,0.315 Dia (8.00mm),0.327 L x 0.327 W (8.30mm x 8.30mm),2,-55°C ~ 105°C,,Nichicon,,,
,General Purpose,APXA200ARA390MH70G,"capacitors\Capacitor_AL,capacitors\Capacitor_p",39uF,±20%,45mOhm,,2A @ 100kHz,,15000 Hrs @ 105°C,,20V,,CAP ALSMD POLY 8.3MM H7.0MM,C,,,http://www.chemi-con.co.jp/cgi-bin/CAT_DB/SEARCH/cat_db_al.cgi?e=e&j=p&pdfname=pxa,CAP ALUM POLY 39UF 20% 20V SMD,Surface Mount,0.315 Dia (8.00mm),0.327 L x 0.327 W (8.30mm x 8.30mm),2,-55°C ~ 105°C,,United Chemi-Con,,,
,General Purpose,APXH2R5ARA561MH70G,"capacitors\Capacitor_AL,capacitors\Capacitor_p",560uF,±20%,30mOhm,,3.1A @ 100kHz,,1000 Hrs @ 125°C,,,,CAP ALSMD POLY 8.3MM H7.0MM,C,,,http://www.chemi-con.co.jp/cgi-bin/CAT_DB/SEARCH/cat_db_al.cgi?e=e&j=p&pdfname=pxh,CAP ALUM POLY 560UF 20% 2.5V SMD,Surface Mount,0.315 Dia (8.00mm),0.327 L x 0.327 W (8.30mm x 8.30mm),2,,,United Chemi-Con,,,
,General Purpose,94SVP157X0010E7,"capacitors\Capacitor_AL,capacitors\Capacitor_p",150uF,±20%,35mOhm,,2.56A @ 100kHz,,2000 Hrs @ 105°C,,,,CAP ALSMD POLY 8.3MM H7.0MM,C,,,//media.digikey.com/pdf/Data%20Sheets/Vishay%20Sprague/94SVP.pdf,CAP ALUM POLY 150UF 20% 10V SMD,Surface Mount,0.315 Dia (8.00mm),0.327 L x 0.327 W (8.30mm x 8.30mm),2,,,Vishay Sprague,,,
,General Purpose,94SVP826X0016E7,"capacitors\Capacitor_AL,capacitors\Capacitor_p",82uF,±20%,45mOhm,,1.89A @ 100kHz,,2000 Hrs @ 105°C,,,,CAP ALSMD POLY 8.3MM H7.0MM,C,,,//media.digikey.com/pdf/Data%20Sheets/Vishay%20Sprague/94SVP.pdf,CAP ALUM POLY 82UF 20% 16V SMD,Surface Mount,0.315 Dia (8.00mm),0.327 L x 0.327 W (8.30mm x 8.30mm),2,,,Vishay Sprague,,,
,General Purpose,94SVP127X0010E7,"capacitors\Capacitor_AL,capacitors\Capacitor_p",120uF,±20%,40mOhm,,2.12A @ 100kHz,,2000 Hrs @ 105°C,,,,CAP ALSMD POLY 8.3MM H7.0MM,C,,,//media.digikey.com/pdf/Data%20Sheets/Vishay%20Sprague/94SVP.pdf,CAP ALUM POLY 120UF 20% 10V SMD,Surface Mount,0.315 Dia (8.00mm),0.327 L x 0.327 W (8.30mm x 8.30mm),2,,,Vishay Sprague,,,
,General Purpose,PCF1C560MCL1GS,"capacitors\Capacitor_AL,capacitors\Capacitor_p",56uF,±20%,30mOhm,,2.9A @ 100kHz,,2000 Hrs @ 105°C,,,,CAP ALSMD POLY 8.3MM H7.0MM,C,,,http://nichicon-us.com/english/products/pdfs/e-pcf.pdf,CAP ALUM POLY 56UF 20% 16V SMD,Surface Mount,0.315 Dia (8.00mm),0.327 L x 0.327 W (8.30mm x 8.30mm),2,,,Nichicon,,,
,General Purpose,APXS6R3ARA391MH70G,"capacitors\Capacitor_AL,capacitors\Capacitor_p",390uF,±20%,22mOhm,,3.22A @ 100kHz,,5000 Hrs @ 105°C,,,,CAP ALSMD POLY 8.3MM H7.0MM,C,,,http://www.chemi-con.co.jp/cgi-bin/CAT_DB/SEARCH/cat_db_al.cgi?e=e&j=p&pdfname=pxs,CAP ALUM POLY 390UF 20% 6.3V SMD,Surface Mount,0.315 Dia (8.00mm),0.327 L x 0.327 W (8.30mm x 8.30mm),2,,,United Chemi-Con,,,
,General Purpose,APXS160ARA121MH70G,"capacitors\Capacitor_AL,capacitors\Capacitor_p",120uF,±20%,27mOhm,,2.9A @ 100kHz,,5000 Hrs @ 105°C,,,,CAP ALSMD POLY 8.3MM H7.0MM,C,,,http://www.chemi-con.co.jp/cgi-bin/CAT_DB/SEARCH/cat_db_al.cgi?e=e&j=p&pdfname=pxs,CAP ALUM POLY 120UF 20% 16V SMD,Surface Mount,0.315 Dia (8.00mm),0.327 L x 0.327 W (8.30mm x 8.30mm),2,,,United Chemi-Con,,,
,General Purpose,APXS100ARA151MH70G,"capacitors\Capacitor_AL,capacitors\Capacitor_p",150uF,±20%,30mOhm,,2.76A @ 100kHz,,5000 Hrs @ 105°C,,,,CAP ALSMD POLY 8.3MM H7.0MM,C,,,http://www.chemi-con.co.jp/cgi-bin/CAT_DB/SEARCH/cat_db_al.cgi?e=e&j=p&pdfname=pxs,CAP ALUM POLY 150UF 20% 10V SMD,Surface Mount,0.315 Dia (8.00mm),0.327 L x 0.327 W (8.30mm x 8.30mm),2,,,United Chemi-Con,,,
,General Purpose,APXF2R5ARA561MH70G,"capacitors\Capacitor_AL,capacitors\Capacitor_p",560uF,±20%,10mOhm,,4.5A @ 100kHz,,15000 Hrs @ 105°C,,,,CAP ALSMD POLY 8.3MM H7.0MM,C,,,http://www.chemi-con.co.jp/cgi-bin/CAT_DB/SEARCH/cat_db_al.cgi?e=e&j=p&pdfname=pxf,CAP ALUM POLY 560UF 20% 2.5V SMD,Surface Mount,0.315 Dia (8.00mm),0.327 L x 0.327 W (8.30mm x 8.30mm),2,,,United Chemi-Con,,,
,General Purpose,PCG0G681MCL1GS,"capacitors\Capacitor_AL,capacitors\Capacitor_p",680uF,±20%,21mOhm,,3.2A @ 100kHz,,2000 Hrs @ 105°C,,4V,,CAP ALSMD POLY 8.3MM H7.0MM,C,,,http://nichicon-us.com/english/products/pdfs/e-pcg.pdf,CAP ALUM POLY 680UF 20% 4V SMD,Surface Mount,0.315 Dia (8.00mm),0.327 L x 0.327 W (8.30mm x 8.30mm),2,,,Nichicon,,,
,General Purpose,PCG0E821MCL1GS,"capacitors\Capacitor_AL,capacitors\Capacitor_p",820uF,±20%,20mOhm,,3.3A @ 100kHz,,2000 Hrs @ 105°C,,2.5V,,CAP ALSMD POLY 8.3MM H7.0MM,C,,,http://nichicon-us.com/english/products/pdfs/e-pcg.pdf,CAP ALUM POLY 820UF 20% 2.5V SMD,Surface Mount,0.315 Dia (8.00mm),0.327 L x 0.327 W (8.30mm x 8.30mm),2,,,Nichicon,,,
,General Purpose,APXE2R5ARA102MH80G,"capacitors\Capacitor_AL,capacitors\Capacitor_p",1000uF,±20%,12mOhm,,4.26A @ 100kHz,,2000 Hrs @ 105°C,,,,CAP ALSMD POLY 8.3MM H7.7MM,C,,,http://www.chemi-con.co.jp/cgi-bin/CAT_DB/SEARCH/cat_db_al.cgi?e=e&j=p&pdfname=pxe,CAP ALUM POLY 1000UF 2.5V SMD,Surface Mount,0.315 Dia (8.00mm),0.327 L x 0.327 W (8.30mm x 8.30mm),2,,,United Chemi-Con,,,
,General Purpose,APXF4R0ARA681MH80G,"capacitors\Capacitor_AL,capacitors\Capacitor_p",680uF,±20%,9mOhm,,4.5A @ 100kHz,,15000 Hrs @ 105°C,,4V,,CAP ALSMD POLY 8.3MM H8.0MM,C,,,http://www.chemi-con.co.jp/cgi-bin/CAT_DB/SEARCH/cat_db_al.cgi?e=e&j=p&pdfname=pxf,CAP ALUM POLY 680UF 20% 4V SMD,Surface Mount,0.315 Dia (8.00mm),0.327 L x 0.327 W (8.30mm x 8.30mm),2,-55°C ~ 105°C,,United Chemi-Con,,,
,General Purpose,APXE2R5ARA821MH80G,"capacitors\Capacitor_AL,capacitors\Capacitor_p",820uF,±20%,12mOhm,,4.26A @ 100kHz,,2000 Hrs @ 105°C,,2.5V,,CAP ALSMD POLY 8.3MM H8.0MM,C,,,http://www.chemi-con.co.jp/cgi-bin/CAT_DB/SEARCH/cat_db_al.cgi?e=e&j=p&pdfname=pxe,CAP ALUM POLY 820UF 20% 2.5V SMD,Surface Mount,0.315 Dia (8.00mm),0.327 L x 0.327 W (8.30mm x 8.30mm),2,,,United Chemi-Con,,,
,General Purpose,A767KN186M1HLAE050,"capacitors\Capacitor_AL,capacitors\Capacitor_p",18uF,±20%,50mOhm,,1.3A @ 100kHz,65mA @ 120Hz,2000 Hrs @ 105°C,,50V,,CAP ALSMD POLY 8.3MM H10.0MM,C,,,https://api.kemet.com/component-edge/download/datasheet/A767KN186M1HLAE050.pdf,CAP ALUM POLY 18UF 20% 50V SMD,Surface Mount,0.315 Dia (8.00mm),0.327 L x 0.327 W (8.30mm x 8.30mm),2,-55°C ~ 105°C,,KEMET,,,
,General Purpose,A765KN128M0ELAE012,"capacitors\Capacitor_AL,capacitors\Capacitor_p",1200uF,±20%,12mOhm,,5.1A @ 100kHz,255mA @ 120Hz,2000 Hrs @ 105°C,,,,CAP ALSMD POLY 8.3MM H10.0MM,C,,,https://api.kemet.com/component-edge/download/datasheet/A765KN128M0ELAE012.pdf,CAP ALUM POLY 1200UF 2.5V SMD,Surface Mount,0.315 Dia (8.00mm),0.327 L x 0.327 W (8.30mm x 8.30mm),2,,,KEMET,,,
,General Purpose,A765KN687M0GLAE012,"capacitors\Capacitor_AL,capacitors\Capacitor_p",680uF,±20%,12mOhm,,4.52A @ 100kHz,226mA @ 120Hz,2000 Hrs @ 105°C,,,,CAP ALSMD POLY 8.3MM H10.0MM,C,,,https://api.kemet.com/component-edge/download/datasheet/A765KN687M0GLAE012.pdf,CAP ALUM POLY 680UF 20% 4V SMD,Surface Mount,0.315 Dia (8.00mm),0.327 L x 0.327 W (8.30mm x 8.30mm),2,,,KEMET,,,
,General Purpose,A765KN227M1ALAE020,"capacitors\Capacitor_AL,capacitors\Capacitor_p",220uF,±20%,20mOhm,,3.5A @ 100kHz,175mA @ 120Hz,2000 Hrs @ 105°C,,,,CAP ALSMD POLY 8.3MM H10.0MM,C,,,https://api.kemet.com/component-edge/download/datasheet/A765KN227M1ALAE020.pdf,CAP ALUM POLY 220UF 20% 10V SMD,Surface Mount,0.315 Dia (8.00mm),0.327 L x 0.327 W (8.30mm x 8.30mm),2,,,KEMET,,,
,General Purpose,A765KN187M1ALAE020,"capacitors\Capacitor_AL,capacitors\Capacitor_p",180uF,±20%,20mOhm,,3.5A @ 100kHz,175mA @ 120Hz,2000 Hrs @ 105°C,,,,CAP ALSMD POLY 8.3MM H10.0MM,C,,,https://api.kemet.com/component-edge/download/datasheet/A765KN187M1ALAE020.pdf,CAP ALUM POLY 180UF 20% 10V SMD,Surface Mount,0.315 Dia (8.00mm),0.327 L x 0.327 W (8.30mm x 8.30mm),2,,,KEMET,,,
,General Purpose,A765KN567M0JLAE012,"capacitors\Capacitor_AL,capacitors\Capacitor_p",560uF,±20%,12mOhm,,5A @ 100kHz,250mA @ 120Hz,2000 Hrs @ 105°C,,,,CAP ALSMD POLY 8.3MM H10.0MM,C,,,https://api.kemet.com/component-edge/download/datasheet/A765KN567M0JLAE012.pdf,CAP ALUM POLY 560UF 20% 6.3V SMD,Surface Mount,0.315 Dia (8.00mm),0.327 L x 0.327 W (8.30mm x 8.30mm),2,,,KEMET,,,
,General Purpose,A765KN827M0ELAE012,"capacitors\Capacitor_AL,capacitors\Capacitor_p",820uF,±20%,12mOhm,,4.88A @ 100kHz,244mA @ 120Hz,2000 Hrs @ 105°C,,,,CAP ALSMD POLY 8.3MM H10.0MM,C,,,https://api.kemet.com/component-edge/download/datasheet/A765KN827M0ELAE012.pdf,CAP ALUM POLY 820UF 20% 2.5V SMD,Surface Mount,0.315 Dia (8.00mm),0.327 L x 0.327 W (8.30mm x 8.30mm),2,,,KEMET,,,
,General Purpose,A765KN397M0JLAE030,"capacitors\Capacitor_AL,capacitors\Capacitor_p",390uF,±20%,30mOhm,,3.22A @ 100kHz,161mA @ 120Hz,2000 Hrs @ 105°C,,,,CAP ALSMD POLY 8.3MM H10.0MM,C,,,https://api.kemet.com/component-edge/download/datasheet/A765KN397M0JLAE030.pdf,CAP ALUM POLY 390UF 20% 6.3V SMD,Surface Mount,0.315 Dia (8.00mm),0.327 L x 0.327 W (8.30mm x 8.30mm),2,,,KEMET,,,
,General Purpose,A767KN336M1VLAE031,"capacitors\Capacitor_AL,capacitors\Capacitor_p",33uF,±20%,31mOhm,,1.9A @ 100kHz,95mA @ 120Hz,2000 Hrs @ 105°C,,,,CAP ALSMD POLY 8.3MM H10.0MM,C,,,https://api.kemet.com/component-edge/download/datasheet/A767KN336M1VLAE031.pdf,CAP ALUM POLY 33UF 20% 35V SMD,Surface Mount,0.315 Dia (8.00mm),0.327 L x 0.327 W (8.30mm x 8.30mm),2,,,KEMET,,,
,General Purpose,A765KN397M1CLAE016,"capacitors\Capacitor_AL,capacitors\Capacitor_p",390uF,±20%,16mOhm,,3.89A @ 100kHz,195mA @ 120Hz,2000 Hrs @ 105°C,,,,CAP ALSMD POLY 8.3MM H10.0MM,C,,,https://api.kemet.com/component-edge/download/datasheet/A765KN397M1CLAE016.pdf,CAP ALUM POLY 390UF 20% 16V SMD,Surface Mount,0.315 Dia (8.00mm),0.327 L x 0.327 W (8.30mm x 8.30mm),2,,,KEMET,,,
,General Purpose,A767KN826M1VLAE031,"capacitors\Capacitor_AL,capacitors\Capacitor_p",82uF,±20%,31mOhm,,3.6A @ 100kHz,180mA @ 120Hz,2000 Hrs @ 105°C,,35V,,CAP ALSMD POLY 8.3MM H10.0MM,C,,,https://api.kemet.com/component-edge/download/datasheet/A767KN826M1VLAE031.pdf,CAP ALUM POLY 82UF 20% 35V SMD,Surface Mount,0.315 Dia (8.00mm),0.327 L x 0.327 W (8.30mm x 8.30mm),2,,,KEMET,,,
,General Purpose,A767KN566M1VLAE031,"capacitors\Capacitor_AL,capacitors\Capacitor_p",56uF,±20%,31mOhm,,1.9A @ 100kHz,95mA @ 120Hz,2000 Hrs @ 105°C,,35V,,CAP ALSMD POLY 8.3MM H10.0MM,C,,,https://api.kemet.com/component-edge/download/datasheet/A767KN566M1VLAE031.pdf,CAP ALUM POLY 56UF 20% 35V SMD,Surface Mount,0.315 Dia (8.00mm),0.327 L x 0.327 W (8.30mm x 8.30mm),2,,,KEMET,,,
,General Purpose,A765KN108M0JLAE012,"capacitors\Capacitor_AL,capacitors\Capacitor_p",1000uF,±20%,12mOhm,,4.77A @ 100kHz,238.5mA @ 120Hz,2000 Hrs @ 105°C,,6.3V,,CAP ALSMD POLY 8.3MM H10.0MM,C,,,https://api.kemet.com/component-edge/download/datasheet/A765KN108M0JLAE012.pdf,CAP ALUM POLY 1000UF 6.3V SMD,Surface Mount,0.315 Dia (8.00mm),0.327 L x 0.327 W (8.30mm x 8.30mm),2,,,KEMET,,,
,General Purpose,A765KN827M0GLAE012,"capacitors\Capacitor_AL,capacitors\Capacitor_p",820uF,±20%,12mOhm,,5.22A @ 100kHz,261mA @ 120Hz,2000 Hrs @ 105°C,,4V,,CAP ALSMD POLY 8.3MM H10.0MM,C,,,https://api.kemet.com/component-edge/download/datasheet/A765KN827M0GLAE012.pdf,CAP ALUM POLY 820UF 20% 4V SMD,Surface Mount,0.315 Dia (8.00mm),0.327 L x 0.327 W (8.30mm x 8.30mm),2,,,KEMET,,,
,General Purpose,A765KN128M0GLAE012,"capacitors\Capacitor_AL,capacitors\Capacitor_p",1200uF,±20%,12mOhm,,3.5A @ 100kHz,175mA @ 120Hz,2000 Hrs @ 105°C,,4V,,CAP ALSMD POLY 8.3MM H10.0MM,C,,,https://api.kemet.com/component-edge/download/datasheet/A765KN128M0GLAE012.pdf,CAP ALUM POLY 1200UF 20% 4V SMD,Surface Mount,0.315 Dia (8.00mm),0.327 L x 0.327 W (8.30mm x 8.30mm),2,,,KEMET,,,
,General Purpose,A765KN566M1ELAE075,"capacitors\Capacitor_AL,capacitors\Capacitor_p",56uF,±20%,75mOhm,,1.3A @ 100kHz,65mA @ 120Hz,2000 Hrs @ 105°C,,25V,,CAP ALSMD POLY 8.3MM H10.0MM,C,,,https://api.kemet.com/component-edge/download/datasheet/A765KN566M1ELAE075.pdf,CAP ALUM POLY 56UF 20% 25V SMD,Surface Mount,0.315 Dia (8.00mm),0.327 L x 0.327 W (8.30mm x 8.30mm),2,,,KEMET,,,
,General Purpose,A765KN108M0GLAE012,"capacitors\Capacitor_AL,capacitors\Capacitor_p",1000uF,±20%,12mOhm,,5.22A @ 100kHz,261mA @ 120Hz,2000 Hrs @ 105°C,,4V,,CAP ALSMD POLY 8.3MM H10.0MM,C,,,https://api.kemet.com/component-edge/download/datasheet/A765KN108M0GLAE012.pdf,CAP ALUM POLY 1000UF 20% 4V SMD,Surface Mount,0.315 Dia (8.00mm),0.327 L x 0.327 W (8.30mm x 8.30mm),2,,,KEMET,,,
,General Purpose,A765KN158M0ELAE010,"capacitors\Capacitor_AL,capacitors\Capacitor_p",1500uF,±20%,10mOhm,,3.4A @ 100kHz,170mA @ 120Hz,2000 Hrs @ 105°C,,2.5V,,CAP ALSMD POLY 8.3MM H10.0MM,C,,,https://api.kemet.com/component-edge/download/datasheet/A765KN158M0ELAE010.pdf,CAP ALUM POLY 1500UF 2.5V SMD,Surface Mount,0.315 Dia (8.00mm),0.327 L x 0.327 W (8.30mm x 8.30mm),2,,,KEMET,,,
,General Purpose,A765KN128M0JLAE012,"capacitors\Capacitor_AL,capacitors\Capacitor_p",1200uF,±20%,12mOhm,,4.77A @ 100kHz,238.5mA @ 120Hz,2000 Hrs @ 105°C,,6.3V,,CAP ALSMD POLY 8.3MM H10.0MM,C,,,https://api.kemet.com/component-edge/download/datasheet/A765KN128M0JLAE012.pdf,CAP ALUM POLY 1200UF 6.3V SMD,Surface Mount,0.315 Dia (8.00mm),0.327 L x 0.327 W (8.30mm x 8.30mm),2,,,KEMET,,,
