Part Type,Part Number,Schematic Part,Part Value,Current - Continuous Drain (Id) @ 25°C,Drain to Source Voltage (Vdss),"Drive Voltage (Max Rds On,  Min Rds On)",Vgs(th) (Max) @ Id,Vgs (Max),"Rds On (Max) @ Id, Vgs",Gate Charge (Qg) (Max) @ Vgs,Input Capacitance (Ciss) (Max) @ Vds,FET Feature,FET Type,Technology,Allegro PCB Footprint,Package / Case,Pspice Model,Power Dissipation (Max),Technology,Availability,Data Sheet,Description,Mounting Type,Size,Number of FET,Operating Temperature,Distributor Part Number,Manufacturer,Manufacturer Part Number,Price,ActivepartsID
N CHANNEL,BSC0904NSIATMA1,,,"20A (Ta), 78A (Tc)",30V,"4.5V, 10V",2V @ 250µA,±20V,"3.7mOhm @ 30A, 10V",17nC @ 10V,1100pF @ 15V,,N-Channel,MOSFET (Metal Oxide),,8-PowerTDFN,,"2.5W (Ta), 37W (Tc)",,,https://www.infineon.com/dgdl/BSC0904NSI_Rev+2.2.pdf?folderId=db3a304313b8b5a60113cee8763b02d7&fileId=db3a30432f29829e012f3073397339ef,MOSFET N-CH 30V 20A 8TDSON,Surface Mount,,1,-55°C ~ 150°C (TJ),,Infineon Technologies,,,
N CHANNEL,BSC0906NSATMA1,,,"18A (Ta), 63A (Tc)",30V,"4.5V, 10V",2V @ 250µA,±20V,"4.5mOhm @ 30A, 10V",13nC @ 10V,870pF @ 15V,,N-Channel,MOSFET (Metal Oxide),,8-PowerTDFN,,"2.5W (Ta), 30W (Tc)",,,https://www.infineon.com/dgdl/BSC0906NS_Rev+2.0.pdf?folderId=db3a304313b8b5a60113cee8763b02d7&fileId=db3a30433072cd8f0130986c816b2f8c,MOSFET N-CH 30V 18A 8TDSON,Surface Mount,,1,-55°C ~ 150°C (TJ),,Infineon Technologies,,,
N CHANNEL,BSC037N08NS5ATMA1,,,100A (Tc),80V,"6V, 10V",3.8V @ 72µA,±20V,"3.7mOhm @ 50A, 10V",58nC @ 10V,4200pF @ 40V,,N-Channel,MOSFET (Metal Oxide),,8-PowerTDFN,,"2.5W (Ta), 114W (Tc)",,,https://www.infineon.com/dgdl/Infineon-BSC037N08NS5-DS-v02_00-EN.pdf?fileId=5546d4624ad04ef9014ae9ad3b8e1c33,MOSFET N-CH 80V 100A 8TDSON,Surface Mount,,1,-55°C ~ 150°C (TJ),,Infineon Technologies,,,
N CHANNEL,BSC022N04LSATMA1,,,100A (Tc),40V,"4.5V, 10V",2V @ 250µA,±20V,"2.2mOhm @ 50A, 10V",37nC @ 10V,2600pF @ 20V,,N-Channel,MOSFET (Metal Oxide),,8-PowerTDFN,,"2.5W (Ta), 69W (Tc)",,,https://www.infineon.com/dgdl/BSC022N04LS_rev2.0.pdf?folderId=db3a3043163797a6011637d4bae7003b&fileId=db3a30433e82b1cf013e8454ca6c03c9,MOSFET N-CH 40V 100A TDSON-8,Surface Mount,,1,-55°C ~ 150°C (TJ),,Infineon Technologies,,,
N CHANNEL,BSC052N03LSATMA1,,,"17A (Ta), 57A (Tc)",30V,"4.5V, 10V",2V @ 250µA,±20V,"5.2mOhm @ 30A, 10V",12nC @ 10V,770pF @ 15V,,N-Channel,MOSFET (Metal Oxide),,8-PowerTDFN,,"2.5W (Ta), 28W (Tc)",,,https://www.infineon.com/dgdl/BSC052N03LS_Rev+2.1.pdf?folderId=db3a304313b8b5a60113cee8763b02d7&fileId=db3a30432c64a60d012cbc1084350363,MOSFET N-CH 30V 17A TDSON-8,Surface Mount,,1,-55°C ~ 150°C (TJ),,Infineon Technologies,,,
N CHANNEL,BSC052N08NS5ATMA1,,,95A (Tc),80V,"6V, 10V",3.8V @ 49µA,±20V,"5.2mOhm @ 47.5A, 10V",40nC @ 10V,2900pF @ 40V,,N-Channel,MOSFET (Metal Oxide),,8-PowerTDFN,,"2.5W (Ta), 83W (Tc)",,,https://www.infineon.com/dgdl/Infineon-BSC052N08NS5-DS-v02_00-EN.pdf?fileId=5546d4624ad04ef9014ae38fc94f2b40,MOSFET N-CH 80V 95A 8TDSON,Surface Mount,,1,-55°C ~ 150°C (TJ),,Infineon Technologies,,,
N CHANNEL,BSC093N15NS5ATMA1,,,87A (Tc),150V,"8V, 10V",4.6V @ 107µA,±20V,"9.3mOhm @ 44A, 10V",40.7nC @ 10V,3230pF @ 75V,,N-Channel,MOSFET (Metal Oxide),,8-PowerTDFN,,139W (Tc),,,https://www.infineon.com/dgdl/Infineon-BSC093N15NS5-DS-v02_00-EN.pdf?fileId=5546d462503812bb01507033a3fa1175,MOSFET N-CH 150V 87A TDSON-8,Surface Mount,,1,-55°C ~ 150°C (TJ),,Infineon Technologies,,,
N CHANNEL,BSC026N08NS5ATMA1,,,"23A (Ta), 100A (Tc)",80V,"6V, 10V",3.8V @ 115µA,±20V,"2.6mOhm @ 50A, 10V",92nC @ 10V,6800pF @ 40V,,N-Channel,MOSFET (Metal Oxide),,8-PowerTDFN,,"2.5W (Ta), 156W (Tc)",,,https://www.infineon.com/dgdl/Infineon-BSC026N08NS5-DS-v02_01-EN.pdf?fileId=5546d4624ad04ef9014ae2eace7629e0,MOSFET N-CH 80V 23A 8TDSON,Surface Mount,,1,-55°C ~ 150°C (TJ),,Infineon Technologies,,,
N CHANNEL,BSC030N08NS5ATMA1,,,100A (Tc),80V,"6V, 10V",3.8V @ 95µA,±20V,"3mOhm @ 50A, 10V",76nC @ 10V,5600pF @ 40V,,N-Channel,MOSFET (Metal Oxide),,8-PowerTDFN,,"2.5W (Ta), 139W (Tc)",,,https://www.infineon.com/dgdl/Infineon-BSC030N08NS5-DS-v02_02-EN.pdf?fileId=5546d4624ad04ef9014aed52f4210acf,MOSFET N-CH 80V 100A 8TDSON,Surface Mount,,1,-55°C ~ 150°C (TJ),,Infineon Technologies,,,
N CHANNEL,BSC034N06NSATMA1,,,100A (Tc),60V,"6V, 10V",3.3V @ 41µA,±20V,"3.4mOhm @ 50A, 10V",41nC @ 10V,3000pF @ 30V,,N-Channel,MOSFET (Metal Oxide),,8-PowerTDFN,,"2.5W (Ta), 74W (Tc)",,,https://www.infineon.com/dgdl/Infineon-BSC034N06NS-DS-v02_00-en.pdf?fileId=db3a304342371bb001424c65286a70be,MOSFET N-CH 60V 100A 8TDSON,Surface Mount,,1,-55°C ~ 150°C (TJ),,Infineon Technologies,,,
N CHANNEL,BSC036NE7NS3GATMA1,,,100A (Tc),75V,10V,3.8V @ 110µA,±20V,"3.6mOhm @ 50A, 10V",63.4nC @ 10V,4400pF @ 37.5V,,N-Channel,MOSFET (Metal Oxide),,8-PowerTDFN,,"2.5W (Ta), 156W (Tc)",,,https://www.infineon.com/dgdl/BSC036NE7NS3G_Rev2+0.pdf?folderId=db3a304313b8b5a60113cee8763b02d7&fileId=db3a304332fc1ee7013316e0d2607105,MOSFET N-CH 75V 100A TDSON-8,Surface Mount,,1,-55°C ~ 150°C (TJ),,Infineon Technologies,,,
N CHANNEL,BSC007N04LS6ATMA1,,,100A,40V,"4.5V, 10V",2.3V @ 250µA,±20V,"0.7mOhm @ 50A, 10V",94nC @ 4.5V,8400pF @ 20V,,N-Channel,MOSFET (Metal Oxide),,8-PowerTDFN,,188W,,,https://www.infineon.com/dgdl/Infineon-BSC007N04LS6-DS-v02_00-EN.pdf?fileId=5546d462689a790c0168bcd9a63a4815,TRENCH <= 40V,Surface Mount,,1,-55°C ~ 175°C (TJ),,Infineon Technologies,,,
N CHANNEL,BSC110N15NS5ATMA1,,,76A (Tc),150V,"8V, 10V",4.6V @ 91µA,±20V,"11mOhm @ 38A, 10V",35nC @ 10V,2770pF @ 75V,,N-Channel,MOSFET (Metal Oxide),,8-PowerTDFN,,125W (Tc),,,https://www.infineon.com/dgdl/Infineon-BSC110N15NS5-DS-v02_01-EN.pdf?fileId=5546d46253f650570154a04caaad551a,MOSFET N-CH 150V 76A 8TDSON,Surface Mount,,1,-55°C ~ 150°C (TJ),,Infineon Technologies,,,
N CHANNEL,BSC035N10NS5ATMA1,,,100A (Tc),100V,"6V, 10V",3.8V @ 115µA,±20V,"3.5mOhm @ 50A, 10V",87nC @ 10V,6500pF @ 50V,,N-Channel,MOSFET (Metal Oxide),,8-PowerTDFN,,"2.5W (Ta), 156W (Tc)",,,https://www.infineon.com/dgdl/Infineon-BSC035N10NS5-DS-v02_00-EN.pdf?fileId=5546d4624ad04ef9014ae8b5f3bc1b6f,MOSFET N-CH 100V 100A TDSON-8,Surface Mount,,1,-55°C ~ 150°C (TJ),,Infineon Technologies,,,
N CHANNEL,BSC010N04LS6ATMA1,,,"40A (Ta), 100A (Tc)",40V,"4.5V, 10V",2.3V @ 250µA,±20V,"1mOhm @ 50A, 10V",67nC @ 4.5V,4600pF @ 20V,,N-Channel,MOSFET (Metal Oxide),,8-PowerTDFN,,"3W (Ta), 150W (Tc)",,,https://www.infineon.com/dgdl/Infineon-BSC010N04LS6-DS-v02_00-EN.pdf?fileId=5546d462689a790c0168bd076e184818,TRENCH <= 40V,Surface Mount,,1,-55°C ~ 175°C (TJ),,Infineon Technologies,,,
N CHANNEL,BSC028N06NSTATMA1,,,"24A (Ta), 100A (Tc)",60V,"6V, 10V",3.3V @ 50µA,±20V,"2.8mOhm @ 50A, 10V",49nC @ 10V,3375pF @ 30V,,N-Channel,MOSFET (Metal Oxide),,8-PowerTDFN,,"3W (Ta), 100W (Tc)",,,https://www.infineon.com/dgdl/Infineon-BSC028N06NST-DS-v02_01-EN.pdf?fileId=5546d462602a9dc80160546e6c1d2cbb,DIFFERENTIATED MOSFETS,Surface Mount,,1,-55°C ~ 175°C (TJ),,Infineon Technologies,,,
N CHANNEL,BSC027N06LS5ATMA1,,,100A (Tc),60V,"4.5V, 10V",2.3V @ 49µA,±20V,"2.7mOhm @ 50A, 10V",30nC @ 4.5V,4400pF @ 30V,,N-Channel,MOSFET (Metal Oxide),,8-PowerTDFN,,83W (Tc),,,https://www.infineon.com/dgdl/Infineon-BSC027N06LS5-DS-v02_00-EN.pdf?fileId=5546d46258fc0bc101596e1c881234d6,MOSFET N-CH 60V 100A 8TDSON,Surface Mount,,1,-55°C ~ 150°C (TJ),,Infineon Technologies,,,
N CHANNEL,BSC009NE2LS5IATMA1,,,"40A (Ta), 100A (Tc)",25V,"4.5V, 10V",2V @ 250µA,±16V,"0.95mOhm @ 30A, 10V",49nC @ 10V,3200pF @ 12V,,N-Channel,MOSFET (Metal Oxide),,8-PowerTDFN,,"2.5W (Ta), 74W (Tc)",,,https://www.infineon.com/dgdl/Infineon-BSC009NE2LS5I-DS-v02_00-EN.pdf?fileId=5546d4624bcaebcf014c09a38586234e,MOSFET N-CH 25V 40A 8TDSON IND,Surface Mount,,1,-55°C ~ 150°C (TJ),,Infineon Technologies,,,
N CHANNEL,BSC040N08NS5ATMA1,,,100A (Tc),80V,"6V, 10V",3.8V @ 67µA,±20V,"4mOhm @ 50A, 10V",54nC @ 10V,3900pF @ 40V,,N-Channel,MOSFET (Metal Oxide),,8-PowerTDFN,,"2.5W (Ta), 104W (Tc)",,,https://www.infineon.com/dgdl/Infineon-BSC040N08NS5-DS-v02_00-EN.pdf?fileId=5546d4624ad04ef9014ae3065a7e2a05,MOSFET N-CH 80V 100A 8TDSON,Surface Mount,,1,-55°C ~ 150°C (TJ),,Infineon Technologies,,,
N CHANNEL,BSC0500NSIATMA1,,,"35A (Ta), 100A (Tc)",30V,"4.5V, 10V",2V @ 250µA,±20V,"1.3mOhm @ 30A, 10V",52nC @ 10V,3300pF @ 15V,,N-Channel,MOSFET (Metal Oxide),,8-PowerTDFN,,"2.5W (Ta), 69W (Tc)",,,https://www.infineon.com/dgdl/Infineon-BSC0500NSI-DS-v02_00-EN.pdf?fileId=5546d4624eeb2bc7014efd4e65546362,MOSFET N-CH 30V 35A TDSON-8,Surface Mount,,1,-55°C ~ 150°C (TJ),,Infineon Technologies,,,
N CHANNEL,BSC009NE2LS5ATMA1,,,"41A (Ta), 100A (Tc)",25V,"4.5V, 10V",2V @ 250µA,±16V,"0.9mOhm @ 30A, 10V",57nC @ 10V,3900pF @ 12V,,N-Channel,MOSFET (Metal Oxide),,8-PowerTDFN,,"2.5W (Ta), 74W (Tc)",,,https://www.infineon.com/dgdl/Infineon-BSC009NE2LS5-DS-v02_00-EN.pdf?fileId=5546d4624bcaebcf014c096c7c152310,MOSFET N-CH 25V 41A 8TDSON,Surface Mount,,1,-55°C ~ 150°C (TJ),,Infineon Technologies,,,
N CHANNEL,BSC098N10NS5ATMA1,,,60A (Tc),100V,"6V, 10V",3.8V @ 36µA,±20V,"9.8mOhm @ 30A, 10V",28nC @ 10V,2100pF @ 50V,,N-Channel,MOSFET (Metal Oxide),,8-PowerTDFN,,"2.5W (Ta), 69W (Tc)",,,https://www.infineon.com/dgdl/Infineon-BSC098N10NS5-DS-v02_00-EN.pdf?fileId=5546d4624ad04ef9014ae95ab4221bfd,MOSFET N-CH 100V 60A 8TDSON,Surface Mount,,1,-55°C ~ 150°C (TJ),,Infineon Technologies,,,
N CHANNEL,BSC072N08NS5ATMA1,,,74A (Tc),80V,"6V, 10V",3.8V @ 36µA,±20V,"7.2mOhm @ 37A, 10V",29nC @ 10V,2100pF @ 40V,,N-Channel,MOSFET (Metal Oxide),,8-PowerTDFN,,"2.5W (Ta), 69W (Tc)",,,https://www.infineon.com/dgdl/Infineon-BSC072N08NS5-DS-v02_00-EN.pdf?fileId=5546d4624ad04ef9014ae3d8e8192c7c,MOSFET N-CH 80V 74A 8TDSON,Surface Mount,,1,-55°C ~ 150°C (TJ),,Infineon Technologies,,,
N CHANNEL,BSC010NE2LSIATMA1,,,"38A (Ta), 100A (Tc)",25V,"4.5V, 10V",2V @ 250µA,±20V,"1.05mOhm @ 30A, 10V",59nC @ 10V,4200pF @ 12V,,N-Channel,MOSFET (Metal Oxide),,8-PowerTDFN,,"2.5W (Ta), 96W (Tc)",,,https://www.infineon.com/dgdl/BSC010NE2LSI_Rev_2.1.pdf?folderId=db3a304313b8b5a60113cee8763b02d7&fileId=db3a30433072cd8f01308d8d1cdf33de,MOSFET N-CH 25V 38A TDSON-8,Surface Mount,,1,,,Infineon Technologies,,,
N CHANNEL,BSC014NE2LSIATMA1,,,"33A (Ta), 100A (Tc)",25V,"4.5V, 10V",2V @ 250µA,±20V,"1.4mOhm @ 30A, 10V",39nC @ 10V,2700pF @ 12V,,N-Channel,MOSFET (Metal Oxide),,8-PowerTDFN,,"2.5W (Ta), 74W (Tc)",,,https://www.infineon.com/dgdl/BSC014NE2LSI_Rev_2.1.pdf?folderId=db3a304313b8b5a60113cee8763b02d7&fileId=db3a30433072cd8f013093b0024571b1,MOSFET N-CH 25V 33A TDSON-8,Surface Mount,,1,-55°C ~ 150°C (TJ),,Infineon Technologies,,,
N CHANNEL,BSC040N10NS5ATMA1,,,100A (Tc),100V,"6V, 10V",3.8V @ 95µA,±20V,"4mOhm @ 50A, 10V",72nC @ 10V,5300pF @ 50V,,N-Channel,MOSFET (Metal Oxide),,8-PowerTDFN,,"2.5W (Ta), 139W (Tc)",,,https://www.infineon.com/dgdl/Infineon-BSC040N10NS5-DS-v02_01-EN.pdf?fileId=5546d4624a0bf290014a0fbcee2e6b38,MOSFET N-CH 100V 100A 8TDSON,Surface Mount,,1,-55°C ~ 150°C (TJ),,Infineon Technologies,,,
N CHANNEL,BSC160N15NS5ATMA1,,,56A (Tc),150V,"8V, 10V",4.6V @ 60µA,±20V,"16mOhm @ 28A, 10V",23.1nC @ 10V,1820pF @ 75V,,N-Channel,MOSFET (Metal Oxide),,8-PowerTDFN,,96W (Tc),,,https://www.infineon.com/dgdl/Infineon-BSC160N15NS5-DS-v02_02-EN.pdf?fileId=5546d46253f650570154a055b7215b1b,MOSFET N-CH 150V 56A 8TDSON,Surface Mount,,1,-55°C ~ 150°C (TJ),,Infineon Technologies,,,
N CHANNEL,BSC028N06NSATMA1,,,"23A (Ta), 100A (Tc)",60V,"6V, 10V",2.8V @ 50µA,±20V,"2.8mOhm @ 50A, 10V",37nC @ 10V,2700pF @ 30V,,N-Channel,MOSFET (Metal Oxide),,8-PowerTDFN,,"2.5W (Ta), 83W (Tc)",,,https://www.infineon.com/dgdl/BSC028N06NS_Rev2.0.pdf?folderId=db3a30431ddc9372011ebafa04517f8b&fileId=db3a3043345a30bc013465d221bd62f9,MOSFET N-CH 60V 23A TDSON-8,Surface Mount,,1,-55°C ~ 150°C (TJ),,Infineon Technologies,,,
N CHANNEL,BSC039N06NSATMA1,,,"19A (Ta), 100A (Tc)",60V,"6V, 10V",2.8V @ 36µA,±20V,"3.9mOhm @ 50A, 10V",27nC @ 10V,2000pF @ 30V,,N-Channel,MOSFET (Metal Oxide),,8-PowerTDFN,,"2.5W (Ta), 69W (Tc)",,,https://www.infineon.com/dgdl/BSC039N06NS_Rev2.0.pdf?folderId=db3a304313b8b5a60113cee8763b02d7&fileId=db3a30433727a44301372c3adce949c7,MOSFET N-CH 60V 19A TDSON-8,Surface Mount,,1,-55°C ~ 150°C (TJ),,Infineon Technologies,,,
N CHANNEL,BSC009NE2LSATMA1,,,"41A (Ta), 100A (Tc)",25V,"4.5V, 10V",2.2V @ 250µA,±20V,"0.9mOhm @ 30A, 10V",126nC @ 10V,5800pF @ 12V,,N-Channel,MOSFET (Metal Oxide),,8-PowerTDFN,,"2.5W (Ta), 96W (Tc)",,,https://www.infineon.com/dgdl/BSC009NE2LS_Rev+2.1.pdf?folderId=db3a304313b8b5a60113cee8763b02d7&fileId=db3a304332d040720132dd4232240e1d,MOSFET N-CH 25V 41A TDSON-8,Surface Mount,,1,-55°C ~ 150°C (TJ),,Infineon Technologies,,,
N CHANNEL,BSC011N03LSIATMA1,,,"37A (Ta), 100A (Tc)",30V,"4.5V, 10V",2V @ 250µA,±20V,"1.1mOhm @ 30A, 10V",68nC @ 10V,4300pF @ 15V,,N-Channel,MOSFET (Metal Oxide),,8-PowerTDFN,,"2.5W (Ta), 96W (Tc)",,,https://www.infineon.com/dgdl/BSC011N03LSI_Rev_2.1.pdf?folderId=db3a304313b8b5a60113cee8763b02d7&fileId=db3a30433072cd8f013097dfdcc22f66,MOSFET N-CH 30V 37A TDSON-8,Surface Mount,,1,-55°C ~ 150°C (TJ),,Infineon Technologies,,,
N CHANNEL,IPT029N08N5ATMA1,,,"52A (Ta), 169A (Tc)",80V,"6V, 10V",3.8V @ 108µA,±20V,"2.9mOhm @ 150A, 10V",87nC @ 10V,6500pF @ 40V,,N-Channel,MOSFET (Metal Oxide),,8-PowerSFN,,168W (Tc),,,https://www.infineon.com/dgdl/Infineon-IPT029N08N5-DS-v02_00-EN.pdf?fileId=5546d46258f240be0158f28c77120098,POWER TRANSISTOR 80V OPTIMOS-5,Surface Mount,,1,-55°C ~ 175°C (TJ),,Infineon Technologies,,,
N CHANNEL,IPT65R033G7XTMA1,,,69A (Tc),650V,10V,4V @ 1.44mA,±20V,"33mOhm @ 28.9A, 10V",110nC @ 10V,5000pF @ 400V,,N-Channel,MOSFET (Metal Oxide),,8-PowerSFN,,391W (Tc),,,https://www.infineon.com/dgdl/Infineon-IPT65R033G7-DS-v02_01-EN.pdf?fileId=5546d46253f650570154190220f14f1f,MOSFET N-CH 650V 69A HSOF-8,Surface Mount,,1,-55°C ~ 150°C (TJ),,Infineon Technologies,,,
N CHANNEL,IPT60R080G7XTMA1,,,29A (Tc),650V,10V,4V @ 490µA,±20V,"80mOhm @ 9.7A, 10V",42nC @ 10V,1640pF @ 400V,,N-Channel,MOSFET (Metal Oxide),,8-PowerSFN,,167W (Tc),,,https://www.infineon.com/dgdl/Infineon-IPT60R080G7-DS-v02_00-EN.pdf?fileId=5546d46259d9a4bf015a13e8059d0e2c,MOSFET N-CH 650V 29A HSOF-8,Surface Mount,,1,-40°C ~ 150°C (TJ),,Infineon Technologies,,,
N CHANNEL,IAUT260N10S5N019ATMA1,,,260A (Tc),100V,"6V, 10V",3.8V @ 210µA,±20V,"1.9mOhm @ 100A, 10V",166nC @ 10V,11830pF @ 50V,,N-Channel,MOSFET (Metal Oxide),,8-PowerSFN,,300W (Tc),,,https://www.infineon.com/dgdl/Infineon-IAUT260N10S5N019-DS-v01_00-EN.pdf?fileId=5546d4625ee5d4cd015f2460488e3241,MOSFET N-CH 100V 260A HSOF8-1,Surface Mount,,1,-55°C ~ 175°C (TJ),,Infineon Technologies,,,
N CHANNEL,IPT60R102G7XTMA1,,,23A (Tc),650V,10V,4V @ 390µA,±20V,"102mOhm @ 7.8A, 10V",34nC @ 10V,1320pF @ 400V,,N-Channel,MOSFET (Metal Oxide),,8-PowerSFN,,141W (Tc),,,https://www.infineon.com/dgdl/Infineon-IPT60R102G7-DS-v02_00-EN.pdf?fileId=5546d46259d9a4bf015a13e7ed8b0e2a,MOSFET N-CH 650V 23A HSOF-8,Surface Mount,,1,-55°C ~ 150°C (TJ),,Infineon Technologies,,,
N CHANNEL,IPLU300N04S41R1XTMA1,,,300A (Tc),40V,10V,4V @ 125µA,±20V,"1.15mOhm @ 100A, 10V",151nC @ 10V,12090pF @ 25V,,N-Channel,MOSFET (Metal Oxide),,8-PowerSFN,,300W (Tc),,,https://www.infineon.com/dgdl/Infineon-IPLU300N04S4-1R1-DS-v01_00-EN.pdf?fileId=5546d4624a0bf290014a4de4e2cb319a,MOSFET N-CH 8HSOF,Surface Mount,,1,-55°C ~ 175°C (TJ),,Infineon Technologies,,,
N CHANNEL,IGT60R070D1ATMA1,,,31A (Tc),600V,,1.6V @ 2.6mA,-10V,,,380pF @ 400V,,N-Channel,GaNFET (Gallium Nitride),,8-PowerSFN,,125W (Tc),,,https://www.infineon.com/dgdl/Infineon-IGT60R070D1-DS-v02_01-EN.pdf?fileId=5546d46265f064ff016686028dd56526,IC GAN FET 600V 60A 8HSOF,Surface Mount,,1,-55°C ~ 150°C (TJ),,Infineon Technologies,,,
N CHANNEL,IPT60R028G7XTMA1,,,75A (Tc),600V,10V,4V @ 1.44mA,±20V,"28mOhm @ 28.8A, 10V",123nC @ 10V,4820pF @ 400V,,N-Channel,MOSFET (Metal Oxide),,8-PowerSFN,,391W (Tc),,,https://www.infineon.com/dgdl/Infineon-IPT60R028G7-DS-v02_00-EN.pdf?fileId=5546d46259d9a4bf015a13e82df70e30,MOSFET N-CH 600V 75A HSOF-8,Surface Mount,,1,-55°C ~ 150°C (TJ),,Infineon Technologies,,,
N CHANNEL,IGT60R190D1SATMA1,,,12.5A (Tc),600V,,1.6V @ 960µA,-10V,,,157pF @ 400V,,N-Channel,GaNFET (Gallium Nitride),,8-PowerSFN,,55.5W (Tc),,,https://www.infineon.com/dgdl/Infineon-IGT60R190D1S-DS-v03_01-EN.pdf?fileId=5546d46265f064ff016685fa29796520,IC GAN FET 600V 23A 8HSOF,Surface Mount,,1,-55°C ~ 150°C (TJ),,Infineon Technologies,,,
N CHANNEL,IPT60R050G7XTMA1,,,44A (Tc),650V,10V,4V @ 800µA,±20V,"50mOhm @ 15.9A, 10V",68nC @ 10V,2670pF @ 400V,,N-Channel,MOSFET (Metal Oxide),,8-PowerSFN,,245W (Tc),,,https://www.infineon.com/dgdl/Infineon-IPT60R050G7-DS-v02_00-EN.pdf?fileId=5546d46259d9a4bf015a13d5974e0e26,MOSFET N-CH 650V 44A HSOF-8,Surface Mount,,1,-55°C ~ 150°C (TJ),,Infineon Technologies,,,
N CHANNEL,IAUT300N10S5N015ATMA1,,,300A (Tc),100V,"6V, 10V",3.8V @ 275µA,±20V,"1.5mOhm @ 100A, 10V",216nC @ 10V,16011pF @ 50V,,N-Channel,MOSFET (Metal Oxide),,8-PowerSFN,,375W (Tc),,,https://www.infineon.com/dgdl/Infineon-IAUT300N10S5N015-DS-v01_00-EN.pdf?fileId=5546d4625ee5d4cd015f2469d7203245,100V 300A 1.5MOHM TOLL,Surface Mount,,1,-55°C ~ 175°C (TJ),,Infineon Technologies,,,
N CHANNEL,IAUT300N08S5N014ATMA1,,,300A (DC),80V,"6V, 10V",3.8V @ 230µA,±20V,"1.4mOhm @ 100A, 10V",187nC @ 10V,13178pF @ 40V,,N-Channel,MOSFET (Metal Oxide),,8-PowerSFN,,300W (Tc),,,https://www.infineon.com/dgdl/Infineon-IAUT300N08S5N014-DS-v01_00-EN.pdf?fileId=5546d4626102d35a01611d61f5052ab9,80V 300A 1.4MOHM TOLL,Surface Mount,,1,-55°C ~ 175°C (TJ),,Infineon Technologies,,,
N CHANNEL,IRL40T209ATMA1,,,300A (Tc),40V,"4.5V, 10V",2.4V @ 250µA,±20V,"0.72mOhm @ 100A, 10V",269nC @ 4.5V,16000pF @ 20V,,N-Channel,MOSFET (Metal Oxide),,8-PowerSFN,,500W (Tc),,,https://www.infineon.com/dgdl/Infineon-IRL40T209-DS-v01_00-EN.pdf?fileId=5546d46265413c11016542adc035132a,MOSFET N-CH 40V 586A PG-HSOG-8-1,Surface Mount,,1,-55°C ~ 175°C (TJ),,Infineon Technologies,,,
N CHANNEL,IPT65R105G7XTMA1,,,24A (Tc),650V,10V,4V @ 440µA,±20V,"105mOhm @ 8.9A, 10V",35nC @ 10V,1670pF @ 400V,,N-Channel,MOSFET (Metal Oxide),,8-PowerSFN,,156W (Tc),,,https://www.infineon.com/dgdl/Infineon-IPT65R105G7-DS-v02_01-EN.pdf?fileId=5546d46253f6505701541902315e4f23,POWER TRANSISTOR 650V COOLMOS,Surface Mount,,1,-55°C ~ 150°C (TJ),,Infineon Technologies,,,
N CHANNEL,IAUT240N08S5N019ATMA1,,,240A (Tc),80V,"6V, 10V",3.8V @ 160µA,±20V,"1.9mOhm @ 100A, 10V",130nC @ 10V,9264pF @ 40V,,N-Channel,MOSFET (Metal Oxide),,8-PowerSFN,,230W (Tc),,,https://www.infineon.com/dgdl/Infineon-IAUT240N08S5N019-DS-v01_00-EN.pdf?fileId=5546d4625debb399015e0506723e791a,MOSFET N-CH 75V 8HSOF,Surface Mount,,1,-55°C ~ 175°C (TJ),,Infineon Technologies,,,
N CHANNEL,IAUT150N10S5N035ATMA1,,,150A (Tc),100V,"6V, 10V",3.8V @ 110µA,±20V,"3.5mOhm @ 75A, 10V",87nC @ 10V,6110pF @ 50V,,N-Channel,MOSFET (Metal Oxide),,8-PowerSFN,,166W (Tc),,,https://www.infineon.com/dgdl/Infineon-IAUT150N10S5N035-DS-v01_00-EN.pdf?fileId=5546d4625ee5d4cd015f246034af323f,100V 150A 3.5MOHM TOLL,Surface Mount,,1,-55°C ~ 175°C (TJ),,Infineon Technologies,,,
N CHANNEL,IPT60R125G7XTMA1,,,20A (Tc),650V,10V,4V @ 320µA,±20V,"125mOhm @ 6.4A, 10V",27nC @ 10V,1080pF @ 400V,,N-Channel,MOSFET (Metal Oxide),,8-PowerSFN,,120W (Tc),,,https://www.infineon.com/dgdl/Infineon-IPT60R125G7-DS-v02_00-EN.pdf?fileId=5546d46259d9a4bf015a13e819a60e2e,MOSFET N-CH 650V 20A HSOF-8,Surface Mount,,1,-55°C ~ 150°C (TJ),,Infineon Technologies,,,
N CHANNEL,IAUT200N08S5N023ATMA1,,,200A (Tc),80V,"6V, 10V",3.8V @ 130µA,±20V,"2.3mOhm @ 100A, 10V",110nC @ 10V,7670pF @ 40V,,N-Channel,MOSFET (Metal Oxide),,8-PowerSFN,,200W (Tc),,,https://www.infineon.com/dgdl/Infineon-IAUT200N08S5N023-DS-v01_00-EN.pdf?fileId=5546d4626102d35a01611d61e9ce2ab6,80V 200A 2.3MOHM TOLL,Surface Mount,,1,-55°C ~ 175°C (TJ),,Infineon Technologies,,,
